B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,B25091_001M,B25091_001EA,B25091_001MA,B25091_002M,B25091_002EA,B25091_002MA,B25091_003M,B25091_003EA,B25091_003MA,B25091_004M,B25091_004EA,B25091_004MA,B25091_005M,B25091_005EA,B25091_005MA,B25091_006M,B25091_006EA,B25091_006MA,B25091_007M,B25091_007EA,B25091_007MA,B25091_008M,B25091_008EA,B25091_008MA,B25091_009M,B25091_009EA,B25091_009MA,B25091_010M,B25091_010EA,B25091_010MA,B25091_011M,B25091_011EA,B25091_011MA,B25091_012M,B25091_012EA,B25091_012MA,B25091_013M,B25091_013EA,B25091_013MA,B25091_014M,B25091_014EA,B25091_014MA,B25091_015M,B25091_015EA,B25091_015MA,B25091_016M,B25091_016EA,B25091_016MA,B25091_017M,B25091_017EA,B25091_017MA,B25091_018M,B25091_018EA,B25091_018MA,B25091_019M,B25091_019EA,B25091_019MA,B25091_020M,B25091_020EA,B25091_020MA,B25091_021M,B25091_021EA,B25091_021MA,B25091_022M,B25091_022EA,B25091_022MA,B25091_023M,B25091_023EA,B25091_023MA,state
4857125,26450,2773911,24056,181671,7917,407209,10826,508006,10552,410001,8078,300729,9419,204532,8464,148349,6137,186881,7243,403362,10093,23171,3023,2083214,20877,834619,12830,394930,9190,232955,7090,150226,5608,99537,5201,67606,4359,45723,3006,63950,4120,149259,5950,44409,3324,26450,null,null,24056,null,null,7917,null,null,10826,null,null,10552,null,null,8078,null,null,9419,null,null,8464,null,null,6137,null,null,7243,null,null,10093,null,null,3023,null,null,20877,null,null,12830,null,null,9190,null,null,7090,null,null,5608,null,null,5201,null,null,4359,null,null,3006,null,null,4120,null,null,5950,null,null,3324,null,null,12
2268606,20528,1475331,16819,124596,6132,282844,9015,309583,8605,226392,7592,143120,6351,88923,4740,62110,4830,72131,4345,155646,6982,9986,1840,793275,12274,374161,8992,150945,5691,83908,4789,46733,3602,32629,2957,20587,2170,13100,1903,16100,2039,40547,3535,14565,2335,20528,null,null,16819,null,null,6132,null,null,9015,null,null,8605,null,null,7592,null,null,6351,null,null,4740,null,null,4830,null,null,4345,null,null,6982,null,null,1840,null,null,12274,null,null,8992,null,null,5691,null,null,4789,null,null,3602,null,null,2957,null,null,2170,null,null,1903,null,null,2039,null,null,3535,null,null,2335,null,null,13
260626,4898,171834,4886,10526,1248,22734,2297,24171,1794,26042,2341,22181,2073,16825,2031,10306,1537,11469,1545,26547,2397,1033,570,88792,3432,48726,2589,13405,1256,7259,1101,5213,983,2768,620,1680,652,1385,580,1681,560,5402,1056,1273,548,4898,null,null,4886,null,null,1248,null,null,2297,null,null,1794,null,null,2341,null,null,2073,null,null,2031,null,null,1537,null,null,1545,null,null,2397,null,null,570,null,null,3432,null,null,2589,null,null,1256,null,null,1101,null,null,983,null,null,620,null,null,652,null,null,580,null,null,560,null,null,1056,null,null,548,null,null,15
418217,6970,269728,6096,21709,2668,48024,3370,58554,3987,42093,3569,29252,2852,17343,2037,12470,1889,11655,1847,25476,2465,3152,1370,148489,4829,81972,4063,26701,2438,13060,1347,7847,1380,4033,876,3024,969,2341,654,2514,792,5540,1199,1457,554,6970,null,null,6096,null,null,2668,null,null,3370,null,null,3987,null,null,3569,null,null,2852,null,null,2037,null,null,1889,null,null,1847,null,null,2465,null,null,1370,null,null,4829,null,null,4063,null,null,2438,null,null,1347,null,null,1380,null,null,876,null,null,969,null,null,654,null,null,792,null,null,1199,null,null,554,null,null,16
3146858,18286,2013765,17881,133723,5130,355206,8791,416993,7743,318073,7620,211804,7232,135703,4764,87409,3914,111387,5481,232930,8222,10537,1601,1133093,13337,428958,8077,233013,6032,132097,4834,86688,4361,57222,3223,37955,2758,26496,2311,34500,2671,80765,4274,15399,1895,18286,null,null,17881,null,null,5130,null,null,8791,null,null,7743,null,null,7620,null,null,7232,null,null,4764,null,null,3914,null,null,5481,null,null,8222,null,null,1601,null,null,13337,null,null,8077,null,null,6032,null,null,4834,null,null,4361,null,null,3223,null,null,2758,null,null,2311,null,null,2671,null,null,4274,null,null,1895,null,null,17
1731421,12509,1134794,12254,125460,4899,272177,6013,257096,7668,163818,5441,92012,4989,61328,3433,36194,3156,43304,3527,79042,4589,4363,1281,596627,8299,303881,6353,118183,4356,60727,3407,33282,2747,19466,2230,12409,1290,8223,1391,8928,1347,24436,2374,7092,1266,12509,null,null,12254,null,null,4899,null,null,6013,null,null,7668,null,null,5441,null,null,4989,null,null,3433,null,null,3156,null,null,3527,null,null,4589,null,null,1281,null,null,8299,null,null,6353,null,null,4356,null,null,3407,null,null,2747,null,null,2230,null,null,1290,null,null,1391,null,null,1347,null,null,2374,null,null,1266,null,null,18
881435,7975,534153,6991,48806,2613,124163,5329,125065,4121,81934,4138,47368,2826,30379,2665,18746,2036,18624,1697,37803,2196,1265,420,347282,6064,161021,4825,69984,3358,39899,3031,23320,2019,13655,1605,9631,1241,5539,917,7149,1185,13765,1476,3319,814,7975,null,null,6991,null,null,2613,null,null,5329,null,null,4121,null,null,4138,null,null,2826,null,null,2665,null,null,2036,null,null,1697,null,null,2196,null,null,420,null,null,6064,null,null,4825,null,null,3358,null,null,3031,null,null,2019,null,null,1605,null,null,1241,null,null,917,null,null,1185,null,null,1476,null,null,814,null,null,19
729392,8711,436010,8186,33618,2189,90795,3931,103896,4422,70296,3867,43785,2894,26882,2376,14129,1575,19154,1750,30916,2774,2539,651,293382,6586,129845,5214,61417,3125,35216,2587,19529,1780,11884,1382,7871,1247,5243,1044,7088,1242,11512,1280,3777,841,8711,null,null,8186,null,null,2189,null,null,3931,null,null,4422,null,null,3867,null,null,2894,null,null,2376,null,null,1575,null,null,1750,null,null,2774,null,null,651,null,null,6586,null,null,5214,null,null,3125,null,null,2587,null,null,1780,null,null,1382,null,null,1247,null,null,1044,null,null,1242,null,null,1280,null,null,841,null,null,20
1148175,11051,674045,9323,61006,3154,148386,5054,149929,5457,101612,4295,58892,3744,37520,2930,23022,2814,28631,2720,61244,3488,3803,923,474130,8104,227387,6370,88686,4059,51097,3452,28188,2576,16733,1606,12168,1561,7358,1075,10449,1494,22546,2194,9518,1586,11051,null,null,9323,null,null,3154,null,null,5054,null,null,5457,null,null,4295,null,null,3744,null,null,2930,null,null,2814,null,null,2720,null,null,3488,null,null,923,null,null,8104,null,null,6370,null,null,4059,null,null,3452,null,null,2576,null,null,1606,null,null,1561,null,null,1075,null,null,1494,null,null,2194,null,null,1586,null,null,21
1105710,12317,579291,10107,60817,3718,116820,6009,114723,6470,76783,4316,53164,4091,34707,2650,26550,3124,32105,3055,60255,4154,3367,1063,526419,9930,277971,6402,91972,4704,51388,4025,25530,2062,18780,2333,10388,1807,8651,1309,9081,1476,22191,2559,10467,1627,12317,null,null,10107,null,null,3718,null,null,6009,null,null,6470,null,null,4316,null,null,4091,null,null,2650,null,null,3124,null,null,3055,null,null,4154,null,null,1063,null,null,9930,null,null,6402,null,null,4704,null,null,4025,null,null,2062,null,null,2333,null,null,1807,null,null,1309,null,null,1476,null,null,2559,null,null,1627,null,null,22
