B19025H_001E,B19025H_001M,B19025H_001M,B19025H_001EA,B19025H_001MA,state
382043930100,3842174967,3842174967,null,null,12
184008491600,2572162212,2572162212,null,null,13
14296286800,604317286,604317286,null,null,15
37327806100,1036436065,1036436065,null,null,16
304927283600,2639439187,2639439187,null,null,17
153227466700,1545870444,1545870444,null,null,18
84894599000,1161355256,1161355256,null,null,19
69629009800,955439000,955439000,null,null,20
100393622700,1477532281,1477532281,null,null,21
83505114200,1404871832,1404871832,null,null,22
35820487500,774185966,774185966,null,null,23
142262796300,1662254983,1662254983,null,null,24
218350569300,2206423704,2206423704,null,null,25
235237146700,1812167539,1812167539,null,null,26
166539505700,1739247990,1739247990,null,null,27
46002902400,1012388939,1012388939,null,null,28
144777634800,1788569032,1788569032,null,null,29
26811322800,682290337,682290337,null,null,30
49638486800,693234911,693234911,null,null,31
51539029800,1138817074,1138817074,null,null,32
44509558300,996906832,996906832,null,null,33
231427646100,2120634504,2120634504,null,null,34
27451261500,735556368,735556368,null,null,35
475177132300,4178817777,4178817777,null,null,36
207840427400,2363932249,2363932249,null,null,37
22994985900,755306220,755306220,null,null,38
286956064500,2583268498,2583268498,null,null,39
75373586400,956998562,956998562,null,null,40
103431369400,1185981960,1185981960,null,null,41
330591709300,2251844207,2251844207,null,null,42
28170365500,775490714,775490714,null,null,44
98825009200,1676319374,1676319374,null,null,45
22243856100,691192531,691192531,null,null,46
143278735300,1700285758,1700285758,null,null,47
464748034800,3161751980,3161751980,null,null,48
69275031200,1190207862,1190207862,null,null,49
18460025100,492764177,492764177,null,null,50
212297865000,2082908004,2082908004,null,null,51
197504757900,2291041882,2291041882,null,null,53
41059780400,931322781,931322781,null,null,54
156819644200,1634630471,1634630471,null,null,55
15271256300,537350240,537350240,null,null,56
663829000,202371116,202371116,null,null,72
91297950100,1455030690,1455030690,null,null,01
17531132900,533971221,533971221,null,null,02
134745622300,1870616342,1870616342,null,null,04
57314683100,878704044,878704044,null,null,05
703816467900,4805347090,4805347090,null,null,06
151814703400,1841082641,1841082641,null,null,08
116085411800,1709656397,1709656397,null,null,09
21066436300,618187152,618187152,null,null,10
19443420500,816037038,816037038,null,null,11
