B17010D_001E,B17010D_001M,B17010D_002E,B17010D_002M,B17010D_003E,B17010D_003M,B17010D_004E,B17010D_004M,B17010D_005E,B17010D_005M,B17010D_006E,B17010D_006M,B17010D_007E,B17010D_007M,B17010D_008E,B17010D_008M,B17010D_009E,B17010D_009M,B17010D_010E,B17010D_010M,B17010D_011E,B17010D_011M,B17010D_012E,B17010D_012M,B17010D_013E,B17010D_013M,B17010D_014E,B17010D_014M,B17010D_015E,B17010D_015M,B17010D_016E,B17010D_016M,B17010D_017E,B17010D_017M,B17010D_018E,B17010D_018M,B17010D_019E,B17010D_019M,B17010D_020E,B17010D_020M,B17010D_021E,B17010D_021M,B17010D_022E,B17010D_022M,B17010D_023E,B17010D_023M,B17010D_024E,B17010D_024M,B17010D_025E,B17010D_025M,B17010D_026E,B17010D_026M,B17010D_027E,B17010D_027M,B17010D_028E,B17010D_028M,B17010D_029E,B17010D_029M,B17010D_030E,B17010D_030M,B17010D_031E,B17010D_031M,B17010D_032E,B17010D_032M,B17010D_033E,B17010D_033M,B17010D_034E,B17010D_034M,B17010D_035E,B17010D_035M,B17010D_036E,B17010D_036M,B17010D_037E,B17010D_037M,B17010D_038E,B17010D_038M,B17010D_039E,B17010D_039M,B17010D_040E,B17010D_040M,B17010D_041E,B17010D_041M,B17010D_001M,B17010D_001EA,B17010D_001MA,B17010D_002M,B17010D_002EA,B17010D_002MA,B17010D_003M,B17010D_003EA,B17010D_003MA,B17010D_004M,B17010D_004EA,B17010D_004MA,B17010D_005M,B17010D_005EA,B17010D_005MA,B17010D_006M,B17010D_006EA,B17010D_006MA,B17010D_007M,B17010D_007EA,B17010D_007MA,B17010D_008M,B17010D_008EA,B17010D_008MA,B17010D_009M,B17010D_009EA,B17010D_009MA,B17010D_010M,B17010D_010EA,B17010D_010MA,B17010D_011M,B17010D_011EA,B17010D_011MA,B17010D_012M,B17010D_012EA,B17010D_012MA,B17010D_013M,B17010D_013EA,B17010D_013MA,B17010D_014M,B17010D_014EA,B17010D_014MA,B17010D_015M,B17010D_015EA,B17010D_015MA,B17010D_016M,B17010D_016EA,B17010D_016MA,B17010D_017M,B17010D_017EA,B17010D_017MA,B17010D_018M,B17010D_018EA,B17010D_018MA,B17010D_019M,B17010D_019EA,B17010D_019MA,B17010D_020M,B17010D_020EA,B17010D_020MA,B17010D_021M,B17010D_021EA,B17010D_021MA,B17010D_022M,B17010D_022EA,B17010D_022MA,B17010D_023M,B17010D_023EA,B17010D_023MA,B17010D_024M,B17010D_024EA,B17010D_024MA,B17010D_025M,B17010D_025EA,B17010D_025MA,B17010D_026M,B17010D_026EA,B17010D_026MA,B17010D_027M,B17010D_027EA,B17010D_027MA,B17010D_028M,B17010D_028EA,B17010D_028MA,B17010D_029M,B17010D_029EA,B17010D_029MA,B17010D_030M,B17010D_030EA,B17010D_030MA,B17010D_031M,B17010D_031EA,B17010D_031MA,B17010D_032M,B17010D_032EA,B17010D_032MA,B17010D_033M,B17010D_033EA,B17010D_033MA,B17010D_034M,B17010D_034EA,B17010D_034MA,B17010D_035M,B17010D_035EA,B17010D_035MA,B17010D_036M,B17010D_036EA,B17010D_036MA,B17010D_037M,B17010D_037EA,B17010D_037MA,B17010D_038M,B17010D_038EA,B17010D_038MA,B17010D_039M,B17010D_039EA,B17010D_039MA,B17010D_040M,B17010D_040EA,B17010D_040MA,B17010D_041M,B17010D_041EA,B17010D_041MA,state
367833,4832,47500,3218,35649,2943,19382,2024,3825,1047,5770,1232,9787,1201,16267,2190,11851,1709,3325,846,1439,553,340,245,123,99,976,478,1886,643,8526,1481,5867,1394,857,569,844,437,4166,935,2659,742,320333,5998,262970,6067,133762,4841,32229,2831,22542,2144,78991,4039,129208,5312,57363,3456,20349,1983,4725,1147,659,318,648,309,3418,1048,15624,1933,37014,3002,13521,1798,2059,702,1052,451,10410,1544,23493,2209,4832,null,null,3218,null,null,2943,null,null,2024,null,null,1047,null,null,1232,null,null,1201,null,null,2190,null,null,1709,null,null,846,null,null,553,null,null,245,null,null,99,null,null,478,null,null,643,null,null,1481,null,null,1394,null,null,569,null,null,437,null,null,935,null,null,742,null,null,5998,null,null,6067,null,null,4841,null,null,2831,null,null,2144,null,null,4039,null,null,5312,null,null,3456,null,null,1983,null,null,1147,null,null,318,null,null,309,null,null,1048,null,null,1933,null,null,3002,null,null,1798,null,null,702,null,null,451,null,null,1544,null,null,2209,null,null,36
65163,2418,5210,1366,3557,1099,2855,964,914,552,706,471,1235,600,702,551,1653,705,590,370,314,289,0,203,0,203,314,289,276,252,1063,630,1020,628,102,137,583,509,335,328,43,57,59953,2393,51990,2509,31133,2224,7857,1608,5442,1017,17834,1620,20857,2207,7963,1230,3612,958,2622,874,753,512,621,473,1248,573,990,587,4351,861,2735,703,444,403,175,169,2116,626,1616,561,2418,null,null,1366,null,null,1099,null,null,964,null,null,552,null,null,471,null,null,600,null,null,551,null,null,705,null,null,370,null,null,289,null,null,203,null,null,203,null,null,289,null,null,252,null,null,630,null,null,628,null,null,137,null,null,509,null,null,328,null,null,57,null,null,2393,null,null,2509,null,null,2224,null,null,1608,null,null,1017,null,null,1620,null,null,2207,null,null,1230,null,null,958,null,null,874,null,null,512,null,null,473,null,null,573,null,null,587,null,null,861,null,null,703,null,null,403,null,null,169,null,null,626,null,null,561,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
52877,2504,4863,1332,3761,1232,2353,919,582,450,817,558,954,610,1408,716,1102,454,220,176,178,162,56,96,46,85,76,105,42,68,882,430,742,403,35,65,166,179,541,343,140,136,48014,2647,41093,2407,24355,2048,7408,1316,3526,965,13421,1791,16738,1898,6921,1343,3142,940,1256,659,119,194,125,150,1012,603,1886,695,3779,1093,1510,668,55,67,69,122,1386,648,2269,799,2504,null,null,1332,null,null,1232,null,null,919,null,null,450,null,null,558,null,null,610,null,null,716,null,null,454,null,null,176,null,null,162,null,null,96,null,null,85,null,null,105,null,null,68,null,null,430,null,null,403,null,null,65,null,null,179,null,null,343,null,null,136,null,null,2647,null,null,2407,null,null,2048,null,null,1316,null,null,965,null,null,1791,null,null,1898,null,null,1343,null,null,940,null,null,659,null,null,194,null,null,150,null,null,603,null,null,695,null,null,1093,null,null,668,null,null,67,null,null,122,null,null,648,null,null,799,null,null,39
17300,1248,1879,591,1408,483,918,437,46,79,402,223,470,360,490,312,471,249,197,159,0,159,0,159,0,159,0,159,197,159,274,210,180,184,0,159,146,171,34,56,94,91,15421,1251,13086,1123,7122,1072,1481,542,1184,373,4457,911,5964,954,2335,758,848,420,287,286,70,113,131,181,86,134,561,308,1487,635,1048,538,199,156,178,220,671,412,439,255,1248,null,null,591,null,null,483,null,null,437,null,null,79,null,null,223,null,null,360,null,null,312,null,null,249,null,null,159,null,null,159,null,null,159,null,null,159,null,null,159,null,null,159,null,null,210,null,null,184,null,null,159,null,null,171,null,null,56,null,null,91,null,null,1251,null,null,1123,null,null,1072,null,null,542,null,null,373,null,null,911,null,null,954,null,null,758,null,null,420,null,null,286,null,null,113,null,null,181,null,null,134,null,null,308,null,null,635,null,null,538,null,null,156,null,null,220,null,null,412,null,null,255,null,null,40
38172,1970,3650,967,2257,854,1391,707,177,198,607,623,607,297,866,562,1393,578,621,460,510,439,60,105,274,375,176,218,111,135,772,362,580,331,0,201,214,205,366,315,192,186,34522,1902,28821,1627,14806,1512,4028,936,2459,694,8319,1184,14015,1688,5701,1258,2641,971,1849,789,859,559,0,201,990,604,792,587,3060,817,1571,704,112,135,243,317,1216,630,1489,540,1970,null,null,967,null,null,854,null,null,707,null,null,198,null,null,623,null,null,297,null,null,562,null,null,578,null,null,460,null,null,439,null,null,105,null,null,375,null,null,218,null,null,135,null,null,362,null,null,331,null,null,201,null,null,205,null,null,315,null,null,186,null,null,1902,null,null,1627,null,null,1512,null,null,936,null,null,694,null,null,1184,null,null,1688,null,null,1258,null,null,971,null,null,789,null,null,559,null,null,201,null,null,604,null,null,587,null,null,817,null,null,704,null,null,135,null,null,317,null,null,630,null,null,540,null,null,41
89801,2894,8606,1144,5174,876,3074,796,340,243,697,353,2037,635,2100,628,3432,870,1128,566,629,346,167,190,203,177,259,241,499,357,2304,676,1341,596,421,290,433,462,487,323,963,468,81195,2971,69758,3031,39542,2637,8820,1461,7399,1237,23323,2137,30216,2324,11437,1423,4272,1016,1796,765,192,254,228,203,1376,641,2476,718,7165,1110,2221,615,285,266,267,232,1669,535,4944,974,2894,null,null,1144,null,null,876,null,null,796,null,null,243,null,null,353,null,null,635,null,null,628,null,null,870,null,null,566,null,null,346,null,null,190,null,null,177,null,null,241,null,null,357,null,null,676,null,null,596,null,null,290,null,null,462,null,null,323,null,null,468,null,null,2971,null,null,3031,null,null,2637,null,null,1461,null,null,1237,null,null,2137,null,null,2324,null,null,1423,null,null,1016,null,null,765,null,null,254,null,null,203,null,null,641,null,null,718,null,null,1110,null,null,615,null,null,266,null,null,232,null,null,535,null,null,974,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
25567,1977,2902,1119,1452,636,593,399,138,252,170,150,285,266,859,533,1450,767,187,218,0,204,0,204,0,204,0,204,187,218,1263,717,808,667,6,14,0,204,802,667,455,308,22665,1724,19240,1876,11450,1315,2453,740,2738,1002,6259,1102,7790,1536,3425,1053,1118,538,204,216,0,204,0,204,204,216,914,553,2307,824,1049,499,96,121,255,297,698,397,1258,610,1977,null,null,1119,null,null,636,null,null,399,null,null,252,null,null,150,null,null,266,null,null,533,null,null,767,null,null,218,null,null,204,null,null,204,null,null,204,null,null,204,null,null,218,null,null,717,null,null,667,null,null,14,null,null,204,null,null,667,null,null,308,null,null,1724,null,null,1876,null,null,1315,null,null,740,null,null,1002,null,null,1102,null,null,1536,null,null,1053,null,null,538,null,null,216,null,null,204,null,null,204,null,null,216,null,null,553,null,null,824,null,null,499,null,null,121,null,null,297,null,null,397,null,null,610,null,null,47
310711,5455,24324,2364,16278,2045,9885,1916,2494,933,2976,1027,4415,1084,6393,1461,8046,1383,2424,842,1188,646,90,155,117,203,981,561,1236,663,5622,1326,4127,1179,682,435,796,648,2649,872,1495,538,286387,5426,248911,5982,146874,5430,30982,3241,26255,2838,89637,4526,102037,5098,37476,3263,12016,1846,3663,1044,287,243,904,534,2472,828,8353,1549,25460,2872,13047,2164,2644,1012,948,524,9455,1862,12413,1814,5455,null,null,2364,null,null,2045,null,null,1916,null,null,933,null,null,1027,null,null,1084,null,null,1461,null,null,1383,null,null,842,null,null,646,null,null,155,null,null,203,null,null,561,null,null,663,null,null,1326,null,null,1179,null,null,435,null,null,648,null,null,872,null,null,538,null,null,5426,null,null,5982,null,null,5430,null,null,3241,null,null,2838,null,null,4526,null,null,5098,null,null,3263,null,null,1846,null,null,1044,null,null,243,null,null,534,null,null,828,null,null,1549,null,null,2872,null,null,2164,null,null,1012,null,null,524,null,null,1862,null,null,1814,null,null,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
124612,3600,6308,1245,4074,1077,2124,685,311,239,225,196,1588,616,1950,769,2234,788,579,551,360,481,0,201,0,201,360,481,219,254,1655,559,1180,547,107,114,258,330,815,431,475,302,118304,3561,99816,3261,60063,2378,11724,1468,10294,1543,38045,2395,39753,2772,18488,2108,6451,1484,2460,919,373,391,204,208,1883,894,3991,998,12037,1747,5811,1093,510,341,830,461,4471,988,6226,1358,3600,null,null,1245,null,null,1077,null,null,685,null,null,239,null,null,196,null,null,616,null,null,769,null,null,788,null,null,551,null,null,481,null,null,201,null,null,201,null,null,481,null,null,254,null,null,559,null,null,547,null,null,114,null,null,330,null,null,431,null,null,302,null,null,3561,null,null,3261,null,null,2378,null,null,1468,null,null,1543,null,null,2395,null,null,2772,null,null,2108,null,null,1484,null,null,919,null,null,391,null,null,208,null,null,894,null,null,998,null,null,1747,null,null,1093,null,null,341,null,null,461,null,null,988,null,null,1358,null,null,51
143678,4070,8665,1369,4461,846,1927,602,576,321,528,282,823,423,2534,690,4204,1020,893,631,331,280,0,198,0,198,331,280,562,576,3311,780,2123,792,219,277,282,214,1622,695,1188,492,135013,4085,110817,3916,59519,2868,13720,1849,10766,1630,35033,2363,51298,3002,24196,2344,7222,1311,2440,753,892,638,131,148,1417,488,4782,1125,16974,2054,9058,1831,1159,569,1018,625,6881,1758,7916,1382,4070,null,null,1369,null,null,846,null,null,602,null,null,321,null,null,282,null,null,423,null,null,690,null,null,1020,null,null,631,null,null,280,null,null,198,null,null,198,null,null,280,null,null,576,null,null,780,null,null,792,null,null,277,null,null,214,null,null,695,null,null,492,null,null,4085,null,null,3916,null,null,2868,null,null,1849,null,null,1630,null,null,2363,null,null,3002,null,null,2344,null,null,1311,null,null,753,null,null,638,null,null,148,null,null,488,null,null,1125,null,null,2054,null,null,1831,null,null,569,null,null,625,null,null,1758,null,null,1382,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
30719,1630,4334,1012,2155,680,1622,644,119,150,627,327,876,542,533,278,2179,706,1208,532,875,478,83,139,235,286,557,414,333,235,971,493,895,499,24,46,396,304,475,423,76,118,26385,1858,21944,1647,13591,1392,2817,738,3514,949,7260,1245,8353,1220,4441,1008,1463,540,712,388,155,138,400,292,157,127,751,375,2978,915,2093,799,466,492,522,374,1105,485,885,455,1630,null,null,1012,null,null,680,null,null,644,null,null,150,null,null,327,null,null,542,null,null,278,null,null,706,null,null,532,null,null,478,null,null,139,null,null,286,null,null,414,null,null,235,null,null,493,null,null,499,null,null,46,null,null,304,null,null,423,null,null,118,null,null,1858,null,null,1647,null,null,1392,null,null,738,null,null,949,null,null,1245,null,null,1220,null,null,1008,null,null,540,null,null,388,null,null,138,null,null,292,null,null,127,null,null,375,null,null,915,null,null,799,null,null,492,null,null,374,null,null,485,null,null,455,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
51403,1881,4808,1279,3011,914,1849,729,461,350,503,427,885,455,1162,477,1797,758,672,370,230,196,0,204,55,88,175,180,442,290,1125,682,877,641,84,123,156,184,637,603,248,195,46595,1798,40472,1893,21287,2029,4591,1160,3354,635,13342,1503,19185,1838,6123,935,2577,580,882,465,141,223,71,118,670,372,1695,526,3546,872,1945,682,303,231,322,298,1320,658,1601,539,1881,null,null,1279,null,null,914,null,null,729,null,null,350,null,null,427,null,null,455,null,null,477,null,null,758,null,null,370,null,null,196,null,null,204,null,null,88,null,null,180,null,null,290,null,null,682,null,null,641,null,null,123,null,null,184,null,null,603,null,null,195,null,null,1798,null,null,1893,null,null,2029,null,null,1160,null,null,635,null,null,1503,null,null,1838,null,null,935,null,null,580,null,null,465,null,null,223,null,null,118,null,null,372,null,null,526,null,null,872,null,null,682,null,null,231,null,null,298,null,null,658,null,null,539,null,null,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
1320449,10796,106264,5842,62881,4310,31455,3140,5659,1174,6118,1258,19678,2383,31426,2676,43383,3324,10505,1512,4585,1159,502,241,771,430,3312,1118,5920,1136,32878,2727,22638,2214,3065,1014,4996,1068,14577,1874,10240,1368,1214185,10696,980954,10937,483024,8788,108084,5041,78445,4514,296495,7481,497930,8038,233231,6815,80043,3736,26324,2244,4649,1027,4416,958,17259,1844,53719,3548,153188,5701,56631,3676,6644,1130,7397,1605,42590,2901,96557,4715,10796,null,null,5842,null,null,4310,null,null,3140,null,null,1174,null,null,1258,null,null,2383,null,null,2676,null,null,3324,null,null,1512,null,null,1159,null,null,241,null,null,430,null,null,1118,null,null,1136,null,null,2727,null,null,2214,null,null,1014,null,null,1068,null,null,1874,null,null,1368,null,null,10696,null,null,10937,null,null,8788,null,null,5041,null,null,4514,null,null,7481,null,null,8038,null,null,6815,null,null,3736,null,null,2244,null,null,1027,null,null,958,null,null,1844,null,null,3548,null,null,5701,null,null,3676,null,null,1130,null,null,1605,null,null,2901,null,null,4715,null,null,06
39680,2089,2594,706,1668,557,1293,484,322,270,276,169,695,330,375,277,926,464,32,55,32,55,0,195,0,195,32,55,0,195,894,460,661,415,80,119,141,143,440,341,233,210,37086,1903,31564,1859,18429,1648,5246,960,2335,648,10848,1393,13135,1604,5522,1040,2292,733,616,361,147,177,30,49,439,283,1676,608,3230,815,1580,612,251,253,191,251,1138,493,1650,608,2089,null,null,706,null,null,557,null,null,484,null,null,270,null,null,169,null,null,330,null,null,277,null,null,464,null,null,55,null,null,55,null,null,195,null,null,195,null,null,55,null,null,195,null,null,460,null,null,415,null,null,119,null,null,143,null,null,341,null,null,210,null,null,1903,null,null,1859,null,null,1648,null,null,960,null,null,648,null,null,1393,null,null,1604,null,null,1040,null,null,733,null,null,361,null,null,177,null,null,49,null,null,283,null,null,608,null,null,815,null,null,612,null,null,253,null,null,251,null,null,493,null,null,608,null,null,08
39537,1867,2837,825,1597,512,767,385,46,76,462,386,259,188,830,415,1240,630,47,81,47,81,0,200,0,200,47,81,0,200,1193,639,912,570,0,200,282,187,630,550,281,280,36700,1849,32137,1705,18934,1688,4505,984,3290,972,11139,1361,13203,1430,4563,1094,1533,577,769,437,63,103,106,170,600,386,764,374,3030,924,977,540,72,95,14,30,891,514,2053,649,1867,null,null,825,null,null,512,null,null,385,null,null,76,null,null,386,null,null,188,null,null,415,null,null,630,null,null,81,null,null,81,null,null,200,null,null,200,null,null,81,null,null,200,null,null,639,null,null,570,null,null,200,null,null,187,null,null,550,null,null,280,null,null,1849,null,null,1705,null,null,1688,null,null,984,null,null,972,null,null,1361,null,null,1430,null,null,1094,null,null,577,null,null,437,null,null,103,null,null,170,null,null,386,null,null,374,null,null,924,null,null,540,null,null,95,null,null,30,null,null,514,null,null,649,null,null,09
