B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,B19326_001M,B19326_001EA,B19326_001MA,B19326_002M,B19326_002EA,B19326_002MA,B19326_003M,B19326_003EA,B19326_003MA,B19326_004M,B19326_004EA,B19326_004MA,B19326_005M,B19326_005EA,B19326_005MA,B19326_006M,B19326_006EA,B19326_006MA,B19326_007M,B19326_007EA,B19326_007MA,state
25805,152,30685,177,42309,209,18055,207,21682,128,36936,232,13569,132,152,null,null,177,null,null,209,null,null,207,null,null,128,null,null,232,null,null,132,null,null,12
26994,210,32283,259,48077,867,15713,314,22080,202,39923,642,12150,107,210,null,null,259,null,null,867,null,null,314,null,null,202,null,null,642,null,null,107,null,null,13
32099,339,38343,1193,50638,722,19747,954,27649,792,41919,495,15731,489,339,null,null,1193,null,null,722,null,null,954,null,null,792,null,null,495,null,null,489,null,null,15
25187,417,32104,559,46447,1048,17319,654,18957,544,35512,876,11944,260,417,null,null,559,null,null,1048,null,null,654,null,null,544,null,null,876,null,null,260,null,null,16
30712,150,37760,524,55397,541,18053,286,24584,248,43388,738,13850,179,150,null,null,524,null,null,541,null,null,286,null,null,248,null,null,738,null,null,179,null,null,17
27279,159,35271,300,50414,290,17946,364,21641,196,37271,331,12797,190,159,null,null,300,null,null,290,null,null,364,null,null,196,null,null,331,null,null,190,null,null,18
30097,258,36760,327,50679,353,18309,523,23627,412,39427,762,13630,240,258,null,null,327,null,null,353,null,null,523,null,null,412,null,null,762,null,null,240,null,null,19
28879,550,35616,500,49992,739,17049,424,22976,447,38274,838,13213,255,550,null,null,500,null,null,739,null,null,424,null,null,447,null,null,838,null,null,255,null,null,20
24826,357,30916,336,46694,607,15813,273,19950,333,37258,536,11703,138,357,null,null,336,null,null,607,null,null,273,null,null,333,null,null,536,null,null,138,null,null,21
24407,392,31442,371,50684,394,15480,402,19308,386,35718,438,11367,155,392,null,null,371,null,null,394,null,null,402,null,null,386,null,null,438,null,null,155,null,null,22
26620,397,32050,575,50091,915,17942,746,22225,473,40776,551,13919,423,397,null,null,575,null,null,915,null,null,746,null,null,473,null,null,551,null,null,423,null,null,23
37023,297,44786,1077,62435,865,19190,604,31404,297,52254,523,15516,242,297,null,null,1077,null,null,865,null,null,604,null,null,297,null,null,523,null,null,242,null,null,24
35227,270,42374,383,65761,669,19278,452,28316,494,52488,733,15306,210,270,null,null,383,null,null,669,null,null,452,null,null,494,null,null,733,null,null,210,null,null,25
26916,149,33659,410,51571,246,18365,313,21488,142,40607,238,13262,141,149,null,null,410,null,null,246,null,null,313,null,null,142,null,null,238,null,null,141,null,null,26
32487,294,40395,255,55325,524,20059,278,26766,260,45475,398,15209,186,294,null,null,255,null,null,524,null,null,278,null,null,260,null,null,398,null,null,186,null,null,27
22171,266,28730,777,44300,2130,14505,433,18096,522,32231,392,11294,203,266,null,null,777,null,null,2130,null,null,433,null,null,522,null,null,392,null,null,203,null,null,28
27122,225,33411,630,47780,811,17221,270,21982,230,37330,365,12980,215,225,null,null,630,null,null,811,null,null,270,null,null,230,null,null,365,null,null,215,null,null,29
25985,539,32303,796,48414,1577,18097,874,21179,419,35286,1007,12726,532,539,null,null,796,null,null,1577,null,null,874,null,null,419,null,null,1007,null,null,532,null,null,30
30391,257,36921,494,49387,1091,16797,565,24468,490,37822,928,13220,348,257,null,null,494,null,null,1091,null,null,565,null,null,490,null,null,928,null,null,348,null,null,31
28335,589,32466,651,46308,762,19481,627,24354,556,37235,424,14527,301,589,null,null,651,null,null,762,null,null,627,null,null,556,null,null,424,null,null,301,null,null,32
32578,839,40632,651,55782,1560,20754,630,26640,520,46411,1218,15637,534,839,null,null,651,null,null,1560,null,null,630,null,null,520,null,null,1218,null,null,534,null,null,33
35337,260,44385,916,65324,677,20056,385,27555,376,51474,361,15170,220,260,null,null,916,null,null,677,null,null,385,null,null,376,null,null,361,null,null,220,null,null,34
24085,503,29216,1061,45007,1803,15776,619,20093,555,35851,905,12230,258,503,null,null,1061,null,null,1803,null,null,619,null,null,555,null,null,905,null,null,258,null,null,35
31091,132,37040,237,55391,419,17322,196,25753,220,49194,673,13758,142,132,null,null,237,null,null,419,null,null,196,null,null,220,null,null,673,null,null,142,null,null,36
26500,176,31702,238,46509,473,16452,221,21801,176,37963,560,12906,178,176,null,null,238,null,null,473,null,null,221,null,null,176,null,null,560,null,null,178,null,null,37
32224,575,41599,832,53512,2284,20152,967,25644,646,39387,1068,14607,648,575,null,null,832,null,null,2284,null,null,967,null,null,646,null,null,1068,null,null,648,null,null,38
27535,252,35060,248,50966,180,17387,221,21863,169,40203,215,12950,170,252,null,null,248,null,null,180,null,null,221,null,null,169,null,null,215,null,null,170,null,null,39
26083,197,32163,304,47689,743,16208,327,21012,239,35288,371,11993,149,197,null,null,304,null,null,743,null,null,327,null,null,239,null,null,371,null,null,149,null,null,40
27935,487,34332,886,51689,401,19171,471,22492,391,41062,511,14366,286,487,null,null,886,null,null,401,null,null,471,null,null,391,null,null,511,null,null,286,null,null,41
28789,261,36092,237,52809,655,18604,259,22700,235,41861,227,13241,139,261,null,null,237,null,null,655,null,null,259,null,null,235,null,null,227,null,null,139,null,null,42
30415,536,37043,943,56380,1604,17600,937,24911,952,45426,1455,13574,540,536,null,null,943,null,null,1604,null,null,937,null,null,952,null,null,1455,null,null,540,null,null,44
25751,244,31364,288,46031,598,16935,293,21222,262,35809,353,12612,213,244,null,null,288,null,null,598,null,null,293,null,null,262,null,null,353,null,null,213,null,null,45
29401,729,35980,572,46944,873,16580,673,23446,920,36420,615,12803,723,729,null,null,572,null,null,873,null,null,673,null,null,920,null,null,615,null,null,723,null,null,46
25563,207,31159,288,45789,551,16341,298,21037,223,36771,327,12205,134,207,null,null,288,null,null,551,null,null,298,null,null,223,null,null,327,null,null,134,null,null,47
27781,237,34333,423,49287,565,16217,184,22204,140,39312,473,11970,93,237,null,null,423,null,null,565,null,null,184,null,null,140,null,null,473,null,null,93,null,null,48
27660,579,37254,557,51718,434,16980,570,20244,344,36662,621,11391,183,579,null,null,557,null,null,434,null,null,570,null,null,344,null,null,621,null,null,183,null,null,49
29787,884,34178,1536,49373,1554,17327,910,25557,846,42104,1024,14266,567,884,null,null,1536,null,null,1554,null,null,910,null,null,846,null,null,1024,null,null,567,null,null,50
32202,218,40425,324,58011,1115,18118,530,26220,292,46039,451,13732,190,218,null,null,324,null,null,1115,null,null,530,null,null,292,null,null,451,null,null,190,null,null,51
32253,221,41292,308,60760,424,20669,321,25437,322,46307,515,14819,260,221,null,null,308,null,null,424,null,null,321,null,null,322,null,null,515,null,null,260,null,null,53
23348,429,30030,646,48031,1583,17076,479,19223,456,34824,1075,11819,243,429,null,null,646,null,null,1583,null,null,479,null,null,456,null,null,1075,null,null,243,null,null,54
30043,178,36679,281,51027,249,18781,348,23712,315,40365,241,14272,168,178,null,null,281,null,null,249,null,null,348,null,null,315,null,null,241,null,null,168,null,null,55
29223,1248,37840,1608,52199,1513,19968,1996,21533,717,40403,1153,12844,815,1248,null,null,1608,null,null,1513,null,null,1996,null,null,717,null,null,1153,null,null,815,null,null,56
12581,220,14199,253,23711,674,9377,164,11300,235,24486,471,7915,158,220,null,null,253,null,null,674,null,null,164,null,null,235,null,null,471,null,null,158,null,null,72
24257,305,30908,336,49088,1203,15622,300,19566,323,35891,439,11915,143,305,null,null,336,null,null,1203,null,null,300,null,null,323,null,null,439,null,null,143,null,null,01
31981,672,40312,1522,60651,1446,20371,1103,26148,807,49928,1793,15127,645,672,null,null,1522,null,null,1446,null,null,1103,null,null,807,null,null,1793,null,null,645,null,null,02
27153,195,32165,258,47492,734,18542,485,22401,250,39248,632,13670,269,195,null,null,258,null,null,734,null,null,485,null,null,250,null,null,632,null,null,269,null,null,04
23891,395,29191,770,41899,499,16010,461,19951,421,33892,1186,12140,170,395,null,null,770,null,null,499,null,null,461,null,null,421,null,null,1186,null,null,170,null,null,05
