B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,B17023_001M,B17023_001EA,B17023_001MA,B17023_002M,B17023_002EA,B17023_002MA,B17023_003M,B17023_003EA,B17023_003MA,B17023_004M,B17023_004EA,B17023_004MA,B17023_005M,B17023_005EA,B17023_005MA,B17023_006M,B17023_006EA,B17023_006MA,B17023_007M,B17023_007EA,B17023_007MA,B17023_008M,B17023_008EA,B17023_008MA,B17023_009M,B17023_009EA,B17023_009MA,B17023_010M,B17023_010EA,B17023_010MA,B17023_011M,B17023_011EA,B17023_011MA,B17023_012M,B17023_012EA,B17023_012MA,B17023_013M,B17023_013EA,B17023_013MA,B17023_014M,B17023_014EA,B17023_014MA,B17023_015M,B17023_015EA,B17023_015MA,B17023_016M,B17023_016EA,B17023_016MA,B17023_017M,B17023_017EA,B17023_017MA,B17023_018M,B17023_018EA,B17023_018MA,B17023_019M,B17023_019EA,B17023_019MA,B17023_020M,B17023_020EA,B17023_020MA,B17023_021M,B17023_021EA,B17023_021MA,B17023_022M,B17023_022EA,B17023_022MA,B17023_023M,B17023_023EA,B17023_023MA,B17023_024M,B17023_024EA,B17023_024MA,B17023_025M,B17023_025EA,B17023_025MA,B17023_026M,B17023_026EA,B17023_026MA,B17023_027M,B17023_027EA,B17023_027MA,B17023_028M,B17023_028EA,B17023_028MA,B17023_029M,B17023_029EA,B17023_029MA,B17023_030M,B17023_030EA,B17023_030MA,B17023_031M,B17023_031EA,B17023_031MA,B17023_032M,B17023_032EA,B17023_032MA,B17023_033M,B17023_033EA,B17023_033MA,B17023_034M,B17023_034EA,B17023_034MA,B17023_035M,B17023_035EA,B17023_035MA,state
4864461,24241,509616,11766,212586,8397,116083,5835,61390,4753,31236,3136,3877,1159,297030,9329,50695,3961,20352,2138,24441,2939,5356,1399,546,328,246335,8534,68674,4901,126391,6384,45568,3366,5702,1278,4354845,24292,3301208,22640,2264007,18493,863146,16102,167328,6830,6727,1215,1053637,16811,314178,9800,186765,6544,115012,6236,11630,2249,771,476,739459,13289,421576,10912,285722,9283,31066,3427,1095,680,24241,null,null,11766,null,null,8397,null,null,5835,null,null,4753,null,null,3136,null,null,1159,null,null,9329,null,null,3961,null,null,2138,null,null,2939,null,null,1399,null,null,328,null,null,8534,null,null,4901,null,null,6384,null,null,3366,null,null,1278,null,null,24292,null,null,22640,null,null,18493,null,null,16102,null,null,6830,null,null,1215,null,null,16811,null,null,9800,null,null,6544,null,null,6236,null,null,2249,null,null,476,null,null,13289,null,null,10912,null,null,9283,null,null,3427,null,null,680,null,null,12
2479003,18252,296261,9486,98369,5596,45463,3615,28859,3179,20767,2745,3280,978,197892,8132,31403,3648,13148,2099,11612,2123,6211,1822,432,377,166489,7280,42970,3003,84234,5825,33670,3803,5615,1811,2182742,17899,1649727,17956,986016,14339,543693,10057,112712,5357,7306,1690,533015,12699,143559,6820,79686,5537,57076,3956,6562,1593,235,258,389456,10800,207862,8153,164908,7680,15549,2523,1137,674,18252,null,null,9486,null,null,5596,null,null,3615,null,null,3179,null,null,2745,null,null,978,null,null,8132,null,null,3648,null,null,2099,null,null,2123,null,null,1822,null,null,377,null,null,7280,null,null,3003,null,null,5825,null,null,3803,null,null,1811,null,null,17899,null,null,17956,null,null,14339,null,null,10057,null,null,5357,null,null,1690,null,null,12699,null,null,6820,null,null,5537,null,null,3956,null,null,1593,null,null,258,null,null,10800,null,null,8153,null,null,7680,null,null,2523,null,null,674,null,null,13
315505,5105,18826,2161,9188,1635,4973,1087,2979,927,1061,585,175,232,9638,1405,1456,499,778,424,589,320,44,72,45,72,8182,1367,2218,758,4662,1164,1302,633,0,185,296679,5251,227048,4442,145408,4821,64467,3786,15290,1958,1883,696,69631,4306,24561,2657,15207,1899,8458,1646,856,397,40,65,45070,3331,30925,2657,12131,1833,1896,693,118,155,5105,null,null,2161,null,null,1635,null,null,1087,null,null,927,null,null,585,null,null,232,null,null,1405,null,null,499,null,null,424,null,null,320,null,null,72,null,null,72,null,null,1367,null,null,758,null,null,1164,null,null,633,null,null,185,null,null,5251,null,null,4442,null,null,4821,null,null,3786,null,null,1958,null,null,696,null,null,4306,null,null,2657,null,null,1899,null,null,1646,null,null,397,null,null,65,null,null,3331,null,null,2657,null,null,1833,null,null,693,null,null,155,null,null,15
411617,7286,41274,3641,18995,2493,8596,1388,5270,1325,4290,1049,839,446,22279,2652,4329,1196,1004,636,2435,922,810,576,80,81,17950,2358,2780,795,10515,1700,3375,1003,1280,804,370343,7745,309911,7489,191826,6423,80129,5009,33109,2615,4847,1160,60432,4200,23065,2770,11406,1792,10035,2185,1423,679,201,204,37367,2831,19897,1926,14798,2174,2574,758,98,121,7286,null,null,3641,null,null,2493,null,null,1388,null,null,1325,null,null,1049,null,null,446,null,null,2652,null,null,1196,null,null,636,null,null,922,null,null,576,null,null,81,null,null,2358,null,null,795,null,null,1700,null,null,1003,null,null,804,null,null,7745,null,null,7489,null,null,6423,null,null,5009,null,null,2615,null,null,1160,null,null,4200,null,null,2770,null,null,1792,null,null,2185,null,null,679,null,null,204,null,null,2831,null,null,1926,null,null,2174,null,null,758,null,null,121,null,null,16
3100613,17145,293044,9264,100093,4879,46371,3360,31235,2679,20017,2352,2470,825,192951,7560,30567,2824,10095,1365,14813,2152,5029,1094,630,439,162384,6885,40765,3220,82686,4767,33429,2833,5504,1338,2807569,16895,2166693,16751,1309082,12443,676669,10944,172777,5538,8165,1575,640876,13610,193591,7947,108298,5216,74627,5323,10318,1772,348,305,447285,9858,243423,7731,180178,7055,22977,2632,707,498,17145,null,null,9264,null,null,4879,null,null,3360,null,null,2679,null,null,2352,null,null,825,null,null,7560,null,null,2824,null,null,1365,null,null,2152,null,null,1094,null,null,439,null,null,6885,null,null,3220,null,null,4767,null,null,2833,null,null,1338,null,null,16895,null,null,16751,null,null,12443,null,null,10944,null,null,5538,null,null,1575,null,null,13610,null,null,7947,null,null,5216,null,null,5323,null,null,1772,null,null,305,null,null,9858,null,null,7731,null,null,7055,null,null,2632,null,null,498,null,null,17
1645758,11176,157720,5867,55277,3038,23384,2116,16536,1713,12572,1647,2785,720,102443,5331,15008,2308,3687,979,8338,1485,2311,1252,672,457,87435,5238,17382,2303,49185,3690,18755,2024,2113,670,1488038,11737,1169978,10886,738150,8545,331315,6810,92122,4737,8391,1273,318060,8570,106359,4548,53659,3526,45562,3210,6707,1441,431,323,211701,7092,109045,4880,90153,5204,12366,2108,137,151,11176,null,null,5867,null,null,3038,null,null,2116,null,null,1713,null,null,1647,null,null,720,null,null,5331,null,null,2308,null,null,979,null,null,1485,null,null,1252,null,null,457,null,null,5238,null,null,2303,null,null,3690,null,null,2024,null,null,670,null,null,11737,null,null,10886,null,null,8545,null,null,6810,null,null,4737,null,null,1273,null,null,8570,null,null,4548,null,null,3526,null,null,3210,null,null,1441,null,null,323,null,null,7092,null,null,4880,null,null,5204,null,null,2108,null,null,151,null,null,18
795043,8419,60129,3265,20998,2375,9651,1367,5441,1176,4526,1185,1380,589,39131,2825,6280,1066,1600,477,3518,827,931,532,231,268,32851,2569,3497,952,21177,2199,7301,1132,876,447,734914,8832,609995,7937,377935,7002,172540,5376,56264,2916,3256,773,124919,4495,43987,2954,18180,1969,22338,2187,3377,763,92,96,80932,4023,33876,2567,39950,3339,6840,1158,266,217,8419,null,null,3265,null,null,2375,null,null,1367,null,null,1176,null,null,1185,null,null,589,null,null,2825,null,null,1066,null,null,477,null,null,827,null,null,532,null,null,268,null,null,2569,null,null,952,null,null,2199,null,null,1132,null,null,447,null,null,8832,null,null,7937,null,null,7002,null,null,5376,null,null,2916,null,null,773,null,null,4495,null,null,2954,null,null,1969,null,null,2187,null,null,763,null,null,96,null,null,4023,null,null,2567,null,null,3339,null,null,1158,null,null,217,null,null,19
716005,8245,56464,3559,20734,1946,9718,1375,5911,1044,4599,1056,506,254,35730,2988,6011,1519,2220,947,2937,888,831,449,23,42,29719,2531,6098,1222,17016,1992,5688,1032,917,579,659541,7653,535236,7871,326849,6168,159284,4749,46006,2573,3097,799,124305,4891,43449,2979,19053,2005,21983,2541,2249,787,164,182,80856,4034,36559,2430,37466,2941,6464,1244,367,338,8245,null,null,3559,null,null,1946,null,null,1375,null,null,1044,null,null,1056,null,null,254,null,null,2988,null,null,1519,null,null,947,null,null,888,null,null,449,null,null,42,null,null,2531,null,null,1222,null,null,1992,null,null,1032,null,null,579,null,null,7653,null,null,7871,null,null,6168,null,null,4749,null,null,2573,null,null,799,null,null,4891,null,null,2979,null,null,2005,null,null,2541,null,null,787,null,null,182,null,null,4034,null,null,2430,null,null,2941,null,null,1244,null,null,338,null,null,20
1121404,10897,156782,6330,56164,3756,29308,2716,15662,1592,8558,1561,2636,836,100618,4974,16984,2193,6386,1270,8188,1496,2248,752,162,198,83634,4275,23754,2378,42288,3135,15899,2274,1693,899,964622,12227,755905,11789,484632,8324,217219,6348,50615,3317,3439,817,208717,6421,66445,3535,35660,3078,28289,2836,2401,907,95,130,142272,5746,78574,4208,58329,4114,5369,1266,0,190,10897,null,null,6330,null,null,3756,null,null,2716,null,null,1592,null,null,1561,null,null,836,null,null,4974,null,null,2193,null,null,1270,null,null,1496,null,null,752,null,null,198,null,null,4275,null,null,2378,null,null,3135,null,null,2274,null,null,899,null,null,12227,null,null,11789,null,null,8324,null,null,6348,null,null,3317,null,null,817,null,null,6421,null,null,3535,null,null,3078,null,null,2836,null,null,907,null,null,130,null,null,5746,null,null,4208,null,null,4114,null,null,1266,null,null,190,null,null,21
1097712,12285,168708,7561,46072,3731,25970,2498,11313,2028,6873,1711,1916,979,122636,6570,17939,2736,7856,1256,8522,1953,1509,819,52,86,104697,5572,27209,2777,51263,4042,23025,2945,3200,1167,929004,11536,689386,10219,438139,7985,199378,6947,49414,4005,2455,734,239618,9107,68658,4910,36642,2959,28844,3159,2784,934,388,374,170960,6982,98294,4773,64438,5254,7925,1807,303,312,12285,null,null,7561,null,null,3731,null,null,2498,null,null,2028,null,null,1711,null,null,979,null,null,6570,null,null,2736,null,null,1256,null,null,1953,null,null,819,null,null,86,null,null,5572,null,null,2777,null,null,4042,null,null,2945,null,null,1167,null,null,11536,null,null,10219,null,null,7985,null,null,6947,null,null,4005,null,null,734,null,null,9107,null,null,4910,null,null,2959,null,null,3159,null,null,934,null,null,374,null,null,6982,null,null,4773,null,null,5254,null,null,1807,null,null,312,null,null,22
