B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,B17023_001M,B17023_001EA,B17023_001MA,B17023_002M,B17023_002EA,B17023_002MA,B17023_003M,B17023_003EA,B17023_003MA,B17023_004M,B17023_004EA,B17023_004MA,B17023_005M,B17023_005EA,B17023_005MA,B17023_006M,B17023_006EA,B17023_006MA,B17023_007M,B17023_007EA,B17023_007MA,B17023_008M,B17023_008EA,B17023_008MA,B17023_009M,B17023_009EA,B17023_009MA,B17023_010M,B17023_010EA,B17023_010MA,B17023_011M,B17023_011EA,B17023_011MA,B17023_012M,B17023_012EA,B17023_012MA,B17023_013M,B17023_013EA,B17023_013MA,B17023_014M,B17023_014EA,B17023_014MA,B17023_015M,B17023_015EA,B17023_015MA,B17023_016M,B17023_016EA,B17023_016MA,B17023_017M,B17023_017EA,B17023_017MA,B17023_018M,B17023_018EA,B17023_018MA,B17023_019M,B17023_019EA,B17023_019MA,B17023_020M,B17023_020EA,B17023_020MA,B17023_021M,B17023_021EA,B17023_021MA,B17023_022M,B17023_022EA,B17023_022MA,B17023_023M,B17023_023EA,B17023_023MA,B17023_024M,B17023_024EA,B17023_024MA,B17023_025M,B17023_025EA,B17023_025MA,B17023_026M,B17023_026EA,B17023_026MA,B17023_027M,B17023_027EA,B17023_027MA,B17023_028M,B17023_028EA,B17023_028MA,B17023_029M,B17023_029EA,B17023_029MA,B17023_030M,B17023_030EA,B17023_030MA,B17023_031M,B17023_031EA,B17023_031MA,B17023_032M,B17023_032EA,B17023_032MA,B17023_033M,B17023_033EA,B17023_033MA,B17023_034M,B17023_034EA,B17023_034MA,B17023_035M,B17023_035EA,B17023_035MA,state
329554,6035,25210,2646,10358,1600,5861,1164,2044,650,2092,731,361,205,14852,2011,3956,1050,838,500,2522,760,596,427,0,172,10896,1583,2242,800,7026,1255,1611,709,17,31,304344,6105,246145,5805,172200,4369,61020,3153,12591,1724,334,177,58199,3303,20454,2296,9697,1798,10378,1515,358,210,21,39,37745,2406,20137,2124,16159,1614,1202,575,247,253,6035,null,null,2646,null,null,1600,null,null,1164,null,null,650,null,null,731,null,null,205,null,null,2011,null,null,1050,null,null,500,null,null,760,null,null,427,null,null,172,null,null,1583,null,null,800,null,null,1255,null,null,709,null,null,31,null,null,6105,null,null,5805,null,null,4369,null,null,3153,null,null,1724,null,null,177,null,null,3303,null,null,2296,null,null,1798,null,null,1515,null,null,210,null,null,39,null,null,2406,null,null,2124,null,null,1614,null,null,575,null,null,253,null,null,23
1458953,11514,92359,4595,27614,2556,14064,1824,7260,1180,5098,1216,1192,646,64745,4252,10936,1947,3093,663,5104,1489,2347,1064,392,431,53809,3961,14159,1942,27119,2778,11196,1835,1335,587,1366594,11214,1012288,11523,606360,8561,329397,7703,72300,4220,4231,911,354306,10175,100425,5561,55333,4277,40295,3517,4475,1185,322,406,253881,8239,141586,5823,101360,5907,10413,1491,522,415,11514,null,null,4595,null,null,2556,null,null,1824,null,null,1180,null,null,1216,null,null,646,null,null,4252,null,null,1947,null,null,663,null,null,1489,null,null,1064,null,null,431,null,null,3961,null,null,1942,null,null,2778,null,null,1835,null,null,587,null,null,11214,null,null,11523,null,null,8561,null,null,7703,null,null,4220,null,null,911,null,null,10175,null,null,5561,null,null,4277,null,null,3517,null,null,1185,null,null,406,null,null,8239,null,null,5823,null,null,5907,null,null,1491,null,null,415,null,null,24
1633661,12099,119222,5232,34154,2758,19851,1857,9958,1746,3616,960,729,366,85068,4311,11598,2052,4409,1003,6699,1745,437,405,53,90,73470,4200,16460,2158,41398,3442,14352,1998,1260,552,1514439,12232,1160572,12326,703797,8908,386690,8607,67675,4117,2410,795,353867,8852,104138,5107,61375,3615,38834,3482,3818,1304,111,181,249729,8065,144070,5238,93729,5107,11583,1781,347,337,12099,null,null,5232,null,null,2758,null,null,1857,null,null,1746,null,null,960,null,null,366,null,null,4311,null,null,2052,null,null,1003,null,null,1745,null,null,405,null,null,90,null,null,4200,null,null,2158,null,null,3442,null,null,1998,null,null,552,null,null,12232,null,null,12326,null,null,8908,null,null,8607,null,null,4117,null,null,795,null,null,8852,null,null,5107,null,null,3615,null,null,3482,null,null,1304,null,null,181,null,null,8065,null,null,5238,null,null,5107,null,null,1781,null,null,337,null,null,25
2476595,14487,251751,5912,87195,3529,39126,2573,25671,2384,18120,1934,4278,866,164556,5607,28245,2752,10441,1554,13826,2044,3286,942,692,416,136311,5043,30245,2553,75322,4609,26417,2877,4327,1160,2224844,14012,1732239,13073,1127960,9264,473611,8544,122001,5789,8667,1403,492605,9627,151717,5863,84470,3503,59674,4197,6949,1419,624,416,340888,8273,191912,5499,133227,5936,14783,1844,966,508,14487,null,null,5912,null,null,3529,null,null,2573,null,null,2384,null,null,1934,null,null,866,null,null,5607,null,null,2752,null,null,1554,null,null,2044,null,null,942,null,null,416,null,null,5043,null,null,2553,null,null,4609,null,null,2877,null,null,1160,null,null,14012,null,null,13073,null,null,9264,null,null,8544,null,null,5789,null,null,1403,null,null,9627,null,null,5863,null,null,3503,null,null,4197,null,null,1419,null,null,416,null,null,8273,null,null,5499,null,null,5936,null,null,1844,null,null,508,null,null,26
1367104,9317,80100,3223,29148,2537,13236,1359,6603,1159,7035,1401,2274,730,50952,3187,6866,1141,2212,657,3684,879,846,350,124,109,44086,3244,7051,1361,23147,2558,12022,1918,1866,824,1287004,9285,1052419,10871,632681,7475,322884,5945,89274,4206,7580,1132,234585,6017,87575,4269,38928,2520,40787,3499,7380,1351,480,370,147010,4437,64325,3240,71325,3691,10495,1550,865,388,9317,null,null,3223,null,null,2537,null,null,1359,null,null,1159,null,null,1401,null,null,730,null,null,3187,null,null,1141,null,null,657,null,null,879,null,null,350,null,null,109,null,null,3244,null,null,1361,null,null,2558,null,null,1918,null,null,824,null,null,9285,null,null,10871,null,null,7475,null,null,5945,null,null,4206,null,null,1132,null,null,6017,null,null,4269,null,null,2520,null,null,3499,null,null,1351,null,null,370,null,null,4437,null,null,3240,null,null,3691,null,null,1550,null,null,388,null,null,27
730719,10889,120336,6510,35313,3094,18902,1963,10351,1678,4760,1401,1300,637,85023,5388,7783,1660,3357,842,3595,1299,831,487,0,213,77240,5103,23748,2599,36134,3604,15590,2385,1768,748,610383,10106,454421,10134,295510,6988,128518,6759,29251,3236,1142,562,155962,6498,39602,3216,23459,2409,15159,2272,984,602,0,213,116360,6010,68709,4409,42537,3649,4803,1341,311,384,10889,null,null,6510,null,null,3094,null,null,1963,null,null,1678,null,null,1401,null,null,637,null,null,5388,null,null,1660,null,null,842,null,null,1299,null,null,487,null,null,213,null,null,5103,null,null,2599,null,null,3604,null,null,2385,null,null,748,null,null,10106,null,null,10134,null,null,6988,null,null,6759,null,null,3236,null,null,562,null,null,6498,null,null,3216,null,null,2409,null,null,2272,null,null,602,null,null,213,null,null,6010,null,null,4409,null,null,3649,null,null,1341,null,null,384,null,null,28
1527349,11298,149358,5465,54379,3311,28384,2580,14163,1817,8895,1705,2937,883,94979,4830,17660,2279,6648,1331,7772,1679,3161,1091,79,103,77319,4561,17156,1876,41694,3450,16497,2502,1972,762,1377991,12119,1084756,12430,688503,10975,305632,7648,84026,4946,6595,1293,293235,9114,91078,4514,46110,3474,40260,3352,4567,1020,141,152,202157,7479,107375,5203,80573,4563,13721,2270,488,372,11298,null,null,5465,null,null,3311,null,null,2580,null,null,1817,null,null,1705,null,null,883,null,null,4830,null,null,2279,null,null,1331,null,null,1679,null,null,1091,null,null,103,null,null,4561,null,null,1876,null,null,3450,null,null,2502,null,null,762,null,null,12119,null,null,12430,null,null,10975,null,null,7648,null,null,4946,null,null,1293,null,null,9114,null,null,4514,null,null,3474,null,null,3352,null,null,1020,null,null,152,null,null,7479,null,null,5203,null,null,4563,null,null,2270,null,null,372,null,null,29
257449,5388,20634,2259,9773,1534,5159,1150,2490,761,1356,451,768,606,10861,1516,2054,493,1058,396,742,326,238,171,16,28,8807,1374,2184,636,4606,1067,1865,576,152,142,236815,4995,197902,5241,127721,3859,52264,3018,15424,1932,2493,860,38913,2623,14701,1791,7081,1135,6969,1460,651,362,0,168,24212,2468,13185,1801,9589,1628,1438,623,0,168,5388,null,null,2259,null,null,1534,null,null,1150,null,null,761,null,null,451,null,null,606,null,null,1516,null,null,493,null,null,396,null,null,326,null,null,171,null,null,28,null,null,1374,null,null,636,null,null,1067,null,null,576,null,null,142,null,null,4995,null,null,5241,null,null,3859,null,null,3018,null,null,1932,null,null,860,null,null,2623,null,null,1791,null,null,1135,null,null,1460,null,null,362,null,null,168,null,null,2468,null,null,1801,null,null,1628,null,null,623,null,null,168,null,null,30
476436,5393,35279,3116,12631,1770,5550,1061,2124,643,4421,1261,536,367,22648,2403,3404,835,1109,483,1622,541,606,404,67,70,19244,2277,3148,812,10867,1608,4143,1057,1086,617,441157,5177,356622,5685,210052,4816,109377,3749,34045,2377,3148,777,84535,3972,25834,2289,13301,1777,10439,1450,1841,689,253,244,58701,3221,26586,2145,26992,2674,4577,943,546,398,5393,null,null,3116,null,null,1770,null,null,1061,null,null,643,null,null,1261,null,null,367,null,null,2403,null,null,835,null,null,483,null,null,541,null,null,404,null,null,70,null,null,2277,null,null,812,null,null,1608,null,null,1057,null,null,617,null,null,5177,null,null,5685,null,null,4816,null,null,3749,null,null,2377,null,null,777,null,null,3972,null,null,2289,null,null,1777,null,null,1450,null,null,689,null,null,244,null,null,3221,null,null,2145,null,null,2674,null,null,943,null,null,398,null,null,31
670968,8716,68432,4469,26385,2463,12674,1553,6939,1266,5928,1241,844,559,42047,3375,6411,1082,2243,795,2971,941,939,449,258,288,35636,3103,7235,1281,19677,2558,8094,1559,630,430,602536,8939,442629,8453,276517,6836,129606,5164,33647,3565,2859,924,159907,5998,58464,4072,32021,2698,21303,2442,4866,1412,274,274,101443,4785,57561,3639,38934,3475,4806,1131,142,198,8716,null,null,4469,null,null,2463,null,null,1553,null,null,1266,null,null,1241,null,null,559,null,null,3375,null,null,1082,null,null,795,null,null,941,null,null,449,null,null,288,null,null,3103,null,null,1281,null,null,2558,null,null,1559,null,null,430,null,null,8939,null,null,8453,null,null,6836,null,null,5164,null,null,3565,null,null,924,null,null,5998,null,null,4072,null,null,2698,null,null,2442,null,null,1412,null,null,274,null,null,4785,null,null,3639,null,null,3475,null,null,1131,null,null,198,null,null,32
342912,5731,13796,1974,4982,1281,2870,819,1607,744,421,397,84,122,8814,1761,1982,948,238,368,1512,832,232,243,0,187,6832,1440,969,465,5099,1319,764,426,0,187,329116,5686,266476,5728,176423,4498,74644,3300,14453,1879,956,454,62640,3999,21164,2305,10161,1668,10258,1556,694,355,51,85,41476,3409,21610,2125,17592,2193,2168,843,106,170,5731,null,null,1974,null,null,1281,null,null,819,null,null,744,null,null,397,null,null,122,null,null,1761,null,null,948,null,null,368,null,null,832,null,null,243,null,null,187,null,null,1440,null,null,465,null,null,1319,null,null,426,null,null,187,null,null,5686,null,null,5728,null,null,4498,null,null,3300,null,null,1879,null,null,454,null,null,3999,null,null,2305,null,null,1668,null,null,1556,null,null,355,null,null,85,null,null,3409,null,null,2125,null,null,2193,null,null,843,null,null,170,null,null,33
2197150,15175,166157,6870,58203,3376,26687,2136,19866,2476,9191,1797,2459,668,107954,5389,17320,2052,5611,1096,8500,1758,3133,1196,76,126,90634,4861,22882,2290,47955,4050,17891,2177,1906,675,2030993,14878,1565471,13768,914174,11094,540187,9528,104413,4834,6697,1258,465522,10922,137113,6377,85990,4903,45201,3715,5619,1180,303,300,328409,8491,194748,6755,120131,5194,12709,2150,821,399,15175,null,null,6870,null,null,3376,null,null,2136,null,null,2476,null,null,1797,null,null,668,null,null,5389,null,null,2052,null,null,1096,null,null,1758,null,null,1196,null,null,126,null,null,4861,null,null,2290,null,null,4050,null,null,2177,null,null,675,null,null,14878,null,null,13768,null,null,11094,null,null,9528,null,null,4834,null,null,1258,null,null,10922,null,null,6377,null,null,4903,null,null,3715,null,null,1180,null,null,300,null,null,8491,null,null,6755,null,null,5194,null,null,2150,null,null,399,null,null,34
481127,7528,73619,4140,27437,2691,12140,1786,7705,1483,6343,1323,1249,581,46182,3470,8583,1533,2170,824,5238,1092,1086,619,89,100,37599,3550,8711,1329,20970,2797,6493,1746,1425,580,407508,7211,306829,7239,202851,5848,80992,4334,20692,2284,2294,693,100679,4676,32468,2625,20181,2126,10835,1514,1397,651,55,96,68211,3853,39562,3138,24412,2687,4150,1098,87,94,7528,null,null,4140,null,null,2691,null,null,1786,null,null,1483,null,null,1323,null,null,581,null,null,3470,null,null,1533,null,null,824,null,null,1092,null,null,619,null,null,100,null,null,3550,null,null,1329,null,null,2797,null,null,1746,null,null,580,null,null,7211,null,null,7239,null,null,5848,null,null,4334,null,null,2284,null,null,693,null,null,4676,null,null,2625,null,null,2126,null,null,1514,null,null,651,null,null,96,null,null,3853,null,null,3138,null,null,2687,null,null,1098,null,null,94,null,null,35
4541583,22755,495440,10667,187018,6029,79495,4232,58851,3708,36407,2692,12265,1595,308422,8672,49184,3612,21037,2479,22321,2628,5180,1303,646,429,259238,7982,76414,4194,133776,5931,43666,3523,5382,1420,4046143,21981,2972730,19275,1822546,15013,942244,13530,191879,7248,16061,1847,1073413,15843,314979,9575,202921,7599,101381,5310,9598,1507,1079,556,758434,13128,462296,10342,268974,6993,26115,2689,1049,509,22755,null,null,10667,null,null,6029,null,null,4232,null,null,3708,null,null,2692,null,null,1595,null,null,8672,null,null,3612,null,null,2479,null,null,2628,null,null,1303,null,null,429,null,null,7982,null,null,4194,null,null,5931,null,null,3523,null,null,1420,null,null,21981,null,null,19275,null,null,15013,null,null,13530,null,null,7248,null,null,1847,null,null,15843,null,null,9575,null,null,7599,null,null,5310,null,null,1507,null,null,556,null,null,13128,null,null,10342,null,null,6993,null,null,2689,null,null,509,null,null,36
2542663,18509,285717,8541,96362,4882,44981,3263,30428,3091,18475,2621,2478,883,189355,7089,30331,3069,12520,1681,14112,2403,3616,1009,83,102,159024,6657,39474,3241,86217,4533,29141,3729,4192,1122,2256946,18495,1768093,17568,1114509,13371,533041,9947,114453,6929,6090,941,488853,10784,138288,6484,72617,4324,58487,4490,7072,1260,112,133,350565,8000,186616,6461,144327,6985,19409,2640,213,244,18509,null,null,8541,null,null,4882,null,null,3263,null,null,3091,null,null,2621,null,null,883,null,null,7089,null,null,3069,null,null,1681,null,null,2403,null,null,1009,null,null,102,null,null,6657,null,null,3241,null,null,4533,null,null,3729,null,null,1122,null,null,18495,null,null,17568,null,null,13371,null,null,9947,null,null,6929,null,null,941,null,null,10784,null,null,6484,null,null,4324,null,null,4490,null,null,1260,null,null,133,null,null,8000,null,null,6461,null,null,6985,null,null,2640,null,null,244,null,null,37
184904,4823,11802,1859,4188,935,2299,638,894,481,677,287,318,449,7614,1585,1486,591,305,204,805,416,348,276,28,49,6128,1424,550,199,4111,1290,1205,608,262,401,173102,4879,146129,4236,88585,3161,42533,3009,13415,1604,1596,496,26973,2382,10554,1630,3767,805,5918,1213,589,485,280,295,16419,2000,7227,1354,8406,1516,786,345,0,155,4823,null,null,1859,null,null,935,null,null,638,null,null,481,null,null,287,null,null,449,null,null,1585,null,null,591,null,null,204,null,null,416,null,null,276,null,null,49,null,null,1424,null,null,199,null,null,1290,null,null,608,null,null,401,null,null,4879,null,null,4236,null,null,3161,null,null,3009,null,null,1604,null,null,496,null,null,2382,null,null,1630,null,null,805,null,null,1213,null,null,485,null,null,295,null,null,2000,null,null,1354,null,null,1516,null,null,345,null,null,155,null,null,38
