B19313A_001E,B19313A_001M,B19313A_001M,B19313A_001EA,B19313A_001MA,state
491073149700,3783424160,3783424160,null,null,12
199972067700,2459977164,2459977164,null,null,13
15897785200,576360917,576360917,null,null,15
40325697100,1057141155,1057141155,null,null,16
335021626100,2664891527,2664891527,null,null,17
161400213100,1582434471,1582434471,null,null,18
88487355600,1147745784,1147745784,null,null,19
75372376000,894536734,894536734,null,null,20
105146758500,1369628600,1369628600,null,null,21
90452854100,1442766634,1442766634,null,null,22
38075893400,701569347,701569347,null,null,23
152425922700,1693327863,1693327863,null,null,24
231695704700,1918662244,1918662244,null,null,25
245257546800,1791011084,1791011084,null,null,26
171662812000,1627836644,1627836644,null,null,27
48662607000,971608120,971608120,null,null,28
151314474900,1759995162,1759995162,null,null,29
28412394000,754020931,754020931,null,null,30
52864718100,721576566,721576566,null,null,31
62591872900,1200186958,1200186958,null,null,32
46182865600,876889421,876889421,null,null,33
263120851700,2353952954,2353952954,null,null,34
42458149400,991724402,991724402,null,null,35
525484540900,3954272381,3954272381,null,null,36
222587719200,2516646536,2516646536,null,null,37
23431536100,703534352,703534352,null,null,38
297190524100,2332955295,2332955295,null,null,39
81426865000,947459689,947459689,null,null,40
111814982900,1179011288,1179011288,null,null,41
348810392400,2067156868,2067156868,null,null,42
30815268100,799614515,799614515,null,null,44
105350851200,1712360393,1712360393,null,null,45
23117015000,687582086,687582086,null,null,46
151100257000,1660209673,1660209673,null,null,47
632389613000,3622158737,3622158737,null,null,48
75081609300,1184977132,1184977132,null,null,49
19180466600,434800909,434800909,null,null,50
229480372300,2131004474,2131004474,null,null,51
209342159800,2248177629,2248177629,null,null,53
42968970500,867670516,867670516,null,null,54
162754316900,1511096414,1511096414,null,null,55
16531019500,452842778,452842778,null,null,56
29109901200,824899373,824899373,null,null,72
96557247300,1409077463,1409077463,null,null,01
19623014200,541350812,541350812,null,null,02
162601663100,1869015250,1869015250,null,null,04
60785627500,951052902,951052902,null,null,05
886386065800,5020011402,5020011402,null,null,06
170559996200,1769412164,1769412164,null,null,08
126073270500,1670814749,1670814749,null,null,09
23151916800,548469453,548469453,null,null,10
21674213000,831497114,831497114,null,null,11
