B19056_001E,B19056_001M,B19056_002E,B19056_002M,B19056_003E,B19056_003M,B19056_001M,B19056_001EA,B19056_001MA,B19056_002M,B19056_002EA,B19056_002MA,B19056_003M,B19056_003EA,B19056_003MA,state
7573456,23478,395860,10333,7177596,23509,23478,null,null,10333,null,null,23509,null,null,12
3686135,15528,201231,7381,3484904,17511,15528,null,null,7381,null,null,17511,null,null,13
455868,4824,18652,2132,437216,5225,4824,null,null,2132,null,null,5225,null,null,15
610872,4143,30148,2440,580724,4787,4143,null,null,2440,null,null,4787,null,null,16
4822046,12932,238034,6488,4584012,15116,12932,null,null,6488,null,null,15116,null,null,17
2533270,10440,132548,5585,2400722,11533,10440,null,null,5585,null,null,11533,null,null,18
1247932,7106,51254,2887,1196678,7960,7106,null,null,2887,null,null,7960,null,null,19
1110407,6778,44272,3060,1066135,7320,6778,null,null,3060,null,null,7320,null,null,20
1717706,9131,136946,5325,1580760,9919,9131,null,null,5325,null,null,9919,null,null,21
1720801,8997,126311,6041,1594490,9832,8997,null,null,6041,null,null,9832,null,null,22
531660,5774,34363,2708,497297,5965,5774,null,null,2708,null,null,5965,null,null,23
2194657,9484,102781,4042,2091876,9935,9484,null,null,4042,null,null,9935,null,null,24
2579398,8290,160979,6385,2418419,10113,8290,null,null,6385,null,null,10113,null,null,25
3884153,13696,249095,6729,3635058,13561,13696,null,null,6729,null,null,13561,null,null,26
2148725,7378,90517,3975,2058208,8424,7378,null,null,3975,null,null,8424,null,null,27
1091245,8803,84389,4485,1006856,8722,8803,null,null,4485,null,null,8722,null,null,28
2372190,10844,131741,5450,2240449,11827,10844,null,null,5450,null,null,11827,null,null,29
416125,4426,19008,2083,397117,5017,4426,null,null,2083,null,null,5017,null,null,30
747562,4452,29974,2103,717588,4721,4452,null,null,2103,null,null,4721,null,null,31
1055158,6433,45588,3274,1009570,7218,6433,null,null,3274,null,null,7218,null,null,32
520643,5191,25853,2323,494790,5576,5191,null,null,2323,null,null,5576,null,null,33
3194519,10274,143976,6618,3050543,12632,10274,null,null,6618,null,null,12632,null,null,34
758364,6296,46618,3284,711746,6631,6296,null,null,3284,null,null,6631,null,null,35
7209054,17665,456931,9839,6752123,20122,17665,null,null,9839,null,null,20122,null,null,36
3882423,16063,194078,6041,3688345,15612,16063,null,null,6041,null,null,15612,null,null,37
315134,3356,9651,1297,305483,3675,3356,null,null,1297,null,null,3675,null,null,38
4624669,14929,278196,7243,4346473,16146,14929,null,null,7243,null,null,16146,null,null,39
1469342,7193,82852,3459,1386490,7616,7193,null,null,3459,null,null,7616,null,null,40
1571678,6691,79648,4386,1492030,7943,6691,null,null,4386,null,null,7943,null,null,41
4937771,13721,278805,8351,4658966,15510,13721,null,null,8351,null,null,15510,null,null,42
408239,4139,32447,2836,375792,4873,4139,null,null,2836,null,null,4873,null,null,44
1877887,10574,103123,4794,1774764,10613,10574,null,null,4794,null,null,10613,null,null,45
334003,3659,14075,1548,319928,4150,3659,null,null,1548,null,null,4150,null,null,46
2556332,11690,157253,5788,2399079,12961,11690,null,null,5788,null,null,12961,null,null,47
9535612,20125,462726,10982,9072886,21646,20125,null,null,10982,null,null,21646,null,null,48
943147,4975,36024,2592,907123,5248,4975,null,null,2592,null,null,5248,null,null,49
254851,2815,14315,1900,240536,3224,2815,null,null,1900,null,null,3224,null,null,50
3120692,13161,132515,6308,2988177,14727,13161,null,null,6308,null,null,14727,null,null,51
2768076,8506,132985,5631,2635091,9662,8506,null,null,5631,null,null,9662,null,null,53
722125,5656,59127,3962,662998,6736,5656,null,null,3962,null,null,6736,null,null,54
2326998,7745,113068,4425,2213930,8706,7745,null,null,4425,null,null,8706,null,null,55
223619,4088,8558,1317,215061,4049,4088,null,null,1317,null,null,4049,null,null,56
1208438,9900,5124,842,1203314,9928,9900,null,null,842,null,null,9928,null,null,72
1852518,12189,127265,5935,1725253,12140,12189,null,null,5935,null,null,12140,null,null,01
248468,2841,9965,1298,238503,3073,2841,null,null,1298,null,null,3073,null,null,02
2519052,11479,119042,4664,2400010,11620,11479,null,null,4664,null,null,11620,null,null,04
1142718,7341,76915,4164,1065803,7406,7341,null,null,4164,null,null,7406,null,null,05
12944178,15703,830428,14453,12113750,20239,15703,null,null,14453,null,null,20239,null,null,06
2108992,7767,74448,4180,2034544,8523,7767,null,null,4180,null,null,8523,null,null,08
1357269,7141,64540,3664,1292729,7722,7141,null,null,3664,null,null,7722,null,null,09
351085,3936,15820,1935,335265,4259,3936,null,null,1935,null,null,4259,null,null,10
281241,3152,15192,1954,266049,3606,3152,null,null,1954,null,null,3606,null,null,11
