B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,B08012_001M,B08012_001EA,B08012_001MA,B08012_002M,B08012_002EA,B08012_002MA,B08012_003M,B08012_003EA,B08012_003MA,B08012_004M,B08012_004EA,B08012_004MA,B08012_005M,B08012_005EA,B08012_005MA,B08012_006M,B08012_006EA,B08012_006MA,B08012_007M,B08012_007EA,B08012_007MA,B08012_008M,B08012_008EA,B08012_008MA,B08012_009M,B08012_009EA,B08012_009MA,B08012_010M,B08012_010EA,B08012_010MA,B08012_011M,B08012_011EA,B08012_011MA,B08012_012M,B08012_012EA,B08012_012MA,B08012_013M,B08012_013EA,B08012_013MA,B08012_014M,B08012_014EA,B08012_014MA,B08012_015M,B08012_015EA,B08012_015MA,B08012_016M,B08012_016EA,B08012_016MA,B08012_017M,B08012_017EA,B08012_017MA,B08012_018M,B08012_018EA,B08012_018MA,B08012_019M,B08012_019EA,B08012_019MA,B08012_020M,B08012_020EA,B08012_020MA,B08012_021M,B08012_021EA,B08012_021MA,B08012_022M,B08012_022EA,B08012_022MA,B08012_023M,B08012_023EA,B08012_023MA,B08012_024M,B08012_024EA,B08012_024MA,B08012_025M,B08012_025EA,B08012_025MA,B08012_026M,B08012_026EA,B08012_026MA,B08012_027M,B08012_027EA,B08012_027MA,B08012_028M,B08012_028EA,B08012_028MA,B08012_029M,B08012_029EA,B08012_029MA,B08012_030M,B08012_030EA,B08012_030MA,B08012_031M,B08012_031EA,B08012_031MA,B08012_032M,B08012_032EA,B08012_032MA,B08012_033M,B08012_033EA,B08012_033MA,B08012_034M,B08012_034EA,B08012_034MA,B08012_035M,B08012_035EA,B08012_035MA,B08012_036M,B08012_036EA,B08012_036MA,B08012_037M,B08012_037EA,B08012_037MA,B08012_038M,B08012_038EA,B08012_038MA,B08012_039M,B08012_039EA,B08012_039MA,state
8574746,35611,142391,6441,616613,16514,1034562,22650,1279915,22673,1351251,21828,579516,15177,1420078,23251,294060,10684,365883,12447,777182,15688,513574,12799,199721,7951,4523763,25018,76461,4813,301858,10199,513192,15310,642876,14676,702946,15489,300659,10716,777368,16916,159278,8035,197220,9559,421059,12418,306886,11221,123960,6285,4050983,23527,65930,4533,314755,13053,521370,13666,637039,13576,648305,12928,278857,11648,642710,14248,134782,7038,168663,7686,356123,10012,206688,7132,75761,5488,35611,null,null,6441,null,null,16514,null,null,22650,null,null,22673,null,null,21828,null,null,15177,null,null,23251,null,null,10684,null,null,12447,null,null,15688,null,null,12799,null,null,7951,null,null,25018,null,null,4813,null,null,10199,null,null,15310,null,null,14676,null,null,15489,null,null,10716,null,null,16916,null,null,8035,null,null,9559,null,null,12418,null,null,11221,null,null,6285,null,null,23527,null,null,4533,null,null,13053,null,null,13666,null,null,13576,null,null,12928,null,null,11648,null,null,14248,null,null,7038,null,null,7686,null,null,10012,null,null,7132,null,null,5488,null,null,12
4417667,23918,92428,6518,351219,10859,560557,12500,651725,15431,627709,14878,257979,10559,634879,16487,143050,7383,172990,7795,440808,13619,346488,11643,137835,7126,2315751,13488,49596,4891,164429,7030,267192,8815,318360,9842,323901,11252,134679,7278,354897,11287,79134,5297,96244,6283,241600,9004,200448,7390,85271,5190,2101916,19207,42832,3563,186790,7955,293365,9340,333365,11601,303808,10119,123300,6700,279982,9280,63916,4573,76746,5380,199208,8308,146040,7683,52564,4247,23918,null,null,6518,null,null,10859,null,null,12500,null,null,15431,null,null,14878,null,null,10559,null,null,16487,null,null,7383,null,null,7795,null,null,13619,null,null,11643,null,null,7126,null,null,13488,null,null,4891,null,null,7030,null,null,8815,null,null,9842,null,null,11252,null,null,7278,null,null,11287,null,null,5297,null,null,6283,null,null,9004,null,null,7390,null,null,5190,null,null,19207,null,null,3563,null,null,7955,null,null,9340,null,null,11601,null,null,10119,null,null,6700,null,null,9280,null,null,4573,null,null,5380,null,null,8308,null,null,7683,null,null,4247,null,null,13
673851,7592,14861,2112,63584,4302,86917,5200,95015,4815,87979,4511,37485,3294,111607,5567,16728,2111,30195,2792,60071,3986,52106,3621,17303,2246,367694,5037,8861,1513,33072,2523,45264,3515,53661,3333,44871,3539,21317,2566,62549,4084,9194,1434,17624,2382,33410,2661,27756,2916,10115,1729,306157,5164,6000,1165,30512,3118,41653,3096,41354,2545,43108,2924,16168,2066,49058,3606,7534,1446,12571,1581,26661,2717,24350,2024,7188,1116,7592,null,null,2112,null,null,4302,null,null,5200,null,null,4815,null,null,4511,null,null,3294,null,null,5567,null,null,2111,null,null,2792,null,null,3986,null,null,3621,null,null,2246,null,null,5037,null,null,1513,null,null,2523,null,null,3515,null,null,3333,null,null,3539,null,null,2566,null,null,4084,null,null,1434,null,null,2382,null,null,2661,null,null,2916,null,null,1729,null,null,5164,null,null,1165,null,null,3118,null,null,3096,null,null,2545,null,null,2924,null,null,2066,null,null,3606,null,null,1446,null,null,1581,null,null,2717,null,null,2024,null,null,1116,null,null,15
709089,9834,39470,3380,105371,5803,129083,5236,122727,6584,102501,6102,38201,3466,75786,5108,15960,2967,16257,2537,32725,3342,18343,2063,12665,1784,390343,6592,20283,2125,53899,4098,68153,3995,67841,4485,56827,4212,21510,2316,43128,3989,10076,2388,8501,1527,19596,2377,11841,1664,8688,1471,318746,7003,19187,2389,51472,3938,60930,3518,54886,3995,45674,4250,16691,2274,32658,3016,5884,1437,7756,2293,13129,1981,6502,1313,3977,959,9834,null,null,3380,null,null,5803,null,null,5236,null,null,6584,null,null,6102,null,null,3466,null,null,5108,null,null,2967,null,null,2537,null,null,3342,null,null,2063,null,null,1784,null,null,6592,null,null,2125,null,null,4098,null,null,3995,null,null,4485,null,null,4212,null,null,2316,null,null,3989,null,null,2388,null,null,1527,null,null,2377,null,null,1664,null,null,1471,null,null,7003,null,null,2389,null,null,3938,null,null,3518,null,null,3995,null,null,4250,null,null,2274,null,null,3016,null,null,1437,null,null,2293,null,null,1981,null,null,1313,null,null,959,null,null,16
5827667,21147,153077,6001,527706,12631,708472,13276,760556,15389,732123,12752,349866,9529,810079,16218,197804,6686,301295,10210,611218,12367,507789,11292,167682,5910,3060238,13844,74551,4155,246348,8356,344747,8520,381733,9554,371840,9154,182645,6374,437526,10942,108544,4313,166892,7117,348797,8895,297907,8509,98708,4421,2767429,17216,78526,3779,281358,8471,363725,10383,378823,9380,360283,8688,167221,6495,372553,10717,89260,4732,134403,5977,262421,7220,209882,7177,68974,3944,21147,null,null,6001,null,null,12631,null,null,13276,null,null,15389,null,null,12752,null,null,9529,null,null,16218,null,null,6686,null,null,10210,null,null,12367,null,null,11292,null,null,5910,null,null,13844,null,null,4155,null,null,8356,null,null,8520,null,null,9554,null,null,9154,null,null,6374,null,null,10942,null,null,4313,null,null,7117,null,null,8895,null,null,8509,null,null,4421,null,null,17216,null,null,3779,null,null,8471,null,null,10383,null,null,9380,null,null,8688,null,null,6495,null,null,10717,null,null,4732,null,null,5977,null,null,7220,null,null,7177,null,null,3944,null,null,17
2989065,14076,98106,4383,355873,9912,465078,10224,488360,12497,453635,10810,205054,6549,357305,10250,97788,4615,103819,5460,191389,6827,117589,5545,55069,3479,1572061,10529,49776,3649,167495,6471,233155,6543,243273,8259,232042,8048,106576,5337,197114,6704,56507,3506,59719,4271,115788,5133,74006,4272,36610,2746,1417004,11817,48330,3295,188378,6580,231923,6760,245087,7861,221593,6276,98478,5118,160191,6448,41281,3063,44100,3320,75601,3768,43583,2926,18459,2194,14076,null,null,4383,null,null,9912,null,null,10224,null,null,12497,null,null,10810,null,null,6549,null,null,10250,null,null,4615,null,null,5460,null,null,6827,null,null,5545,null,null,3479,null,null,10529,null,null,3649,null,null,6471,null,null,6543,null,null,8259,null,null,8048,null,null,5337,null,null,6704,null,null,3506,null,null,4271,null,null,5133,null,null,4272,null,null,2746,null,null,11817,null,null,3295,null,null,6580,null,null,6760,null,null,7861,null,null,6276,null,null,5118,null,null,6448,null,null,3063,null,null,3320,null,null,3768,null,null,2926,null,null,2194,null,null,18
1508674,9507,102873,4922,258824,6787,279691,8248,253805,7091,213529,6701,94229,4787,132475,4403,33131,2291,31729,2724,57538,3671,31936,2439,18914,1984,797115,6922,52032,2688,129986,5900,143468,5730,134380,5368,110875,4397,49296,3669,74871,3362,17901,1566,17854,2036,33599,2474,19918,1769,12935,1591,711559,7393,50841,3340,128838,3964,136223,4718,119425,4908,102654,4787,44933,3152,57604,3238,15230,1719,13875,1650,23939,2285,12018,1425,5979,989,9507,null,null,4922,null,null,6787,null,null,8248,null,null,7091,null,null,6701,null,null,4787,null,null,4403,null,null,2291,null,null,2724,null,null,3671,null,null,2439,null,null,1984,null,null,6922,null,null,2688,null,null,5900,null,null,5730,null,null,5368,null,null,4397,null,null,3669,null,null,3362,null,null,1566,null,null,2036,null,null,2474,null,null,1769,null,null,1591,null,null,7393,null,null,3340,null,null,3964,null,null,4718,null,null,4908,null,null,4787,null,null,3152,null,null,3238,null,null,1719,null,null,1650,null,null,2285,null,null,1425,null,null,989,null,null,19
1357805,9804,79612,4566,228377,7256,239816,5887,234308,8089,208857,7411,79021,4410,132113,6204,26758,2272,28692,2553,54046,3434,30587,2649,15618,1962,723603,6989,41611,3255,113900,4947,121937,4875,121248,5012,113953,5831,41964,3164,75409,4213,15017,1664,17671,2008,30894,2404,20057,2169,9942,1359,634202,7100,38001,2945,114477,4825,117879,4687,113060,5006,94904,4311,37057,2579,56704,3707,11741,1492,11021,1554,23152,2304,10530,1422,5676,1208,9804,null,null,4566,null,null,7256,null,null,5887,null,null,8089,null,null,7411,null,null,4410,null,null,6204,null,null,2272,null,null,2553,null,null,3434,null,null,2649,null,null,1962,null,null,6989,null,null,3255,null,null,4947,null,null,4875,null,null,5012,null,null,5831,null,null,3164,null,null,4213,null,null,1664,null,null,2008,null,null,2404,null,null,2169,null,null,1359,null,null,7100,null,null,2945,null,null,4825,null,null,4687,null,null,5006,null,null,4311,null,null,2579,null,null,3707,null,null,1492,null,null,1554,null,null,2304,null,null,1422,null,null,1208,null,null,20
1852287,13833,64447,4526,209569,9140,290188,8250,318923,8723,286884,9267,117358,5792,235550,7815,53629,3835,55660,3963,114189,4563,73422,4976,32468,2988,967651,10381,35857,3192,102362,5897,137267,5622,160455,5917,146657,6161,57732,3617,130795,5540,28766,3095,29865,2999,67652,3607,46914,3860,23329,2465,884636,10245,28590,2785,107207,5887,152921,6386,158468,5479,140227,5901,59626,3907,104755,4734,24863,2340,25795,2431,46537,3035,26508,2687,9139,1432,13833,null,null,4526,null,null,9140,null,null,8250,null,null,8723,null,null,9267,null,null,5792,null,null,7815,null,null,3835,null,null,3963,null,null,4563,null,null,4976,null,null,2988,null,null,10381,null,null,3192,null,null,5897,null,null,5622,null,null,5917,null,null,6161,null,null,3617,null,null,5540,null,null,3095,null,null,2999,null,null,3607,null,null,3860,null,null,2465,null,null,10245,null,null,2785,null,null,5887,null,null,6386,null,null,5479,null,null,5901,null,null,3907,null,null,4734,null,null,2340,null,null,2431,null,null,3035,null,null,2687,null,null,1432,null,null,21
1937891,14853,61059,4478,207996,8821,301343,11253,326865,9472,293349,9549,113480,7224,258409,8319,42860,3729,53263,4453,130187,6649,93216,6172,55864,4529,996754,11047,32229,2826,92446,5557,142153,7705,161232,6711,140089,6219,55575,4322,146708,7064,20427,2661,28219,2939,76515,5116,59232,4926,41929,3227,941137,9740,28830,3324,115550,6292,159190,6530,165633,6603,153260,6973,57905,4760,111701,4866,22433,2674,25044,2837,53672,3843,33984,3499,13935,2497,14853,null,null,4478,null,null,8821,null,null,11253,null,null,9472,null,null,9549,null,null,7224,null,null,8319,null,null,3729,null,null,4453,null,null,6649,null,null,6172,null,null,4529,null,null,11047,null,null,2826,null,null,5557,null,null,7705,null,null,6711,null,null,6219,null,null,4322,null,null,7064,null,null,2661,null,null,2939,null,null,5116,null,null,4926,null,null,3227,null,null,9740,null,null,3324,null,null,6292,null,null,6530,null,null,6603,null,null,6973,null,null,4760,null,null,4866,null,null,2674,null,null,2837,null,null,3843,null,null,3499,null,null,2497,null,null,22
