C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,C17023_001M,C17023_001EA,C17023_001MA,C17023_002M,C17023_002EA,C17023_002MA,C17023_003M,C17023_003EA,C17023_003MA,C17023_004M,C17023_004EA,C17023_004MA,C17023_005M,C17023_005EA,C17023_005MA,C17023_006M,C17023_006EA,C17023_006MA,C17023_007M,C17023_007EA,C17023_007MA,C17023_008M,C17023_008EA,C17023_008MA,C17023_009M,C17023_009EA,C17023_009MA,C17023_010M,C17023_010EA,C17023_010MA,C17023_011M,C17023_011EA,C17023_011MA,C17023_012M,C17023_012EA,C17023_012MA,C17023_013M,C17023_013EA,C17023_013MA,C17023_014M,C17023_014EA,C17023_014MA,C17023_015M,C17023_015EA,C17023_015MA,C17023_016M,C17023_016EA,C17023_016MA,C17023_017M,C17023_017EA,C17023_017MA,C17023_018M,C17023_018EA,C17023_018MA,C17023_019M,C17023_019EA,C17023_019MA,C17023_020M,C17023_020EA,C17023_020MA,C17023_021M,C17023_021EA,C17023_021MA,C17023_022M,C17023_022EA,C17023_022MA,C17023_023M,C17023_023EA,C17023_023MA,state
4864461,24241,509616,11766,212586,8397,116083,5835,96503,5542,297030,9329,50695,3961,20352,2138,30343,3349,246335,8534,68674,4901,177661,7436,4354845,24292,3301208,22640,2264007,18493,1037201,15250,1053637,16811,314178,9800,186765,6544,127413,6543,739459,13289,421576,10912,317883,10084,24241,null,null,11766,null,null,8397,null,null,5835,null,null,5542,null,null,9329,null,null,3961,null,null,2138,null,null,3349,null,null,8534,null,null,4901,null,null,7436,null,null,24292,null,null,22640,null,null,18493,null,null,15250,null,null,16811,null,null,9800,null,null,6544,null,null,6543,null,null,13289,null,null,10912,null,null,10084,null,null,12
2479003,18252,296261,9486,98369,5596,45463,3615,52906,4498,197892,8132,31403,3648,13148,2099,18255,2713,166489,7280,42970,3003,123519,6978,2182742,17899,1649727,17956,986016,14339,663711,10699,533015,12699,143559,6820,79686,5537,63873,4180,389456,10800,207862,8153,181594,7677,18252,null,null,9486,null,null,5596,null,null,3615,null,null,4498,null,null,8132,null,null,3648,null,null,2099,null,null,2713,null,null,7280,null,null,3003,null,null,6978,null,null,17899,null,null,17956,null,null,14339,null,null,10699,null,null,12699,null,null,6820,null,null,5537,null,null,4180,null,null,10800,null,null,8153,null,null,7677,null,null,13
315505,5105,18826,2161,9188,1635,4973,1087,4215,1109,9638,1405,1456,499,778,424,678,336,8182,1367,2218,758,5964,1146,296679,5251,227048,4442,145408,4821,81640,3848,69631,4306,24561,2657,15207,1899,9354,1618,45070,3331,30925,2657,14145,1869,5105,null,null,2161,null,null,1635,null,null,1087,null,null,1109,null,null,1405,null,null,499,null,null,424,null,null,336,null,null,1367,null,null,758,null,null,1146,null,null,5251,null,null,4442,null,null,4821,null,null,3848,null,null,4306,null,null,2657,null,null,1899,null,null,1618,null,null,3331,null,null,2657,null,null,1869,null,null,15
411617,7286,41274,3641,18995,2493,8596,1388,10399,1856,22279,2652,4329,1196,1004,636,3325,1055,17950,2358,2780,795,15170,2158,370343,7745,309911,7489,191826,6423,118085,5307,60432,4200,23065,2770,11406,1792,11659,2224,37367,2831,19897,1926,17470,2339,7286,null,null,3641,null,null,2493,null,null,1388,null,null,1856,null,null,2652,null,null,1196,null,null,636,null,null,1055,null,null,2358,null,null,795,null,null,2158,null,null,7745,null,null,7489,null,null,6423,null,null,5307,null,null,4200,null,null,2770,null,null,1792,null,null,2224,null,null,2831,null,null,1926,null,null,2339,null,null,16
3100613,17145,293044,9264,100093,4879,46371,3360,53722,3699,192951,7560,30567,2824,10095,1365,20472,2528,162384,6885,40765,3220,121619,5810,2807569,16895,2166693,16751,1309082,12443,857611,11346,640876,13610,193591,7947,108298,5216,85293,5764,447285,9858,243423,7731,203862,7011,17145,null,null,9264,null,null,4879,null,null,3360,null,null,3699,null,null,7560,null,null,2824,null,null,1365,null,null,2528,null,null,6885,null,null,3220,null,null,5810,null,null,16895,null,null,16751,null,null,12443,null,null,11346,null,null,13610,null,null,7947,null,null,5216,null,null,5764,null,null,9858,null,null,7731,null,null,7011,null,null,17
1645758,11176,157720,5867,55277,3038,23384,2116,31893,2117,102443,5331,15008,2308,3687,979,11321,2046,87435,5238,17382,2303,70053,4206,1488038,11737,1169978,10886,738150,8545,431828,7986,318060,8570,106359,4548,53659,3526,52700,3270,211701,7092,109045,4880,102656,5682,11176,null,null,5867,null,null,3038,null,null,2116,null,null,2117,null,null,5331,null,null,2308,null,null,979,null,null,2046,null,null,5238,null,null,2303,null,null,4206,null,null,11737,null,null,10886,null,null,8545,null,null,7986,null,null,8570,null,null,4548,null,null,3526,null,null,3270,null,null,7092,null,null,4880,null,null,5682,null,null,18
795043,8419,60129,3265,20998,2375,9651,1367,11347,1791,39131,2825,6280,1066,1600,477,4680,1004,32851,2569,3497,952,29354,2576,734914,8832,609995,7937,377935,7002,232060,5807,124919,4495,43987,2954,18180,1969,25807,2263,80932,4023,33876,2567,47056,3568,8419,null,null,3265,null,null,2375,null,null,1367,null,null,1791,null,null,2825,null,null,1066,null,null,477,null,null,1004,null,null,2569,null,null,952,null,null,2576,null,null,8832,null,null,7937,null,null,7002,null,null,5807,null,null,4495,null,null,2954,null,null,1969,null,null,2263,null,null,4023,null,null,2567,null,null,3568,null,null,19
716005,8245,56464,3559,20734,1946,9718,1375,11016,1471,35730,2988,6011,1519,2220,947,3791,1014,29719,2531,6098,1222,23621,2166,659541,7653,535236,7871,326849,6168,208387,5085,124305,4891,43449,2979,19053,2005,24396,2555,80856,4034,36559,2430,44297,3198,8245,null,null,3559,null,null,1946,null,null,1375,null,null,1471,null,null,2988,null,null,1519,null,null,947,null,null,1014,null,null,2531,null,null,1222,null,null,2166,null,null,7653,null,null,7871,null,null,6168,null,null,5085,null,null,4891,null,null,2979,null,null,2005,null,null,2555,null,null,4034,null,null,2430,null,null,3198,null,null,20
1121404,10897,156782,6330,56164,3756,29308,2716,26856,2362,100618,4974,16984,2193,6386,1270,10598,1659,83634,4275,23754,2378,59880,3737,964622,12227,755905,11789,484632,8324,271273,6755,208717,6421,66445,3535,35660,3078,30785,2886,142272,5746,78574,4208,63698,4006,10897,null,null,6330,null,null,3756,null,null,2716,null,null,2362,null,null,4974,null,null,2193,null,null,1270,null,null,1659,null,null,4275,null,null,2378,null,null,3737,null,null,12227,null,null,11789,null,null,8324,null,null,6755,null,null,6421,null,null,3535,null,null,3078,null,null,2886,null,null,5746,null,null,4208,null,null,4006,null,null,21
1097712,12285,168708,7561,46072,3731,25970,2498,20102,2882,122636,6570,17939,2736,7856,1256,10083,2297,104697,5572,27209,2777,77488,4822,929004,11536,689386,10219,438139,7985,251247,6730,239618,9107,68658,4910,36642,2959,32016,3385,170960,6982,98294,4773,72666,5471,12285,null,null,7561,null,null,3731,null,null,2498,null,null,2882,null,null,6570,null,null,2736,null,null,1256,null,null,2297,null,null,5572,null,null,2777,null,null,4822,null,null,11536,null,null,10219,null,null,7985,null,null,6730,null,null,9107,null,null,4910,null,null,2959,null,null,3385,null,null,6982,null,null,4773,null,null,5471,null,null,22
