C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,C17023_001M,C17023_001EA,C17023_001MA,C17023_002M,C17023_002EA,C17023_002MA,C17023_003M,C17023_003EA,C17023_003MA,C17023_004M,C17023_004EA,C17023_004MA,C17023_005M,C17023_005EA,C17023_005MA,C17023_006M,C17023_006EA,C17023_006MA,C17023_007M,C17023_007EA,C17023_007MA,C17023_008M,C17023_008EA,C17023_008MA,C17023_009M,C17023_009EA,C17023_009MA,C17023_010M,C17023_010EA,C17023_010MA,C17023_011M,C17023_011EA,C17023_011MA,C17023_012M,C17023_012EA,C17023_012MA,C17023_013M,C17023_013EA,C17023_013MA,C17023_014M,C17023_014EA,C17023_014MA,C17023_015M,C17023_015EA,C17023_015MA,C17023_016M,C17023_016EA,C17023_016MA,C17023_017M,C17023_017EA,C17023_017MA,C17023_018M,C17023_018EA,C17023_018MA,C17023_019M,C17023_019EA,C17023_019MA,C17023_020M,C17023_020EA,C17023_020MA,C17023_021M,C17023_021EA,C17023_021MA,C17023_022M,C17023_022EA,C17023_022MA,C17023_023M,C17023_023EA,C17023_023MA,state
329554,6035,25210,2646,10358,1600,5861,1164,4497,1063,14852,2011,3956,1050,838,500,3118,827,10896,1583,2242,800,8654,1470,304344,6105,246145,5805,172200,4369,73945,3437,58199,3303,20454,2296,9697,1798,10757,1564,37745,2406,20137,2124,17608,1714,6035,null,null,2646,null,null,1600,null,null,1164,null,null,1063,null,null,2011,null,null,1050,null,null,500,null,null,827,null,null,1583,null,null,800,null,null,1470,null,null,6105,null,null,5805,null,null,4369,null,null,3437,null,null,3303,null,null,2296,null,null,1798,null,null,1564,null,null,2406,null,null,2124,null,null,1714,null,null,23
1458953,11514,92359,4595,27614,2556,14064,1824,13550,1822,64745,4252,10936,1947,3093,663,7843,1851,53809,3961,14159,1942,39650,3335,1366594,11214,1012288,11523,606360,8561,405928,7922,354306,10175,100425,5561,55333,4277,45092,3767,253881,8239,141586,5823,112295,5764,11514,null,null,4595,null,null,2556,null,null,1824,null,null,1822,null,null,4252,null,null,1947,null,null,663,null,null,1851,null,null,3961,null,null,1942,null,null,3335,null,null,11214,null,null,11523,null,null,8561,null,null,7922,null,null,10175,null,null,5561,null,null,4277,null,null,3767,null,null,8239,null,null,5823,null,null,5764,null,null,24
1633661,12099,119222,5232,34154,2758,19851,1857,14303,2027,85068,4311,11598,2052,4409,1003,7189,1882,73470,4200,16460,2158,57010,3517,1514439,12232,1160572,12326,703797,8908,456775,8795,353867,8852,104138,5107,61375,3615,42763,3799,249729,8065,144070,5238,105659,5196,12099,null,null,5232,null,null,2758,null,null,1857,null,null,2027,null,null,4311,null,null,2052,null,null,1003,null,null,1882,null,null,4200,null,null,2158,null,null,3517,null,null,12232,null,null,12326,null,null,8908,null,null,8795,null,null,8852,null,null,5107,null,null,3615,null,null,3799,null,null,8065,null,null,5238,null,null,5196,null,null,25
2476595,14487,251751,5912,87195,3529,39126,2573,48069,3013,164556,5607,28245,2752,10441,1554,17804,2234,136311,5043,30245,2553,106066,5101,2224844,14012,1732239,13073,1127960,9264,604279,9601,492605,9627,151717,5863,84470,3503,67247,4279,340888,8273,191912,5499,148976,5791,14487,null,null,5912,null,null,3529,null,null,2573,null,null,3013,null,null,5607,null,null,2752,null,null,1554,null,null,2234,null,null,5043,null,null,2553,null,null,5101,null,null,14012,null,null,13073,null,null,9264,null,null,9601,null,null,9627,null,null,5863,null,null,3503,null,null,4279,null,null,8273,null,null,5499,null,null,5791,null,null,26
1367104,9317,80100,3223,29148,2537,13236,1359,15912,1998,50952,3187,6866,1141,2212,657,4654,926,44086,3244,7051,1361,37035,3019,1287004,9285,1052419,10871,632681,7475,419738,7453,234585,6017,87575,4269,38928,2520,48647,3820,147010,4437,64325,3240,82685,3647,9317,null,null,3223,null,null,2537,null,null,1359,null,null,1998,null,null,3187,null,null,1141,null,null,657,null,null,926,null,null,3244,null,null,1361,null,null,3019,null,null,9285,null,null,10871,null,null,7475,null,null,7453,null,null,6017,null,null,4269,null,null,2520,null,null,3820,null,null,4437,null,null,3240,null,null,3647,null,null,27
730719,10889,120336,6510,35313,3094,18902,1963,16411,2452,85023,5388,7783,1660,3357,842,4426,1347,77240,5103,23748,2599,53492,4174,610383,10106,454421,10134,295510,6988,158911,6950,155962,6498,39602,3216,23459,2409,16143,2386,116360,6010,68709,4409,47651,3770,10889,null,null,6510,null,null,3094,null,null,1963,null,null,2452,null,null,5388,null,null,1660,null,null,842,null,null,1347,null,null,5103,null,null,2599,null,null,4174,null,null,10106,null,null,10134,null,null,6988,null,null,6950,null,null,6498,null,null,3216,null,null,2409,null,null,2386,null,null,6010,null,null,4409,null,null,3770,null,null,28
1527349,11298,149358,5465,54379,3311,28384,2580,25995,2194,94979,4830,17660,2279,6648,1331,11012,2136,77319,4561,17156,1876,60163,4222,1377991,12119,1084756,12430,688503,10975,396253,8158,293235,9114,91078,4514,46110,3474,44968,3539,202157,7479,107375,5203,94782,5009,11298,null,null,5465,null,null,3311,null,null,2580,null,null,2194,null,null,4830,null,null,2279,null,null,1331,null,null,2136,null,null,4561,null,null,1876,null,null,4222,null,null,12119,null,null,12430,null,null,10975,null,null,8158,null,null,9114,null,null,4514,null,null,3474,null,null,3539,null,null,7479,null,null,5203,null,null,5009,null,null,29
257449,5388,20634,2259,9773,1534,5159,1150,4614,1077,10861,1516,2054,493,1058,396,996,394,8807,1374,2184,636,6623,1195,236815,4995,197902,5241,127721,3859,70181,3577,38913,2623,14701,1791,7081,1135,7620,1480,24212,2468,13185,1801,11027,1705,5388,null,null,2259,null,null,1534,null,null,1150,null,null,1077,null,null,1516,null,null,493,null,null,396,null,null,394,null,null,1374,null,null,636,null,null,1195,null,null,4995,null,null,5241,null,null,3859,null,null,3577,null,null,2623,null,null,1791,null,null,1135,null,null,1480,null,null,2468,null,null,1801,null,null,1705,null,null,30
476436,5393,35279,3116,12631,1770,5550,1061,7081,1388,22648,2403,3404,835,1109,483,2295,670,19244,2277,3148,812,16096,2103,441157,5177,356622,5685,210052,4816,146570,3483,84535,3972,25834,2289,13301,1777,12533,1681,58701,3221,26586,2145,32115,2806,5393,null,null,3116,null,null,1770,null,null,1061,null,null,1388,null,null,2403,null,null,835,null,null,483,null,null,670,null,null,2277,null,null,812,null,null,2103,null,null,5177,null,null,5685,null,null,4816,null,null,3483,null,null,3972,null,null,2289,null,null,1777,null,null,1681,null,null,3221,null,null,2145,null,null,2806,null,null,31
670968,8716,68432,4469,26385,2463,12674,1553,13711,1848,42047,3375,6411,1082,2243,795,4168,1069,35636,3103,7235,1281,28401,2929,602536,8939,442629,8453,276517,6836,166112,6217,159907,5998,58464,4072,32021,2698,26443,2657,101443,4785,57561,3639,43882,3586,8716,null,null,4469,null,null,2463,null,null,1553,null,null,1848,null,null,3375,null,null,1082,null,null,795,null,null,1069,null,null,3103,null,null,1281,null,null,2929,null,null,8939,null,null,8453,null,null,6836,null,null,6217,null,null,5998,null,null,4072,null,null,2698,null,null,2657,null,null,4785,null,null,3639,null,null,3586,null,null,32
342912,5731,13796,1974,4982,1281,2870,819,2112,944,8814,1761,1982,948,238,368,1744,810,6832,1440,969,465,5863,1318,329116,5686,266476,5728,176423,4498,90053,3549,62640,3999,21164,2305,10161,1668,11003,1563,41476,3409,21610,2125,19866,2388,5731,null,null,1974,null,null,1281,null,null,819,null,null,944,null,null,1761,null,null,948,null,null,368,null,null,810,null,null,1440,null,null,465,null,null,1318,null,null,5686,null,null,5728,null,null,4498,null,null,3549,null,null,3999,null,null,2305,null,null,1668,null,null,1563,null,null,3409,null,null,2125,null,null,2388,null,null,33
2197150,15175,166157,6870,58203,3376,26687,2136,31516,2889,107954,5389,17320,2052,5611,1096,11709,1942,90634,4861,22882,2290,67752,4480,2030993,14878,1565471,13768,914174,11094,651297,9906,465522,10922,137113,6377,85990,4903,51123,3734,328409,8491,194748,6755,133661,5320,15175,null,null,6870,null,null,3376,null,null,2136,null,null,2889,null,null,5389,null,null,2052,null,null,1096,null,null,1942,null,null,4861,null,null,2290,null,null,4480,null,null,14878,null,null,13768,null,null,11094,null,null,9906,null,null,10922,null,null,6377,null,null,4903,null,null,3734,null,null,8491,null,null,6755,null,null,5320,null,null,34
481127,7528,73619,4140,27437,2691,12140,1786,15297,2095,46182,3470,8583,1533,2170,824,6413,1288,37599,3550,8711,1329,28888,3249,407508,7211,306829,7239,202851,5848,103978,4742,100679,4676,32468,2625,20181,2126,12287,1739,68211,3853,39562,3138,28649,2899,7528,null,null,4140,null,null,2691,null,null,1786,null,null,2095,null,null,3470,null,null,1533,null,null,824,null,null,1288,null,null,3550,null,null,1329,null,null,3249,null,null,7211,null,null,7239,null,null,5848,null,null,4742,null,null,4676,null,null,2625,null,null,2126,null,null,1739,null,null,3853,null,null,3138,null,null,2899,null,null,35
4541583,22755,495440,10667,187018,6029,79495,4232,107523,5035,308422,8672,49184,3612,21037,2479,28147,2982,259238,7982,76414,4194,182824,6733,4046143,21981,2972730,19275,1822546,15013,1150184,14241,1073413,15843,314979,9575,202921,7599,112058,5475,758434,13128,462296,10342,296138,7678,22755,null,null,10667,null,null,6029,null,null,4232,null,null,5035,null,null,8672,null,null,3612,null,null,2479,null,null,2982,null,null,7982,null,null,4194,null,null,6733,null,null,21981,null,null,19275,null,null,15013,null,null,14241,null,null,15843,null,null,9575,null,null,7599,null,null,5475,null,null,13128,null,null,10342,null,null,7678,null,null,36
2542663,18509,285717,8541,96362,4882,44981,3263,51381,4229,189355,7089,30331,3069,12520,1681,17811,2611,159024,6657,39474,3241,119550,5544,2256946,18495,1768093,17568,1114509,13371,653584,10954,488853,10784,138288,6484,72617,4324,65671,4743,350565,8000,186616,6461,163949,7384,18509,null,null,8541,null,null,4882,null,null,3263,null,null,4229,null,null,7089,null,null,3069,null,null,1681,null,null,2611,null,null,6657,null,null,3241,null,null,5544,null,null,18495,null,null,17568,null,null,13371,null,null,10954,null,null,10784,null,null,6484,null,null,4324,null,null,4743,null,null,8000,null,null,6461,null,null,7384,null,null,37
184904,4823,11802,1859,4188,935,2299,638,1889,721,7614,1585,1486,591,305,204,1181,547,6128,1424,550,199,5578,1419,173102,4879,146129,4236,88585,3161,57544,3319,26973,2382,10554,1630,3767,805,6787,1353,16419,2000,7227,1354,9192,1596,4823,null,null,1859,null,null,935,null,null,638,null,null,721,null,null,1585,null,null,591,null,null,204,null,null,547,null,null,1424,null,null,199,null,null,1419,null,null,4879,null,null,4236,null,null,3161,null,null,3319,null,null,2382,null,null,1630,null,null,805,null,null,1353,null,null,2000,null,null,1354,null,null,1596,null,null,38
2929661,16417,306876,9956,90215,4293,45382,2856,44833,3299,216661,8748,35960,3176,11181,1566,24779,2478,180701,7496,38344,3403,142357,6394,2622785,15165,2031401,16852,1306687,10893,724714,11650,591384,11005,185553,7392,95192,4871,90361,4997,405831,9448,220530,7058,185301,7201,16417,null,null,9956,null,null,4293,null,null,2856,null,null,3299,null,null,8748,null,null,3176,null,null,1566,null,null,2478,null,null,7496,null,null,3403,null,null,6394,null,null,15165,null,null,16852,null,null,10893,null,null,11650,null,null,11005,null,null,7392,null,null,4871,null,null,4997,null,null,9448,null,null,7058,null,null,7201,null,null,39
961731,8307,110695,3985,39233,2560,16507,1473,22726,2160,71462,3208,12100,1582,3782,802,8318,1225,59362,3060,13522,1462,45840,2783,851036,8243,670864,8342,417971,6183,252893,6277,180172,4678,63978,3122,31300,2056,32678,2364,116194,4278,65885,3412,50309,2847,8307,null,null,3985,null,null,2560,null,null,1473,null,null,2160,null,null,3208,null,null,1582,null,null,802,null,null,1225,null,null,3060,null,null,1462,null,null,2783,null,null,8243,null,null,8342,null,null,6183,null,null,6277,null,null,4678,null,null,3122,null,null,2056,null,null,2364,null,null,4278,null,null,3412,null,null,2847,null,null,40
995749,11239,84674,5250,34852,3156,16081,1673,18771,2586,49822,3817,8056,1305,2252,744,5804,1184,41766,3610,9249,1604,32517,3199,911075,10222,731302,9901,471160,7574,260142,7231,179773,7063,62119,4599,29803,2802,32316,3316,117654,6235,64619,4253,53035,4418,11239,null,null,5250,null,null,3156,null,null,1673,null,null,2586,null,null,3817,null,null,1305,null,null,744,null,null,1184,null,null,3610,null,null,1604,null,null,3199,null,null,10222,null,null,9901,null,null,7574,null,null,7231,null,null,7063,null,null,4599,null,null,2802,null,null,3316,null,null,6235,null,null,4253,null,null,4418,null,null,41
3150563,15900,271489,7393,91470,4270,45179,2613,46291,3564,180019,6253,31328,2494,11205,1788,20123,2195,148691,5822,35208,2887,113483,5197,2879074,16305,2250091,15420,1467456,12884,782635,10869,628983,9969,197841,6057,114541,4871,83300,4686,431142,9603,247537,7190,183605,6118,15900,null,null,7393,null,null,4270,null,null,2613,null,null,3564,null,null,6253,null,null,2494,null,null,1788,null,null,2195,null,null,5822,null,null,2887,null,null,5197,null,null,16305,null,null,15420,null,null,12884,null,null,10869,null,null,9969,null,null,6057,null,null,4871,null,null,4686,null,null,9603,null,null,7190,null,null,6118,null,null,42
247448,5295,22777,2508,7105,1390,3239,863,3866,1114,15672,1987,1919,599,746,355,1173,625,13753,2016,3529,1043,10224,1748,224671,5361,165401,5620,108093,4063,57308,3277,59270,3843,16108,1996,8634,1375,7474,1517,43162,3495,23765,2348,19397,2541,5295,null,null,2508,null,null,1390,null,null,863,null,null,1114,null,null,1987,null,null,599,null,null,355,null,null,625,null,null,2016,null,null,1043,null,null,1748,null,null,5361,null,null,5620,null,null,4063,null,null,3277,null,null,3843,null,null,1996,null,null,1375,null,null,1517,null,null,3495,null,null,2348,null,null,2541,null,null,44
1224695,13377,132464,5943,39990,3400,19468,2362,20522,2667,92474,5029,13800,2159,5738,1369,8062,1494,78674,4737,20665,2529,58009,3913,1092231,13056,832191,11392,555327,9413,276864,7346,260040,9527,71239,4785,41733,3364,29506,3192,188801,7948,108677,5928,80124,5070,13377,null,null,5943,null,null,3400,null,null,2362,null,null,2667,null,null,5029,null,null,2159,null,null,1369,null,null,1494,null,null,4737,null,null,2529,null,null,3913,null,null,13056,null,null,11392,null,null,9413,null,null,7346,null,null,9527,null,null,4785,null,null,3364,null,null,3192,null,null,7948,null,null,5928,null,null,5070,null,null,45
209986,3966,17311,1573,5712,943,3021,648,2691,758,11599,1360,2071,577,886,331,1185,435,9528,1268,2337,569,7191,1213,192675,3965,158803,4014,96882,3196,61921,2725,33872,2677,12360,1552,4958,928,7402,1165,21512,2162,9545,1319,11967,1538,3966,null,null,1573,null,null,943,null,null,648,null,null,758,null,null,1360,null,null,577,null,null,331,null,null,435,null,null,1268,null,null,569,null,null,1213,null,null,3965,null,null,4014,null,null,3196,null,null,2725,null,null,2677,null,null,1552,null,null,928,null,null,1165,null,null,2162,null,null,1319,null,null,1538,null,null,46
1670605,13670,193414,7149,69142,4400,33706,2485,35436,3234,124272,6292,21848,2550,6866,1156,14982,2236,102424,5681,26664,2502,75760,5011,1477191,13470,1154051,13097,751980,9676,402071,9818,323140,8762,92839,4796,52508,3529,40331,3494,230301,7471,130524,5823,99777,5093,13670,null,null,7149,null,null,4400,null,null,2485,null,null,3234,null,null,6292,null,null,2550,null,null,1156,null,null,2236,null,null,5681,null,null,2502,null,null,5011,null,null,13470,null,null,13097,null,null,9676,null,null,9818,null,null,8762,null,null,4796,null,null,3529,null,null,3494,null,null,7471,null,null,5823,null,null,5093,null,null,47
6602215,26303,795202,13310,322572,10996,124418,5777,198154,8670,472630,10771,71237,4626,26519,2586,44718,3766,401393,10167,89739,4916,311654,9107,5807013,28785,4434725,27853,2514002,22157,1920723,18780,1372288,21696,426528,13281,241796,8618,184732,8070,945760,16856,493011,12045,452749,12276,26303,null,null,13310,null,null,10996,null,null,5777,null,null,8670,null,null,10771,null,null,4626,null,null,2586,null,null,3766,null,null,10167,null,null,4916,null,null,9107,null,null,28785,null,null,27853,null,null,22157,null,null,18780,null,null,21696,null,null,13281,null,null,8618,null,null,8070,null,null,16856,null,null,12045,null,null,12276,null,null,48
711124,7895,51170,3459,25117,2239,8968,1252,16149,1955,26053,2772,4298,1294,1449,568,2849,1103,21755,2519,3446,791,18309,2259,659954,7820,553015,8290,282886,6858,270129,5878,106939,5587,38505,3654,19925,2836,18580,2515,68434,3958,37109,2902,31325,2768,7895,null,null,3459,null,null,2239,null,null,1252,null,null,1955,null,null,2772,null,null,1294,null,null,568,null,null,1103,null,null,2519,null,null,791,null,null,2259,null,null,7820,null,null,8290,null,null,6858,null,null,5878,null,null,5587,null,null,3654,null,null,2836,null,null,2515,null,null,3958,null,null,2902,null,null,2768,null,null,49
154421,3800,11826,1611,4269,729,2879,551,1390,564,7557,1481,1243,612,109,94,1134,585,6314,1489,1136,632,5178,1290,142595,3595,116033,3569,78324,2839,37709,1964,26562,2267,9856,1676,5150,1186,4706,1199,16706,1547,7936,1116,8770,1150,3800,null,null,1611,null,null,729,null,null,551,null,null,564,null,null,1481,null,null,612,null,null,94,null,null,585,null,null,1489,null,null,632,null,null,1290,null,null,3595,null,null,3569,null,null,2839,null,null,1964,null,null,2267,null,null,1676,null,null,1186,null,null,1199,null,null,1547,null,null,1116,null,null,1150,null,null,50
2063049,16402,156560,6799,52756,3863,25769,2489,26987,2973,103804,5584,17384,2414,6596,1221,10788,2048,86420,4878,18872,2222,67548,4157,1906489,16860,1504780,15654,911688,11962,593092,10322,401709,10565,118496,5846,66140,3824,52356,4119,283213,8906,153322,5557,129891,5959,16402,null,null,6799,null,null,3863,null,null,2489,null,null,2973,null,null,5584,null,null,2414,null,null,1221,null,null,2048,null,null,4878,null,null,2222,null,null,4157,null,null,16860,null,null,15654,null,null,11962,null,null,10322,null,null,10565,null,null,5846,null,null,3824,null,null,4119,null,null,8906,null,null,5557,null,null,5959,null,null,51
1784043,12484,127482,5325,52255,3341,23450,2398,28805,2972,75227,4715,14967,2126,5299,1385,9668,1659,60260,4526,13292,2171,46968,3813,1656561,12643,1336617,11978,813149,10498,523468,9543,319944,8165,110008,4963,54975,3614,55033,4621,209936,7040,112634,5151,97302,5007,12484,null,null,5325,null,null,3341,null,null,2398,null,null,2972,null,null,4715,null,null,2126,null,null,1385,null,null,1659,null,null,4526,null,null,2171,null,null,3813,null,null,12643,null,null,11978,null,null,10498,null,null,9543,null,null,8165,null,null,4963,null,null,3614,null,null,4621,null,null,7040,null,null,5151,null,null,5007,null,null,53
467396,6711,60187,3948,23503,2391,12503,1530,11000,1690,36684,3102,6577,1310,2353,702,4224,1214,30107,2900,8462,1573,21645,2291,407209,6986,323592,6177,223473,5328,100119,4180,83617,4613,26582,2412,14996,1553,11586,1764,57035,3564,34446,2609,22589,2580,6711,null,null,3948,null,null,2391,null,null,1530,null,null,1690,null,null,3102,null,null,1310,null,null,702,null,null,1214,null,null,2900,null,null,1573,null,null,2291,null,null,6986,null,null,6177,null,null,5328,null,null,4180,null,null,4613,null,null,2412,null,null,1553,null,null,1764,null,null,3564,null,null,2609,null,null,2580,null,null,54
1460922,9966,112239,5484,36710,2523,18374,1559,18336,1958,75529,4644,15254,1808,4221,973,11033,1621,60275,3687,8974,1376,51301,3650,1348683,10858,1092649,11647,698895,8331,393754,7199,256034,6617,89960,4094,41023,2591,48937,3152,166074,6061,81229,3801,84845,4330,9966,null,null,5484,null,null,2523,null,null,1559,null,null,1958,null,null,4644,null,null,1808,null,null,973,null,null,1621,null,null,3687,null,null,1376,null,null,3650,null,null,10858,null,null,11647,null,null,8331,null,null,7199,null,null,6617,null,null,4094,null,null,2591,null,null,3152,null,null,6061,null,null,3801,null,null,4330,null,null,55
