C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,C21007_001M,C21007_001EA,C21007_001MA,C21007_002M,C21007_002EA,C21007_002MA,C21007_003M,C21007_003EA,C21007_003MA,C21007_004M,C21007_004EA,C21007_004MA,C21007_005M,C21007_005EA,C21007_005MA,C21007_006M,C21007_006EA,C21007_006MA,C21007_007M,C21007_007EA,C21007_007MA,C21007_008M,C21007_008EA,C21007_008MA,C21007_009M,C21007_009EA,C21007_009MA,C21007_010M,C21007_010EA,C21007_010MA,C21007_011M,C21007_011EA,C21007_011MA,C21007_012M,C21007_012EA,C21007_012MA,C21007_013M,C21007_013EA,C21007_013MA,C21007_014M,C21007_014EA,C21007_014MA,C21007_015M,C21007_015EA,C21007_015MA,C21007_016M,C21007_016EA,C21007_016MA,C21007_017M,C21007_017EA,C21007_017MA,C21007_018M,C21007_018EA,C21007_018MA,C21007_019M,C21007_019EA,C21007_019MA,C21007_020M,C21007_020EA,C21007_020MA,C21007_021M,C21007_021EA,C21007_021MA,C21007_022M,C21007_022EA,C21007_022MA,C21007_023M,C21007_023EA,C21007_023MA,C21007_024M,C21007_024EA,C21007_024MA,C21007_025M,C21007_025EA,C21007_025MA,C21007_026M,C21007_026EA,C21007_026MA,C21007_027M,C21007_027EA,C21007_027MA,C21007_028M,C21007_028EA,C21007_028MA,C21007_029M,C21007_029EA,C21007_029MA,C21007_030M,C21007_030EA,C21007_030MA,C21007_031M,C21007_031EA,C21007_031MA,state
1045968,1205,796485,1563,44859,3189,3497,948,1703,686,1794,665,41362,3048,6770,1181,34592,2903,751626,3378,92877,5502,31252,2796,61625,4781,658749,5944,68233,3594,590516,6721,249483,1212,55692,2343,2453,645,1454,628,999,407,53239,2303,21633,1748,31606,2173,193791,2558,20169,2207,8019,1251,12150,1836,173622,3001,52166,2834,121456,3247,1205,null,null,1563,null,null,3189,null,null,948,null,null,686,null,null,665,null,null,3048,null,null,1181,null,null,2903,null,null,3378,null,null,5502,null,null,2796,null,null,4781,null,null,5944,null,null,3594,null,null,6721,null,null,1212,null,null,2343,null,null,645,null,null,628,null,null,407,null,null,2303,null,null,1748,null,null,2173,null,null,2558,null,null,2207,null,null,1251,null,null,1836,null,null,3001,null,null,2834,null,null,3247,null,null,23
4528389,2749,3676208,3235,203371,8071,11292,1874,3917,1164,7375,1356,192079,7984,21456,2256,170623,7185,3472837,8649,317335,10582,67820,4019,249515,9811,3155502,14144,239950,8400,2915552,15694,852181,1751,157976,3744,8066,1409,3222,823,4844,1222,149910,3637,50561,2765,99349,3299,694205,3702,61796,3978,28470,2816,33326,2735,632409,5496,184197,5467,448212,6303,2749,null,null,3235,null,null,8071,null,null,1874,null,null,1164,null,null,1356,null,null,7984,null,null,2256,null,null,7185,null,null,8649,null,null,10582,null,null,4019,null,null,9811,null,null,14144,null,null,8400,null,null,15694,null,null,1751,null,null,3744,null,null,1409,null,null,823,null,null,1222,null,null,3637,null,null,2765,null,null,3299,null,null,3702,null,null,3978,null,null,2816,null,null,2735,null,null,5496,null,null,5467,null,null,6303,null,null,24
5211903,1735,4175832,2674,129781,5254,9419,1553,3874,928,5545,1394,120362,5388,16960,2300,103402,4980,4046051,5967,404422,12880,99119,5409,305303,11577,3641629,15192,264787,8921,3376842,16353,1036071,1969,175370,4032,6575,1211,3402,911,3173,752,168795,4001,62778,3255,106017,3949,860701,3918,81438,4064,38450,3062,42988,2630,779263,5465,226585,6430,552678,5821,1735,null,null,2674,null,null,5254,null,null,1553,null,null,928,null,null,1394,null,null,5388,null,null,2300,null,null,4980,null,null,5967,null,null,12880,null,null,5409,null,null,11577,null,null,15192,null,null,8921,null,null,16353,null,null,1969,null,null,4032,null,null,1211,null,null,911,null,null,752,null,null,4001,null,null,3255,null,null,3949,null,null,3918,null,null,4064,null,null,3062,null,null,2630,null,null,5465,null,null,6430,null,null,5821,null,null,25
7548489,2120,5977573,2851,246513,6744,22729,2152,9962,1500,12767,1376,223784,6476,39969,2724,183815,6098,5731060,7256,855865,15523,204949,7372,650916,13417,4875195,16185,505640,11420,4369555,17991,1570916,2329,302716,4974,15996,1652,7876,1120,8120,1075,286720,5091,112727,3917,173993,4304,1268200,5357,111452,5009,51890,3372,59562,3617,1156748,6424,374667,6609,782081,7700,2120,null,null,2851,null,null,6744,null,null,2152,null,null,1500,null,null,1376,null,null,6476,null,null,2724,null,null,6098,null,null,7256,null,null,15523,null,null,7372,null,null,13417,null,null,16185,null,null,11420,null,null,17991,null,null,2329,null,null,4974,null,null,1652,null,null,1120,null,null,1075,null,null,5091,null,null,3917,null,null,4304,null,null,5357,null,null,5009,null,null,3372,null,null,3617,null,null,6424,null,null,6609,null,null,7700,null,null,26
4127285,2235,3326834,2931,138757,5172,8695,1298,2770,763,5925,1073,130062,4860,20153,2342,109909,4408,3188077,6218,305946,9668,70732,4253,235214,9153,2882131,10987,206255,5729,2675876,12463,800451,2016,164905,3300,7161,1004,3368,740,3793,671,157744,3371,59837,2352,97907,3210,635546,4057,50720,2678,22234,1949,28486,2141,584826,4409,165224,4535,419602,5036,2235,null,null,2931,null,null,5172,null,null,1298,null,null,763,null,null,1073,null,null,4860,null,null,2342,null,null,4408,null,null,6218,null,null,9668,null,null,4253,null,null,9153,null,null,10987,null,null,5729,null,null,12463,null,null,2016,null,null,3300,null,null,1004,null,null,740,null,null,671,null,null,3371,null,null,2352,null,null,3210,null,null,4057,null,null,2678,null,null,1949,null,null,2141,null,null,4409,null,null,4535,null,null,5036,null,null,27
2173535,2691,1737035,3149,97146,5631,10626,1977,3651,1095,6975,1553,86520,5279,14364,2295,72156,4900,1639889,5697,326986,11888,75881,4867,251105,10436,1312903,12697,164160,7726,1148743,12095,436500,2121,76647,3443,4909,1163,2716,909,2193,709,71738,3367,28846,2741,42892,2967,359853,4101,48696,2679,25392,2341,23304,1825,311157,4560,121660,4359,189497,4339,2691,null,null,3149,null,null,5631,null,null,1977,null,null,1095,null,null,1553,null,null,5279,null,null,2295,null,null,4900,null,null,5697,null,null,11888,null,null,4867,null,null,10436,null,null,12697,null,null,7726,null,null,12095,null,null,2121,null,null,3443,null,null,1163,null,null,909,null,null,709,null,null,3367,null,null,2741,null,null,2967,null,null,4101,null,null,2679,null,null,2341,null,null,1825,null,null,4560,null,null,4359,null,null,4339,null,null,28
4538176,3587,3600622,4353,201588,6417,18705,2319,8211,1508,10494,1454,182883,6676,34034,3148,148849,6416,3399034,7872,469470,11977,128608,6555,340862,9793,2929564,14623,295550,8864,2634014,13885,937554,2903,209049,4484,12034,1709,6022,1249,6012,1151,197015,4431,80957,2882,116058,3743,728505,4440,65217,3486,32857,2640,32360,2787,663288,5351,223780,6071,439508,6978,3587,null,null,4353,null,null,6417,null,null,2319,null,null,1508,null,null,1454,null,null,6676,null,null,3148,null,null,6416,null,null,7872,null,null,11977,null,null,6555,null,null,9793,null,null,14623,null,null,8864,null,null,13885,null,null,2903,null,null,4484,null,null,1709,null,null,1249,null,null,1151,null,null,4431,null,null,2882,null,null,3743,null,null,4440,null,null,3486,null,null,2640,null,null,2787,null,null,5351,null,null,6071,null,null,6978,null,null,29
791543,1856,612097,2055,41658,3442,3560,947,1347,505,2213,815,38098,3314,8533,1620,29565,2733,570439,3493,82265,4978,19017,2444,63248,4433,488174,6383,46939,3524,441235,6260,179446,1104,42831,2268,3076,734,1426,519,1650,550,39755,2145,16959,1514,22796,1727,136615,2236,12919,1488,5701,1014,7218,1120,123696,2820,37814,2261,85882,2839,1856,null,null,2055,null,null,3442,null,null,947,null,null,505,null,null,815,null,null,3314,null,null,1620,null,null,2733,null,null,3493,null,null,4978,null,null,2444,null,null,4433,null,null,6383,null,null,3524,null,null,6260,null,null,1104,null,null,2268,null,null,734,null,null,519,null,null,550,null,null,2145,null,null,1514,null,null,1727,null,null,2236,null,null,1488,null,null,1014,null,null,1120,null,null,2820,null,null,2261,null,null,2839,null,null,30
1381803,1562,1108629,1992,58736,3344,4636,1005,1913,533,2723,771,54100,3189,10494,1248,43606,2989,1049893,3889,119516,5719,26440,2609,93076,5306,930377,6469,72812,3672,857565,7577,273174,1407,58291,2377,2831,717,1294,424,1537,586,55460,2290,22838,1772,32622,1796,214883,2518,18571,1655,9401,1199,9170,1271,196312,2742,60584,2737,135728,2764,1562,null,null,1992,null,null,3344,null,null,1005,null,null,533,null,null,771,null,null,3189,null,null,1248,null,null,2989,null,null,3889,null,null,5719,null,null,2609,null,null,5306,null,null,6469,null,null,3672,null,null,7577,null,null,1407,null,null,2377,null,null,717,null,null,424,null,null,586,null,null,2290,null,null,1772,null,null,1796,null,null,2518,null,null,1655,null,null,1199,null,null,1271,null,null,2742,null,null,2737,null,null,2764,null,null,31
2226048,1252,1788529,1798,105780,5252,9144,1700,3058,984,6086,1280,96636,5071,15307,2006,81329,4459,1682749,5502,225264,10990,42895,3674,182369,9543,1457485,12064,137482,6556,1320003,14192,437519,1289,100487,3302,6434,1118,2448,679,3986,974,94053,3114,37267,2176,56786,3270,337032,3454,31704,2737,12612,2016,19092,2158,305328,4362,101358,3967,203970,4948,1252,null,null,1798,null,null,5252,null,null,1700,null,null,984,null,null,1280,null,null,5071,null,null,2006,null,null,4459,null,null,5502,null,null,10990,null,null,3674,null,null,9543,null,null,12064,null,null,6556,null,null,14192,null,null,1289,null,null,3302,null,null,1118,null,null,679,null,null,974,null,null,3114,null,null,2176,null,null,3270,null,null,3454,null,null,2737,null,null,2016,null,null,2158,null,null,4362,null,null,3967,null,null,4948,null,null,32
1034653,1458,816695,1615,49150,3393,2661,997,1147,594,1514,774,46489,3443,7150,1256,39339,3234,767545,3626,61484,5323,18346,3012,43138,4169,706061,6511,60413,4376,645648,6947,217958,1193,47076,2385,1162,369,486,252,676,298,45914,2378,17228,1869,28686,1791,170882,2492,8841,1600,4089,1078,4752,1071,162041,2753,45850,3048,116191,3408,1458,null,null,1615,null,null,3393,null,null,997,null,null,594,null,null,774,null,null,3443,null,null,1256,null,null,3234,null,null,3626,null,null,5323,null,null,3012,null,null,4169,null,null,6511,null,null,4376,null,null,6947,null,null,1193,null,null,2385,null,null,369,null,null,252,null,null,298,null,null,2378,null,null,1869,null,null,1791,null,null,2492,null,null,1600,null,null,1078,null,null,1071,null,null,2753,null,null,3048,null,null,3408,null,null,33
6800962,1470,5468448,2550,125705,5195,8496,1474,4303,1151,4193,876,117209,5042,17435,1940,99774,5102,5342743,5515,510645,15319,92386,6289,418259,13769,4832098,16291,320063,11702,4512035,19164,1332514,1886,199418,4613,9336,1202,3957,799,5379,965,190082,4741,67084,3452,122998,4121,1133096,5049,101793,4814,46671,3531,55122,3362,1031303,6535,310642,7537,720661,8867,1470,null,null,2550,null,null,5195,null,null,1474,null,null,1151,null,null,876,null,null,5042,null,null,1940,null,null,5102,null,null,5515,null,null,15319,null,null,6289,null,null,13769,null,null,16291,null,null,11702,null,null,19164,null,null,1886,null,null,4613,null,null,1202,null,null,799,null,null,965,null,null,4741,null,null,3452,null,null,4121,null,null,5049,null,null,4814,null,null,3531,null,null,3362,null,null,6535,null,null,7537,null,null,8867,null,null,34
1549699,2152,1213044,2430,70377,3987,6713,1332,2519,814,4194,1122,63664,3739,10839,1700,52825,3597,1142667,4846,213706,8466,39959,4127,173747,8281,928961,10135,100175,5508,828786,10964,336655,1592,69250,3085,4218,951,1859,674,2359,818,65032,2926,27187,2438,37845,2487,267405,3189,34393,2875,17053,1923,17340,2189,233012,3704,89107,3576,143905,3706,2152,null,null,2430,null,null,3987,null,null,1332,null,null,814,null,null,1122,null,null,3739,null,null,1700,null,null,3597,null,null,4846,null,null,8466,null,null,4127,null,null,8281,null,null,10135,null,null,5508,null,null,10964,null,null,1592,null,null,3085,null,null,951,null,null,674,null,null,818,null,null,2926,null,null,2438,null,null,2487,null,null,3189,null,null,2875,null,null,1923,null,null,2189,null,null,3704,null,null,3576,null,null,3706,null,null,35
15114873,3590,12179324,4615,310866,7972,29646,3381,11720,1973,17926,2278,281220,7868,43540,2884,237680,7186,11868458,9485,1620477,25433,311473,10174,1309004,24155,10247981,24534,734086,14500,9513895,28556,2935549,3347,400353,5733,19426,1939,8447,1132,10979,1556,380927,5606,141354,4876,239573,5149,2535196,6094,315563,9176,149398,5568,166165,6509,2219633,11030,667773,10788,1551860,11687,3590,null,null,4615,null,null,7972,null,null,3381,null,null,1973,null,null,2278,null,null,7868,null,null,2884,null,null,7186,null,null,9485,null,null,25433,null,null,10174,null,null,24155,null,null,24534,null,null,14500,null,null,28556,null,null,3347,null,null,5733,null,null,1939,null,null,1132,null,null,1556,null,null,5606,null,null,4876,null,null,5149,null,null,6094,null,null,9176,null,null,5568,null,null,6509,null,null,11030,null,null,10788,null,null,11687,null,null,36
7571478,5461,6044825,6906,362517,10139,30687,3563,11618,1934,19069,2790,331830,10162,61125,4532,270705,8697,5682308,11749,858050,18560,180767,8333,677283,17345,4824258,20934,465587,11564,4358671,21695,1526653,3763,295319,5754,15924,1775,7284,1378,8640,1126,279395,5840,110033,4581,169362,5357,1231334,6266,126843,4803,61299,3575,65544,3970,1104491,7886,368266,7319,736225,8949,5461,null,null,6906,null,null,10139,null,null,3563,null,null,1934,null,null,2790,null,null,10162,null,null,4532,null,null,8697,null,null,11749,null,null,18560,null,null,8333,null,null,17345,null,null,20934,null,null,11564,null,null,21695,null,null,3763,null,null,5754,null,null,1775,null,null,1378,null,null,1126,null,null,5840,null,null,4581,null,null,5357,null,null,6266,null,null,4803,null,null,3575,null,null,3970,null,null,7886,null,null,7319,null,null,8949,null,null,37
556601,1887,452701,1944,24965,2399,1998,602,776,356,1222,504,22967,2289,3030,845,19937,2026,427736,3250,46750,4152,8831,1308,37919,4132,380986,4831,29849,2836,351137,5550,103900,965,21210,1197,1167,357,627,278,540,227,20043,1219,8171,970,11872,950,82690,1617,7075,1370,3383,949,3692,907,75615,1987,23385,1879,52230,1968,1887,null,null,1944,null,null,2399,null,null,602,null,null,356,null,null,504,null,null,2289,null,null,845,null,null,2026,null,null,3250,null,null,4152,null,null,1308,null,null,4132,null,null,4831,null,null,2836,null,null,5550,null,null,965,null,null,1197,null,null,357,null,null,278,null,null,227,null,null,1219,null,null,970,null,null,950,null,null,1617,null,null,1370,null,null,949,null,null,907,null,null,1987,null,null,1879,null,null,1968,null,null,38
8721021,3109,6905476,4150,348603,9871,34956,2826,14411,1820,20545,2140,313647,9649,49318,3321,264329,9035,6556873,10184,938430,19709,241572,7965,696858,16241,5618443,19473,539111,11176,5079332,19714,1815545,3583,366383,6590,18015,1917,8676,1192,9339,1400,348368,6574,133853,4588,214515,6056,1449162,6926,129069,5709,64207,4150,64862,4354,1320093,9520,433585,8399,886508,10598,3109,null,null,4150,null,null,9871,null,null,2826,null,null,1820,null,null,2140,null,null,9649,null,null,3321,null,null,9035,null,null,10184,null,null,19709,null,null,7965,null,null,16241,null,null,19473,null,null,11176,null,null,19714,null,null,3583,null,null,6590,null,null,1917,null,null,1192,null,null,1400,null,null,6574,null,null,4588,null,null,6056,null,null,6926,null,null,5709,null,null,4150,null,null,4354,null,null,9520,null,null,8399,null,null,10598,null,null,39
2855684,1887,2286513,2785,143378,5255,14978,1613,6790,971,8188,1466,128400,5089,28630,1984,99770,4719,2143135,6038,339799,8145,84500,4163,255299,7904,1803336,9280,213637,6510,1589699,11484,569171,2061,126186,3228,6312,993,3371,674,2941,697,119874,3304,58485,2445,61389,2523,442985,3468,42493,2568,23058,1853,19435,1904,400492,3548,154925,4459,245567,4727,1887,null,null,2785,null,null,5255,null,null,1613,null,null,971,null,null,1466,null,null,5089,null,null,1984,null,null,4719,null,null,6038,null,null,8145,null,null,4163,null,null,7904,null,null,9280,null,null,6510,null,null,11484,null,null,2061,null,null,3228,null,null,993,null,null,674,null,null,697,null,null,3304,null,null,2445,null,null,2523,null,null,3468,null,null,2568,null,null,1853,null,null,1904,null,null,3548,null,null,4459,null,null,4727,null,null,40
