B25027_001E,B25027_001M,B25027_002E,B25027_002M,B25027_003E,B25027_003M,B25027_004E,B25027_004M,B25027_005E,B25027_005M,B25027_006E,B25027_006M,B25027_007E,B25027_007M,B25027_008E,B25027_008M,B25027_009E,B25027_009M,B25027_010E,B25027_010M,B25027_011E,B25027_011M,B25027_012E,B25027_012M,B25027_013E,B25027_013M,B25027_014E,B25027_014M,B25027_015E,B25027_015M,B25027_016E,B25027_016M,B25027_017E,B25027_017M,B25027_001M,B25027_001EA,B25027_001MA,B25027_002M,B25027_002EA,B25027_002MA,B25027_003M,B25027_003EA,B25027_003MA,B25027_004M,B25027_004EA,B25027_004MA,B25027_005M,B25027_005EA,B25027_005MA,B25027_006M,B25027_006EA,B25027_006MA,B25027_007M,B25027_007EA,B25027_007MA,B25027_008M,B25027_008EA,B25027_008MA,B25027_009M,B25027_009EA,B25027_009MA,B25027_010M,B25027_010EA,B25027_010MA,B25027_011M,B25027_011EA,B25027_011MA,B25027_012M,B25027_012EA,B25027_012MA,B25027_013M,B25027_013EA,B25027_013MA,B25027_014M,B25027_014EA,B25027_014MA,B25027_015M,B25027_015EA,B25027_015MA,B25027_016M,B25027_016EA,B25027_016MA,B25027_017M,B25027_017EA,B25027_017MA,state
4857125,26450,2773911,24056,266623,8284,469998,10785,678479,12240,362055,7667,303192,9768,475929,8537,217635,6563,2083214,20877,69859,4203,108039,5954,230037,7307,188160,6406,240991,7357,601888,9955,644240,9615,26450,null,null,24056,null,null,8284,null,null,10785,null,null,12240,null,null,7667,null,null,9768,null,null,8537,null,null,6563,null,null,20877,null,null,4203,null,null,5954,null,null,7307,null,null,6406,null,null,7357,null,null,9955,null,null,9615,null,null,12
2268606,20528,1475331,16819,171824,6299,310692,8444,391556,8626,183950,6094,152395,5453,199206,6186,65708,3916,793275,12274,39114,3215,65224,4271,118171,5212,85024,4302,97487,4784,207263,6468,180992,4358,20528,null,null,16819,null,null,6299,null,null,8444,null,null,8626,null,null,6094,null,null,5453,null,null,6186,null,null,3916,null,null,12274,null,null,3215,null,null,4271,null,null,5212,null,null,4302,null,null,4784,null,null,6468,null,null,4358,null,null,13
260626,4898,171834,4886,13961,1646,27192,2068,37374,2620,22917,2107,24721,2096,31919,2198,13750,1582,88792,3432,2542,705,4234,1029,8514,1515,8309,1241,11264,1386,24919,2153,29010,1852,4898,null,null,4886,null,null,1646,null,null,2068,null,null,2620,null,null,2107,null,null,2096,null,null,2198,null,null,1582,null,null,3432,null,null,705,null,null,1029,null,null,1515,null,null,1241,null,null,1386,null,null,2153,null,null,1852,null,null,15
418217,6970,269728,6096,41353,2749,58019,3905,60736,2767,31214,2725,27901,2114,38175,2388,12330,1279,148489,4829,6990,1292,11052,1696,17366,1925,13847,1758,19818,2088,40669,2731,38747,1908,6970,null,null,6096,null,null,2749,null,null,3905,null,null,2767,null,null,2725,null,null,2114,null,null,2388,null,null,1279,null,null,4829,null,null,1292,null,null,1696,null,null,1925,null,null,1758,null,null,2088,null,null,2731,null,null,1908,null,null,16
3146858,18286,2013765,17881,268841,6793,439298,8401,523393,8420,248145,6645,209463,5841,236657,5376,87968,3690,1133093,13337,51413,2864,79737,4072,149205,5521,116861,3861,146146,5140,287839,5620,301892,5578,18286,null,null,17881,null,null,6793,null,null,8401,null,null,8420,null,null,6645,null,null,5841,null,null,5376,null,null,3690,null,null,13337,null,null,2864,null,null,4072,null,null,5521,null,null,3861,null,null,5140,null,null,5620,null,null,5578,null,null,17
1731421,12509,1134794,12254,170935,5956,236472,4440,274477,5973,137285,4906,115375,4220,143758,4619,56492,2829,596627,8299,31241,2863,39387,2683,76879,3809,66171,3655,72842,3385,151443,3714,158664,3591,12509,null,null,12254,null,null,5956,null,null,4440,null,null,5973,null,null,4906,null,null,4220,null,null,4619,null,null,2829,null,null,8299,null,null,2863,null,null,2683,null,null,3809,null,null,3655,null,null,3385,null,null,3714,null,null,3591,null,null,18
881435,7975,534153,6991,103158,4314,119826,3568,126225,3400,60156,2958,50694,2765,55281,2262,18813,1538,347282,6064,15674,2171,18681,2043,41632,2564,37590,2252,47630,2640,87969,2803,98106,2127,7975,null,null,6991,null,null,4314,null,null,3568,null,null,3400,null,null,2958,null,null,2765,null,null,2262,null,null,1538,null,null,6064,null,null,2171,null,null,2043,null,null,2564,null,null,2252,null,null,2640,null,null,2803,null,null,2127,null,null,19
729392,8711,436010,8186,72530,3876,94632,3342,102750,3807,52916,2724,43240,2814,52838,2422,17104,1584,293382,6586,16101,1894,21887,2047,39193,2882,32594,2378,38391,2158,71627,2519,73589,2486,8711,null,null,8186,null,null,3876,null,null,3342,null,null,3807,null,null,2724,null,null,2814,null,null,2422,null,null,1584,null,null,6586,null,null,1894,null,null,2047,null,null,2882,null,null,2378,null,null,2158,null,null,2519,null,null,2486,null,null,20
1148175,11051,674045,9323,98519,4419,141890,5604,166787,4307,79566,3432,69670,3302,87917,3317,29696,2196,474130,8104,20964,2084,33385,3077,64009,3677,51326,3257,65138,3320,122131,4153,117177,3317,11051,null,null,9323,null,null,4419,null,null,5604,null,null,4307,null,null,3432,null,null,3302,null,null,3317,null,null,2196,null,null,8104,null,null,2084,null,null,3077,null,null,3677,null,null,3257,null,null,3320,null,null,4153,null,null,3317,null,null,21
1105710,12317,579291,10107,100255,5063,126520,4810,135319,4787,67294,3658,57796,3271,69172,3630,22935,1772,526419,9930,27596,2735,39592,2883,78224,4669,60208,3440,70142,4014,133946,3854,116711,3153,12317,null,null,10107,null,null,5063,null,null,4810,null,null,4787,null,null,3658,null,null,3271,null,null,3630,null,null,1772,null,null,9930,null,null,2735,null,null,2883,null,null,4669,null,null,3440,null,null,4014,null,null,3854,null,null,3153,null,null,22
382116,6101,236910,5376,26911,2012,43314,2762,65059,2490,32162,2474,25998,1700,32756,2393,10710,1253,145206,4109,4981,1042,7326,1304,18744,1894,16258,1787,20577,1840,41458,2069,35862,2032,6101,null,null,5376,null,null,2012,null,null,2762,null,null,2490,null,null,2474,null,null,1700,null,null,2393,null,null,1253,null,null,4109,null,null,1042,null,null,1304,null,null,1894,null,null,1787,null,null,1840,null,null,2069,null,null,2032,null,null,23
1445953,10330,1063518,11390,116780,4663,207353,5338,279947,6280,141977,4565,117753,4282,147624,4113,52084,2923,382435,7731,13329,1512,20042,2197,44213,3118,36317,2489,50585,3088,104146,3615,113803,3778,10330,null,null,11390,null,null,4663,null,null,5338,null,null,6280,null,null,4565,null,null,4282,null,null,4113,null,null,2923,null,null,7731,null,null,1512,null,null,2197,null,null,3118,null,null,2489,null,null,3088,null,null,3615,null,null,3778,null,null,24
1598930,10736,1112272,11002,117034,5166,219980,5224,310040,6948,150128,4486,121889,4028,142649,3710,50552,3217,486658,7915,15021,1832,22379,2242,56229,2889,49035,2521,64005,3343,135585,4315,144404,4134,10736,null,null,11002,null,null,5166,null,null,5224,null,null,6948,null,null,4486,null,null,4028,null,null,3710,null,null,3217,null,null,7915,null,null,1832,null,null,2242,null,null,2889,null,null,2521,null,null,3343,null,null,4315,null,null,4134,null,null,25
2731283,14647,1656541,13588,218252,5625,324363,5811,416522,5477,213364,4937,178337,5213,225982,4410,79721,3461,1074742,11054,62503,3555,75501,3503,146615,4904,116535,3974,139386,4459,265138,5571,269064,4366,14647,null,null,13588,null,null,5625,null,null,5811,null,null,5477,null,null,4937,null,null,5213,null,null,4410,null,null,3461,null,null,11054,null,null,3555,null,null,3503,null,null,4904,null,null,3974,null,null,4459,null,null,5571,null,null,4366,null,null,26
1532031,9426,1029789,8735,171704,4969,226945,4855,258179,4161,131329,3270,100179,3746,104676,3123,36777,2077,502242,6081,22093,1964,29337,2186,63975,2849,56751,2416,69355,2486,133560,3123,127171,2871,9426,null,null,8735,null,null,4969,null,null,4855,null,null,4161,null,null,3270,null,null,3746,null,null,3123,null,null,2077,null,null,6081,null,null,1964,null,null,2186,null,null,2849,null,null,2416,null,null,2486,null,null,3123,null,null,2871,null,null,27
734114,9343,367900,8197,47652,4036,78919,4362,94217,3805,42556,3050,39182,2541,48831,3009,16543,1840,366214,7537,22520,2682,30791,2706,52832,4260,39331,2607,45684,2953,92834,3532,82222,3234,9343,null,null,8197,null,null,4036,null,null,4362,null,null,3805,null,null,3050,null,null,2541,null,null,3009,null,null,1840,null,null,7537,null,null,2682,null,null,2706,null,null,4260,null,null,2607,null,null,2953,null,null,3532,null,null,3234,null,null,28
1567597,13680,969908,12330,145254,5209,203028,5533,232868,6394,124084,4648,97493,3808,124182,3980,42999,2451,597689,10309,25330,2208,35737,2924,78777,3615,63908,3559,76843,3973,157266,4771,159828,3835,13680,null,null,12330,null,null,5209,null,null,5533,null,null,6394,null,null,4648,null,null,3808,null,null,3980,null,null,2451,null,null,10309,null,null,2208,null,null,2924,null,null,3615,null,null,3559,null,null,3973,null,null,4771,null,null,3835,null,null,29
282995,5662,160134,5182,22945,2051,33384,2306,36985,2467,19948,1989,16814,1640,22984,1548,7074,1172,122861,4013,5501,960,6848,1268,13119,1200,14948,1522,18299,1800,33882,1823,30264,1912,5662,null,null,5182,null,null,2051,null,null,2306,null,null,2467,null,null,1989,null,null,1640,null,null,1548,null,null,1172,null,null,4013,null,null,960,null,null,1268,null,null,1200,null,null,1522,null,null,1800,null,null,1823,null,null,1912,null,null,30
488339,5373,294925,5016,52701,2596,68670,2657,70631,2619,32951,2237,29772,1935,31303,1862,8897,1028,193414,4369,8916,1207,13607,1618,24601,1737,20893,1615,26800,1889,47876,1815,50721,1972,5373,null,null,5016,null,null,2596,null,null,2657,null,null,2619,null,null,2237,null,null,1935,null,null,1862,null,null,1028,null,null,4369,null,null,1207,null,null,1618,null,null,1737,null,null,1615,null,null,1889,null,null,1815,null,null,1972,null,null,31
