B19055_001E,B19055_001M,B19055_002E,B19055_002M,B19055_003E,B19055_003M,B19055_001M,B19055_001EA,B19055_001MA,B19055_002M,B19055_002EA,B19055_002MA,B19055_003M,B19055_003EA,B19055_003MA,state
7573456,23478,2833230,15367,4740226,23079,23478,null,null,15367,null,null,23079,null,null,12
3686135,15528,1060625,11143,2625510,15112,15528,null,null,11143,null,null,15112,null,null,13
455868,4824,163379,3452,292489,4527,4824,null,null,3452,null,null,4527,null,null,15
610872,4143,196146,4127,414726,4944,4143,null,null,4127,null,null,4944,null,null,16
4822046,12932,1390541,10990,3431505,14601,12932,null,null,10990,null,null,14601,null,null,17
2533270,10440,803917,7991,1729353,10832,10440,null,null,7991,null,null,10832,null,null,18
1247932,7106,386822,4400,861110,7271,7106,null,null,4400,null,null,7271,null,null,19
1110407,6778,339949,4604,770458,6749,6778,null,null,4604,null,null,6749,null,null,20
1717706,9131,596937,6759,1120769,8402,9131,null,null,6759,null,null,8402,null,null,21
1720801,8997,533273,6277,1187528,9654,8997,null,null,6277,null,null,9654,null,null,22
531660,5774,192776,3428,338884,5053,5774,null,null,3428,null,null,5053,null,null,23
2194657,9484,613504,5695,1581153,9582,9484,null,null,5695,null,null,9582,null,null,24
2579398,8290,777657,7585,1801741,10443,8290,null,null,7585,null,null,10443,null,null,25
3884153,13696,1343711,9805,2540442,14741,13696,null,null,9805,null,null,14741,null,null,26
2148725,7378,628257,5809,1520468,8282,7378,null,null,5809,null,null,8282,null,null,27
1091245,8803,381085,6206,710160,8922,8803,null,null,6206,null,null,8922,null,null,28
2372190,10844,789044,8168,1583146,10880,10844,null,null,8168,null,null,10880,null,null,29
416125,4426,143555,2747,272570,5285,4426,null,null,2747,null,null,5285,null,null,30
747562,4452,216927,3818,530635,5079,4452,null,null,3818,null,null,5079,null,null,31
1055158,6433,320992,4674,734166,7337,6433,null,null,4674,null,null,7337,null,null,32
520643,5191,173069,3904,347574,5017,5191,null,null,3904,null,null,5017,null,null,33
3194519,10274,987467,8010,2207052,11450,10274,null,null,8010,null,null,11450,null,null,34
758364,6296,259363,3913,499001,6148,6296,null,null,3913,null,null,6148,null,null,35
7209054,17665,2236029,12009,4973025,18097,17665,null,null,12009,null,null,18097,null,null,36
3882423,16063,1251808,10332,2630615,13391,16063,null,null,10332,null,null,13391,null,null,37
315134,3356,83012,2221,232122,3589,3356,null,null,2221,null,null,3589,null,null,38
4624669,14929,1468055,9752,3156614,15879,14929,null,null,9752,null,null,15879,null,null,39
1469342,7193,462947,4983,1006395,7903,7193,null,null,4983,null,null,7903,null,null,40
1571678,6691,530536,6931,1041142,8141,6691,null,null,6931,null,null,8141,null,null,41
4937771,13721,1745850,10497,3191921,14203,13721,null,null,10497,null,null,14203,null,null,42
408239,4139,136147,3361,272092,4639,4139,null,null,3361,null,null,4639,null,null,44
1877887,10574,664420,8658,1213467,11496,10574,null,null,8658,null,null,11496,null,null,45
334003,3659,100595,2480,233408,4153,3659,null,null,2480,null,null,4153,null,null,46
2556332,11690,849047,8453,1707285,12309,11690,null,null,8453,null,null,12309,null,null,47
9535612,20125,2430535,15699,7105077,20763,20125,null,null,15699,null,null,20763,null,null,48
943147,4975,231877,3753,711270,5758,4975,null,null,3753,null,null,5758,null,null,49
254851,2815,90657,1990,164194,2907,2815,null,null,1990,null,null,2907,null,null,50
3120692,13161,921552,9886,2199140,12611,13161,null,null,9886,null,null,12611,null,null,51
2768076,8506,818854,8200,1949222,9717,8506,null,null,8200,null,null,9717,null,null,53
722125,5656,295412,5601,426713,7003,5656,null,null,5601,null,null,7003,null,null,54
2326998,7745,746818,6134,1580180,9879,7745,null,null,6134,null,null,9879,null,null,55
223619,4088,67631,2429,155988,4155,4088,null,null,2429,null,null,4155,null,null,56
1208438,9900,543326,6899,665112,9917,9900,null,null,6899,null,null,9917,null,null,72
1852518,12189,662273,8222,1190245,13499,12189,null,null,8222,null,null,13499,null,null,01
248468,2841,55755,2080,192713,3391,2841,null,null,2080,null,null,3391,null,null,02
2519052,11479,851256,7726,1667796,11525,11479,null,null,7726,null,null,11525,null,null,04
1142718,7341,415039,6153,727679,9385,7341,null,null,6153,null,null,9385,null,null,05
12944178,15703,3577742,19615,9366436,20919,15703,null,null,19615,null,null,20919,null,null,06
2108992,7767,534864,5537,1574128,8805,7767,null,null,5537,null,null,8805,null,null,08
1357269,7141,420187,5867,937082,8003,7141,null,null,5867,null,null,8003,null,null,09
351085,3936,119850,2881,231235,3821,3936,null,null,2881,null,null,3821,null,null,10
281241,3152,56288,2307,224953,3856,3152,null,null,2307,null,null,3856,null,null,11
