B19059_001E,B19059_001M,B19059_002E,B19059_002M,B19059_003E,B19059_003M,B19059_001M,B19059_001EA,B19059_001MA,B19059_002M,B19059_002EA,B19059_002MA,B19059_003M,B19059_003EA,B19059_003MA,state
7573456,23478,1520459,16688,6052997,26810,23478,null,null,16688,null,null,26810,null,null,12
3686135,15528,648047,11718,3038088,17016,15528,null,null,11718,null,null,17016,null,null,13
455868,4824,107454,3544,348414,5572,4824,null,null,3544,null,null,5572,null,null,15
610872,4143,115496,3812,495376,5023,4143,null,null,3812,null,null,5023,null,null,16
4822046,12932,838712,10400,3983334,14883,12932,null,null,10400,null,null,14883,null,null,17
2533270,10440,491493,7851,2041777,11117,10440,null,null,7851,null,null,11117,null,null,18
1247932,7106,210876,4775,1037056,7620,7106,null,null,4775,null,null,7620,null,null,19
1110407,6778,197105,4421,913302,8013,6778,null,null,4421,null,null,8013,null,null,20
1717706,9131,348974,6935,1368732,10216,9131,null,null,6935,null,null,10216,null,null,21
1720801,8997,297219,7147,1423582,11726,8997,null,null,7147,null,null,11726,null,null,22
531660,5774,107300,3848,424360,5828,5774,null,null,3848,null,null,5828,null,null,23
2194657,9484,471649,6754,1723008,10268,9484,null,null,6754,null,null,10268,null,null,24
2579398,8290,428294,8437,2151104,9387,8290,null,null,8437,null,null,9387,null,null,25
3884153,13696,872712,9227,3011441,15074,13696,null,null,9227,null,null,15074,null,null,26
2148725,7378,363649,5249,1785076,8538,7378,null,null,5249,null,null,8538,null,null,27
1091245,8803,213487,6085,877758,9578,8803,null,null,6085,null,null,9578,null,null,28
2372190,10844,475272,8005,1896918,11578,10844,null,null,8005,null,null,11578,null,null,29
416125,4426,82064,2928,334061,4902,4426,null,null,2928,null,null,4902,null,null,30
747562,4452,107889,3238,639673,4923,4452,null,null,3238,null,null,4923,null,null,31
1055158,6433,201082,5198,854076,7383,6433,null,null,5198,null,null,7383,null,null,32
520643,5191,100323,3808,420320,5765,5191,null,null,3808,null,null,5765,null,null,33
3194519,10274,582189,9244,2612330,12838,10274,null,null,9244,null,null,12838,null,null,34
758364,6296,160095,4096,598269,7075,6296,null,null,4096,null,null,7075,null,null,35
7209054,17665,1338106,12801,5870948,16801,17665,null,null,12801,null,null,16801,null,null,36
3882423,16063,763501,11015,3118922,15223,16063,null,null,11015,null,null,15223,null,null,37
315134,3356,40491,2469,274643,3745,3356,null,null,2469,null,null,3745,null,null,38
4624669,14929,992632,10741,3632037,15793,14929,null,null,10741,null,null,15793,null,null,39
1469342,7193,253559,5315,1215783,8486,7193,null,null,5315,null,null,8486,null,null,40
1571678,6691,323843,7304,1247835,8920,6691,null,null,7304,null,null,8920,null,null,41
4937771,13721,1047083,11399,3890688,17082,13721,null,null,11399,null,null,17082,null,null,42
408239,4139,77633,3297,330606,5213,4139,null,null,3297,null,null,5213,null,null,44
1877887,10574,391996,7292,1485891,11194,10574,null,null,7292,null,null,11194,null,null,45
334003,3659,52326,2514,281677,4247,3659,null,null,2514,null,null,4247,null,null,46
2556332,11690,492433,8541,2063899,13498,11690,null,null,8541,null,null,13498,null,null,47
9535612,20125,1392073,15410,8143539,21069,20125,null,null,15410,null,null,21069,null,null,48
943147,4975,152440,3536,790707,6132,4975,null,null,3536,null,null,6132,null,null,49
254851,2815,48904,2206,205947,2998,2815,null,null,2206,null,null,2998,null,null,50
3120692,13161,687539,10114,2433153,14137,13161,null,null,10114,null,null,14137,null,null,51
2768076,8506,544128,9754,2223948,11549,8506,null,null,9754,null,null,11549,null,null,53
722125,5656,177433,4502,544692,6635,5656,null,null,4502,null,null,6635,null,null,54
2326998,7745,444219,6480,1882779,9246,7745,null,null,6480,null,null,9246,null,null,55
223619,4088,42692,2687,180927,4678,4088,null,null,2687,null,null,4678,null,null,56
1208438,9900,203158,5802,1005280,10499,9900,null,null,5802,null,null,10499,null,null,72
1852518,12189,392865,6322,1459653,12252,12189,null,null,6322,null,null,12252,null,null,01
248468,2841,48254,2134,200214,3452,2841,null,null,2134,null,null,3452,null,null,02
2519052,11479,519500,8297,1999552,11294,11479,null,null,8297,null,null,11294,null,null,04
1142718,7341,208616,6001,934102,8700,7341,null,null,6001,null,null,8700,null,null,05
12944178,15703,2088082,16296,10856096,19501,15703,null,null,16296,null,null,19501,null,null,06
2108992,7767,355453,6658,1753539,8820,7767,null,null,6658,null,null,8820,null,null,08
1357269,7141,257209,6050,1100060,8095,7141,null,null,6050,null,null,8095,null,null,09
351085,3936,83351,3136,267734,4152,3936,null,null,3136,null,null,4152,null,null,10
281241,3152,38735,2203,242506,3596,3152,null,null,2203,null,null,3596,null,null,11
