B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,B12505_001M,B12505_001EA,B12505_001MA,B12505_002M,B12505_002EA,B12505_002MA,B12505_003M,B12505_003EA,B12505_003MA,B12505_004M,B12505_004EA,B12505_004MA,B12505_005M,B12505_005EA,B12505_005MA,B12505_006M,B12505_006EA,B12505_006MA,B12505_007M,B12505_007EA,B12505_007MA,B12505_008M,B12505_008EA,B12505_008MA,B12505_009M,B12505_009EA,B12505_009MA,B12505_010M,B12505_010EA,B12505_010MA,B12505_011M,B12505_011EA,B12505_011MA,B12505_012M,B12505_012EA,B12505_012MA,B12505_013M,B12505_013EA,B12505_013MA,state
1123728,1151,544729,1571,177638,4869,367091,4688,266002,5170,78676,3826,22413,2038,578999,1344,149838,4326,429161,4448,309988,5202,93868,3695,25305,2040,1151,null,null,1571,null,null,4869,null,null,4688,null,null,5170,null,null,3826,null,null,2038,null,null,1344,null,null,4326,null,null,4448,null,null,5202,null,null,3695,null,null,2040,null,null,23
4902314,1692,2346134,2637,903101,10228,1443033,10037,1121633,11112,268700,7532,52700,3195,2556180,2429,850257,10994,1705923,10393,1337923,12227,308676,8962,59324,3594,1692,null,null,2637,null,null,10228,null,null,10037,null,null,11112,null,null,7532,null,null,3195,null,null,2429,null,null,10994,null,null,10393,null,null,12227,null,null,8962,null,null,3594,null,null,24
5683233,1618,2728402,1947,1099367,11323,1629035,11757,1348946,12043,242006,7113,38083,3215,2954831,1978,1029325,9925,1925506,10038,1613072,11880,277344,7927,35090,2542,1618,null,null,1947,null,null,11323,null,null,11757,null,null,12043,null,null,7113,null,null,3215,null,null,1978,null,null,9925,null,null,10038,null,null,11880,null,null,7927,null,null,2542,null,null,25
8138464,2733,3967891,2684,1449488,11964,2518403,12357,1899977,11280,489231,8182,129195,4645,4170573,2763,1269324,11733,2901249,11478,2191826,12455,566217,8808,143206,4346,2733,null,null,2684,null,null,11964,null,null,12357,null,null,11280,null,null,8182,null,null,4645,null,null,2763,null,null,11733,null,null,11478,null,null,12455,null,null,8808,null,null,4346,null,null,26
4446706,2592,2197537,2654,784388,9765,1413149,9590,1143800,10719,226006,5025,43343,3049,2249169,2859,647681,8637,1601488,9116,1299623,10358,254595,5576,47270,2907,2592,null,null,2654,null,null,9765,null,null,9590,null,null,10719,null,null,5025,null,null,3049,null,null,2859,null,null,8637,null,null,9116,null,null,10358,null,null,5576,null,null,2907,null,null,27
2388158,3133,1137123,4364,419901,9763,717222,9169,488578,9531,168883,5586,59761,3819,1251035,4110,396965,9716,854070,8465,601478,10339,187491,7720,65101,4203,3133,null,null,4364,null,null,9763,null,null,9169,null,null,9531,null,null,5586,null,null,3819,null,null,4110,null,null,9716,null,null,8465,null,null,10339,null,null,7720,null,null,4203,null,null,28
4943723,3235,2402847,3984,820274,10800,1582573,10714,1121353,13106,343324,6670,117896,5261,2540876,3322,703563,8611,1837313,8157,1282125,12083,415203,8663,139985,5690,3235,null,null,3984,null,null,10800,null,null,10714,null,null,13106,null,null,6670,null,null,5261,null,null,3322,null,null,8611,null,null,8157,null,null,12083,null,null,8663,null,null,5690,null,null,29
852293,1824,427876,2355,142314,3821,285562,3917,206426,4689,59875,3125,19261,2012,424417,2051,106666,4260,317751,4504,222887,4565,73036,3066,21828,2102,1824,null,null,2355,null,null,3821,null,null,3917,null,null,4689,null,null,3125,null,null,2012,null,null,2051,null,null,4260,null,null,4504,null,null,4565,null,null,3066,null,null,2102,null,null,30
1509438,1732,747768,2383,253630,5640,494138,5175,385947,5142,86151,3330,22040,1936,761670,2019,206641,4640,555029,4616,430900,5361,97125,4097,27004,2308,1732,null,null,2383,null,null,5640,null,null,5175,null,null,5142,null,null,3330,null,null,1936,null,null,2019,null,null,4640,null,null,4616,null,null,5361,null,null,4097,null,null,2308,null,null,31
2376250,1187,1185734,1715,450143,7670,735591,7818,521124,9186,155813,6067,58654,3309,1190516,1739,355858,7653,834658,7377,580549,8729,190409,5533,63700,3562,1187,null,null,1715,null,null,7670,null,null,7818,null,null,9186,null,null,6067,null,null,3309,null,null,1739,null,null,7653,null,null,7377,null,null,8729,null,null,5533,null,null,3562,null,null,32
1123706,1509,555109,1899,182984,4806,372125,5053,276501,5827,76263,3599,19361,2266,568597,1622,151594,4062,417003,3799,314700,5018,83999,3820,18304,1771,1509,null,null,1899,null,null,4806,null,null,5053,null,null,5827,null,null,3599,null,null,2266,null,null,1622,null,null,4062,null,null,3799,null,null,5018,null,null,3820,null,null,1771,null,null,33
7313609,1132,3537022,1543,1345377,11872,2191645,12013,1824089,13076,322352,8180,45204,3334,3776587,1579,1207560,12016,2569027,12182,2162804,14285,362718,7998,43505,2876,1132,null,null,1543,null,null,11872,null,null,12013,null,null,13076,null,null,8180,null,null,3334,null,null,1579,null,null,12016,null,null,12182,null,null,14285,null,null,7998,null,null,2876,null,null,34
1676659,1736,824879,2357,313853,6518,511026,6349,379403,7518,101609,5120,30014,2787,851780,1984,269035,6489,582745,6225,432566,7558,116565,4387,33614,2862,1736,null,null,2357,null,null,6518,null,null,6349,null,null,7518,null,null,5120,null,null,2787,null,null,1984,null,null,6489,null,null,6225,null,null,7558,null,null,4387,null,null,2862,null,null,35
16287464,2913,7816473,4167,3234830,19865,4581643,19415,3802155,20918,667262,10836,112226,4962,8470991,3411,3084457,18420,5386534,18142,4532264,18880,747451,12713,106819,4838,2913,null,null,4167,null,null,19865,null,null,19415,null,null,20918,null,null,10836,null,null,4962,null,null,3411,null,null,18420,null,null,18142,null,null,18880,null,null,12713,null,null,4838,null,null,36
8250416,4829,3961788,5209,1377377,15041,2584411,14826,1872469,16670,554034,11970,157908,6351,4288628,5072,1254842,12440,3033786,12682,2207653,15464,646590,11079,179543,6337,4829,null,null,5209,null,null,15041,null,null,14826,null,null,16670,null,null,11970,null,null,6351,null,null,5072,null,null,12440,null,null,12682,null,null,15464,null,null,11079,null,null,6337,null,null,37
608512,1576,311519,2292,112971,3918,198548,4305,163008,4142,29293,2155,6247,1136,296993,1767,80687,3281,216306,3198,176068,4471,32898,2826,7340,1118,1576,null,null,2292,null,null,3918,null,null,4305,null,null,4142,null,null,2155,null,null,1136,null,null,1767,null,null,3281,null,null,3198,null,null,4471,null,null,2826,null,null,1118,null,null,38
9469520,3558,4597677,4141,1639270,11988,2958407,11871,2177539,15284,603744,9837,177124,5506,4871843,4039,1438290,11851,3433553,12372,2546113,15423,693859,10843,193581,5702,3558,null,null,4141,null,null,11988,null,null,11871,null,null,15284,null,null,9837,null,null,5506,null,null,4039,null,null,11851,null,null,12372,null,null,15423,null,null,10843,null,null,5702,null,null,39
3117282,1894,1528795,2463,501814,6461,1026981,6529,684083,7900,244910,5432,97988,3585,1588487,2521,408475,6966,1180012,6801,777346,7834,281769,5709,120897,4735,1894,null,null,2463,null,null,6461,null,null,6529,null,null,7900,null,null,5432,null,null,3585,null,null,2521,null,null,6966,null,null,6801,null,null,7834,null,null,5709,null,null,4735,null,null,40
3374727,2063,1657986,3389,567475,8480,1090511,7649,780049,8797,233927,6290,76535,4070,1716741,2840,478351,7283,1238390,6990,867469,9915,278471,7830,92450,4994,2063,null,null,3389,null,null,8480,null,null,7649,null,null,8797,null,null,6290,null,null,4070,null,null,2840,null,null,7283,null,null,6990,null,null,9915,null,null,7830,null,null,4994,null,null,41
10585604,2792,5138564,4117,1916471,15116,3222093,15581,2540003,16997,573033,9302,109057,4629,5447040,3539,1702435,12505,3744605,11124,2980960,15440,639672,10625,123973,4977,2792,null,null,4117,null,null,15116,null,null,15581,null,null,16997,null,null,9302,null,null,4629,null,null,3539,null,null,12505,null,null,11124,null,null,15440,null,null,10625,null,null,4977,null,null,42
886433,992,424571,1203,170386,5180,254185,4933,203849,4875,42329,2664,8007,1434,461862,1172,159423,4690,302439,4594,244850,4596,49704,3174,7885,1185,992,null,null,1203,null,null,5180,null,null,4933,null,null,4875,null,null,2664,null,null,1434,null,null,1172,null,null,4690,null,null,4594,null,null,4596,null,null,3174,null,null,1185,null,null,44
4046525,3062,1937011,2957,690100,9879,1246911,10568,889993,11819,279833,6539,77085,3901,2109514,3186,633057,11018,1476457,10369,1069251,12079,316023,8154,91183,4563,3062,null,null,2957,null,null,9879,null,null,10568,null,null,11819,null,null,6539,null,null,3901,null,null,3186,null,null,11018,null,null,10369,null,null,12079,null,null,8154,null,null,4563,null,null,45
684721,1567,342764,2074,122174,3529,220590,3822,171554,3787,39648,2402,9388,1238,341957,2082,95725,3648,246232,3242,188743,4139,45282,2679,12207,1421,1567,null,null,2074,null,null,3529,null,null,3822,null,null,3787,null,null,2402,null,null,1238,null,null,2082,null,null,3648,null,null,3242,null,null,4139,null,null,2679,null,null,1421,null,null,46
5405690,3971,2608425,4442,870117,9246,1738308,9475,1195081,11390,394906,8863,148321,6286,2797265,3979,769930,9761,2027335,9643,1391460,11847,461111,10367,174764,6464,3971,null,null,4442,null,null,9246,null,null,9475,null,null,11390,null,null,8863,null,null,6286,null,null,3979,null,null,9761,null,null,9643,null,null,11847,null,null,10367,null,null,6464,null,null,47
21772944,5640,10719917,6391,3890744,25137,6829173,25983,5088488,30636,1316370,18425,424315,10015,11053027,6198,3325891,22410,7727136,21725,5719182,26727,1536377,18867,471577,12242,5640,null,null,6391,null,null,25137,null,null,25983,null,null,30636,null,null,18425,null,null,10015,null,null,6198,null,null,22410,null,null,21725,null,null,26727,null,null,18867,null,null,12242,null,null,48
2276760,1753,1139070,2341,386824,7396,752246,6808,588707,8252,122383,5299,41156,3041,1137690,2112,312644,6782,825046,6827,630492,8667,147861,5124,46693,3304,1753,null,null,2341,null,null,7396,null,null,6808,null,null,8252,null,null,5299,null,null,3041,null,null,2112,null,null,6782,null,null,6827,null,null,8667,null,null,5124,null,null,3304,null,null,49
527074,954,257638,1259,89531,2620,168107,2915,126846,3644,33341,2389,7920,1172,269436,1265,76869,2989,192567,2844,143220,3604,39988,2272,9359,1239,954,null,null,1259,null,null,2620,null,null,2915,null,null,3644,null,null,2389,null,null,1172,null,null,1265,null,null,2989,null,null,2844,null,null,3604,null,null,2272,null,null,1239,null,null,50
6860841,4316,3344431,4988,1190041,13358,2154390,13268,1613535,15005,438521,8702,102334,4940,3516410,4682,1042315,12301,2474095,11939,1868358,14100,485944,9052,119793,5747,4316,null,null,4988,null,null,13358,null,null,13268,null,null,15005,null,null,8702,null,null,4940,null,null,4682,null,null,12301,null,null,11939,null,null,14100,null,null,9052,null,null,5747,null,null,51
5929275,2890,2943737,2947,1033508,10672,1910229,10771,1408762,10974,387983,8610,113484,5036,2985538,2919,825474,8718,2160064,9088,1575072,10521,446752,8322,138240,4613,2890,null,null,2947,null,null,10672,null,null,10771,null,null,10974,null,null,8610,null,null,5036,null,null,2919,null,null,8718,null,null,9088,null,null,10521,null,null,8322,null,null,4613,null,null,53
1519860,2114,742920,2507,240042,6425,502878,6560,345265,6657,119346,5166,38267,2885,776940,2200,186715,4708,590225,4858,408345,6870,139112,5317,42768,3058,2114,null,null,2507,null,null,6425,null,null,6560,null,null,6657,null,null,5166,null,null,2885,null,null,2200,null,null,4708,null,null,4858,null,null,6870,null,null,5317,null,null,3058,null,null,54
4718806,2715,2330764,2604,832052,9989,1498712,9979,1198411,10815,252358,6270,47943,2774,2388042,2802,703306,9196,1684736,8589,1322755,9370,299092,5899,62889,3024,2715,null,null,2604,null,null,9989,null,null,9979,null,null,10815,null,null,6270,null,null,2774,null,null,2802,null,null,9196,null,null,8589,null,null,9370,null,null,5899,null,null,3024,null,null,55
466401,1788,237253,1880,71712,3358,165541,3254,115731,4301,37053,2941,12757,1848,229148,1837,56562,2920,172586,2832,117622,3197,40019,3150,14945,1827,1788,null,null,1880,null,null,3358,null,null,3254,null,null,4301,null,null,2941,null,null,1848,null,null,1837,null,null,2920,null,null,2832,null,null,3197,null,null,3150,null,null,1827,null,null,56
2854814,1402,1340005,2297,583888,8411,756117,7939,599872,8044,132459,4951,23786,2403,1514809,2282,552630,8165,962179,7459,810155,8835,135860,4667,16164,2119,1402,null,null,2297,null,null,8411,null,null,7939,null,null,8044,null,null,4951,null,null,2403,null,null,2282,null,null,8165,null,null,7459,null,null,8835,null,null,4667,null,null,2119,null,null,72
3962122,4601,1894579,4658,645555,10619,1249024,9197,861689,11108,281558,8523,105777,5042,2067543,3872,583215,9944,1484328,9452,1011541,11159,346161,9222,126626,5516,4601,null,null,4658,null,null,10619,null,null,9197,null,null,11108,null,null,8523,null,null,5042,null,null,3872,null,null,9944,null,null,9452,null,null,11159,null,null,9222,null,null,5516,null,null,01
584670,1134,307284,1996,124922,3884,182362,3541,135137,3517,36356,2721,10869,1521,277386,2129,85832,3203,191554,3280,141804,3757,35386,2829,14364,1930,1134,null,null,1996,null,null,3884,null,null,3541,null,null,3517,null,null,2721,null,null,1521,null,null,2129,null,null,3203,null,null,3280,null,null,3757,null,null,2829,null,null,1930,null,null,02
5579306,1354,2754161,2157,1021830,11393,1732331,11247,1237183,11250,377573,8137,117575,4741,2825145,1907,838293,11831,1986852,11841,1420449,12324,429400,8248,137003,4780,1354,null,null,2157,null,null,11393,null,null,11247,null,null,11250,null,null,8137,null,null,4741,null,null,1907,null,null,11831,null,null,11841,null,null,12324,null,null,8248,null,null,4780,null,null,04
2400908,3547,1164988,3478,365387,7904,799601,7451,518847,8196,192135,5544,88619,4138,1235920,3360,308549,6410,927371,7063,602823,9095,224749,7212,99799,5159,3547,null,null,3478,null,null,7904,null,null,7451,null,null,8196,null,null,5544,null,null,4138,null,null,3360,null,null,6410,null,null,7063,null,null,9095,null,null,7212,null,null,5159,null,null,05
31696515,3180,15633439,4204,6342454,27160,9290985,27181,7473263,29342,1474152,16031,343570,7668,16063076,4182,5400492,25713,10662584,25941,8568058,33808,1720035,18158,374491,8350,3180,null,null,4204,null,null,27160,null,null,27181,null,null,29342,null,null,16031,null,null,7668,null,null,4182,null,null,25713,null,null,25941,null,null,33808,null,null,18158,null,null,8350,null,null,06
4490574,1715,2251218,2666,802589,9999,1448629,10103,1094994,10512,277541,7432,76094,3497,2239356,2627,633684,9742,1605672,10076,1193662,10621,326641,7690,85369,4227,1715,null,null,2666,null,null,9999,null,null,10103,null,null,10512,null,null,7432,null,null,3497,null,null,2627,null,null,9742,null,null,10076,null,null,10621,null,null,7690,null,null,4227,null,null,08
2966525,975,1433885,1517,554927,6342,878958,6365,707494,6849,148500,5325,22964,2154,1532640,1545,489942,7726,1042698,7644,851465,8666,164099,5957,27134,2644,975,null,null,1517,null,null,6342,null,null,6365,null,null,6849,null,null,5325,null,null,2154,null,null,1545,null,null,7726,null,null,7644,null,null,8666,null,null,5957,null,null,2644,null,null,09
782833,911,374374,882,140011,4374,234363,4296,177858,4671,44122,3187,12383,1669,408459,945,129018,4673,279441,4424,215156,5003,50837,3142,13448,1798,911,null,null,882,null,null,4374,null,null,4296,null,null,4671,null,null,3187,null,null,1669,null,null,945,null,null,4673,null,null,4424,null,null,5003,null,null,3142,null,null,1798,null,null,10
576040,355,270633,444,155103,3827,115530,3907,95536,3508,17045,1999,2949,771,305407,458,170936,4632,134471,4568,114531,4475,17894,1870,2046,516,355,null,null,444,null,null,3827,null,null,3907,null,null,3508,null,null,1999,null,null,771,null,null,458,null,null,4632,null,null,4568,null,null,4475,null,null,1870,null,null,516,null,null,11
