C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,C14005_001M,C14005_001EA,C14005_001MA,C14005_002M,C14005_002EA,C14005_002MA,C14005_003M,C14005_003EA,C14005_003MA,C14005_004M,C14005_004EA,C14005_004MA,C14005_005M,C14005_005EA,C14005_005MA,C14005_006M,C14005_006EA,C14005_006MA,C14005_007M,C14005_007EA,C14005_007MA,C14005_008M,C14005_008EA,C14005_008MA,C14005_009M,C14005_009EA,C14005_009MA,C14005_010M,C14005_010EA,C14005_010MA,C14005_011M,C14005_011EA,C14005_011MA,C14005_012M,C14005_012EA,C14005_012MA,C14005_013M,C14005_013EA,C14005_013MA,C14005_014M,C14005_014EA,C14005_014MA,C14005_015M,C14005_015EA,C14005_015MA,C14005_016M,C14005_016EA,C14005_016MA,C14005_017M,C14005_017EA,C14005_017MA,C14005_018M,C14005_018EA,C14005_018MA,C14005_019M,C14005_019EA,C14005_019MA,state
1008553,8125,514256,6132,449568,6472,64688,4005,42968,3156,28293,2362,14675,1745,21720,2574,9905,1845,11815,1711,494297,6451,447575,6881,46722,3386,31342,2914,19858,2146,11484,1995,15380,1745,6012,1218,9368,1359,8125,null,null,6132,null,null,6472,null,null,4005,null,null,3156,null,null,2362,null,null,1745,null,null,2574,null,null,1845,null,null,1711,null,null,6451,null,null,6881,null,null,3386,null,null,2914,null,null,2146,null,null,1995,null,null,1745,null,null,1218,null,null,1359,null,null,36
553962,9518,286859,6514,234376,6136,52483,3773,38296,3610,31536,3087,6760,1492,14187,1889,6359,1186,7828,1413,267103,6634,230847,6218,36256,3994,28154,3621,19202,2810,8952,1976,8102,1519,3984,1070,4118,1047,9518,null,null,6514,null,null,6136,null,null,3773,null,null,3610,null,null,3087,null,null,1492,null,null,1889,null,null,1186,null,null,1413,null,null,6634,null,null,6218,null,null,3994,null,null,3621,null,null,2810,null,null,1976,null,null,1519,null,null,1070,null,null,1047,null,null,37
40441,2133,20225,1336,16490,1295,3735,1001,2856,986,2552,935,304,203,879,451,566,317,313,277,20216,1478,16691,1285,3525,1089,2606,963,2442,945,164,114,919,457,320,206,599,395,2133,null,null,1336,null,null,1295,null,null,1001,null,null,986,null,null,935,null,null,203,null,null,451,null,null,317,null,null,277,null,null,1478,null,null,1285,null,null,1089,null,null,963,null,null,945,null,null,114,null,null,457,null,null,206,null,null,395,null,null,38
618755,5929,317461,4161,272256,4629,45205,2969,30843,2442,24629,2172,6214,1266,14362,1481,8730,1295,5632,1235,301294,4943,262565,4705,38729,3078,26552,2795,20212,2412,6340,1280,12177,1974,7225,1463,4952,1132,5929,null,null,4161,null,null,4629,null,null,2969,null,null,2442,null,null,2172,null,null,1266,null,null,1481,null,null,1295,null,null,1235,null,null,4943,null,null,4705,null,null,3078,null,null,2795,null,null,2412,null,null,1280,null,null,1974,null,null,1463,null,null,1132,null,null,39
212124,3974,111456,2795,88000,2494,23456,1988,15361,1764,12317,1463,3044,863,8095,1196,3562,907,4533,800,100668,2897,82742,2646,17926,1990,13607,1885,9614,1484,3993,1148,4319,822,1556,541,2763,654,3974,null,null,2795,null,null,2494,null,null,1988,null,null,1764,null,null,1463,null,null,863,null,null,1196,null,null,907,null,null,800,null,null,2897,null,null,2646,null,null,1990,null,null,1885,null,null,1484,null,null,1148,null,null,822,null,null,541,null,null,654,null,null,40
204169,4521,103039,3656,84609,3825,18430,2379,12432,1764,9921,1658,2511,748,5998,1222,3249,860,2749,837,101130,3124,86877,3287,14253,1993,9769,1462,8853,1367,916,521,4484,1260,2378,1006,2106,806,4521,null,null,3656,null,null,3825,null,null,2379,null,null,1764,null,null,1658,null,null,748,null,null,1222,null,null,860,null,null,837,null,null,3124,null,null,3287,null,null,1993,null,null,1462,null,null,1367,null,null,521,null,null,1260,null,null,1006,null,null,806,null,null,41
674609,6461,344241,5137,293344,5352,50897,3180,36161,2827,28395,2558,7766,1130,14736,1862,7705,1527,7031,1286,330368,4441,291430,4486,38938,3424,28075,2859,22561,2554,5514,1322,10863,1739,4964,1194,5899,1205,6461,null,null,5137,null,null,5352,null,null,3180,null,null,2827,null,null,2558,null,null,1130,null,null,1862,null,null,1527,null,null,1286,null,null,4441,null,null,4486,null,null,3424,null,null,2859,null,null,2554,null,null,1322,null,null,1739,null,null,1194,null,null,1205,null,null,42
61891,2102,30581,1404,27550,1566,3031,878,2054,777,1749,701,305,325,977,619,629,553,348,287,31310,1292,29134,1483,2176,871,1423,706,1095,664,328,320,753,425,416,317,337,241,2102,null,null,1404,null,null,1566,null,null,878,null,null,777,null,null,701,null,null,325,null,null,619,null,null,553,null,null,287,null,null,1292,null,null,1483,null,null,871,null,null,706,null,null,664,null,null,320,null,null,425,null,null,317,null,null,241,null,null,44
271018,6054,138193,5008,110285,4850,27908,2578,20641,2172,16338,2139,4303,1297,7267,1721,3232,1153,4035,1234,132825,4497,112913,4154,19912,2297,14400,1794,11365,1762,3035,1014,5512,1673,2894,1494,2618,735,6054,null,null,5008,null,null,4850,null,null,2578,null,null,2172,null,null,2139,null,null,1297,null,null,1721,null,null,1153,null,null,1234,null,null,4497,null,null,4154,null,null,2297,null,null,1794,null,null,1762,null,null,1014,null,null,1673,null,null,1494,null,null,735,null,null,45
48171,2447,26124,1809,21924,1721,4200,1119,3084,964,2843,938,241,183,1116,441,509,332,607,309,22047,1755,18807,1668,3240,863,2374,793,1824,627,550,420,866,374,542,263,324,272,2447,null,null,1809,null,null,1721,null,null,1119,null,null,964,null,null,938,null,null,183,null,null,441,null,null,332,null,null,309,null,null,1755,null,null,1668,null,null,863,null,null,793,null,null,627,null,null,420,null,null,374,null,null,263,null,null,272,null,null,46
345232,5958,177994,4487,146003,5379,31991,3050,26689,2846,20486,2696,6203,1424,5302,1128,2885,837,2417,684,167238,4012,145058,4200,22180,2506,17196,2208,11807,1960,5389,1352,4984,1246,2674,844,2310,849,5958,null,null,4487,null,null,5379,null,null,3050,null,null,2846,null,null,2696,null,null,1424,null,null,1128,null,null,837,null,null,684,null,null,4012,null,null,4200,null,null,2506,null,null,2208,null,null,1960,null,null,1352,null,null,1246,null,null,844,null,null,849,null,null,47
1601098,13755,826419,10436,676138,10057,150281,7193,106182,5911,80836,4973,25346,3449,44099,3707,24725,3000,19374,2474,774679,8547,660063,9510,114616,6265,82567,5365,53213,4156,29354,3535,32049,3536,11425,1927,20624,3150,13755,null,null,10436,null,null,10057,null,null,7193,null,null,5911,null,null,4973,null,null,3449,null,null,3707,null,null,3000,null,null,2474,null,null,8547,null,null,9510,null,null,6265,null,null,5365,null,null,4156,null,null,3535,null,null,3536,null,null,1927,null,null,3150,null,null,48
191638,4585,97035,3203,76531,3181,20504,2075,15824,1736,12804,1938,3020,999,4680,1182,3644,1062,1036,442,94603,2842,78265,3434,16338,2408,11300,1940,8735,1640,2565,1063,5038,1794,3704,1604,1334,675,4585,null,null,3203,null,null,3181,null,null,2075,null,null,1736,null,null,1938,null,null,999,null,null,1182,null,null,1062,null,null,442,null,null,2842,null,null,3434,null,null,2408,null,null,1940,null,null,1640,null,null,1063,null,null,1794,null,null,1604,null,null,675,null,null,49
34217,1524,17746,999,14099,1158,3647,1005,2865,851,2115,688,750,461,782,423,619,424,163,157,16471,1044,14339,983,2132,658,1423,448,1211,389,212,182,709,535,385,377,324,391,1524,null,null,999,null,null,1158,null,null,1005,null,null,851,null,null,688,null,null,461,null,null,423,null,null,424,null,null,157,null,null,1044,null,null,983,null,null,658,null,null,448,null,null,389,null,null,182,null,null,535,null,null,377,null,null,391,null,null,50
462907,8452,235143,5841,201099,5701,34044,2486,26832,2229,21531,2071,5301,1120,7212,1456,3851,1180,3361,822,227764,6224,201471,5801,26293,2672,20700,2422,14483,2019,6217,1419,5593,1318,2283,818,3310,1007,8452,null,null,5841,null,null,5701,null,null,2486,null,null,2229,null,null,2071,null,null,1120,null,null,1456,null,null,1180,null,null,822,null,null,6224,null,null,5801,null,null,2672,null,null,2422,null,null,2019,null,null,1419,null,null,1318,null,null,818,null,null,1007,null,null,51
363026,5378,184662,4318,151335,4435,33327,2607,23357,2224,16891,1982,6466,1476,9970,1793,5712,1250,4258,1176,178364,3602,156048,3515,22316,1789,15403,1812,12112,1614,3291,1048,6913,1340,3503,1155,3410,987,5378,null,null,4318,null,null,4435,null,null,2607,null,null,2224,null,null,1982,null,null,1476,null,null,1793,null,null,1250,null,null,1176,null,null,3602,null,null,3515,null,null,1789,null,null,1812,null,null,1614,null,null,1048,null,null,1340,null,null,1155,null,null,987,null,null,53
92182,4053,46109,2765,36858,2178,9251,1682,7188,1349,4847,1091,2341,859,2063,854,832,696,1231,558,46073,3383,40034,3165,6039,1294,4009,928,2294,678,1715,703,2030,882,740,499,1290,693,4053,null,null,2765,null,null,2178,null,null,1682,null,null,1349,null,null,1091,null,null,859,null,null,854,null,null,696,null,null,558,null,null,3383,null,null,3165,null,null,1294,null,null,928,null,null,678,null,null,703,null,null,882,null,null,499,null,null,693,null,null,54
308780,4051,156965,2876,134960,3016,22005,2112,15753,1881,12921,1867,2832,797,6252,935,3217,701,3035,716,151815,3009,133347,3632,18468,1979,12073,1602,10175,1538,1898,605,6395,1175,3205,899,3190,765,4051,null,null,2876,null,null,3016,null,null,2112,null,null,1881,null,null,1867,null,null,797,null,null,935,null,null,701,null,null,716,null,null,3009,null,null,3632,null,null,1979,null,null,1602,null,null,1538,null,null,605,null,null,1175,null,null,899,null,null,765,null,null,55
30758,2201,14800,1669,12711,1548,2089,730,1758,743,1320,585,438,408,331,293,327,293,4,6,15958,1668,14007,1704,1951,754,1639,710,1266,656,373,260,312,232,75,76,237,212,2201,null,null,1669,null,null,1548,null,null,730,null,null,743,null,null,585,null,null,408,null,null,293,null,null,293,null,null,6,null,null,1668,null,null,1704,null,null,754,null,null,710,null,null,656,null,null,260,null,null,232,null,null,76,null,null,212,null,null,56
192751,4866,100354,3568,82827,3467,17527,2159,13972,1870,6904,1371,7068,1308,3555,1300,1225,753,2330,974,92397,3947,80765,3989,11632,1832,8486,1539,3065,840,5421,1312,3146,875,221,175,2925,861,4866,null,null,3568,null,null,3467,null,null,2159,null,null,1870,null,null,1371,null,null,1308,null,null,1300,null,null,753,null,null,974,null,null,3947,null,null,3989,null,null,1832,null,null,1539,null,null,840,null,null,1312,null,null,875,null,null,175,null,null,861,null,null,72
271306,6040,139825,4093,115625,4039,24200,2778,18507,2526,12446,2177,6061,1617,5693,1129,2727,794,2966,880,131481,4621,112086,4567,19395,2545,15470,2395,11576,2247,3894,1164,3925,996,1956,801,1969,769,6040,null,null,4093,null,null,4039,null,null,2778,null,null,2526,null,null,2177,null,null,1617,null,null,1129,null,null,794,null,null,880,null,null,4621,null,null,4567,null,null,2545,null,null,2395,null,null,2247,null,null,1164,null,null,996,null,null,801,null,null,769,null,null,01
39247,2261,22086,1803,17190,1577,4896,809,4117,740,3026,644,1091,445,779,286,275,145,504,241,17161,1735,12699,1566,4462,805,3902,791,3125,743,777,251,560,308,69,76,491,301,2261,null,null,1803,null,null,1577,null,null,809,null,null,740,null,null,644,null,null,445,null,null,286,null,null,145,null,null,241,null,null,1735,null,null,1566,null,null,805,null,null,791,null,null,743,null,null,251,null,null,308,null,null,76,null,null,301,null,null,02
379197,5168,193764,3340,155724,3812,38040,2184,27037,2126,20078,2330,6959,1325,11003,1496,5430,1406,5573,1160,185433,3861,154044,4643,31389,2935,21697,2581,15426,1900,6271,1522,9692,1798,3586,1151,6106,1589,5168,null,null,3340,null,null,3812,null,null,2184,null,null,2126,null,null,2330,null,null,1325,null,null,1496,null,null,1406,null,null,1160,null,null,3861,null,null,4643,null,null,2935,null,null,2581,null,null,1900,null,null,1522,null,null,1798,null,null,1151,null,null,1589,null,null,04
172608,4997,87687,3412,69234,3434,18453,2256,13557,1857,9342,1685,4215,933,4896,1492,1235,649,3661,1410,84921,3843,71129,3317,13792,1984,10200,1597,6190,1401,4010,1006,3592,1128,1243,660,2349,896,4997,null,null,3412,null,null,3434,null,null,2256,null,null,1857,null,null,1685,null,null,933,null,null,1492,null,null,649,null,null,1410,null,null,3843,null,null,3317,null,null,1984,null,null,1597,null,null,1401,null,null,1006,null,null,1128,null,null,660,null,null,896,null,null,05
2080169,11720,1059000,7716,900949,9496,158051,6491,121745,5887,83730,5026,38015,3366,36306,3011,17168,2370,19138,2412,1021169,8676,908993,10942,112176,5446,86322,4917,56834,3898,29488,2903,25854,2886,10757,1836,15097,2194,11720,null,null,7716,null,null,9496,null,null,6491,null,null,5887,null,null,5026,null,null,3366,null,null,3011,null,null,2370,null,null,2412,null,null,8676,null,null,10942,null,null,5446,null,null,4917,null,null,3898,null,null,2903,null,null,2886,null,null,1836,null,null,2194,null,null,06
281912,5379,146644,3815,120703,4157,25941,2782,18110,2250,14703,2207,3407,740,7831,1559,4644,1190,3187,948,135268,3528,115695,3412,19573,2386,13934,2051,10794,1824,3140,884,5639,1395,2579,961,3060,1099,5379,null,null,3815,null,null,4157,null,null,2782,null,null,2250,null,null,2207,null,null,740,null,null,1559,null,null,1190,null,null,948,null,null,3528,null,null,3412,null,null,2386,null,null,2051,null,null,1824,null,null,884,null,null,1395,null,null,961,null,null,1099,null,null,08
202468,3505,105373,2510,90976,3101,14397,1920,11189,1785,9094,1633,2095,989,3208,994,2456,929,752,307,97095,2351,87676,2870,9419,1586,6818,1320,5479,1209,1339,492,2601,1020,1618,870,983,445,3505,null,null,2510,null,null,3101,null,null,1920,null,null,1785,null,null,1633,null,null,989,null,null,994,null,null,929,null,null,307,null,null,2351,null,null,2870,null,null,1586,null,null,1320,null,null,1209,null,null,492,null,null,1020,null,null,870,null,null,445,null,null,09
49060,2277,25400,1424,21389,1373,4011,1038,1936,540,1596,526,340,219,2075,842,1012,743,1063,453,23660,1560,20860,1766,2800,895,2022,702,901,427,1121,558,778,504,249,292,529,386,2277,null,null,1424,null,null,1373,null,null,1038,null,null,540,null,null,526,null,null,219,null,null,842,null,null,743,null,null,453,null,null,1560,null,null,1766,null,null,895,null,null,702,null,null,427,null,null,558,null,null,504,null,null,292,null,null,386,null,null,10
31483,2055,13552,1399,11603,1482,1949,672,1670,669,664,376,1006,526,279,281,0,203,279,281,17931,1426,15637,1516,2294,679,2127,686,1335,618,792,533,167,155,114,122,53,88,2055,null,null,1399,null,null,1482,null,null,672,null,null,669,null,null,376,null,null,526,null,null,281,null,null,203,null,null,281,null,null,1426,null,null,1516,null,null,679,null,null,686,null,null,618,null,null,533,null,null,155,null,null,122,null,null,88,null,null,11
