B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,B13016_001M,B13016_001EA,B13016_001MA,B13016_002M,B13016_002EA,B13016_002MA,B13016_003M,B13016_003EA,B13016_003MA,B13016_004M,B13016_004EA,B13016_004MA,B13016_005M,B13016_005EA,B13016_005MA,B13016_006M,B13016_006EA,B13016_006MA,B13016_007M,B13016_007EA,B13016_007MA,B13016_008M,B13016_008EA,B13016_008MA,B13016_009M,B13016_009EA,B13016_009MA,B13016_010M,B13016_010EA,B13016_010MA,B13016_011M,B13016_011EA,B13016_011MA,B13016_012M,B13016_012EA,B13016_012MA,B13016_013M,B13016_013EA,B13016_013MA,B13016_014M,B13016_014EA,B13016_014MA,B13016_015M,B13016_015EA,B13016_015MA,B13016_016M,B13016_016EA,B13016_016MA,B13016_017M,B13016_017EA,B13016_017MA,state
4600794,7853,217513,7885,7497,1729,32901,3619,61679,4648,62462,4507,36041,4038,11907,2130,5026,1316,4383281,11660,591887,5773,579937,6098,613965,5646,580366,5621,588540,10452,610640,10521,817946,5874,7853,null,null,7885,null,null,1729,null,null,3619,null,null,4648,null,null,4507,null,null,4038,null,null,2130,null,null,1316,null,null,11660,null,null,5773,null,null,6098,null,null,5646,null,null,5621,null,null,10452,null,null,10521,null,null,5874,null,null,12
2572034,7566,142813,7693,5526,1383,29480,3698,38724,3760,39520,3367,22262,2951,5132,1363,2169,818,2429221,10356,351928,6601,316345,6444,325146,4758,311784,5333,343142,9029,349157,9738,431719,6580,7566,null,null,7693,null,null,1383,null,null,3698,null,null,3760,null,null,3367,null,null,2951,null,null,1363,null,null,818,null,null,10356,null,null,6601,null,null,6444,null,null,4758,null,null,5333,null,null,9029,null,null,9738,null,null,6580,null,null,13
323189,1919,21614,2197,608,329,4047,982,6238,1165,5700,1183,3076,1019,1169,535,776,465,301575,2595,38007,1634,39440,1373,42704,1375,43020,1374,42544,2793,41593,2607,54267,1539,1919,null,null,2197,null,null,329,null,null,982,null,null,1165,null,null,1183,null,null,1019,null,null,535,null,null,465,null,null,2595,null,null,1634,null,null,1373,null,null,1375,null,null,1374,null,null,2793,null,null,2607,null,null,1539,null,null,15
383036,2655,23210,2671,637,395,4844,1304,7571,1709,6036,1302,2937,949,786,443,399,308,359826,3461,58674,2367,48586,2115,47151,2071,48444,1862,50816,3054,48421,3411,57734,2040,2655,null,null,2671,null,null,395,null,null,1304,null,null,1709,null,null,1302,null,null,949,null,null,443,null,null,308,null,null,3461,null,null,2367,null,null,2115,null,null,2071,null,null,1862,null,null,3054,null,null,3411,null,null,2040,null,null,16
3071443,5435,152395,5811,5834,1106,22888,2658,40488,3264,47244,3381,25408,2209,7999,1705,2534,674,2919048,7798,415568,3791,406640,4302,399191,3622,387956,3802,393217,7345,402825,7555,513651,4004,5435,null,null,5811,null,null,1106,null,null,2658,null,null,3264,null,null,3381,null,null,2209,null,null,1705,null,null,674,null,null,7798,null,null,3791,null,null,4302,null,null,3622,null,null,3802,null,null,7345,null,null,7555,null,null,4004,null,null,17
1548168,4793,87507,4952,3446,1106,18103,2564,25502,2480,27101,2833,9818,1450,2399,718,1138,537,1460661,7332,222746,4064,210767,3778,195920,3208,179595,3702,197572,5627,200376,5700,253685,3572,4793,null,null,4952,null,null,1106,null,null,2564,null,null,2480,null,null,2833,null,null,1450,null,null,718,null,null,537,null,null,7332,null,null,4064,null,null,3778,null,null,3208,null,null,3702,null,null,5627,null,null,5700,null,null,3572,null,null,18
704948,3518,41605,2988,1589,561,8664,1376,12250,1496,11206,1449,6398,1553,1002,531,496,286,663343,4545,104706,2389,102167,3343,82977,1969,87399,2188,88239,3648,87691,3456,110164,2097,3518,null,null,2988,null,null,561,null,null,1376,null,null,1496,null,null,1449,null,null,1553,null,null,531,null,null,286,null,null,4545,null,null,2389,null,null,3343,null,null,1969,null,null,2188,null,null,3648,null,null,3456,null,null,2097,null,null,19
660416,3673,35762,2703,1064,475,6952,1265,10065,1497,11514,1449,4781,1153,849,396,537,265,624654,4087,97767,2820,92144,2639,82116,2125,83397,2225,87203,2929,79948,2841,102079,2616,3673,null,null,2703,null,null,475,null,null,1265,null,null,1497,null,null,1449,null,null,1153,null,null,396,null,null,265,null,null,4087,null,null,2820,null,null,2639,null,null,2125,null,null,2225,null,null,2929,null,null,2841,null,null,2616,null,null,20
1032658,4411,54853,3408,2947,897,12502,1901,16365,1772,12485,1671,7171,1184,2154,761,1229,496,977805,5277,148756,4283,129339,3957,129164,2302,123779,2503,135862,5147,133222,4961,177683,3115,4411,null,null,3408,null,null,897,null,null,1901,null,null,1772,null,null,1671,null,null,1184,null,null,761,null,null,496,null,null,5277,null,null,4283,null,null,3957,null,null,2302,null,null,2503,null,null,5147,null,null,4961,null,null,3115,null,null,21
1116608,4828,61893,4186,4011,1089,14593,2319,20566,2506,13650,2057,7121,1353,1513,673,439,291,1054715,6823,150764,4500,143101,3700,151540,3500,150879,3286,148494,4940,139912,4536,170025,4571,4828,null,null,4186,null,null,1089,null,null,2319,null,null,2506,null,null,2057,null,null,1353,null,null,673,null,null,291,null,null,6823,null,null,4500,null,null,3700,null,null,3500,null,null,3286,null,null,4940,null,null,4536,null,null,4571,null,null,22
