B14006_001E,B14006_001M,B14006_002E,B14006_002M,B14006_003E,B14006_003M,B14006_004E,B14006_004M,B14006_005E,B14006_005M,B14006_006E,B14006_006M,B14006_007E,B14006_007M,B14006_008E,B14006_008M,B14006_009E,B14006_009M,B14006_010E,B14006_010M,B14006_011E,B14006_011M,B14006_012E,B14006_012M,B14006_013E,B14006_013M,B14006_014E,B14006_014M,B14006_015E,B14006_015M,B14006_016E,B14006_016M,B14006_017E,B14006_017M,B14006_018E,B14006_018M,B14006_019E,B14006_019M,B14006_020E,B14006_020M,B14006_021E,B14006_021M,B14006_001M,B14006_001EA,B14006_001MA,B14006_002M,B14006_002EA,B14006_002MA,B14006_003M,B14006_003EA,B14006_003MA,B14006_004M,B14006_004EA,B14006_004MA,B14006_005M,B14006_005EA,B14006_005MA,B14006_006M,B14006_006EA,B14006_006MA,B14006_007M,B14006_007EA,B14006_007MA,B14006_008M,B14006_008EA,B14006_008MA,B14006_009M,B14006_009EA,B14006_009MA,B14006_010M,B14006_010EA,B14006_010MA,B14006_011M,B14006_011EA,B14006_011MA,B14006_012M,B14006_012EA,B14006_012MA,B14006_013M,B14006_013EA,B14006_013MA,B14006_014M,B14006_014EA,B14006_014MA,B14006_015M,B14006_015EA,B14006_015MA,B14006_016M,B14006_016EA,B14006_016MA,B14006_017M,B14006_017EA,B14006_017MA,B14006_018M,B14006_018EA,B14006_018MA,B14006_019M,B14006_019EA,B14006_019MA,B14006_020M,B14006_020EA,B14006_020MA,B14006_021M,B14006_021EA,B14006_021MA,state
5663203,5111,540246,15852,188880,8662,11463,1993,10155,1793,41294,3964,32282,3282,37633,3895,43195,4470,12858,2056,351366,10971,5122957,15960,1285947,12578,81134,3331,58415,3639,254828,6779,263372,6693,267956,6000,262909,8473,97333,4167,3837010,14687,5111,null,null,15852,null,null,8662,null,null,1993,null,null,1793,null,null,3964,null,null,3282,null,null,3895,null,null,4470,null,null,2056,null,null,10971,null,null,15960,null,null,12578,null,null,3331,null,null,3639,null,null,6779,null,null,6693,null,null,6000,null,null,8473,null,null,4167,null,null,14687,null,null,24
6369991,4899,654199,19650,225759,10487,12553,2230,12347,1970,44422,4362,33843,3210,43714,4076,52150,4543,26730,3447,428440,13326,5715792,19971,1345604,13385,95640,4758,64074,4101,246847,6697,280947,7687,301729,6189,248545,8033,107822,5242,4370188,17043,4899,null,null,19650,null,null,10487,null,null,2230,null,null,1970,null,null,4362,null,null,3210,null,null,4076,null,null,4543,null,null,3447,null,null,13326,null,null,19971,null,null,13385,null,null,4758,null,null,4101,null,null,6697,null,null,7687,null,null,6189,null,null,8033,null,null,5242,null,null,17043,null,null,25
9369634,5894,1372138,21709,496890,13661,28949,2601,23832,2437,101234,5198,93209,5178,92465,5010,136496,6702,20705,2380,875248,14092,7997496,23281,1874749,16871,112445,4590,95368,4675,363827,7779,392861,7790,436070,6268,378395,9667,95783,4384,6122747,19382,5894,null,null,21709,null,null,13661,null,null,2601,null,null,2437,null,null,5198,null,null,5178,null,null,5010,null,null,6702,null,null,2380,null,null,14092,null,null,23281,null,null,16871,null,null,4590,null,null,4675,null,null,7779,null,null,7790,null,null,6268,null,null,9667,null,null,4384,null,null,19382,null,null,26
5194239,4603,504489,15063,191551,9508,11286,1567,9263,1381,38854,3477,33938,3282,31455,2902,59004,4717,7751,1318,312938,8833,4689750,15273,1133756,10244,81407,4412,60756,2737,241145,5320,246912,5730,258220,4222,190386,5687,54930,3107,3555994,11694,4603,null,null,15063,null,null,9508,null,null,1567,null,null,1381,null,null,3477,null,null,3282,null,null,2902,null,null,4717,null,null,1318,null,null,8833,null,null,15273,null,null,10244,null,null,4412,null,null,2737,null,null,5320,null,null,5730,null,null,4222,null,null,5687,null,null,3107,null,null,11694,null,null,27
2778669,5332,566278,19375,207171,10601,10698,1827,11137,1820,56158,4690,44402,3946,43298,3541,36427,4097,5051,1409,359107,12059,2212391,19855,531725,13265,34211,3205,31102,3276,113336,6084,114241,5373,121764,5356,93447,6150,23624,2520,1680666,12882,5332,null,null,19375,null,null,10601,null,null,1827,null,null,1820,null,null,4690,null,null,3946,null,null,3541,null,null,4097,null,null,1409,null,null,12059,null,null,19855,null,null,13265,null,null,3205,null,null,3276,null,null,6084,null,null,5373,null,null,5356,null,null,6150,null,null,2520,null,null,12882,null,null,28
5695041,5337,780551,21763,275278,12457,16315,2270,16743,2329,63788,5670,49456,4045,45790,3391,68940,4942,14246,2385,505273,13079,4914490,23014,1150032,16750,77557,4037,58137,3626,234118,7937,254102,6955,269384,5534,194450,6699,62284,4195,3764458,16343,5337,null,null,21763,null,null,12457,null,null,2270,null,null,2329,null,null,5670,null,null,4045,null,null,3391,null,null,4942,null,null,2385,null,null,13079,null,null,23014,null,null,16750,null,null,4037,null,null,3626,null,null,7937,null,null,6955,null,null,5534,null,null,6699,null,null,4195,null,null,16343,null,null,29
985111,2209,130464,7490,42321,3927,2259,593,1572,533,7570,1698,8110,1698,6593,905,15142,2269,1075,547,88143,5393,854647,7779,188588,5510,12284,1695,11227,1637,43409,2616,41417,2848,43710,2358,28490,2849,8051,1414,666059,6843,2209,null,null,7490,null,null,3927,null,null,593,null,null,533,null,null,1698,null,null,1698,null,null,905,null,null,2269,null,null,547,null,null,5393,null,null,7779,null,null,5510,null,null,1695,null,null,1637,null,null,2616,null,null,2848,null,null,2358,null,null,2849,null,null,1414,null,null,6843,null,null,30
1772971,2936,198426,9498,75584,5288,4123,1024,3792,1086,14763,2388,13496,1939,11358,1650,23615,2988,4437,1043,122842,6093,1574545,9555,397898,8226,27691,1954,21900,1868,87138,4360,88518,3308,88647,2355,62520,4031,21484,2077,1176647,7150,2936,null,null,9498,null,null,5288,null,null,1024,null,null,1086,null,null,2388,null,null,1939,null,null,1650,null,null,2988,null,null,1043,null,null,6093,null,null,9555,null,null,8226,null,null,1954,null,null,1868,null,null,4360,null,null,3308,null,null,2355,null,null,4031,null,null,2077,null,null,7150,null,null,31
2793699,4081,377778,17773,121193,8042,5144,1223,6740,1644,29144,3715,25079,3797,28440,2817,23361,2704,3285,1081,256585,12482,2415921,17114,564580,10243,30181,3062,28256,2489,116392,5256,124826,4640,127291,4924,111410,5150,26224,2828,1851341,13012,4081,null,null,17773,null,null,8042,null,null,1223,null,null,1644,null,null,3715,null,null,3797,null,null,2817,null,null,2704,null,null,1081,null,null,12482,null,null,17114,null,null,10243,null,null,3062,null,null,2489,null,null,5256,null,null,4640,null,null,4924,null,null,5150,null,null,2828,null,null,13012,null,null,32
1254744,2317,90147,7179,26490,3592,418,240,1576,864,4365,1184,3694,1067,5313,1269,9064,2237,2060,922,63657,5229,1164597,7625,254962,5713,15746,1820,12869,1852,52117,2895,55556,2836,59203,2524,42771,3304,16700,1869,909635,7042,2317,null,null,7179,null,null,3592,null,null,240,null,null,864,null,null,1184,null,null,1067,null,null,1269,null,null,2237,null,null,922,null,null,5229,null,null,7625,null,null,5713,null,null,1820,null,null,1852,null,null,2895,null,null,2836,null,null,2524,null,null,3304,null,null,1869,null,null,7042,null,null,33
8469022,7762,867972,26915,293923,14535,22077,3123,17238,2730,67162,5166,58465,3915,61599,4982,51143,5462,16239,2677,574049,16692,7601050,28354,1867856,18773,144913,6545,95436,5408,362797,8994,385581,9923,407902,6827,364004,10533,107223,5316,5733194,19839,7762,null,null,26915,null,null,14535,null,null,3123,null,null,2730,null,null,5166,null,null,3915,null,null,4982,null,null,5462,null,null,2677,null,null,16692,null,null,28354,null,null,18773,null,null,6545,null,null,5408,null,null,8994,null,null,9923,null,null,6827,null,null,10533,null,null,5316,null,null,19839,null,null,34
1965317,2855,376127,14291,138048,8727,7296,1569,8485,1704,33954,3694,28539,2914,28092,3174,27167,3302,4515,1535,238079,8952,1589190,14035,387154,10725,19689,2373,16795,2127,76493,3777,80827,5108,84487,3827,86020,5084,22843,2519,1202036,10355,2855,null,null,14291,null,null,8727,null,null,1569,null,null,1704,null,null,3694,null,null,2914,null,null,3174,null,null,3302,null,null,1535,null,null,8952,null,null,14035,null,null,10725,null,null,2373,null,null,2127,null,null,3777,null,null,5108,null,null,3827,null,null,5084,null,null,2519,null,null,10355,null,null,35
18558767,11160,2684224,36189,924928,17840,54872,4073,53423,3247,202222,7277,169999,7254,187940,8095,195224,7842,61248,6221,1759296,25702,15874543,37304,3635061,24624,233522,8072,179597,7739,711897,13121,719935,12315,789472,9906,761029,13479,239609,7009,12239482,29288,11160,null,null,36189,null,null,17840,null,null,4073,null,null,3247,null,null,7277,null,null,7254,null,null,8095,null,null,7842,null,null,6221,null,null,25702,null,null,37304,null,null,24624,null,null,8072,null,null,7739,null,null,13121,null,null,12315,null,null,9906,null,null,13479,null,null,7009,null,null,29288,null,null,36
9535742,7069,1433168,29926,515698,14942,22479,3031,29402,3410,120761,6223,92564,5982,102987,6089,123507,7578,23998,3216,917470,20173,8102574,30871,1882703,22225,109289,4983,88004,4694,397119,10662,411077,9411,436668,9035,340445,11368,100101,5283,6219871,22486,7069,null,null,29926,null,null,14942,null,null,3031,null,null,3410,null,null,6223,null,null,5982,null,null,6089,null,null,7578,null,null,3216,null,null,20173,null,null,30871,null,null,22225,null,null,4983,null,null,4694,null,null,10662,null,null,9411,null,null,9035,null,null,11368,null,null,5283,null,null,22486,null,null,37
697950,2208,73587,5777,26029,3519,931,531,1309,603,4544,1127,3715,905,2844,723,11240,2108,1446,741,47558,4405,624363,6126,141700,4860,9077,1323,8461,1219,32266,2319,30942,2118,28451,1556,24262,3241,8241,1420,482663,5944,2208,null,null,5777,null,null,3519,null,null,531,null,null,603,null,null,1127,null,null,905,null,null,723,null,null,2108,null,null,741,null,null,4405,null,null,6126,null,null,4860,null,null,1323,null,null,1219,null,null,2319,null,null,2118,null,null,1556,null,null,3241,null,null,1420,null,null,5944,null,null,38
10881675,7940,1543687,30844,535906,15880,26123,2981,32759,3382,125668,6260,105651,6108,97678,5303,122900,7990,25127,2714,1007781,19928,9337988,30006,2132547,19359,135346,5468,101908,4545,433043,9293,463342,9155,508182,7459,374986,11017,115740,4490,7205441,23333,7940,null,null,30844,null,null,15880,null,null,2981,null,null,3382,null,null,6260,null,null,6108,null,null,5303,null,null,7990,null,null,2714,null,null,19928,null,null,30006,null,null,19359,null,null,5468,null,null,4545,null,null,9293,null,null,9155,null,null,7459,null,null,11017,null,null,4490,null,null,23333,null,null,39
3654934,3472,581171,14321,222109,8840,13214,1694,14323,1746,54844,3750,44077,3380,37468,2911,49727,3667,8456,1825,359062,8818,3073763,14266,738500,10561,49337,2698,38966,2819,165251,4977,163957,5081,167038,4214,124593,4823,29358,2612,2335263,10325,3472,null,null,14321,null,null,8840,null,null,1694,null,null,1746,null,null,3750,null,null,3380,null,null,2911,null,null,3667,null,null,1825,null,null,8818,null,null,14266,null,null,10561,null,null,2698,null,null,2819,null,null,4977,null,null,5081,null,null,4214,null,null,4823,null,null,2612,null,null,10325,null,null,40
3882766,4305,512757,16807,178101,9428,7489,1612,9024,1758,30537,3599,32300,3551,30554,3292,58172,4962,10025,1790,334656,11878,3370009,16548,744230,12316,51169,3304,37864,3619,156999,5315,155261,4638,163194,5260,143351,6987,36392,3681,2625779,14661,4305,null,null,16807,null,null,9428,null,null,1612,null,null,1758,null,null,3599,null,null,3551,null,null,3292,null,null,4962,null,null,1790,null,null,11878,null,null,16548,null,null,12316,null,null,3304,null,null,3619,null,null,5315,null,null,4638,null,null,5260,null,null,6987,null,null,3681,null,null,14661,null,null,41
11952035,6555,1504683,29028,513116,15582,27839,2910,25909,2980,113182,5848,101430,6773,98495,4971,117393,6963,28868,2508,991567,18956,10447352,29802,2245075,18175,154429,6297,110632,5712,459531,8813,486064,8107,522758,7659,366631,9556,145030,6863,8202277,22060,6555,null,null,29028,null,null,15582,null,null,2910,null,null,2980,null,null,5848,null,null,6773,null,null,4971,null,null,6963,null,null,2508,null,null,18956,null,null,29802,null,null,18175,null,null,6297,null,null,5712,null,null,8813,null,null,8107,null,null,7659,null,null,9556,null,null,6863,null,null,22060,null,null,42
985009,2281,123679,8528,40220,4274,1908,992,1418,747,7372,1644,8390,1638,8804,1805,9815,2676,2513,1217,83459,6297,861330,8993,197518,6101,13406,2036,7748,1471,34882,2265,40391,2522,43239,2538,44863,3514,12989,2268,663812,7369,2281,null,null,8528,null,null,4274,null,null,992,null,null,747,null,null,1644,null,null,1638,null,null,1805,null,null,2676,null,null,1217,null,null,6297,null,null,8993,null,null,6101,null,null,2036,null,null,1471,null,null,2265,null,null,2522,null,null,2538,null,null,3514,null,null,2268,null,null,7369,null,null,44
4650299,5716,689447,21914,249484,13216,11608,1970,17634,3011,58184,5036,54492,4638,47524,4767,52405,5254,7637,1615,439963,13662,3960852,21459,899514,15676,51233,3742,52285,4418,188191,6806,193624,7207,202341,5464,167694,8682,44146,4149,3061338,15656,5716,null,null,21914,null,null,13216,null,null,1970,null,null,3011,null,null,5036,null,null,4638,null,null,4767,null,null,5254,null,null,1615,null,null,13662,null,null,21459,null,null,15676,null,null,3742,null,null,4418,null,null,6806,null,null,7207,null,null,5464,null,null,8682,null,null,4149,null,null,15656,null,null,45
801252,2296,103587,6086,38686,3401,2776,742,2490,937,8364,1427,5666,1113,6284,1189,11767,1778,1339,539,64901,3955,697665,6772,165639,4415,11253,1598,10310,1498,37936,2328,37990,2575,38083,2182,22974,2005,7093,1210,532026,5596,2296,null,null,6086,null,null,3401,null,null,742,null,null,937,null,null,1427,null,null,1113,null,null,1189,null,null,1778,null,null,539,null,null,3955,null,null,6772,null,null,4415,null,null,1598,null,null,1498,null,null,2328,null,null,2575,null,null,2182,null,null,2005,null,null,1210,null,null,5596,null,null,46
6255349,6167,961303,23371,318216,11319,14413,1982,19884,2541,73748,5618,71552,5600,64905,5231,60600,5483,13114,2072,643087,16777,5294046,24752,1186591,16792,73816,5330,59073,4453,242432,6576,264870,7803,277683,6920,209748,6946,58969,4369,4107455,15687,6167,null,null,23371,null,null,11319,null,null,1982,null,null,2541,null,null,5618,null,null,5600,null,null,5231,null,null,5483,null,null,2072,null,null,16777,null,null,24752,null,null,16792,null,null,5330,null,null,4453,null,null,6576,null,null,7803,null,null,6920,null,null,6946,null,null,4369,null,null,15687,null,null,47
26048046,13860,3964067,56396,1581642,29942,91006,5577,93214,6289,385876,13503,351323,13006,306415,8356,301265,11170,52543,4710,2382425,38774,22083979,56237,5805877,35483,360771,11199,300013,9776,1262521,16019,1256042,22599,1281522,14971,1077834,18413,267174,10228,16278102,44743,13860,null,null,56396,null,null,29942,null,null,5577,null,null,6289,null,null,13503,null,null,13006,null,null,8356,null,null,11170,null,null,4710,null,null,38774,null,null,56237,null,null,35483,null,null,11199,null,null,9776,null,null,16019,null,null,22599,null,null,14971,null,null,18413,null,null,10228,null,null,44743,null,null,48
2855047,3708,285740,14259,122507,8680,5377,1162,6421,1245,25181,3073,18351,2023,17007,2266,45512,4764,4658,1290,163233,8452,2569307,14465,825160,10838,53467,3550,47750,3437,184583,5541,176129,6049,180127,4009,151175,6275,31929,3257,1744147,12253,3708,null,null,14259,null,null,8680,null,null,1162,null,null,1245,null,null,3073,null,null,2023,null,null,2266,null,null,4764,null,null,1290,null,null,8452,null,null,14465,null,null,10838,null,null,3550,null,null,3437,null,null,5541,null,null,6049,null,null,4009,null,null,6275,null,null,3257,null,null,12253,null,null,49
583322,1456,68250,5378,21998,3206,1670,680,765,310,4309,1205,2878,1055,4023,981,7279,1754,1074,564,46252,3487,515072,5488,102438,3960,8138,1164,5718,1144,21545,1731,23196,1695,23245,1425,14910,1976,5686,989,412634,3787,1456,null,null,5378,null,null,3206,null,null,680,null,null,310,null,null,1205,null,null,1055,null,null,981,null,null,1754,null,null,564,null,null,3487,null,null,5488,null,null,3960,null,null,1164,null,null,1144,null,null,1731,null,null,1695,null,null,1425,null,null,1976,null,null,989,null,null,3787,null,null,50
7867720,7560,852535,26754,313208,12612,13011,2075,16974,2454,61045,4817,56386,4261,56481,4333,93187,5133,16124,2267,539327,17307,7015185,27244,1713471,17731,110685,5141,85472,4885,354372,7969,352908,8565,372352,7758,325025,9791,112657,4831,5301714,20985,7560,null,null,26754,null,null,12612,null,null,2075,null,null,2454,null,null,4817,null,null,4261,null,null,4333,null,null,5133,null,null,2267,null,null,17307,null,null,27244,null,null,17731,null,null,5141,null,null,4885,null,null,7969,null,null,8565,null,null,7758,null,null,9791,null,null,4831,null,null,20985,null,null,51
6896842,5197,765328,20880,253417,10982,10765,1797,11930,2108,51984,4300,43603,4792,45422,3579,77450,5492,12263,1848,511911,14528,6131514,22033,1430329,15642,97129,4538,68246,4540,315909,5823,299047,7006,314129,6904,262629,8994,73240,4626,4701185,17895,5197,null,null,20880,null,null,10982,null,null,1797,null,null,2108,null,null,4300,null,null,4792,null,null,3579,null,null,5492,null,null,1848,null,null,14528,null,null,22033,null,null,15642,null,null,4538,null,null,4540,null,null,5823,null,null,7006,null,null,6904,null,null,8994,null,null,4626,null,null,17895,null,null,53
1719641,3182,302642,12675,91083,6617,6038,1310,4853,1135,21152,2846,18082,2274,14694,2228,22486,3262,3778,1250,211559,9543,1416999,12889,280187,7635,13244,1682,15998,2216,59975,3505,64276,3577,66972,3150,46471,3583,13251,2113,1136812,9335,3182,null,null,12675,null,null,6617,null,null,1310,null,null,1135,null,null,2846,null,null,2274,null,null,2228,null,null,3262,null,null,1250,null,null,9543,null,null,12889,null,null,7635,null,null,1682,null,null,2216,null,null,3505,null,null,3577,null,null,3150,null,null,3583,null,null,2113,null,null,9335,null,null,54
5430130,5506,622948,17607,236177,10336,10124,1501,15320,2210,45309,3918,38824,3481,38576,3140,78664,5723,9360,1766,386771,10193,4807182,18590,1113313,11676,64699,3072,64244,3326,233976,5619,243084,5944,258666,4858,195869,6556,52775,3107,3693869,14040,5506,null,null,17607,null,null,10336,null,null,1501,null,null,2210,null,null,3918,null,null,3481,null,null,3140,null,null,5723,null,null,1766,null,null,10193,null,null,18590,null,null,11676,null,null,3072,null,null,3326,null,null,5619,null,null,5944,null,null,4858,null,null,6556,null,null,3107,null,null,14040,null,null,55
548617,1885,61654,5260,20317,2919,817,332,718,376,4022,1268,3278,1254,2714,852,7523,1737,1245,672,41337,3959,486963,5782,124089,4843,7669,1446,7282,1252,30932,2509,26704,2180,25392,1896,19815,2719,6295,1358,362874,5341,1885,null,null,5260,null,null,2919,null,null,332,null,null,376,null,null,1268,null,null,1254,null,null,852,null,null,1737,null,null,672,null,null,3959,null,null,5782,null,null,4843,null,null,1446,null,null,1252,null,null,2509,null,null,2180,null,null,1896,null,null,2719,null,null,1358,null,null,5341,null,null,56
3288551,3714,1412126,25361,416737,12221,29517,2607,22331,2551,90779,5788,88231,5232,87556,5215,90789,5759,7534,1286,995389,17919,1876425,25291,422807,12784,19028,2332,13562,1885,61527,4680,77574,4953,91489,4433,129455,6031,30172,3282,1453618,17555,3714,null,null,25361,null,null,12221,null,null,2607,null,null,2551,null,null,5788,null,null,5232,null,null,5215,null,null,5759,null,null,1286,null,null,17919,null,null,25291,null,null,12784,null,null,2332,null,null,1885,null,null,4680,null,null,4953,null,null,4433,null,null,6031,null,null,3282,null,null,17555,null,null,72
4571048,5280,763502,22225,266969,11906,14266,2288,15038,2348,68828,5153,52003,4624,48931,3849,56464,4121,11439,1957,496533,14255,3807546,22648,867320,13047,49787,4103,47650,4216,177163,5445,185046,7010,206262,6204,164247,6320,37165,2718,2940226,17299,5280,null,null,22225,null,null,11906,null,null,2288,null,null,2348,null,null,5153,null,null,4624,null,null,3849,null,null,4121,null,null,1957,null,null,14255,null,null,22648,null,null,13047,null,null,4103,null,null,4216,null,null,5445,null,null,7010,null,null,6204,null,null,6320,null,null,2718,null,null,17299,null,null,01
