B19313H_001E,B19313H_001M,B19313H_001M,B19313H_001EA,B19313H_001MA,state
399660748000,3575509773,3575509773,null,null,12
189950969900,2452572680,2452572680,null,null,13
14804473600,552355961,552355961,null,null,15
38488815500,1023237205,1023237205,null,null,16
310552794700,2477087042,2477087042,null,null,17
156668602000,1481286031,1481286031,null,null,18
86376673500,1102488010,1102488010,null,null,19
71300875700,909207474,909207474,null,null,20
103356419400,1351772388,1351772388,null,null,21
87211347300,1377006079,1377006079,null,null,22
37803722700,694424101,694424101,null,null,23
144450388800,1623257896,1623257896,null,null,24
223076589100,1978305400,1978305400,null,null,25
239183406300,1753957789,1753957789,null,null,26
168843770600,1606671490,1606671490,null,null,27
47939611800,967744950,967744950,null,null,28
148105073300,1751584779,1751584779,null,null,29
28005185300,764198516,764198516,null,null,30
50457199000,695573023,695573023,null,null,31
53690571300,1061525928,1061525928,null,null,32
45319747300,853213417,853213417,null,null,33
236441328500,2087226154,2087226154,null,null,34
28385391200,697658265,697658265,null,null,35
487076783300,3721571706,3721571706,null,null,36
213814522600,2387570463,2387570463,null,null,37
23133829000,687546965,687546965,null,null,38
292116157700,2382533599,2382533599,null,null,39
77640322800,926429925,926429925,null,null,40
106196859400,1110857077,1110857077,null,null,41
339673425600,2031647735,2031647735,null,null,42
29288649500,773083999,773083999,null,null,44
102224289100,1612802402,1612802402,null,null,45
22797900600,687000798,687000798,null,null,46
147145709800,1650660705,1650660705,null,null,47
476455133500,3131211407,3131211407,null,null,48
71032877400,1096314936,1096314936,null,null,49
19008119200,425966832,425966832,null,null,50
217213496500,1929280571,1929280571,null,null,51
200347255600,2130960341,2130960341,null,null,53
42670290500,868664350,868664350,null,null,54
158868627900,1532888165,1532888165,null,null,55
15675371500,450160369,450160369,null,null,56
725587400,172402206,172402206,null,null,72
94863361900,1401475299,1401475299,null,null,01
18981358300,545821709,545821709,null,null,02
138057782800,1811371303,1811371303,null,null,04
59211642000,919627000,919627000,null,null,05
716283921600,4367790847,4367790847,null,null,06
154015557300,1753886487,1753886487,null,null,08
118441247200,1517989017,1517989017,null,null,09
21961244700,534295158,534295158,null,null,10
20284342900,790363721,790363721,null,null,11
