C24080_001E,C24080_001M,C24080_002E,C24080_002M,C24080_003E,C24080_003M,C24080_004E,C24080_004M,C24080_005E,C24080_005M,C24080_006E,C24080_006M,C24080_007E,C24080_007M,C24080_008E,C24080_008M,C24080_009E,C24080_009M,C24080_010E,C24080_010M,C24080_011E,C24080_011M,C24080_012E,C24080_012M,C24080_013E,C24080_013M,C24080_014E,C24080_014M,C24080_015E,C24080_015M,C24080_016E,C24080_016M,C24080_017E,C24080_017M,C24080_018E,C24080_018M,C24080_019E,C24080_019M,C24080_001M,C24080_001EA,C24080_001MA,C24080_002M,C24080_002EA,C24080_002MA,C24080_003M,C24080_003EA,C24080_003MA,C24080_004M,C24080_004EA,C24080_004MA,C24080_005M,C24080_005EA,C24080_005MA,C24080_006M,C24080_006EA,C24080_006MA,C24080_007M,C24080_007EA,C24080_007MA,C24080_008M,C24080_008EA,C24080_008MA,C24080_009M,C24080_009EA,C24080_009MA,C24080_010M,C24080_010EA,C24080_010MA,C24080_011M,C24080_011EA,C24080_011MA,C24080_012M,C24080_012EA,C24080_012MA,C24080_013M,C24080_013EA,C24080_013MA,C24080_014M,C24080_014EA,C24080_014MA,C24080_015M,C24080_015EA,C24080_015MA,C24080_016M,C24080_016EA,C24080_016MA,C24080_017M,C24080_017EA,C24080_017MA,C24080_018M,C24080_018EA,C24080_018MA,C24080_019M,C24080_019EA,C24080_019MA,state
9219488,34405,4816004,22949,3819122,20676,3444534,22486,374588,9649,200915,8836,260040,9835,104266,5327,106881,6279,324780,11638,4403484,22779,3179906,23827,3009109,22662,170797,7080,364988,11201,368311,11214,166289,6966,72470,4185,251520,7532,34405,null,null,22949,null,null,20676,null,null,22486,null,null,9649,null,null,8836,null,null,9835,null,null,5327,null,null,6279,null,null,11638,null,null,22779,null,null,23827,null,null,22662,null,null,7080,null,null,11201,null,null,11214,null,null,6966,null,null,4185,null,null,7532,null,null,12
4735947,23311,2450484,14369,1932828,15468,1799221,15823,133607,6591,94616,6161,118484,6191,75444,4630,75774,5556,153338,7339,2285463,17671,1581917,18874,1520026,18508,61891,4373,186144,6735,198923,8437,147622,7823,61983,4746,108874,5331,23311,null,null,14369,null,null,15468,null,null,15823,null,null,6591,null,null,6161,null,null,6191,null,null,4630,null,null,5556,null,null,7339,null,null,17671,null,null,18874,null,null,18508,null,null,4373,null,null,6735,null,null,8437,null,null,7823,null,null,4746,null,null,5331,null,null,13
686487,8024,357986,4924,242408,6322,226473,6059,15935,1767,18467,2088,14505,1939,23459,2305,31757,2931,27390,2972,328501,5103,209156,5677,199820,5621,9336,1484,32123,2572,8865,1402,41094,3376,16576,2020,20687,2467,8024,null,null,4924,null,null,6322,null,null,6059,null,null,1767,null,null,2088,null,null,1939,null,null,2305,null,null,2931,null,null,2972,null,null,5103,null,null,5677,null,null,5621,null,null,1484,null,null,2572,null,null,1402,null,null,3376,null,null,2020,null,null,2467,null,null,15
762788,9836,417190,7223,303747,6023,280172,5877,23575,2163,20786,2392,24139,2688,20018,2383,13341,1842,35159,3194,345598,6424,230880,5970,220791,5833,10089,1419,34852,3241,22985,1893,24144,3055,8021,1288,24716,2779,9836,null,null,7223,null,null,6023,null,null,5877,null,null,2163,null,null,2392,null,null,2688,null,null,2383,null,null,1842,null,null,3194,null,null,6424,null,null,5970,null,null,5833,null,null,1419,null,null,3241,null,null,1893,null,null,3055,null,null,1288,null,null,2779,null,null,16
6231419,21051,3249243,13347,2557361,14994,2400519,16123,156842,5280,191787,5736,179484,6153,85104,4598,55603,3447,179904,6565,2982176,16598,2075209,16565,2005383,16824,69826,3875,370626,11355,232897,7010,127111,5631,47628,3573,128705,5233,21051,null,null,13347,null,null,14994,null,null,16123,null,null,5280,null,null,5736,null,null,6153,null,null,4598,null,null,3447,null,null,6565,null,null,16598,null,null,16565,null,null,16824,null,null,3875,null,null,11355,null,null,7010,null,null,5631,null,null,3573,null,null,5233,null,null,17
3165016,15333,1654591,10102,1328516,12618,1259895,12160,68621,4022,93959,4510,69921,3465,48410,2940,24004,2461,89781,4398,1510425,13064,1077876,12775,1049819,13041,28057,2641,186862,6973,102294,5038,68089,3956,21208,2292,54096,3666,15333,null,null,10102,null,null,12618,null,null,12160,null,null,4022,null,null,4510,null,null,3465,null,null,2940,null,null,2461,null,null,4398,null,null,13064,null,null,12775,null,null,13041,null,null,2641,null,null,6973,null,null,5038,null,null,3956,null,null,2292,null,null,3666,null,null,18
1613618,9455,847962,6695,646253,6936,606510,6963,39743,2878,44787,3133,44342,2880,34182,2377,12333,1563,66065,3234,765656,7216,503342,7475,487503,7523,15839,1957,99920,3829,54155,2860,54357,3444,13033,1766,40849,2583,9455,null,null,6695,null,null,6936,null,null,6963,null,null,2878,null,null,3133,null,null,2880,null,null,2377,null,null,1563,null,null,3234,null,null,7216,null,null,7475,null,null,7523,null,null,1957,null,null,3829,null,null,2860,null,null,3444,null,null,1766,null,null,2583,null,null,19
1426134,10043,748555,6802,563944,7683,531127,8123,32817,2210,36175,2801,45472,3196,31792,2627,18564,2256,52608,3081,677579,6904,441672,7958,427995,7809,13677,1610,76300,3310,60482,3537,49610,3198,13907,1814,35608,2866,10043,null,null,6802,null,null,7683,null,null,8123,null,null,2210,null,null,2801,null,null,3196,null,null,2627,null,null,2256,null,null,3081,null,null,6904,null,null,7958,null,null,7809,null,null,1610,null,null,3310,null,null,3537,null,null,3198,null,null,1814,null,null,2866,null,null,20
1954642,14368,1011074,10592,788310,10562,751157,10947,37153,2716,46826,3561,45609,3224,44066,3155,21459,1942,64804,3461,943568,10378,645562,10476,627767,10066,17795,2004,98305,4941,60984,3547,80649,4771,19074,1977,38994,2967,14368,null,null,10592,null,null,10562,null,null,10947,null,null,2716,null,null,3561,null,null,3224,null,null,3155,null,null,1942,null,null,3461,null,null,10378,null,null,10476,null,null,10066,null,null,2004,null,null,4941,null,null,3547,null,null,4771,null,null,1977,null,null,2967,null,null,21
2020951,14211,1029736,9995,795661,12318,744700,10935,50961,3625,41633,3479,59909,4525,43615,3560,19698,2069,69220,4403,991215,9947,683790,9452,660916,9631,22874,3058,89984,5344,82271,5331,72003,3941,17278,1968,45889,3263,14211,null,null,9995,null,null,12318,null,null,10935,null,null,3625,null,null,3479,null,null,4525,null,null,3560,null,null,2069,null,null,4403,null,null,9947,null,null,9452,null,null,9631,null,null,3058,null,null,5344,null,null,5331,null,null,3941,null,null,1968,null,null,3263,null,null,22
658476,7614,332478,5564,231350,5745,214178,5654,17172,1768,24050,2436,19445,1881,11649,1663,9774,1837,36210,2486,325998,4516,195962,5264,188887,5501,7075,1110,63289,3714,27160,2616,12676,1525,6079,1098,20832,2204,7614,null,null,5564,null,null,5745,null,null,5654,null,null,1768,null,null,2436,null,null,1881,null,null,1663,null,null,1837,null,null,2486,null,null,4516,null,null,5264,null,null,5501,null,null,1110,null,null,3714,null,null,2616,null,null,1525,null,null,1098,null,null,2204,null,null,23
3073923,14327,1556431,10420,1066325,11590,995764,11287,70561,3721,105864,4846,86216,5123,50851,3356,160513,7195,86662,4957,1517492,11664,894799,12109,862345,12175,32454,2548,190108,6834,137108,5744,75153,3931,150617,5918,69707,4143,14327,null,null,10420,null,null,11590,null,null,11287,null,null,3721,null,null,4846,null,null,5123,null,null,3356,null,null,7195,null,null,4957,null,null,11664,null,null,12109,null,null,12175,null,null,2548,null,null,6834,null,null,5744,null,null,3931,null,null,5918,null,null,4143,null,null,24
3571010,18934,1804581,12655,1342309,12936,1269560,13120,72749,4086,154834,6349,95960,5510,58232,3803,32819,2989,120427,6259,1766429,11945,1135156,11160,1106391,10558,28765,2895,294301,8273,148669,6080,69069,4293,25264,2688,93970,4927,18934,null,null,12655,null,null,12936,null,null,13120,null,null,4086,null,null,6349,null,null,5510,null,null,3803,null,null,2989,null,null,6259,null,null,11945,null,null,11160,null,null,10558,null,null,2895,null,null,8273,null,null,6080,null,null,4293,null,null,2688,null,null,4927,null,null,25
4586513,19403,2382583,12520,1902485,13246,1790236,13078,112249,4408,138465,5224,93647,4544,73142,3717,34860,2296,139984,6290,2203930,13293,1548825,15563,1502703,15377,46122,2784,289945,6991,139965,4644,100184,4217,32867,2464,92144,4303,19403,null,null,12520,null,null,13246,null,null,13078,null,null,4408,null,null,5224,null,null,4544,null,null,3717,null,null,2296,null,null,6290,null,null,13293,null,null,15563,null,null,15377,null,null,2784,null,null,6991,null,null,4644,null,null,4217,null,null,2464,null,null,4303,null,null,26
2921646,10886,1515561,7527,1175212,9987,1096743,10447,78469,3341,100982,4740,73623,3729,46512,2895,20287,1787,98945,4590,1406085,8085,921564,8430,890007,8461,31557,2081,222208,6009,116959,3799,61968,3605,17473,1754,65913,3109,10886,null,null,7527,null,null,9987,null,null,10447,null,null,3341,null,null,4740,null,null,3729,null,null,2895,null,null,1787,null,null,4590,null,null,8085,null,null,8430,null,null,8461,null,null,2081,null,null,6009,null,null,3799,null,null,3605,null,null,1754,null,null,3109,null,null,27
1227812,13279,622909,8326,463072,8563,437566,8728,25506,2685,24464,2456,34285,3210,35669,3360,17388,2336,48031,4030,604903,10429,395773,10495,385346,10660,10427,2168,49051,3555,41510,3841,75801,4636,17408,2200,25360,2790,13279,null,null,8326,null,null,8563,null,null,8728,null,null,2685,null,null,2456,null,null,3210,null,null,3360,null,null,2336,null,null,4030,null,null,10429,null,null,10495,null,null,10660,null,null,2168,null,null,3555,null,null,3841,null,null,4636,null,null,2200,null,null,2790,null,null,28
2892864,17230,1489302,10337,1136600,11975,1075473,11909,61127,3661,97716,4736,68539,3928,49647,3846,31819,2802,104981,5509,1403562,10995,952113,11158,925821,10939,26292,2157,195780,7324,89018,4457,72288,3835,31153,2837,63210,4100,17230,null,null,10337,null,null,11975,null,null,11909,null,null,3661,null,null,4736,null,null,3928,null,null,3846,null,null,2802,null,null,5509,null,null,10995,null,null,11158,null,null,10939,null,null,2157,null,null,7324,null,null,4457,null,null,3835,null,null,2837,null,null,4100,null,null,29
