B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,B25045_001M,B25045_001EA,B25045_001MA,B25045_002M,B25045_002EA,B25045_002MA,B25045_003M,B25045_003EA,B25045_003MA,B25045_004M,B25045_004EA,B25045_004MA,B25045_005M,B25045_005EA,B25045_005MA,B25045_006M,B25045_006EA,B25045_006MA,B25045_007M,B25045_007EA,B25045_007MA,B25045_008M,B25045_008EA,B25045_008MA,B25045_009M,B25045_009EA,B25045_009MA,B25045_010M,B25045_010EA,B25045_010MA,B25045_011M,B25045_011EA,B25045_011MA,B25045_012M,B25045_012EA,B25045_012MA,B25045_013M,B25045_013EA,B25045_013MA,B25045_014M,B25045_014EA,B25045_014MA,B25045_015M,B25045_015EA,B25045_015MA,B25045_016M,B25045_016EA,B25045_016MA,B25045_017M,B25045_017EA,B25045_017MA,B25045_018M,B25045_018EA,B25045_018MA,B25045_019M,B25045_019EA,B25045_019MA,state
7573456,23478,4857125,26450,151144,4500,5093,1081,47543,3075,98508,4395,4705981,26726,331389,9126,2533408,18720,1841184,14010,2716331,20401,346541,10381,65950,5034,152885,7923,127706,6565,2369790,20688,761727,11849,1297087,18579,310976,9749,23478,null,null,26450,null,null,4500,null,null,1081,null,null,3075,null,null,4395,null,null,26726,null,null,9126,null,null,18720,null,null,14010,null,null,20401,null,null,10381,null,null,5034,null,null,7923,null,null,6565,null,null,20688,null,null,11849,null,null,18579,null,null,9749,null,null,12
3686135,15528,2268606,20528,52620,3578,2182,722,23638,2389,26800,2361,2215986,20297,208756,7745,1380861,15977,626369,8495,1417529,16560,193560,7299,47835,3425,92926,5133,52799,3431,1223969,16886,445467,10936,665132,14121,113370,4686,15528,null,null,20528,null,null,3578,null,null,722,null,null,2389,null,null,2361,null,null,20297,null,null,7745,null,null,15977,null,null,8495,null,null,16560,null,null,7299,null,null,3425,null,null,5133,null,null,3431,null,null,16886,null,null,10936,null,null,14121,null,null,4686,null,null,13
455868,4824,260626,4898,10252,1319,424,309,2410,663,7418,1166,250374,5064,16079,1810,142115,4211,92180,2983,195242,4348,27792,2721,3694,922,13638,2072,10460,1377,167450,4708,53801,2632,92446,4015,21203,1734,4824,null,null,4898,null,null,1319,null,null,309,null,null,663,null,null,1166,null,null,5064,null,null,1810,null,null,4211,null,null,2983,null,null,4348,null,null,2721,null,null,922,null,null,2072,null,null,1377,null,null,4708,null,null,2632,null,null,4015,null,null,1734,null,null,15
610872,4143,418217,6970,7779,1204,428,296,3193,802,4158,884,410438,6943,47915,2912,236760,5399,125763,2997,192655,5870,17813,2094,3675,1176,7120,1637,7018,1366,174842,5819,72691,3264,81596,4755,20555,1921,4143,null,null,6970,null,null,1204,null,null,296,null,null,802,null,null,884,null,null,6943,null,null,2912,null,null,5399,null,null,2997,null,null,5870,null,null,2094,null,null,1176,null,null,1637,null,null,1366,null,null,5819,null,null,3264,null,null,4755,null,null,1921,null,null,16
4822046,12932,3146858,18286,118698,5357,11637,1776,43700,2922,63361,3672,3028160,18457,308617,7647,1868548,14285,850995,7661,1675188,17617,412982,10089,124717,5847,177158,7133,111107,5205,1262206,17106,476064,10057,643759,13175,142383,4982,12932,null,null,18286,null,null,5357,null,null,1776,null,null,2922,null,null,3672,null,null,18457,null,null,7647,null,null,14285,null,null,7661,null,null,17617,null,null,10089,null,null,5847,null,null,7133,null,null,5205,null,null,17106,null,null,10057,null,null,13175,null,null,4982,null,null,17
2533270,10440,1731421,12509,44804,2962,5354,1056,17684,2288,21766,1829,1686617,12449,196822,5845,1001204,8158,488591,5694,801849,11165,114039,5050,27721,3040,49386,3417,36932,2618,687810,10570,282226,7211,330539,8257,75045,3751,10440,null,null,12509,null,null,2962,null,null,1056,null,null,2288,null,null,1829,null,null,12449,null,null,5845,null,null,8158,null,null,5694,null,null,11165,null,null,5050,null,null,3040,null,null,3417,null,null,2618,null,null,10570,null,null,7211,null,null,8257,null,null,3751,null,null,18
1247932,7106,881435,7975,19267,1761,1176,399,6674,1089,11417,1403,862168,8033,117656,4686,495760,6018,248752,4080,366497,6811,52586,3443,12813,1980,21095,2050,18678,1634,313911,7294,139088,4601,131962,5528,42861,2741,7106,null,null,7975,null,null,1761,null,null,399,null,null,1089,null,null,1403,null,null,8033,null,null,4686,null,null,6018,null,null,4080,null,null,6811,null,null,3443,null,null,1980,null,null,2050,null,null,1634,null,null,7294,null,null,4601,null,null,5528,null,null,2741,null,null,19
1110407,6778,729392,8711,13917,1545,1236,532,5451,988,7230,1048,715475,8856,87395,4028,420152,6653,207928,3628,381015,7352,48981,3847,10459,1838,21492,2377,17030,1915,332034,6949,142025,4985,148972,4953,41037,2329,6778,null,null,8711,null,null,1545,null,null,532,null,null,988,null,null,1048,null,null,8856,null,null,4028,null,null,6653,null,null,3628,null,null,7352,null,null,3847,null,null,1838,null,null,2377,null,null,1915,null,null,6949,null,null,4985,null,null,4953,null,null,2329,null,null,20
1717706,9131,1148175,11051,39899,2738,1677,596,15801,1959,22421,2038,1108276,10687,117806,5329,655970,7626,334500,4791,569531,9504,89801,5195,18336,2082,48109,3836,23356,2257,479730,9362,186745,6084,237447,6831,55538,3631,9131,null,null,11051,null,null,2738,null,null,596,null,null,1959,null,null,2038,null,null,10687,null,null,5329,null,null,7626,null,null,4791,null,null,9504,null,null,5195,null,null,2082,null,null,3836,null,null,2257,null,null,9362,null,null,6084,null,null,6831,null,null,3631,null,null,21
1720801,8997,1105710,12317,38685,2934,1830,705,14966,1856,21889,2100,1067025,12126,126021,5669,620129,9864,320875,4997,615091,11467,108663,5048,25690,2864,56440,3631,26533,2472,506428,10623,195672,7370,255186,8665,55570,3755,8997,null,null,12317,null,null,2934,null,null,705,null,null,1856,null,null,2100,null,null,12126,null,null,5669,null,null,9864,null,null,4997,null,null,11467,null,null,5048,null,null,2864,null,null,3631,null,null,2472,null,null,10623,null,null,7370,null,null,8665,null,null,3755,null,null,22
