B19058_001E,B19058_001M,B19058_002E,B19058_002M,B19058_003E,B19058_003M,B19058_001M,B19058_001EA,B19058_001MA,B19058_002M,B19058_002EA,B19058_002MA,B19058_003M,B19058_003EA,B19058_003MA,state
7573456,23478,1117978,17151,6455478,22623,23478,null,null,17151,null,null,22623,null,null,12
3686135,15528,534418,11955,3151717,17470,15528,null,null,11955,null,null,17470,null,null,13
455868,4824,58067,3829,397801,5378,4824,null,null,3829,null,null,5378,null,null,15
610872,4143,71832,4707,539040,6622,4143,null,null,4707,null,null,6622,null,null,16
4822046,12932,675716,12110,4146330,15245,12932,null,null,12110,null,null,15245,null,null,17
2533270,10440,284810,8046,2248460,14022,10440,null,null,8046,null,null,14022,null,null,18
1247932,7106,143626,5233,1104306,7383,7106,null,null,5233,null,null,7383,null,null,19
1110407,6778,93927,4432,1016480,7687,6778,null,null,4432,null,null,7687,null,null,20
1717706,9131,264611,7746,1453095,11283,9131,null,null,7746,null,null,11283,null,null,21
1720801,8997,294324,8598,1426477,11373,8997,null,null,8598,null,null,11373,null,null,22
531660,5774,79325,3775,452335,6202,5774,null,null,3775,null,null,6202,null,null,23
2194657,9484,255500,8760,1939157,10800,9484,null,null,8760,null,null,10800,null,null,24
2579398,8290,327309,8377,2252089,11713,8290,null,null,8377,null,null,11713,null,null,25
3884153,13696,569828,9549,3314325,12611,13696,null,null,9549,null,null,12611,null,null,26
2148725,7378,195355,5375,1953370,8717,7378,null,null,5375,null,null,8717,null,null,27
1091245,8803,178627,6232,912618,8346,8803,null,null,6232,null,null,8346,null,null,28
2372190,10844,282855,8461,2089335,13156,10844,null,null,8461,null,null,13156,null,null,29
416125,4426,46423,3323,369702,4813,4426,null,null,3323,null,null,4813,null,null,30
747562,4452,69556,4296,678006,6031,4452,null,null,4296,null,null,6031,null,null,31
1055158,6433,146748,6910,908410,9161,6433,null,null,6910,null,null,9161,null,null,32
520643,5191,41557,2918,479086,5527,5191,null,null,2918,null,null,5527,null,null,33
3194519,10274,320910,8185,2873609,13976,10274,null,null,8185,null,null,13976,null,null,34
758364,6296,132249,5317,626115,7348,6296,null,null,5317,null,null,7348,null,null,35
7209054,17665,1134997,16821,6074057,25209,17665,null,null,16821,null,null,25209,null,null,36
3882423,16063,541515,11443,3340908,16344,16063,null,null,11443,null,null,16344,null,null,37
315134,3356,24581,2323,290553,3669,3356,null,null,2323,null,null,3669,null,null,38
4624669,14929,669233,11016,3955436,17059,14929,null,null,11016,null,null,17059,null,null,39
1469342,7193,206305,5749,1263037,8793,7193,null,null,5749,null,null,8793,null,null,40
1571678,6691,276315,8983,1295363,10219,6691,null,null,8983,null,null,10219,null,null,41
4937771,13721,696304,12043,4241467,17708,13721,null,null,12043,null,null,17708,null,null,42
408239,4139,68721,4032,339518,4891,4139,null,null,4032,null,null,4891,null,null,44
1877887,10574,270560,7350,1607327,11998,10574,null,null,7350,null,null,11998,null,null,45
334003,3659,33201,2436,300802,3768,3659,null,null,2436,null,null,3768,null,null,46
2556332,11690,386016,8105,2170316,14327,11690,null,null,8105,null,null,14327,null,null,47
9535612,20125,1213231,18459,8322381,24712,20125,null,null,18459,null,null,24712,null,null,48
943147,4975,72877,4083,870270,5899,4975,null,null,4083,null,null,5899,null,null,49
254851,2815,34825,2597,220026,3598,2815,null,null,2597,null,null,3598,null,null,50
3120692,13161,282668,8924,2838024,13971,13161,null,null,8924,null,null,13971,null,null,51
2768076,8506,368261,9085,2399815,10832,8506,null,null,9085,null,null,10832,null,null,53
722125,5656,132935,5390,589190,6168,5656,null,null,5390,null,null,6168,null,null,54
2326998,7745,290214,7325,2036784,9694,7745,null,null,7325,null,null,9694,null,null,55
223619,4088,14886,1953,208733,4184,4088,null,null,1953,null,null,4184,null,null,56
1208438,9900,484100,9040,724338,10391,9900,null,null,9040,null,null,10391,null,null,72
1852518,12189,276758,8035,1575760,12566,12189,null,null,8035,null,null,12566,null,null,01
248468,2841,32677,2924,215791,3703,2841,null,null,2924,null,null,3703,null,null,02
2519052,11479,325440,7626,2193612,12546,11479,null,null,7626,null,null,12546,null,null,04
1142718,7341,147890,5896,994828,8238,7341,null,null,5896,null,null,8238,null,null,05
12944178,15703,1371025,19103,11573153,23140,15703,null,null,19103,null,null,23140,null,null,06
2108992,7767,185447,6444,1923545,8427,7767,null,null,6444,null,null,8427,null,null,08
1357269,7141,187721,7431,1169548,7933,7141,null,null,7431,null,null,7933,null,null,09
351085,3936,42031,2838,309054,4661,3936,null,null,2838,null,null,4661,null,null,10
281241,3152,43847,3410,237394,3717,3152,null,null,3410,null,null,3717,null,null,11
