B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,B23008_001M,B23008_001EA,B23008_001MA,B23008_002M,B23008_002EA,B23008_002MA,B23008_003M,B23008_003EA,B23008_003MA,B23008_004M,B23008_004EA,B23008_004MA,B23008_005M,B23008_005EA,B23008_005MA,B23008_006M,B23008_006EA,B23008_006MA,B23008_007M,B23008_007EA,B23008_007MA,B23008_008M,B23008_008EA,B23008_008MA,B23008_009M,B23008_009EA,B23008_009MA,B23008_010M,B23008_010EA,B23008_010MA,B23008_011M,B23008_011EA,B23008_011MA,B23008_012M,B23008_012EA,B23008_012MA,B23008_013M,B23008_013EA,B23008_013MA,B23008_014M,B23008_014EA,B23008_014MA,B23008_015M,B23008_015EA,B23008_015MA,B23008_016M,B23008_016EA,B23008_016MA,B23008_017M,B23008_017EA,B23008_017MA,B23008_018M,B23008_018EA,B23008_018MA,B23008_019M,B23008_019EA,B23008_019MA,B23008_020M,B23008_020EA,B23008_020MA,B23008_021M,B23008_021EA,B23008_021MA,B23008_022M,B23008_022EA,B23008_022MA,B23008_023M,B23008_023EA,B23008_023MA,B23008_024M,B23008_024EA,B23008_024MA,B23008_025M,B23008_025EA,B23008_025MA,B23008_026M,B23008_026EA,B23008_026MA,B23008_027M,B23008_027EA,B23008_027MA,state
241745,2078,76203,2207,49880,2913,35121,2891,11405,2153,2469,855,885,461,26323,2609,9254,1719,7380,1608,1874,1142,17069,2176,12418,2207,4651,1523,165542,2870,112778,4143,83817,4442,18475,2632,7435,2124,3051,1311,52764,3906,15930,2526,13981,2332,1949,825,36834,3086,28401,2876,8433,1868,2078,null,null,2207,null,null,2913,null,null,2891,null,null,2153,null,null,855,null,null,461,null,null,2609,null,null,1719,null,null,1608,null,null,1142,null,null,2176,null,null,2207,null,null,1523,null,null,2870,null,null,4143,null,null,4442,null,null,2632,null,null,2124,null,null,1311,null,null,3906,null,null,2526,null,null,2332,null,null,825,null,null,3086,null,null,2876,null,null,1868,null,null,23
1283590,6106,417592,4488,272535,6175,189857,6809,73132,5225,6864,1808,2682,1092,145057,5453,34022,3744,30422,3452,3600,1486,111035,5217,85618,5364,25417,3597,865998,6216,552802,9698,401630,10486,123367,6889,18285,3049,9520,3083,313196,10241,73857,6578,67737,6033,6120,1581,239339,9112,206725,8274,32614,3935,6106,null,null,4488,null,null,6175,null,null,6809,null,null,5225,null,null,1808,null,null,1092,null,null,5453,null,null,3744,null,null,3452,null,null,1486,null,null,5217,null,null,5364,null,null,3597,null,null,6216,null,null,9698,null,null,10486,null,null,6889,null,null,3049,null,null,3083,null,null,10241,null,null,6578,null,null,6033,null,null,1581,null,null,9112,null,null,8274,null,null,3935,null,null,24
1321640,4693,417752,5338,281649,7002,201596,7170,68265,4410,8912,2143,2876,1073,136103,6252,32328,4120,29143,3877,3185,2025,103775,5868,76597,5326,27178,4271,903888,5962,605782,8961,455496,9936,123714,6912,20444,2870,6128,1900,298106,9099,55830,5042,50509,5211,5321,1720,242276,8338,196576,8165,45700,4868,4693,null,null,5338,null,null,7002,null,null,7170,null,null,4410,null,null,2143,null,null,1073,null,null,6252,null,null,4120,null,null,3877,null,null,2025,null,null,5868,null,null,5326,null,null,4271,null,null,5962,null,null,8961,null,null,9936,null,null,6912,null,null,2870,null,null,1900,null,null,9099,null,null,5042,null,null,5211,null,null,1720,null,null,8338,null,null,8165,null,null,4868,null,null,25
2083970,6764,662468,6234,425732,7730,246211,7747,155352,7351,16726,2585,7443,2416,236736,7374,56214,4423,50587,4114,5627,1148,180522,7698,139409,6750,41113,4678,1421502,7520,929113,14275,613888,13630,249820,9633,43088,3893,22317,2915,492389,13773,113855,7298,97907,6990,15948,2460,378534,11298,304054,9784,74480,6559,6764,null,null,6234,null,null,7730,null,null,7747,null,null,7351,null,null,2585,null,null,2416,null,null,7374,null,null,4423,null,null,4114,null,null,1148,null,null,7698,null,null,6750,null,null,4678,null,null,7520,null,null,14275,null,null,13630,null,null,9633,null,null,3893,null,null,2915,null,null,13773,null,null,7298,null,null,6990,null,null,2460,null,null,11298,null,null,9784,null,null,6559,null,null,26
1242027,4568,408788,4338,301357,5994,217122,5679,70444,5026,9322,1755,4469,1220,107431,5515,31163,3317,29831,3232,1332,583,76268,4338,60798,3686,15470,2774,833239,5305,588011,9856,446036,10198,111823,7145,21051,2737,9101,2328,245228,8410,70145,5510,65933,5267,4212,1114,175083,7442,149755,7016,25328,3556,4568,null,null,4338,null,null,5994,null,null,5679,null,null,5026,null,null,1755,null,null,1220,null,null,5515,null,null,3317,null,null,3232,null,null,583,null,null,4338,null,null,3686,null,null,2774,null,null,5305,null,null,9856,null,null,10198,null,null,7145,null,null,2737,null,null,2328,null,null,8410,null,null,5510,null,null,5267,null,null,1114,null,null,7442,null,null,7016,null,null,3556,null,null,27
669293,4904,210075,4934,112523,5340,69609,4490,36768,3511,3547,1668,2599,1511,97552,5143,13057,2148,11003,2113,2054,851,84495,4937,64196,4688,20299,3497,459218,5379,253025,8396,171130,8463,62771,5687,12703,2789,6421,1891,206193,7864,31467,4693,24139,3764,7328,2397,174726,7506,138655,7567,36071,4664,4904,null,null,4934,null,null,5340,null,null,4490,null,null,3511,null,null,1668,null,null,1511,null,null,5143,null,null,2148,null,null,2113,null,null,851,null,null,4937,null,null,4688,null,null,3497,null,null,5379,null,null,8396,null,null,8463,null,null,5687,null,null,2789,null,null,1891,null,null,7864,null,null,4693,null,null,3764,null,null,2397,null,null,7506,null,null,7567,null,null,4664,null,null,28
1305640,7153,424754,5436,276606,6405,175360,5696,88900,5526,7931,1834,4415,1502,148148,5395,34962,4178,31680,3846,3282,1065,113186,5631,89748,5497,23438,3721,880886,7249,579083,9849,413933,10321,135134,8004,18329,2227,11687,2747,301803,10322,72517,5896,62810,5453,9707,2625,229286,9090,194084,8400,35202,4187,7153,null,null,5436,null,null,6405,null,null,5696,null,null,5526,null,null,1834,null,null,1502,null,null,5395,null,null,4178,null,null,3846,null,null,1065,null,null,5631,null,null,5497,null,null,3721,null,null,7249,null,null,9849,null,null,10321,null,null,8004,null,null,2227,null,null,2747,null,null,10322,null,null,5896,null,null,5453,null,null,2625,null,null,9090,null,null,8400,null,null,4187,null,null,29
215388,2641,70806,2179,53056,2529,32601,2734,17431,2500,1977,754,1047,694,17750,1833,5859,1133,5078,1133,781,464,11891,1696,9378,1632,2513,831,144582,2721,108611,3559,75694,3603,26278,3395,4070,1197,2569,1271,35971,3048,10861,2025,9639,1923,1222,543,25110,2623,20270,2359,4840,1230,2641,null,null,2179,null,null,2529,null,null,2734,null,null,2500,null,null,754,null,null,694,null,null,1833,null,null,1133,null,null,1133,null,null,464,null,null,1696,null,null,1632,null,null,831,null,null,2721,null,null,3559,null,null,3603,null,null,3395,null,null,1197,null,null,1271,null,null,3048,null,null,2025,null,null,1923,null,null,543,null,null,2623,null,null,2359,null,null,1230,null,null,30
452289,2702,152663,2961,110330,3710,76738,4177,28933,3157,3634,1515,1025,651,42333,3568,9281,1868,8886,1771,395,302,33052,3165,28792,2986,4260,1156,299626,3042,210209,6380,157718,6328,44475,5009,5854,1555,2162,1324,89417,6084,22596,4028,21385,3900,1211,476,66821,4785,58695,4486,8126,1880,2702,null,null,2961,null,null,3710,null,null,4177,null,null,3157,null,null,1515,null,null,651,null,null,3568,null,null,1868,null,null,1771,null,null,302,null,null,3165,null,null,2986,null,null,1156,null,null,3042,null,null,6380,null,null,6328,null,null,5009,null,null,1555,null,null,1324,null,null,6084,null,null,4028,null,null,3900,null,null,476,null,null,4785,null,null,4486,null,null,1880,null,null,31
639127,5363,207751,4494,126914,6757,70924,5688,50283,4727,3623,1117,2084,904,80837,5825,20887,3581,19345,3633,1542,857,59950,4685,46503,4428,13447,2392,431376,4614,269983,8419,167330,7956,87859,7351,10271,2398,4523,1611,161393,8123,46461,4705,42222,5000,4239,1470,114932,7539,94173,7962,20759,3163,5363,null,null,4494,null,null,6757,null,null,5688,null,null,4727,null,null,1117,null,null,904,null,null,5825,null,null,3581,null,null,3633,null,null,857,null,null,4685,null,null,4428,null,null,2392,null,null,4614,null,null,8419,null,null,7956,null,null,7351,null,null,2398,null,null,1611,null,null,8123,null,null,4705,null,null,5000,null,null,1470,null,null,7539,null,null,7962,null,null,3163,null,null,32
247573,2328,75713,2284,54187,2779,39059,2886,12394,2203,2220,887,514,356,21526,2276,7046,1579,6419,1579,627,395,14480,1985,11486,1860,2994,1072,171860,2550,122366,3622,87823,4816,27613,3198,4692,1553,2238,1066,49494,3738,15541,2330,13700,2130,1841,819,33953,3640,27792,3364,6161,1816,2328,null,null,2284,null,null,2779,null,null,2886,null,null,2203,null,null,887,null,null,356,null,null,2276,null,null,1579,null,null,1579,null,null,395,null,null,1985,null,null,1860,null,null,1072,null,null,2550,null,null,3622,null,null,4816,null,null,3198,null,null,1553,null,null,1066,null,null,3738,null,null,2330,null,null,2130,null,null,819,null,null,3640,null,null,3364,null,null,1816,null,null,33
1916946,5196,614422,6504,425667,8358,261632,9030,144342,7477,15769,2626,3924,1084,188755,7460,43822,4265,40592,4352,3230,1052,144933,6939,112117,6314,32816,3494,1302524,7007,902322,13033,608148,13688,246866,9442,36354,4660,10954,1931,400202,11949,80396,6324,73316,6331,7080,1879,319806,11506,265307,11201,54499,5315,5196,null,null,6504,null,null,8358,null,null,9030,null,null,7477,null,null,2626,null,null,1084,null,null,7460,null,null,4265,null,null,4352,null,null,1052,null,null,6939,null,null,6314,null,null,3494,null,null,7007,null,null,13033,null,null,13688,null,null,9442,null,null,4660,null,null,1931,null,null,11949,null,null,6324,null,null,6331,null,null,1879,null,null,11506,null,null,11201,null,null,5315,null,null,34
460974,3251,145831,3187,82367,4517,44178,4449,33716,3390,2871,972,1602,903,63464,4124,13676,2504,11409,2257,2267,811,49788,3666,34177,3499,15611,2636,315143,4316,186130,7066,111138,7415,59235,5297,10256,2375,5501,1627,129013,6464,28323,3431,23347,2957,4976,1608,100690,6176,78517,5901,22173,3495,3251,null,null,3187,null,null,4517,null,null,4449,null,null,3390,null,null,972,null,null,903,null,null,4124,null,null,2504,null,null,2257,null,null,811,null,null,3666,null,null,3499,null,null,2636,null,null,4316,null,null,7066,null,null,7415,null,null,5297,null,null,2375,null,null,1627,null,null,6464,null,null,3431,null,null,2957,null,null,1608,null,null,6176,null,null,5901,null,null,3495,null,null,35
3977729,10242,1327999,9387,869744,13282,518067,11233,308855,11976,29817,3261,13005,2308,458255,12702,96279,6539,82296,5989,13983,2894,361976,12947,259939,9636,102037,8365,2649730,9530,1723035,16804,1105913,18618,502932,16889,80578,5869,33612,3795,926695,15378,180999,7793,157641,7888,23358,2919,745696,14465,585335,14502,160361,9838,10242,null,null,9387,null,null,13282,null,null,11233,null,null,11976,null,null,3261,null,null,2308,null,null,12702,null,null,6539,null,null,5989,null,null,2894,null,null,12947,null,null,9636,null,null,8365,null,null,9530,null,null,16804,null,null,18618,null,null,16889,null,null,5869,null,null,3795,null,null,15378,null,null,7793,null,null,7888,null,null,2919,null,null,14465,null,null,14502,null,null,9838,null,null,36
2162867,9329,679806,7408,428831,9928,245616,9344,163605,7958,14630,2190,4980,1749,250975,9290,49386,4582,42465,4269,6921,1737,201589,8051,152852,7378,48737,4650,1483061,10269,945611,16569,610730,16546,270657,10215,45021,5639,19203,2762,537450,14192,109760,7003,95810,6247,13950,2398,427690,13105,351220,12148,76470,6844,9329,null,null,7408,null,null,9928,null,null,9344,null,null,7958,null,null,2190,null,null,1749,null,null,9290,null,null,4582,null,null,4269,null,null,1737,null,null,8051,null,null,7378,null,null,4650,null,null,10269,null,null,16569,null,null,16546,null,null,10215,null,null,5639,null,null,2762,null,null,14192,null,null,7003,null,null,6247,null,null,2398,null,null,13105,null,null,12148,null,null,6844,null,null,37
165967,2006,63452,1966,45848,2317,32289,2479,11446,2001,1492,724,621,353,17604,2485,4574,1219,4229,1139,345,203,13030,2039,10106,1945,2924,884,102515,2413,77062,3340,56500,3313,17213,3023,1629,625,1720,808,25453,3153,10361,2206,9124,1935,1237,762,15092,2332,12087,2288,3005,1269,2006,null,null,1966,null,null,2317,null,null,2479,null,null,2001,null,null,724,null,null,353,null,null,2485,null,null,1219,null,null,1139,null,null,203,null,null,2039,null,null,1945,null,null,884,null,null,2413,null,null,3340,null,null,3313,null,null,3023,null,null,625,null,null,808,null,null,3153,null,null,2206,null,null,1935,null,null,762,null,null,2332,null,null,2288,null,null,1269,null,null,38
2460203,8796,788963,7158,483003,9015,304560,9326,158150,7581,13837,2149,6456,1586,305960,9033,70785,4985,63648,4860,7137,1753,235175,8929,180021,8050,55154,5606,1671240,9809,1061291,16179,730584,14782,264742,10731,48449,5015,17516,3063,609949,15307,144128,8482,124977,8511,19151,3381,465821,14085,377103,12347,88718,6943,8796,null,null,7158,null,null,9015,null,null,9326,null,null,7581,null,null,2149,null,null,1586,null,null,9033,null,null,4985,null,null,4860,null,null,1753,null,null,8929,null,null,8050,null,null,5606,null,null,9809,null,null,16179,null,null,14782,null,null,10731,null,null,5015,null,null,3063,null,null,15307,null,null,8482,null,null,8511,null,null,3381,null,null,14085,null,null,12347,null,null,6943,null,null,39
897072,5153,300300,3439,192484,4878,104625,4305,76152,3434,7416,1778,4291,1012,107816,5124,27998,2722,25071,2539,2927,858,79818,4483,58118,3928,21700,2641,596772,4313,387589,7689,238962,5813,119429,6146,20562,2698,8636,1521,209183,6599,57747,4079,49794,3970,7953,1420,151436,5866,117825,5685,33611,3059,5153,null,null,3439,null,null,4878,null,null,4305,null,null,3434,null,null,1778,null,null,1012,null,null,5124,null,null,2722,null,null,2539,null,null,858,null,null,4483,null,null,3928,null,null,2641,null,null,4313,null,null,7689,null,null,5813,null,null,6146,null,null,2698,null,null,1521,null,null,6599,null,null,4079,null,null,3970,null,null,1420,null,null,5866,null,null,5685,null,null,3059,null,null,40
823483,4419,271088,4283,191492,5790,107050,4960,76644,5916,5957,1734,1841,748,79596,5614,25154,3096,22162,2857,2992,950,54442,4376,39871,3803,14571,2472,552395,5155,380219,8905,238867,9095,116282,7861,18651,3497,6419,1688,172176,8868,44697,5076,39530,4929,5167,1584,127479,7941,104829,7702,22650,3626,4419,null,null,4283,null,null,5790,null,null,4960,null,null,5916,null,null,1734,null,null,748,null,null,5614,null,null,3096,null,null,2857,null,null,950,null,null,4376,null,null,3803,null,null,2472,null,null,5155,null,null,8905,null,null,9095,null,null,7861,null,null,3497,null,null,1688,null,null,8868,null,null,5076,null,null,4929,null,null,1584,null,null,7941,null,null,7702,null,null,3626,null,null,41
2545892,6338,823752,7188,525176,8187,325717,7964,174307,7736,16507,2338,8645,2295,298576,9338,67676,6151,59109,5489,8567,1872,230900,7578,178041,7472,52859,4850,1722140,8259,1126629,14859,766600,14626,288835,10375,51656,5712,19538,2868,595511,13674,133524,6271,116491,6192,17033,2664,461987,13411,378727,12820,83260,6447,6338,null,null,7188,null,null,8187,null,null,7964,null,null,7736,null,null,2338,null,null,2295,null,null,9338,null,null,6151,null,null,5489,null,null,1872,null,null,7578,null,null,7472,null,null,4850,null,null,8259,null,null,14859,null,null,14626,null,null,10375,null,null,5712,null,null,2868,null,null,13674,null,null,6271,null,null,6192,null,null,2664,null,null,13411,null,null,12820,null,null,6447,null,null,42
199874,2213,63854,2164,38224,2947,25332,2574,10310,2015,2120,1005,462,462,25630,2820,6299,1603,5050,1367,1249,848,19331,2707,14207,2792,5124,1551,136020,2344,85297,4053,59499,3951,19559,2900,4587,1545,1652,861,50723,3758,10615,2334,9201,2231,1414,776,40108,3952,34125,3769,5983,1443,2213,null,null,2164,null,null,2947,null,null,2574,null,null,2015,null,null,1005,null,null,462,null,null,2820,null,null,1603,null,null,1367,null,null,848,null,null,2707,null,null,2792,null,null,1551,null,null,2344,null,null,4053,null,null,3951,null,null,2900,null,null,1545,null,null,861,null,null,3758,null,null,2334,null,null,2231,null,null,776,null,null,3952,null,null,3769,null,null,1443,null,null,44
1025117,5985,329263,6503,193419,6133,119339,6005,66810,4940,4974,1602,2296,944,135844,6570,23199,3100,20060,2993,3139,1082,112645,6419,87502,6226,25143,3344,695854,8030,414013,10773,276404,9654,113458,6803,18359,3399,5792,1314,281841,9266,49242,4787,39691,4266,9551,2303,232599,9455,188432,9313,44167,5491,5985,null,null,6503,null,null,6133,null,null,6005,null,null,4940,null,null,1602,null,null,944,null,null,6570,null,null,3100,null,null,2993,null,null,1082,null,null,6419,null,null,6226,null,null,3344,null,null,8030,null,null,10773,null,null,9654,null,null,6803,null,null,3399,null,null,1314,null,null,9266,null,null,4787,null,null,4266,null,null,2303,null,null,9455,null,null,9313,null,null,5491,null,null,45
201932,2629,70565,2140,49796,2152,37548,2517,10786,1767,734,412,728,496,20769,1718,6027,1002,5455,960,572,339,14742,1520,10592,1515,4150,825,131367,3081,89653,3523,70959,3906,15155,2449,2428,919,1111,571,41714,3730,11742,2126,10449,1933,1293,644,29972,3032,23553,2745,6419,1504,2629,null,null,2140,null,null,2152,null,null,2517,null,null,1767,null,null,412,null,null,496,null,null,1718,null,null,1002,null,null,960,null,null,339,null,null,1520,null,null,1515,null,null,825,null,null,3081,null,null,3523,null,null,3906,null,null,2449,null,null,919,null,null,571,null,null,3730,null,null,2126,null,null,1933,null,null,644,null,null,3032,null,null,2745,null,null,1504,null,null,46
1408182,7040,461016,6459,288567,7722,163154,7336,112059,7911,9133,1413,4221,1336,172449,7442,36195,3887,30520,3772,5675,1580,136254,6875,98701,6585,37553,4028,947166,7794,600432,11975,375305,10276,178932,8377,29526,4356,16669,3312,346734,11008,77201,6266,63642,5737,13559,2649,269533,11412,215799,10350,53734,6435,7040,null,null,6459,null,null,7722,null,null,7336,null,null,7911,null,null,1413,null,null,1336,null,null,7442,null,null,3887,null,null,3772,null,null,1580,null,null,6875,null,null,6585,null,null,4028,null,null,7794,null,null,11975,null,null,10276,null,null,8377,null,null,4356,null,null,3312,null,null,11008,null,null,6266,null,null,5737,null,null,2649,null,null,11412,null,null,10350,null,null,6435,null,null,47
