B23018_001E,B23018_001M,B23018_002E,B23018_002M,B23018_003E,B23018_003M,B23018_001M,B23018_001EA,B23018_001MA,B23018_002M,B23018_002EA,B23018_002MA,B23018_003M,B23018_003EA,B23018_003MA,state
364382923,1235895,198878783,938712,165504140,730792,1235895,null,null,938712,null,null,730792,null,null,12
195982538,952491,107302427,649821,88680111,678882,952491,null,null,649821,null,null,678882,null,null,13
27860503,298701,15612001,209684,12248502,183508,298701,null,null,209684,null,null,183508,null,null,15
31295540,389801,18320000,317012,12975540,255373,389801,null,null,317012,null,null,255373,null,null,16
248729138,873362,137329008,646745,111400130,565389,873362,null,null,646745,null,null,565389,null,null,17
127837663,609665,71321011,458501,56516652,450642,609665,null,null,458501,null,null,450642,null,null,18
64237984,438212,35990805,302713,28247179,283120,438212,null,null,302713,null,null,283120,null,null,19
58291925,389653,32787160,246340,25504765,270870,389653,null,null,246340,null,null,270870,null,null,20
80662944,597423,44766373,410406,35896571,409026,597423,null,null,410406,null,null,409026,null,null,21
83837515,585486,46297696,434661,37539819,382473,585486,null,null,434661,null,null,382473,null,null,22
25937843,305814,14060352,227543,11877491,181772,305814,null,null,227543,null,null,181772,null,null,23
122352677,542441,64805933,382627,57546744,426808,542441,null,null,382627,null,null,426808,null,null,24
139002208,643935,75026706,464344,63975502,420209,643935,null,null,464344,null,null,420209,null,null,25
184741487,648364,102591658,464755,82149829,425347,648364,null,null,464755,null,null,425347,null,null,26
115527376,442698,63918272,335536,51609104,285027,442698,null,null,335536,null,null,285027,null,null,27
50831430,467947,27449000,348606,23382430,348519,467947,null,null,348606,null,null,348519,null,null,28
116872763,608841,63545178,373056,53327585,422778,608841,null,null,373056,null,null,422778,null,null,29
20380273,212899,11549430,196034,8830843,140665,212899,null,null,196034,null,null,140665,null,null,30
40038347,259327,22466466,195626,17571881,190912,259327,null,null,195626,null,null,190912,null,null,31
54719895,424571,30627842,254335,24092053,338972,424571,null,null,254335,null,null,338972,null,null,32
28394504,290283,15772090,213614,12622414,177983,290283,null,null,213614,null,null,177983,null,null,33
173278052,831232,96104131,590207,77173921,506899,831232,null,null,590207,null,null,506899,null,null,34
35357014,347139,19602129,277046,15754885,251117,347139,null,null,277046,null,null,251117,null,null,35
376040305,1243284,204625370,913709,171414935,847761,1243284,null,null,913709,null,null,847761,null,null,36
191560392,747185,105421251,577168,86139141,502624,747185,null,null,577168,null,null,502624,null,null,37
17101066,196467,10116491,168205,6984575,153845,196467,null,null,168205,null,null,153845,null,null,38
221532068,788497,122286040,587050,99246028,541439,788497,null,null,587050,null,null,541439,null,null,39
72664210,442490,40935382,340756,31728828,300188,442490,null,null,340756,null,null,300188,null,null,40
77711324,524102,43432686,380607,34278638,377324,524102,null,null,380607,null,null,377324,null,null,41
245019606,894074,135198660,620350,109820946,615458,894074,null,null,620350,null,null,615458,null,null,42
20622885,288920,11123869,173706,9499016,212952,288920,null,null,173706,null,null,212952,null,null,44
91699362,667986,49693992,441975,42005370,458186,667986,null,null,441975,null,null,458186,null,null,45
17964230,207773,10243560,135808,7720670,131198,207773,null,null,135808,null,null,131198,null,null,46
123009850,685332,67744185,524435,55265665,498955,685332,null,null,524435,null,null,498955,null,null,47
540231565,1528574,308520520,1030023,231711045,1133311,1528574,null,null,1030023,null,null,1133311,null,null,48
57131389,488993,34102035,319104,23029354,302089,488993,null,null,319104,null,null,302089,null,null,49
12788615,163783,6912030,119266,5876585,102790,163783,null,null,119266,null,null,102790,null,null,50
171063674,679032,94259927,519650,76803747,545642,679032,null,null,519650,null,null,545642,null,null,51
143485441,631403,81624183,445553,61861258,447677,631403,null,null,445553,null,null,447677,null,null,53
30220488,379716,16590945,252919,13629543,229041,379716,null,null,252919,null,null,229041,null,null,54
119020624,524881,66215692,421657,52804932,336093,524881,null,null,421657,null,null,336093,null,null,55
12076922,186574,7098094,150423,4978828,116698,186574,null,null,150423,null,null,116698,null,null,56
38150870,491068,20389745,294515,17761125,324817,491068,null,null,294515,null,null,324817,null,null,72
84501685,625032,46122372,431410,38379313,411406,625032,null,null,431410,null,null,411406,null,null,01
16941418,225205,10081914,208133,6859504,152009,225205,null,null,208133,null,null,152009,null,null,02
122112600,667725,68603271,438645,53509329,470284,667725,null,null,438645,null,null,470284,null,null,04
52566118,461918,28970957,323587,23595161,347714,461918,null,null,323587,null,null,347714,null,null,05
728933641,1635148,413879888,1164195,315053753,1082406,1635148,null,null,1164195,null,null,1082406,null,null,06
115884069,628314,66154283,369515,49729786,407561,628314,null,null,369515,null,null,407561,null,null,08
71189375,508136,39073256,350519,32116119,325870,508136,null,null,350519,null,null,325870,null,null,09
17701277,284376,9400342,176789,8300935,195952,284376,null,null,176789,null,null,195952,null,null,10
15600216,224060,7811398,159779,7788818,139049,224060,null,null,159779,null,null,139049,null,null,11
