B21004_001E,B21004_001M,B21004_002E,B21004_002M,B21004_003E,B21004_003M,B21004_004E,B21004_004M,B21004_005E,B21004_005M,B21004_006E,B21004_006M,B21004_007E,B21004_007M,B21004_001M,B21004_001EA,B21004_001MA,B21004_002M,B21004_002EA,B21004_002MA,B21004_003M,B21004_003EA,B21004_003MA,B21004_004M,B21004_004EA,B21004_004MA,B21004_005M,B21004_005EA,B21004_005MA,B21004_006M,B21004_006EA,B21004_006MA,B21004_007M,B21004_007EA,B21004_007MA,state
26544,201,38154,1293,39377,1334,31056,2836,25601,206,31736,325,21292,244,201,null,null,1293,null,null,1334,null,null,2836,null,null,206,null,null,325,null,null,244,null,null,40
28680,466,36959,1028,37634,1299,30531,4407,27432,374,34251,1070,22917,443,466,null,null,1028,null,null,1299,null,null,4407,null,null,374,null,null,1070,null,null,443,null,null,41
29664,253,35942,459,36284,497,31312,1335,28684,284,36791,268,23215,231,253,null,null,459,null,null,497,null,null,1335,null,null,284,null,null,268,null,null,231,null,null,42
30803,524,38295,3228,38408,3217,36502,16039,30390,586,37503,1711,25312,744,524,null,null,3228,null,null,3217,null,null,16039,null,null,586,null,null,1711,null,null,744,null,null,44
26123,239,37809,1364,39216,1407,29805,2853,25150,263,30690,344,21462,258,239,null,null,1364,null,null,1407,null,null,2853,null,null,263,null,null,344,null,null,258,null,null,45
30294,337,38911,2061,39634,2253,35272,4544,29267,772,36328,662,24093,875,337,null,null,2061,null,null,2253,null,null,4544,null,null,772,null,null,662,null,null,875,null,null,46
25922,206,36506,688,37129,762,30527,2259,25117,212,30757,318,21245,220,206,null,null,688,null,null,762,null,null,2259,null,null,212,null,null,318,null,null,220,null,null,47
28474,237,41547,399,41945,365,36430,1418,27203,128,33077,490,22374,138,237,null,null,399,null,null,365,null,null,1418,null,null,128,null,null,490,null,null,138,null,null,48
29456,611,41919,1241,42303,1577,34474,7073,28048,656,37967,1009,20836,341,611,null,null,1241,null,null,1577,null,null,7073,null,null,656,null,null,1009,null,null,341,null,null,49
30363,628,37218,3378,38377,3984,31276,8776,29779,913,34511,1727,26082,842,628,null,null,3378,null,null,3984,null,null,8776,null,null,913,null,null,1727,null,null,842,null,null,50
32641,471,52442,996,54109,1287,43559,3215,31111,224,37834,720,26326,294,471,null,null,996,null,null,1287,null,null,3215,null,null,224,null,null,720,null,null,294,null,null,51
32841,516,44597,1176,45597,993,37058,2312,31716,226,41249,327,25683,327,516,null,null,1176,null,null,993,null,null,2312,null,null,226,null,null,327,null,null,327,null,null,53
23762,424,33503,1336,33845,1389,30215,8629,22439,394,28815,1074,19427,467,424,null,null,1336,null,null,1389,null,null,8629,null,null,394,null,null,1074,null,null,467,null,null,54
30650,155,36413,683,36624,714,33895,3213,30274,161,37580,530,24431,313,155,null,null,683,null,null,714,null,null,3213,null,null,161,null,null,530,null,null,313,null,null,55
30231,874,36572,2574,37180,3512,28252,11373,29214,1381,39781,1625,21871,691,874,null,null,2574,null,null,3512,null,null,11373,null,null,1381,null,null,1625,null,null,691,null,null,56
12705,222,21333,1146,21313,1211,21944,8152,12437,177,13864,259,11395,234,222,null,null,1146,null,null,1211,null,null,8152,null,null,177,null,null,259,null,null,234,null,null,72
24691,309,36396,805,37049,816,29030,3302,23439,313,30297,372,19779,322,309,null,null,805,null,null,816,null,null,3302,null,null,313,null,null,372,null,null,322,null,null,01
34177,1432,51578,2008,52760,3392,45396,7197,31631,745,40222,1983,26749,796,1432,null,null,2008,null,null,3392,null,null,7197,null,null,745,null,null,1983,null,null,796,null,null,02
27530,287,37637,931,37933,991,33594,5249,26645,231,31770,287,22641,370,287,null,null,931,null,null,991,null,null,5249,null,null,231,null,null,287,null,null,370,null,null,04
24358,400,32436,1230,32986,1584,27693,4924,23395,430,28695,906,20147,370,400,null,null,1230,null,null,1584,null,null,4924,null,null,430,null,null,906,null,null,370,null,null,05
30230,89,42919,889,43636,951,37098,1787,29332,204,35065,195,24137,167,89,null,null,889,null,null,951,null,null,1787,null,null,204,null,null,195,null,null,167,null,null,06
32823,386,44423,1270,44816,1188,40573,4440,31886,162,39322,862,26639,301,386,null,null,1270,null,null,1188,null,null,4440,null,null,162,null,null,862,null,null,301,null,null,08
36044,320,45354,1753,45835,1621,32024,8162,35486,340,45370,828,28997,752,320,null,null,1753,null,null,1621,null,null,8162,null,null,340,null,null,828,null,null,752,null,null,09
31624,454,37328,3008,38260,3528,30810,9307,31257,489,37694,1438,26463,891,454,null,null,3008,null,null,3528,null,null,9307,null,null,489,null,null,1438,null,null,891,null,null,10
42394,1632,51902,5799,52480,5765,31851,43981,42177,1094,51344,1523,37841,2413,1632,null,null,5799,null,null,5765,null,null,43981,null,null,1094,null,null,1523,null,null,2413,null,null,11
