B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,B22003_001M,B22003_001EA,B22003_001MA,B22003_002M,B22003_002EA,B22003_002MA,B22003_003M,B22003_003EA,B22003_003MA,B22003_004M,B22003_004EA,B22003_004MA,B22003_005M,B22003_005EA,B22003_005MA,B22003_006M,B22003_006EA,B22003_006MA,B22003_007M,B22003_007EA,B22003_007MA,state
943147,4975,68003,3799,30282,2497,37721,3287,875144,5925,65004,4392,810140,6680,4975,null,null,3799,null,null,2497,null,null,3287,null,null,5925,null,null,4392,null,null,6680,null,null,49
254851,2815,33037,2527,13834,1773,19203,2117,221814,3633,16123,1652,205691,3866,2815,null,null,2527,null,null,1773,null,null,2117,null,null,3633,null,null,1652,null,null,3866,null,null,50
3120692,13161,268502,8910,134383,6224,134119,6624,2852190,13831,202727,7268,2649463,15370,13161,null,null,8910,null,null,6224,null,null,6624,null,null,13831,null,null,7268,null,null,15370,null,null,51
2768076,8506,348165,9278,138949,5797,209216,8163,2419911,10725,158602,5841,2261309,11178,8506,null,null,9278,null,null,5797,null,null,8163,null,null,10725,null,null,5841,null,null,11178,null,null,53
722125,5656,128988,5334,71545,4344,57443,3765,593137,5998,55107,3663,538030,6491,5656,null,null,5334,null,null,4344,null,null,3765,null,null,5998,null,null,3663,null,null,6491,null,null,54
2326998,7745,276119,7172,121361,4861,154758,6050,2050879,9670,144794,5545,1906085,10397,7745,null,null,7172,null,null,4861,null,null,6050,null,null,9670,null,null,5545,null,null,10397,null,null,55
223619,4088,13083,1749,6183,1203,6900,1319,210536,4044,18513,2242,192023,4148,4088,null,null,1749,null,null,1203,null,null,1319,null,null,4044,null,null,2242,null,null,4148,null,null,56
1208438,9900,470610,9101,366658,8632,103952,4788,737828,10793,166249,5753,571579,10145,9900,null,null,9101,null,null,8632,null,null,4788,null,null,10793,null,null,5753,null,null,10145,null,null,72
1852518,12189,270409,7862,150116,6250,120293,6172,1582109,12497,169365,6425,1412744,13217,12189,null,null,7862,null,null,6250,null,null,6172,null,null,12497,null,null,6425,null,null,13217,null,null,01
248468,2841,26039,2695,9248,1434,16791,2185,222429,3640,12007,1736,210422,3441,2841,null,null,2695,null,null,1434,null,null,2185,null,null,3640,null,null,1736,null,null,3441,null,null,02
2519052,11479,312639,7380,149992,5951,162647,6146,2206413,12328,223899,6768,1982514,13454,11479,null,null,7380,null,null,5951,null,null,6146,null,null,12328,null,null,6768,null,null,13454,null,null,04
1142718,7341,142959,5979,80315,5236,62644,3738,999759,8263,111912,5023,887847,8576,7341,null,null,5979,null,null,5236,null,null,3738,null,null,8263,null,null,5023,null,null,8576,null,null,05
12944178,15703,1238154,17543,543976,12892,694178,14156,11706024,21204,1165132,17480,10540892,26394,15703,null,null,17543,null,null,12892,null,null,14156,null,null,21204,null,null,17480,null,null,26394,null,null,06
2108992,7767,171546,6190,76165,4631,95381,5211,1937446,8346,148480,5719,1788966,9873,7767,null,null,6190,null,null,4631,null,null,5211,null,null,8346,null,null,5719,null,null,9873,null,null,08
1357269,7141,177523,7440,67868,4189,109655,6096,1179746,8093,66626,4133,1113120,8379,7141,null,null,7440,null,null,4189,null,null,6096,null,null,8093,null,null,4133,null,null,8379,null,null,09
351085,3936,39277,2861,14375,1782,24902,2487,311808,4621,24534,2240,287274,5073,3936,null,null,2861,null,null,1782,null,null,2487,null,null,4621,null,null,2240,null,null,5073,null,null,10
281241,3152,40789,3237,22221,2156,18568,2312,240452,3630,25852,2869,214600,3686,3152,null,null,3237,null,null,2156,null,null,2312,null,null,3630,null,null,2869,null,null,3686,null,null,11
