B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,B18106_001M,B18106_001EA,B18106_001MA,B18106_002M,B18106_002EA,B18106_002MA,B18106_003M,B18106_003EA,B18106_003MA,B18106_004M,B18106_004EA,B18106_004MA,B18106_005M,B18106_005EA,B18106_005MA,B18106_006M,B18106_006EA,B18106_006MA,B18106_007M,B18106_007EA,B18106_007MA,B18106_008M,B18106_008EA,B18106_008MA,B18106_009M,B18106_009EA,B18106_009MA,B18106_010M,B18106_010EA,B18106_010MA,B18106_011M,B18106_011EA,B18106_011MA,B18106_012M,B18106_012EA,B18106_012MA,B18106_013M,B18106_013EA,B18106_013MA,B18106_014M,B18106_014EA,B18106_014MA,B18106_015M,B18106_015EA,B18106_015MA,B18106_016M,B18106_016EA,B18106_016MA,B18106_017M,B18106_017EA,B18106_017MA,B18106_018M,B18106_018EA,B18106_018MA,B18106_019M,B18106_019EA,B18106_019MA,B18106_020M,B18106_020EA,B18106_020MA,B18106_021M,B18106_021EA,B18106_021MA,B18106_022M,B18106_022EA,B18106_022MA,B18106_023M,B18106_023EA,B18106_023MA,B18106_024M,B18106_024EA,B18106_024MA,B18106_025M,B18106_025EA,B18106_025MA,B18106_026M,B18106_026EA,B18106_026MA,B18106_027M,B18106_027EA,B18106_027MA,B18106_028M,B18106_028EA,B18106_028MA,B18106_029M,B18106_029EA,B18106_029MA,B18106_030M,B18106_030EA,B18106_030MA,B18106_031M,B18106_031EA,B18106_031MA,B18106_032M,B18106_032EA,B18106_032MA,B18106_033M,B18106_033EA,B18106_033MA,state
1253207,982,609328,2102,97351,1173,1523,511,95828,1210,132068,1602,1266,734,130802,1749,266589,1644,6784,1150,259805,1881,72287,674,2716,774,69571,1071,41033,783,2969,759,38064,920,643879,2063,93431,1342,1140,701,92291,1414,131308,1320,856,368,130452,1347,282977,1462,6938,1404,276039,2110,78208,638,2030,621,76178,812,57955,747,6716,1418,51239,1600,982,null,null,2102,null,null,1173,null,null,511,null,null,1210,null,null,1602,null,null,734,null,null,1749,null,null,1644,null,null,1150,null,null,1881,null,null,674,null,null,774,null,null,1071,null,null,783,null,null,759,null,null,920,null,null,2063,null,null,1342,null,null,701,null,null,1414,null,null,1320,null,null,368,null,null,1347,null,null,1462,null,null,1404,null,null,2110,null,null,638,null,null,621,null,null,812,null,null,747,null,null,1418,null,null,1600,null,null,23
5555640,2747,2662287,4253,501912,2057,5764,1293,496148,2254,657135,3202,7048,1492,650087,3625,1132796,2958,18340,2464,1114456,3511,233737,1638,7805,1014,225932,1729,136707,1247,12539,1624,124168,1994,2893353,3583,479781,1848,3584,1016,476197,2003,681643,2514,5748,1544,675895,2863,1250192,2235,24393,2788,1225799,3720,278895,1571,9610,1365,269285,1971,202842,1583,28082,2378,174760,2475,2747,null,null,4253,null,null,2057,null,null,1293,null,null,2254,null,null,3202,null,null,1492,null,null,3625,null,null,2958,null,null,2464,null,null,3511,null,null,1638,null,null,1014,null,null,1729,null,null,1247,null,null,1624,null,null,1994,null,null,3583,null,null,1848,null,null,1016,null,null,2003,null,null,2514,null,null,1544,null,null,2863,null,null,2235,null,null,2788,null,null,3720,null,null,1571,null,null,1365,null,null,1971,null,null,1583,null,null,2378,null,null,2475,null,null,24
6376243,2059,3077742,3156,518510,1950,6952,1669,511558,2303,813517,2446,6637,1386,806880,2710,1294077,2724,23084,3065,1270993,4197,279582,1400,9585,1482,269997,1837,172056,1404,16789,1952,155267,2363,3298501,2571,496960,1712,5477,1347,491483,1917,828631,2238,4738,1192,823893,2615,1388477,2255,30672,2675,1357805,3424,324647,1342,11810,1387,312837,1869,259786,1613,39539,3069,220247,3342,2059,null,null,3156,null,null,1950,null,null,1669,null,null,2303,null,null,2446,null,null,1386,null,null,2710,null,null,2724,null,null,3065,null,null,4197,null,null,1400,null,null,1482,null,null,1837,null,null,1404,null,null,1952,null,null,2363,null,null,2571,null,null,1712,null,null,1347,null,null,1917,null,null,2238,null,null,1192,null,null,2615,null,null,2255,null,null,2675,null,null,3424,null,null,1342,null,null,1387,null,null,1869,null,null,1613,null,null,3069,null,null,3342,null,null,25
9246436,2326,4515792,3478,824712,3004,9826,1512,814886,2976,1104577,2944,12673,2049,1091904,3736,1884646,3281,57402,3014,1827244,4742,441396,1638,16697,1730,424699,2374,260461,1260,25472,2001,234989,2120,4730644,3008,791179,2175,6459,1019,784720,2333,1090590,2755,10449,1742,1080141,3125,1979809,2880,65654,3976,1914155,4774,489871,1747,21333,1799,468538,2608,379195,1812,54018,2883,325177,3225,2326,null,null,3478,null,null,3004,null,null,1512,null,null,2976,null,null,2944,null,null,2049,null,null,3736,null,null,3281,null,null,3014,null,null,4742,null,null,1638,null,null,1730,null,null,2374,null,null,1260,null,null,2001,null,null,2120,null,null,3008,null,null,2175,null,null,1019,null,null,2333,null,null,2755,null,null,1742,null,null,3125,null,null,2880,null,null,3976,null,null,4774,null,null,1747,null,null,1799,null,null,2608,null,null,1812,null,null,2883,null,null,3225,null,null,26
5111376,1947,2533754,2811,478164,2416,6163,1186,472001,2732,626720,2770,5423,919,621297,2814,1065203,2964,19973,2045,1045230,3391,224910,1244,8408,1114,216502,1513,138757,1374,11593,1222,127164,1603,2577622,2897,457097,2112,4051,878,453046,2273,612909,2034,4889,896,608020,2105,1070832,2927,21721,2318,1049111,3863,242062,1237,7377,1240,234685,1514,194722,1609,22702,1835,172020,2378,1947,null,null,2811,null,null,2416,null,null,1186,null,null,2732,null,null,2770,null,null,919,null,null,2814,null,null,2964,null,null,2045,null,null,3391,null,null,1244,null,null,1114,null,null,1513,null,null,1374,null,null,1222,null,null,1603,null,null,2897,null,null,2112,null,null,878,null,null,2273,null,null,2034,null,null,896,null,null,2105,null,null,2927,null,null,2318,null,null,3863,null,null,1237,null,null,1240,null,null,1514,null,null,1609,null,null,1835,null,null,2378,null,null,27
2737426,3278,1296805,5728,270272,4531,2875,851,267397,4536,318927,4149,4878,1753,314049,4137,517253,4365,16798,2059,500455,4876,124914,1791,10101,1778,114813,2419,65439,1871,8195,1305,57244,1855,1440621,5415,264094,3952,1396,578,262698,4124,344241,3557,3356,1014,340885,3759,586139,4159,22493,2633,563646,4804,142021,1589,9277,1525,132744,2079,104126,2067,22300,2367,81826,2505,3278,null,null,5728,null,null,4531,null,null,851,null,null,4536,null,null,4149,null,null,1753,null,null,4137,null,null,4365,null,null,2059,null,null,4876,null,null,1791,null,null,1778,null,null,2419,null,null,1871,null,null,1305,null,null,1855,null,null,5415,null,null,3952,null,null,578,null,null,4124,null,null,3557,null,null,1014,null,null,3759,null,null,4159,null,null,2633,null,null,4804,null,null,1589,null,null,1525,null,null,2079,null,null,2067,null,null,2367,null,null,2505,null,null,28
5605667,3014,2725582,4124,520714,3099,5200,1243,515514,3296,664640,4043,5563,1283,659077,4204,1123899,3722,29460,2966,1094439,4657,258810,1841,11878,1493,246932,2294,157519,1729,16336,1883,141183,2518,2880085,4379,494225,3017,4142,943,490083,3238,675425,3064,4686,958,670739,3232,1189210,3297,34313,2954,1154897,4506,293075,1687,13036,1646,280039,2289,228150,1906,29299,2630,198851,3258,3014,null,null,4124,null,null,3099,null,null,1243,null,null,3296,null,null,4043,null,null,1283,null,null,4204,null,null,3722,null,null,2966,null,null,4657,null,null,1841,null,null,1493,null,null,2294,null,null,1729,null,null,1883,null,null,2518,null,null,4379,null,null,3017,null,null,943,null,null,3238,null,null,3064,null,null,958,null,null,3232,null,null,3297,null,null,2954,null,null,4506,null,null,1687,null,null,1646,null,null,2289,null,null,1906,null,null,2630,null,null,3258,null,null,29
966367,1610,484527,2676,87044,1768,877,623,86167,1815,111713,1812,987,491,110726,1879,199305,1898,5301,1260,194004,2046,54694,615,2286,869,52408,1161,31771,444,2817,773,28954,817,481840,2417,79444,1562,571,314,78873,1573,110918,1807,932,586,109986,1929,198497,1801,5118,1065,193379,1889,54126,685,1462,503,52664,739,38855,595,2655,861,36200,970,1610,null,null,2676,null,null,1768,null,null,623,null,null,1815,null,null,1812,null,null,491,null,null,1879,null,null,1898,null,null,1260,null,null,2046,null,null,615,null,null,869,null,null,1161,null,null,444,null,null,773,null,null,817,null,null,2417,null,null,1562,null,null,314,null,null,1573,null,null,1807,null,null,586,null,null,1929,null,null,1801,null,null,1065,null,null,1889,null,null,685,null,null,503,null,null,739,null,null,595,null,null,861,null,null,970,null,null,30
1745497,2085,865087,3250,174699,1747,2186,706,172513,1933,220330,2182,2180,689,218150,2308,347059,2269,5449,1023,341610,2439,74771,844,2134,607,72637,1002,48228,1095,4011,803,44217,1164,880410,2719,165833,1763,755,321,165078,1808,215154,1677,616,337,214538,1693,349248,1819,5312,943,343936,1962,81559,898,3723,687,77836,1145,68616,1221,6501,898,62115,1359,2085,null,null,3250,null,null,1747,null,null,706,null,null,1933,null,null,2182,null,null,689,null,null,2308,null,null,2269,null,null,1023,null,null,2439,null,null,844,null,null,607,null,null,1002,null,null,1095,null,null,803,null,null,1164,null,null,2719,null,null,1763,null,null,321,null,null,1808,null,null,1677,null,null,337,null,null,1693,null,null,1819,null,null,943,null,null,1962,null,null,898,null,null,687,null,null,1145,null,null,1221,null,null,898,null,null,1359,null,null,31
2722406,1516,1351794,2622,251378,1681,4812,1174,246566,2069,331976,1879,4225,1564,327751,2460,562444,2156,17032,2692,545412,3462,133077,1094,6483,1222,126594,1409,72919,793,8434,1362,64485,1436,1370612,2455,241696,1772,2329,939,239367,2063,329371,1333,5936,1909,323435,2291,568022,1613,18468,2377,549554,2720,141288,825,6583,1319,134705,1573,90235,951,10989,1524,79246,1897,1516,null,null,2622,null,null,1681,null,null,1174,null,null,2069,null,null,1879,null,null,1564,null,null,2460,null,null,2156,null,null,2692,null,null,3462,null,null,1094,null,null,1222,null,null,1409,null,null,793,null,null,1362,null,null,1436,null,null,2455,null,null,1772,null,null,939,null,null,2063,null,null,1333,null,null,1909,null,null,2291,null,null,1613,null,null,2377,null,null,2720,null,null,825,null,null,1319,null,null,1573,null,null,951,null,null,1524,null,null,1897,null,null,32
1251989,1453,619662,2070,100831,1146,1592,722,99239,1235,143654,1622,1263,636,142391,1623,274371,1906,5822,1284,268549,2425,64638,711,1803,552,62835,867,36168,826,2854,892,33314,1362,632327,1872,94101,955,1157,681,92944,1278,138834,1486,969,535,137865,1560,282240,1468,5358,1159,276882,1806,68936,1140,1993,636,66943,1305,48216,1021,4419,910,43797,1334,1453,null,null,2070,null,null,1146,null,null,722,null,null,1235,null,null,1622,null,null,636,null,null,1623,null,null,1906,null,null,1284,null,null,2425,null,null,711,null,null,552,null,null,867,null,null,826,null,null,892,null,null,1362,null,null,1872,null,null,955,null,null,681,null,null,1278,null,null,1486,null,null,535,null,null,1560,null,null,1468,null,null,1159,null,null,1806,null,null,1140,null,null,636,null,null,1305,null,null,1021,null,null,910,null,null,1334,null,null,33
8317408,1691,4032941,2594,745905,1764,9096,1647,736809,2501,966852,2699,7553,1341,959299,3037,1747239,3010,28602,3344,1718637,4484,351897,1750,12754,1624,339143,2402,221048,1800,25478,2099,195570,2475,4284467,2386,713873,1196,3382,836,710491,1444,949978,2020,6699,1632,943279,2432,1861047,2154,35917,3196,1825130,4046,420129,1528,15874,1811,404255,2360,339440,1926,57796,3441,281644,3432,1691,null,null,2594,null,null,1764,null,null,1647,null,null,2501,null,null,2699,null,null,1341,null,null,3037,null,null,3010,null,null,3344,null,null,4484,null,null,1750,null,null,1624,null,null,2402,null,null,1800,null,null,2099,null,null,2475,null,null,2386,null,null,1196,null,null,836,null,null,1444,null,null,2020,null,null,1632,null,null,2432,null,null,2154,null,null,3196,null,null,4046,null,null,1528,null,null,1811,null,null,2360,null,null,1926,null,null,3441,null,null,3432,null,null,34
1920875,1979,939066,3049,186274,2207,2019,693,184255,2304,233371,2820,2548,955,230823,3018,365791,2673,11249,1784,354542,3228,94555,1291,4752,939,89803,1507,59075,1135,7805,1454,51270,1619,981809,2570,177198,2204,1352,718,175846,2318,227464,1850,2057,803,225407,2080,394122,1899,14337,2236,379785,2809,106552,1078,6047,1232,100505,1530,76473,1284,13863,1649,62610,2025,1979,null,null,3049,null,null,2207,null,null,693,null,null,2304,null,null,2820,null,null,955,null,null,3018,null,null,2673,null,null,1784,null,null,3228,null,null,1291,null,null,939,null,null,1507,null,null,1135,null,null,1454,null,null,1619,null,null,2570,null,null,2204,null,null,718,null,null,2318,null,null,1850,null,null,803,null,null,2080,null,null,1899,null,null,2236,null,null,2809,null,null,1078,null,null,1232,null,null,1530,null,null,1284,null,null,1649,null,null,2025,null,null,35
18346577,3180,8835762,5712,1540107,3306,23357,2696,1516750,4039,2341025,4372,20618,2651,2320407,4864,3693624,4060,78395,4437,3615229,6063,771148,2187,29271,2574,741877,3245,489858,2203,58971,4009,430887,4444,9510815,4899,1471660,3044,13190,1714,1458470,3389,2390770,3839,17904,2342,2372866,4537,3973842,3667,88748,5013,3885094,6021,920888,2276,45502,2913,875386,3520,753655,2783,126590,4882,627065,5013,3180,null,null,5712,null,null,3306,null,null,2696,null,null,4039,null,null,4372,null,null,2651,null,null,4864,null,null,4060,null,null,4437,null,null,6063,null,null,2187,null,null,2574,null,null,3245,null,null,2203,null,null,4009,null,null,4444,null,null,4899,null,null,3044,null,null,1714,null,null,3389,null,null,3839,null,null,2342,null,null,4537,null,null,3667,null,null,5013,null,null,6021,null,null,2276,null,null,2913,null,null,3520,null,null,2783,null,null,4882,null,null,5013,null,null,36
9363326,6363,4483738,8296,869233,4999,11074,1756,858159,5011,1065085,6898,12445,2075,1052640,7459,1877993,6423,49884,3509,1828109,7596,432037,2569,19138,1870,412899,2897,239390,2617,27063,1975,212327,2961,4879588,6603,828746,4573,5194,1221,823552,4808,1141094,4885,9512,1875,1131582,5115,2054522,4997,58900,3717,1995622,5935,500933,2529,22039,2126,478894,3113,354293,2804,53147,3487,301146,4117,6363,null,null,8296,null,null,4999,null,null,1756,null,null,5011,null,null,6898,null,null,2075,null,null,7459,null,null,6423,null,null,3509,null,null,7596,null,null,2569,null,null,1870,null,null,2897,null,null,2617,null,null,1975,null,null,2961,null,null,6603,null,null,4573,null,null,1221,null,null,4808,null,null,4885,null,null,1875,null,null,5115,null,null,4997,null,null,3717,null,null,5935,null,null,2529,null,null,2126,null,null,3113,null,null,2804,null,null,3487,null,null,4117,null,null,37
686588,1541,349950,2735,61181,1786,553,319,60628,1701,103101,2042,736,398,102365,2033,137960,2008,3309,995,134651,2105,28851,375,1025,429,27826,528,18857,550,1535,536,17322,665,336638,2238,58051,1283,291,167,57760,1325,94108,1853,283,253,93825,1828,128287,1726,2230,568,126057,1903,29458,754,1241,450,28217,799,26734,624,1953,554,24781,610,1541,null,null,2735,null,null,1786,null,null,319,null,null,1701,null,null,2042,null,null,398,null,null,2033,null,null,2008,null,null,995,null,null,2105,null,null,375,null,null,429,null,null,528,null,null,550,null,null,536,null,null,665,null,null,2238,null,null,1283,null,null,167,null,null,1325,null,null,1853,null,null,253,null,null,1828,null,null,1726,null,null,568,null,null,1903,null,null,754,null,null,450,null,null,799,null,null,624,null,null,554,null,null,610,null,null,38
10747103,3198,5226797,6016,974007,4008,14413,2154,959594,4363,1265436,4084,11916,1846,1253520,4448,2186661,4757,57389,3327,2129272,6093,494902,2249,21815,2161,473087,2658,305791,1956,32399,2433,273392,3118,5520306,5294,939245,3846,7181,1411,932064,4056,1269257,3233,10700,1586,1258557,3650,2296952,3736,65521,3622,2231431,4932,567984,2267,26628,2452,541356,3379,446868,2252,65848,3341,381020,3728,3198,null,null,6016,null,null,4008,null,null,2154,null,null,4363,null,null,4084,null,null,1846,null,null,4448,null,null,4757,null,null,3327,null,null,6093,null,null,2249,null,null,2161,null,null,2658,null,null,1956,null,null,2433,null,null,3118,null,null,5294,null,null,3846,null,null,1411,null,null,4056,null,null,3233,null,null,1586,null,null,3650,null,null,3736,null,null,3622,null,null,4932,null,null,2267,null,null,2452,null,null,3379,null,null,2252,null,null,3341,null,null,3728,null,null,39
