B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,B14004_001M,B14004_001EA,B14004_001MA,B14004_002M,B14004_002EA,B14004_002MA,B14004_003M,B14004_003EA,B14004_003MA,B14004_004M,B14004_004EA,B14004_004MA,B14004_005M,B14004_005EA,B14004_005MA,B14004_006M,B14004_006EA,B14004_006MA,B14004_007M,B14004_007EA,B14004_007MA,B14004_008M,B14004_008EA,B14004_008MA,B14004_009M,B14004_009EA,B14004_009MA,B14004_010M,B14004_010EA,B14004_010MA,B14004_011M,B14004_011EA,B14004_011MA,B14004_012M,B14004_012EA,B14004_012MA,B14004_013M,B14004_013EA,B14004_013MA,B14004_014M,B14004_014EA,B14004_014MA,B14004_015M,B14004_015EA,B14004_015MA,B14004_016M,B14004_016EA,B14004_016MA,B14004_017M,B14004_017EA,B14004_017MA,B14004_018M,B14004_018EA,B14004_018MA,B14004_019M,B14004_019EA,B14004_019MA,B14004_020M,B14004_020EA,B14004_020MA,B14004_021M,B14004_021EA,B14004_021MA,B14004_022M,B14004_022EA,B14004_022MA,B14004_023M,B14004_023EA,B14004_023MA,B14004_024M,B14004_024EA,B14004_024MA,B14004_025M,B14004_025EA,B14004_025MA,B14004_026M,B14004_026EA,B14004_026MA,B14004_027M,B14004_027EA,B14004_027MA,B14004_028M,B14004_028EA,B14004_028MA,B14004_029M,B14004_029EA,B14004_029MA,B14004_030M,B14004_030EA,B14004_030MA,B14004_031M,B14004_031EA,B14004_031MA,B14004_032M,B14004_032EA,B14004_032MA,B14004_033M,B14004_033EA,B14004_033MA,state
17195240,5550,8325278,5933,460957,13895,2640,814,270424,10114,117468,6962,70425,5203,141778,7841,593,383,66173,5347,40852,4814,34160,2985,7722543,14876,370097,3266,569420,10356,1184124,10329,5598902,9322,8869962,5030,581007,12886,4321,1088,329489,8975,141447,6749,105750,4876,183906,9135,653,389,71515,5237,53869,4394,57869,4585,8105049,15290,349637,3542,456607,8334,1123156,10607,6175649,8348,5550,null,null,5933,null,null,13895,null,null,814,null,null,10114,null,null,6962,null,null,5203,null,null,7841,null,null,383,null,null,5347,null,null,4814,null,null,2985,null,null,14876,null,null,3266,null,null,10356,null,null,10329,null,null,9322,null,null,5030,null,null,12886,null,null,1088,null,null,8975,null,null,6749,null,null,4876,null,null,9135,null,null,389,null,null,5237,null,null,4394,null,null,4585,null,null,15290,null,null,3542,null,null,8334,null,null,10607,null,null,8348,null,null,12
8232061,4501,3957018,5359,238219,9121,1261,735,151349,6254,48046,3891,37563,3920,61984,4555,101,117,29536,2934,16472,2480,15875,2726,3656815,10139,219684,3679,341456,7635,624050,6140,2471625,7559,4275043,5948,313940,9548,1463,595,175179,7365,70762,4940,66536,4146,88441,6244,297,233,38176,3864,21118,2843,28850,3435,3872662,10098,209494,4093,278670,7287,623294,6959,2761204,6354,4501,null,null,5359,null,null,9121,null,null,735,null,null,6254,null,null,3891,null,null,3920,null,null,4555,null,null,117,null,null,2934,null,null,2480,null,null,2726,null,null,10139,null,null,3679,null,null,7635,null,null,6140,null,null,7559,null,null,5948,null,null,9548,null,null,595,null,null,7365,null,null,4940,null,null,4146,null,null,6244,null,null,233,null,null,3864,null,null,2843,null,null,3435,null,null,10098,null,null,4093,null,null,7287,null,null,6959,null,null,6354,null,null,13
1168033,1222,583715,1510,37541,2861,395,309,18022,1890,10201,1479,8923,1450,10597,1638,76,104,3052,749,3834,908,3635,1047,535577,3715,23711,1191,49738,2244,94147,1934,367981,2075,584318,1217,40487,2661,309,226,20700,1598,10424,1556,9054,1148,11285,1414,0,185,4591,1025,3071,831,3623,791,532546,3318,22750,896,33752,1725,84167,1956,391877,1521,1222,null,null,1510,null,null,2861,null,null,309,null,null,1890,null,null,1479,null,null,1450,null,null,1638,null,null,104,null,null,749,null,null,908,null,null,1047,null,null,3715,null,null,1191,null,null,2244,null,null,1934,null,null,2075,null,null,1217,null,null,2661,null,null,226,null,null,1598,null,null,1556,null,null,1148,null,null,1414,null,null,185,null,null,1025,null,null,831,null,null,791,null,null,3318,null,null,896,null,null,1725,null,null,1956,null,null,1521,null,null,15
1320797,1891,655592,2247,38024,3544,208,249,22157,2580,9812,1772,5847,1251,11677,2234,0,198,5546,1508,3835,1067,2296,816,605891,4294,38542,1662,54338,2879,97706,2768,415305,2976,665205,2447,48609,3500,443,334,26862,2705,11927,1811,9377,1802,14543,1922,56,85,8045,1342,3464,1214,2978,838,602053,3759,34865,1816,42470,2627,93811,2985,430907,2828,1891,null,null,2247,null,null,3544,null,null,249,null,null,2580,null,null,1772,null,null,1251,null,null,2234,null,null,198,null,null,1508,null,null,1067,null,null,816,null,null,4294,null,null,1662,null,null,2879,null,null,2768,null,null,2976,null,null,2447,null,null,3500,null,null,334,null,null,2705,null,null,1811,null,null,1802,null,null,1922,null,null,85,null,null,1342,null,null,1214,null,null,838,null,null,3759,null,null,1816,null,null,2627,null,null,2985,null,null,2828,null,null,16
10394067,3072,5056969,4040,278614,8037,1999,744,178322,6064,60688,4191,37605,2715,124473,6164,505,339,68567,4303,34902,3086,20499,2407,4653882,11008,257469,2388,371056,7456,795282,5313,3230075,5113,5337098,4147,326922,7669,1937,626,198594,6499,67124,4493,59267,3621,165021,7374,682,337,88537,5143,40643,3545,35159,2737,4845155,10038,252655,2453,308525,6827,767112,6264,3516863,5154,3072,null,null,4040,null,null,8037,null,null,744,null,null,6064,null,null,4191,null,null,2715,null,null,6164,null,null,339,null,null,4303,null,null,3086,null,null,2407,null,null,11008,null,null,2388,null,null,7456,null,null,5313,null,null,5113,null,null,4147,null,null,7669,null,null,626,null,null,6499,null,null,4493,null,null,3621,null,null,7374,null,null,337,null,null,5143,null,null,3545,null,null,2737,null,null,10038,null,null,2453,null,null,6827,null,null,6264,null,null,5154,null,null,17
5331071,3783,2600798,4287,155877,6629,570,476,103670,5234,29899,2857,21738,2274,40188,2973,210,174,26859,2683,8006,1461,5113,970,2404733,7608,142004,2269,210120,5721,391462,4420,1661147,5133,2730273,4074,175363,6741,436,297,106686,4906,36919,3372,31322,2807,51371,3709,71,81,32967,3099,8837,1430,9496,1549,2503539,8182,132260,2538,182642,4804,382362,5314,1806275,4894,3783,null,null,4287,null,null,6629,null,null,476,null,null,5234,null,null,2857,null,null,2274,null,null,2973,null,null,174,null,null,2683,null,null,1461,null,null,970,null,null,7608,null,null,2269,null,null,5721,null,null,4420,null,null,5133,null,null,4074,null,null,6741,null,null,297,null,null,4906,null,null,3372,null,null,2807,null,null,3709,null,null,81,null,null,3099,null,null,1430,null,null,1549,null,null,8182,null,null,2538,null,null,4804,null,null,5314,null,null,4894,null,null,18
2529447,2234,1245027,3140,76679,4037,329,257,49440,2852,16650,2176,10260,1392,25541,2785,131,110,16933,2131,5212,1374,3265,883,1142807,5459,61548,1404,96920,3489,179358,3048,804981,3113,1284420,2575,88866,4332,214,123,59366,3129,16489,1860,12797,1684,33230,2449,232,233,20561,1979,5828,1028,6609,1048,1162324,5282,59267,1310,77486,3110,171515,3158,854056,3557,2234,null,null,3140,null,null,4037,null,null,257,null,null,2852,null,null,2176,null,null,1392,null,null,2785,null,null,110,null,null,2131,null,null,1374,null,null,883,null,null,5459,null,null,1404,null,null,3489,null,null,3048,null,null,3113,null,null,2575,null,null,4332,null,null,123,null,null,3129,null,null,1860,null,null,1684,null,null,2449,null,null,233,null,null,1979,null,null,1028,null,null,1048,null,null,5282,null,null,1310,null,null,3110,null,null,3158,null,null,3557,null,null,19
2310304,2733,1142169,3270,81871,4677,215,245,53557,4087,17134,2160,10965,1384,18192,2124,0,174,10007,1576,4197,1038,3988,865,1042106,5478,60771,1749,95891,3467,168745,3475,716699,3306,1168135,3002,92292,3852,794,489,55944,3014,20381,2346,15173,1610,16123,1757,0,174,7216,1251,4323,1052,4584,851,1059720,4170,56154,2069,77819,3250,162388,3362,763359,3244,2733,null,null,3270,null,null,4677,null,null,245,null,null,4087,null,null,2160,null,null,1384,null,null,2124,null,null,174,null,null,1576,null,null,1038,null,null,865,null,null,5478,null,null,1749,null,null,3467,null,null,3475,null,null,3306,null,null,3002,null,null,3852,null,null,489,null,null,3014,null,null,2346,null,null,1610,null,null,1757,null,null,174,null,null,1251,null,null,1052,null,null,851,null,null,4170,null,null,2069,null,null,3250,null,null,3362,null,null,3244,null,null,20
3600690,3442,1752576,4457,94718,4874,340,245,60063,3731,21757,2218,12558,1939,21563,2445,98,102,12566,2001,4593,996,4306,1030,1636295,7073,90456,2192,148114,4787,256580,3603,1141145,3684,1848114,3452,128514,5213,567,339,78704,3591,28779,2809,20464,2212,31929,2656,145,127,15471,1972,6722,1245,9591,1500,1687671,6747,84567,1894,114090,3821,246292,3947,1242722,3944,3442,null,null,4457,null,null,4874,null,null,245,null,null,3731,null,null,2218,null,null,1939,null,null,2445,null,null,102,null,null,2001,null,null,996,null,null,1030,null,null,7073,null,null,2192,null,null,4787,null,null,3603,null,null,3684,null,null,3452,null,null,5213,null,null,339,null,null,3591,null,null,2809,null,null,2212,null,null,2656,null,null,127,null,null,1972,null,null,1245,null,null,1500,null,null,6747,null,null,1894,null,null,3821,null,null,3947,null,null,3944,null,null,21
3751715,3855,1815491,4285,86709,4451,314,300,55980,3703,19500,2816,10915,1433,21138,2484,238,354,11490,1924,4570,990,4840,1180,1707644,6408,95796,3053,160408,5153,310403,6072,1141037,5440,1936224,3795,135152,6126,388,212,82912,4809,31602,2981,20250,2121,34384,3494,42,73,16585,2480,9535,1675,8222,1586,1766688,7505,90552,3002,121990,4778,295498,5033,1258648,4599,3855,null,null,4285,null,null,4451,null,null,300,null,null,3703,null,null,2816,null,null,1433,null,null,2484,null,null,354,null,null,1924,null,null,990,null,null,1180,null,null,6408,null,null,3053,null,null,5153,null,null,6072,null,null,5440,null,null,3795,null,null,6126,null,null,212,null,null,4809,null,null,2981,null,null,2121,null,null,3494,null,null,73,null,null,2480,null,null,1675,null,null,1586,null,null,7505,null,null,3002,null,null,4778,null,null,5033,null,null,4599,null,null,22
