B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,B14004_001M,B14004_001EA,B14004_001MA,B14004_002M,B14004_002EA,B14004_002MA,B14004_003M,B14004_003EA,B14004_003MA,B14004_004M,B14004_004EA,B14004_004MA,B14004_005M,B14004_005EA,B14004_005MA,B14004_006M,B14004_006EA,B14004_006MA,B14004_007M,B14004_007EA,B14004_007MA,B14004_008M,B14004_008EA,B14004_008MA,B14004_009M,B14004_009EA,B14004_009MA,B14004_010M,B14004_010EA,B14004_010MA,B14004_011M,B14004_011EA,B14004_011MA,B14004_012M,B14004_012EA,B14004_012MA,B14004_013M,B14004_013EA,B14004_013MA,B14004_014M,B14004_014EA,B14004_014MA,B14004_015M,B14004_015EA,B14004_015MA,B14004_016M,B14004_016EA,B14004_016MA,B14004_017M,B14004_017EA,B14004_017MA,B14004_018M,B14004_018EA,B14004_018MA,B14004_019M,B14004_019EA,B14004_019MA,B14004_020M,B14004_020EA,B14004_020MA,B14004_021M,B14004_021EA,B14004_021MA,B14004_022M,B14004_022EA,B14004_022MA,B14004_023M,B14004_023EA,B14004_023MA,B14004_024M,B14004_024EA,B14004_024MA,B14004_025M,B14004_025EA,B14004_025MA,B14004_026M,B14004_026EA,B14004_026MA,B14004_027M,B14004_027EA,B14004_027MA,B14004_028M,B14004_028EA,B14004_028MA,B14004_029M,B14004_029EA,B14004_029MA,B14004_030M,B14004_030EA,B14004_030MA,B14004_031M,B14004_031EA,B14004_031MA,B14004_032M,B14004_032EA,B14004_032MA,B14004_033M,B14004_033EA,B14004_033MA,state
1123728,1151,544729,1571,22807,2049,28,44,15173,1688,3731,1205,3875,941,11783,1685,0,172,7718,1356,2063,857,2002,701,510139,3188,24189,766,33892,1878,72538,1600,379520,1975,578999,1344,33933,2522,216,208,17756,1882,7872,1554,8089,1441,16105,1971,312,275,9064,1294,2848,819,3881,1106,528961,2964,22455,890,26356,2012,68400,1846,411750,2168,1151,null,null,1571,null,null,2049,null,null,44,null,null,1688,null,null,1205,null,null,941,null,null,1685,null,null,172,null,null,1356,null,null,857,null,null,701,null,null,3188,null,null,766,null,null,1878,null,null,1600,null,null,1975,null,null,1344,null,null,2522,null,null,208,null,null,1882,null,null,1554,null,null,1441,null,null,1971,null,null,275,null,null,1294,null,null,819,null,null,1106,null,null,2964,null,null,890,null,null,2012,null,null,1846,null,null,2168,null,null,23
4902314,1692,2346134,2637,168102,6470,929,439,98958,4552,40127,3881,28088,2843,43415,3100,156,148,20251,2026,11101,1684,11907,1783,2134617,6597,116864,1447,159516,4078,360653,4876,1497584,4110,2556180,2429,195027,7100,2597,776,106393,5317,42919,3036,43118,3265,61031,4159,266,200,23260,2478,17196,2159,20309,2229,2300122,6955,111207,1501,139409,4547,360288,4533,1689218,4226,1692,null,null,2637,null,null,6470,null,null,439,null,null,4552,null,null,3881,null,null,2843,null,null,3100,null,null,148,null,null,2026,null,null,1684,null,null,1783,null,null,6597,null,null,1447,null,null,4078,null,null,4876,null,null,4110,null,null,2429,null,null,7100,null,null,776,null,null,5317,null,null,3036,null,null,3265,null,null,4159,null,null,200,null,null,2478,null,null,2159,null,null,2229,null,null,6955,null,null,1501,null,null,4547,null,null,4533,null,null,4226,null,null,24
5683233,1618,2728402,1947,125381,5842,471,311,84310,4739,22979,2701,17621,2219,132615,5495,518,270,85944,4460,32223,2653,13930,1803,2470406,6685,126139,1353,180407,4836,420850,3919,1743010,3846,2954831,1978,154862,6570,703,387,90887,4897,31708,3324,31564,2580,172607,6177,706,419,110820,4855,37091,3565,23990,2362,2627362,8464,121864,1436,152949,5147,406106,4923,1946443,4545,1618,null,null,1947,null,null,5842,null,null,311,null,null,4739,null,null,2701,null,null,2219,null,null,5495,null,null,270,null,null,4460,null,null,2653,null,null,1803,null,null,6685,null,null,1353,null,null,4836,null,null,3919,null,null,3846,null,null,1978,null,null,6570,null,null,387,null,null,4897,null,null,3324,null,null,2580,null,null,6177,null,null,419,null,null,4855,null,null,3565,null,null,2362,null,null,8464,null,null,1436,null,null,5147,null,null,4923,null,null,4545,null,null,25
8138464,2733,3967891,2684,283948,7378,875,364,182483,5907,62355,3725,38235,3047,47671,3180,142,126,25592,2560,11045,1326,10892,1304,3636272,8543,203321,1674,293664,6205,555828,4622,2583459,4135,4170573,2763,320919,7139,1277,457,196852,4906,67471,4038,55319,3232,63332,3882,178,140,32493,3013,12741,1426,17920,2099,3786322,7136,195554,1924,245631,5000,538861,4275,2806276,4598,2733,null,null,2684,null,null,7378,null,null,364,null,null,5907,null,null,3725,null,null,3047,null,null,3180,null,null,126,null,null,2560,null,null,1326,null,null,1304,null,null,8543,null,null,1674,null,null,6205,null,null,4622,null,null,4135,null,null,2763,null,null,7139,null,null,457,null,null,4906,null,null,4038,null,null,3232,null,null,3882,null,null,140,null,null,3013,null,null,1426,null,null,2099,null,null,7136,null,null,1924,null,null,5000,null,null,4275,null,null,4598,null,null,26
4446706,2592,2197537,2654,123633,5024,403,231,76405,3945,26736,2206,20089,1981,38888,3089,0,149,22916,2125,6749,1212,9223,1580,2035016,6255,110082,1557,157942,4074,345681,4060,1421311,3464,2249169,2859,146732,5773,477,330,86147,4457,33424,2238,26684,2639,53180,3648,63,69,30104,2793,12111,1680,10902,1215,2049257,6141,104352,1584,132532,4469,320108,4131,1492265,3965,2592,null,null,2654,null,null,5024,null,null,231,null,null,3945,null,null,2206,null,null,1981,null,null,3089,null,null,149,null,null,2125,null,null,1212,null,null,1580,null,null,6255,null,null,1557,null,null,4074,null,null,4060,null,null,3464,null,null,2859,null,null,5773,null,null,330,null,null,4457,null,null,2238,null,null,2639,null,null,3648,null,null,69,null,null,2793,null,null,1680,null,null,1215,null,null,6141,null,null,1584,null,null,4469,null,null,4131,null,null,3965,null,null,27
2388158,3133,1137123,4364,71681,4623,708,467,50760,3805,12290,2027,7923,1766,8925,1787,57,95,4467,1248,2294,828,2107,701,1056517,6323,60970,2799,102583,5025,168165,5309,724799,3965,1251035,4110,95655,4707,236,222,61585,3430,18788,2551,15046,2028,15394,2728,275,279,6971,1754,4077,1404,4071,1108,1139986,6177,60339,3017,82185,4365,172998,5036,824464,4120,3133,null,null,4364,null,null,4623,null,null,467,null,null,3805,null,null,2027,null,null,1766,null,null,1787,null,null,95,null,null,1248,null,null,828,null,null,701,null,null,6323,null,null,2799,null,null,5025,null,null,5309,null,null,3965,null,null,4110,null,null,4707,null,null,222,null,null,3430,null,null,2551,null,null,2028,null,null,2728,null,null,279,null,null,1754,null,null,1404,null,null,1108,null,null,6177,null,null,3017,null,null,4365,null,null,5036,null,null,4120,null,null,28
4943723,3235,2402847,3984,123115,5173,931,458,77876,3772,25715,2902,18593,2179,47715,3883,222,183,27007,3506,11431,1745,9055,1653,2232017,6375,121511,2492,196329,4806,362279,4710,1551898,4559,2540876,3322,159950,6655,667,385,94652,5209,37210,3359,27421,2260,64609,4516,418,268,36149,3604,16377,2650,11665,1803,2316317,8318,117038,2225,149909,5428,346565,5031,1702805,4112,3235,null,null,3984,null,null,5173,null,null,458,null,null,3772,null,null,2902,null,null,2179,null,null,3883,null,null,183,null,null,3506,null,null,1745,null,null,1653,null,null,6375,null,null,2492,null,null,4806,null,null,4710,null,null,4559,null,null,3322,null,null,6655,null,null,385,null,null,5209,null,null,3359,null,null,2260,null,null,4516,null,null,268,null,null,3604,null,null,2650,null,null,1803,null,null,8318,null,null,2225,null,null,5428,null,null,5031,null,null,4112,null,null,29
852293,1824,427876,2355,24777,2718,144,135,15076,2063,6498,1346,3059,747,2332,689,0,168,891,414,765,455,676,316,400767,3572,21088,901,35931,2433,57037,1820,286711,2054,424417,2051,28872,2626,102,132,18106,2142,5189,1137,5475,1224,5408,1127,0,168,3369,868,864,461,1175,511,390137,3299,17113,938,27857,2516,56483,1918,288684,2298,1824,null,null,2355,null,null,2718,null,null,135,null,null,2063,null,null,1346,null,null,747,null,null,689,null,null,168,null,null,414,null,null,455,null,null,316,null,null,3572,null,null,901,null,null,2433,null,null,1820,null,null,2054,null,null,2051,null,null,2626,null,null,132,null,null,2142,null,null,1137,null,null,1224,null,null,1127,null,null,168,null,null,868,null,null,461,null,null,511,null,null,3299,null,null,938,null,null,2516,null,null,1918,null,null,2298,null,null,30
1509438,1732,747768,2383,46950,2820,203,171,31036,2305,10148,1437,5563,912,14165,1930,0,159,8525,1484,3314,754,2326,766,686653,4146,39203,1145,56782,2869,118050,2674,472618,2341,761670,2019,55796,3354,87,101,34045,2297,11152,1596,10512,1468,18673,2299,148,120,11414,1927,4436,1229,2675,752,687201,4359,36766,1053,47409,2482,108284,2642,494742,2701,1732,null,null,2383,null,null,2820,null,null,171,null,null,2305,null,null,1437,null,null,912,null,null,1930,null,null,159,null,null,1484,null,null,754,null,null,766,null,null,4146,null,null,1145,null,null,2869,null,null,2674,null,null,2341,null,null,2019,null,null,3354,null,null,101,null,null,2297,null,null,1596,null,null,1468,null,null,2299,null,null,120,null,null,1927,null,null,1229,null,null,752,null,null,4359,null,null,1053,null,null,2482,null,null,2642,null,null,2701,null,null,31
2376250,1187,1185734,1715,61599,4399,573,331,31734,2917,16994,2002,12298,1936,12622,1920,180,244,2273,874,4846,1265,5323,1188,1111513,5116,58009,1199,94588,3230,194018,2939,764898,2969,1190516,1739,78533,3959,575,391,40278,3377,20823,2795,16857,2318,16115,1982,55,101,4601,1276,5835,1182,5624,1193,1095868,3986,54302,1363,78472,3429,181789,2921,781305,2863,1187,null,null,1715,null,null,4399,null,null,331,null,null,2917,null,null,2002,null,null,1936,null,null,1920,null,null,244,null,null,874,null,null,1265,null,null,1188,null,null,5116,null,null,1199,null,null,3230,null,null,2939,null,null,2969,null,null,1739,null,null,3959,null,null,391,null,null,3377,null,null,2795,null,null,2318,null,null,1982,null,null,101,null,null,1276,null,null,1182,null,null,1193,null,null,3986,null,null,1363,null,null,3429,null,null,2921,null,null,2863,null,null,32
1123706,1509,555109,1899,24502,2895,154,166,15741,2228,3887,933,4720,1048,18401,2460,0,187,11375,1837,4516,1245,2510,805,512206,3954,25473,938,38593,2417,74374,1884,373766,2021,568597,1622,30529,2566,88,115,18735,1967,5775,1194,5931,1180,19881,2199,113,119,11454,1961,4331,1134,3983,891,518187,3270,22924,828,31470,1927,67711,2271,396082,1750,1509,null,null,1899,null,null,2895,null,null,166,null,null,2228,null,null,933,null,null,1048,null,null,2460,null,null,187,null,null,1837,null,null,1245,null,null,805,null,null,3954,null,null,938,null,null,2417,null,null,1884,null,null,2021,null,null,1622,null,null,2566,null,null,115,null,null,1967,null,null,1194,null,null,1180,null,null,2199,null,null,119,null,null,1961,null,null,1134,null,null,891,null,null,3270,null,null,828,null,null,1927,null,null,2271,null,null,1750,null,null,33
7313609,1132,3537022,1543,189009,6649,923,418,127253,5274,37100,3591,23733,2348,82041,5087,285,262,45502,3477,20089,2121,16165,1656,3265972,8788,180433,1457,234943,6155,526905,4960,2323691,3360,3776587,1579,224570,7399,1401,608,137335,4926,46307,3803,39527,3133,101365,4456,91,115,52605,3290,22825,2457,25844,2617,3450652,8027,170446,1396,191220,5023,503836,4838,2585150,4595,1132,null,null,1543,null,null,6649,null,null,418,null,null,5274,null,null,3591,null,null,2348,null,null,5087,null,null,262,null,null,3477,null,null,2121,null,null,1656,null,null,8788,null,null,1457,null,null,6155,null,null,4960,null,null,3360,null,null,1579,null,null,7399,null,null,608,null,null,4926,null,null,3803,null,null,3133,null,null,4456,null,null,115,null,null,3290,null,null,2457,null,null,2617,null,null,8027,null,null,1396,null,null,5023,null,null,4838,null,null,4595,null,null,34
1676659,1736,824879,2357,63626,4335,1129,715,34183,3137,16426,2252,11888,1694,8424,1612,332,218,2346,862,2699,922,3047,813,752829,4084,43025,1767,66894,3646,125198,3573,517712,2678,851780,1984,67426,3860,641,396,33655,2856,18230,1832,14900,1703,10437,2222,327,207,4005,1386,2652,943,3453,911,773917,4622,39704,1521,59037,3262,111774,3369,563402,2411,1736,null,null,2357,null,null,4335,null,null,715,null,null,3137,null,null,2252,null,null,1694,null,null,1612,null,null,218,null,null,862,null,null,922,null,null,813,null,null,4084,null,null,1767,null,null,3646,null,null,3573,null,null,2678,null,null,1984,null,null,3860,null,null,396,null,null,2856,null,null,1832,null,null,1703,null,null,2222,null,null,207,null,null,1386,null,null,943,null,null,911,null,null,4622,null,null,1521,null,null,3262,null,null,3369,null,null,2411,null,null,35
16287464,2913,7816473,4167,403920,10108,3531,963,272938,7945,79668,5311,47783,3952,259383,7056,1533,537,159831,5440,61344,4221,36675,3083,7153170,12500,364927,2324,528813,8038,1298647,7093,4960783,6109,8470991,3411,493693,10199,5474,1215,302324,8152,111053,4767,74842,4349,327009,8371,3024,1029,197167,6586,73897,4384,52921,3125,7650289,12518,343072,2519,451238,9512,1262179,7533,5593800,6401,2913,null,null,4167,null,null,10108,null,null,963,null,null,7945,null,null,5311,null,null,3952,null,null,7056,null,null,537,null,null,5440,null,null,4221,null,null,3083,null,null,12500,null,null,2324,null,null,8038,null,null,7093,null,null,6109,null,null,3411,null,null,10199,null,null,1215,null,null,8152,null,null,4767,null,null,4349,null,null,8371,null,null,1029,null,null,6586,null,null,4384,null,null,3125,null,null,12518,null,null,2519,null,null,9512,null,null,7533,null,null,6401,null,null,36
8250416,4829,3961788,5209,238296,6653,835,400,143261,6105,55322,4303,38878,3236,56752,3903,70,90,29447,2757,13316,2242,13919,1849,3666740,8758,204508,3426,327313,6718,576901,7891,2558018,6941,4288628,5072,308711,9411,2032,673,168987,6273,74013,4315,63679,4630,82370,5600,616,560,40613,3715,18075,2663,23066,2262,3897547,13646,192461,3023,263088,8022,583659,6757,2858339,7747,4829,null,null,5209,null,null,6653,null,null,400,null,null,6105,null,null,4303,null,null,3236,null,null,3903,null,null,90,null,null,2757,null,null,2242,null,null,1849,null,null,8758,null,null,3426,null,null,6718,null,null,7891,null,null,6941,null,null,5072,null,null,9411,null,null,673,null,null,6273,null,null,4315,null,null,4630,null,null,5600,null,null,560,null,null,3715,null,null,2663,null,null,2262,null,null,13646,null,null,3023,null,null,8022,null,null,6757,null,null,7747,null,null,37
608512,1576,311519,2292,23945,2514,0,155,16055,1852,5018,1187,2872,834,2888,824,0,155,1665,609,777,461,446,201,284686,3562,12313,903,29040,2354,56711,2051,186622,1890,296993,1767,24454,2787,208,148,15496,2047,5542,1148,3208,796,4962,924,0,155,2740,718,1164,542,1058,535,267577,3044,12633,829,23347,2194,46846,1777,184751,1934,1576,null,null,2292,null,null,2514,null,null,155,null,null,1852,null,null,1187,null,null,834,null,null,824,null,null,155,null,null,609,null,null,461,null,null,201,null,null,3562,null,null,903,null,null,2354,null,null,2051,null,null,1890,null,null,1767,null,null,2787,null,null,148,null,null,2047,null,null,1148,null,null,796,null,null,924,null,null,155,null,null,718,null,null,542,null,null,535,null,null,3044,null,null,829,null,null,2194,null,null,1777,null,null,1934,null,null,38
9469520,3558,4597677,4141,250938,7182,1336,625,153185,5529,57315,3880,39102,2866,81237,4232,233,226,52746,3786,13590,1633,14668,1734,4265502,8836,236400,2298,347449,7417,683961,4664,2997692,5538,4871843,4039,318139,9310,1364,524,182087,6841,75370,4260,59318,3616,106225,4864,76,81,60085,4071,19656,2134,26408,2348,4447479,10763,224709,2455,287789,6304,650980,5309,3284001,5866,3558,null,null,4141,null,null,7182,null,null,625,null,null,5529,null,null,3880,null,null,2866,null,null,4232,null,null,226,null,null,3786,null,null,1633,null,null,1734,null,null,8836,null,null,2298,null,null,7417,null,null,4664,null,null,5538,null,null,4039,null,null,9310,null,null,524,null,null,6841,null,null,4260,null,null,3616,null,null,4864,null,null,81,null,null,4071,null,null,2134,null,null,2348,null,null,10763,null,null,2455,null,null,6304,null,null,5309,null,null,5866,null,null,39
