B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,B27010_001M,B27010_001EA,B27010_001MA,B27010_002M,B27010_002EA,B27010_002MA,B27010_003M,B27010_003EA,B27010_003MA,B27010_004M,B27010_004EA,B27010_004MA,B27010_005M,B27010_005EA,B27010_005MA,B27010_006M,B27010_006EA,B27010_006MA,B27010_007M,B27010_007EA,B27010_007MA,B27010_008M,B27010_008EA,B27010_008MA,B27010_009M,B27010_009EA,B27010_009MA,B27010_010M,B27010_010EA,B27010_010MA,B27010_011M,B27010_011EA,B27010_011MA,B27010_012M,B27010_012EA,B27010_012MA,B27010_013M,B27010_013EA,B27010_013MA,B27010_014M,B27010_014EA,B27010_014MA,B27010_015M,B27010_015EA,B27010_015MA,B27010_016M,B27010_016EA,B27010_016MA,B27010_017M,B27010_017EA,B27010_017MA,B27010_018M,B27010_018EA,B27010_018MA,B27010_019M,B27010_019EA,B27010_019MA,B27010_020M,B27010_020EA,B27010_020MA,B27010_021M,B27010_021EA,B27010_021MA,B27010_022M,B27010_022EA,B27010_022MA,B27010_023M,B27010_023EA,B27010_023MA,B27010_024M,B27010_024EA,B27010_024MA,B27010_025M,B27010_025EA,B27010_025MA,B27010_026M,B27010_026EA,B27010_026MA,B27010_027M,B27010_027EA,B27010_027MA,B27010_028M,B27010_028EA,B27010_028MA,B27010_029M,B27010_029EA,B27010_029MA,B27010_030M,B27010_030EA,B27010_030MA,B27010_031M,B27010_031EA,B27010_031MA,B27010_032M,B27010_032EA,B27010_032MA,B27010_033M,B27010_033EA,B27010_033MA,B27010_034M,B27010_034EA,B27010_034MA,B27010_035M,B27010_035EA,B27010_035MA,B27010_036M,B27010_036EA,B27010_036MA,B27010_037M,B27010_037EA,B27010_037MA,B27010_038M,B27010_038EA,B27010_038MA,B27010_039M,B27010_039EA,B27010_039MA,B27010_040M,B27010_040EA,B27010_040MA,B27010_041M,B27010_041EA,B27010_041MA,B27010_042M,B27010_042EA,B27010_042MA,B27010_043M,B27010_043EA,B27010_043MA,B27010_044M,B27010_044EA,B27010_044MA,B27010_045M,B27010_045EA,B27010_045MA,B27010_046M,B27010_046EA,B27010_046MA,B27010_047M,B27010_047EA,B27010_047MA,B27010_048M,B27010_048EA,B27010_048MA,B27010_049M,B27010_049EA,B27010_049MA,B27010_050M,B27010_050EA,B27010_050MA,B27010_051M,B27010_051EA,B27010_051MA,B27010_052M,B27010_052EA,B27010_052MA,B27010_053M,B27010_053EA,B27010_053MA,B27010_054M,B27010_054EA,B27010_054MA,B27010_055M,B27010_055EA,B27010_055MA,B27010_056M,B27010_056EA,B27010_056MA,B27010_057M,B27010_057EA,B27010_057MA,B27010_058M,B27010_058EA,B27010_058MA,B27010_059M,B27010_059EA,B27010_059MA,B27010_060M,B27010_060EA,B27010_060MA,B27010_061M,B27010_061EA,B27010_061MA,B27010_062M,B27010_062EA,B27010_062MA,B27010_063M,B27010_063EA,B27010_063MA,B27010_064M,B27010_064EA,B27010_064MA,B27010_065M,B27010_065EA,B27010_065MA,B27010_066M,B27010_066EA,B27010_066MA,state
9957830,4137,2292483,3750,2068153,9557,930550,17725,135405,8008,7679,2211,903458,16423,89207,7322,1854,1286,122098,7553,23513,3753,813,508,4222,1380,13227,2241,1058,734,79265,5850,102232,6479,2206179,8345,1667332,13272,1112939,14425,238713,7437,5993,1428,246426,8066,53742,4058,9519,1966,133674,6615,40392,3672,1585,837,13879,2616,15012,2219,1671,708,61135,4262,405173,11802,3932515,8464,3010995,16493,2177904,18177,436853,12323,93389,5462,214031,8627,60967,4056,27851,2743,397457,10198,77011,5408,26606,2624,21593,2271,87540,5811,24225,2657,10968,1896,149514,6169,524063,13375,1526653,3763,445659,9728,23136,2209,5418,1302,416083,9770,121,135,901,581,1074063,10646,1473,671,254930,7047,332588,8185,107459,5788,280,264,38212,2707,339121,8535,6931,1393,4137,null,null,3750,null,null,9557,null,null,17725,null,null,8008,null,null,2211,null,null,16423,null,null,7322,null,null,1286,null,null,7553,null,null,3753,null,null,508,null,null,1380,null,null,2241,null,null,734,null,null,5850,null,null,6479,null,null,8345,null,null,13272,null,null,14425,null,null,7437,null,null,1428,null,null,8066,null,null,4058,null,null,1966,null,null,6615,null,null,3672,null,null,837,null,null,2616,null,null,2219,null,null,708,null,null,4262,null,null,11802,null,null,8464,null,null,16493,null,null,18177,null,null,12323,null,null,5462,null,null,8627,null,null,4056,null,null,2743,null,null,10198,null,null,5408,null,null,2624,null,null,2271,null,null,5811,null,null,2657,null,null,1896,null,null,6169,null,null,13375,null,null,3763,null,null,9728,null,null,2209,null,null,1302,null,null,9770,null,null,135,null,null,581,null,null,10646,null,null,671,null,null,7047,null,null,8185,null,null,5788,null,null,264,null,null,2707,null,null,8535,null,null,1393,null,null,37
741486,1317,174130,1261,146826,3260,96244,4478,17251,2473,308,311,27856,2757,4912,1667,255,343,13680,2068,2674,1103,0,155,865,562,1549,490,0,155,8592,1708,13624,2245,197209,2562,165266,4257,124539,4550,22371,2644,224,190,13926,1986,4041,930,165,173,12738,2044,4544,1308,63,104,705,330,2345,969,0,155,5081,1478,19205,2533,266247,2205,220893,3316,167191,4096,33101,2242,2770,913,13748,1833,2247,655,1836,787,26322,2364,9158,1601,1492,608,1099,433,4610,1050,2153,718,338,194,7472,1201,19032,2002,103900,965,21018,1617,1540,539,341,227,19137,1582,0,155,0,155,82605,1779,37,54,15501,1769,36838,2067,3311,673,0,155,2395,548,24523,2241,277,201,1317,null,null,1261,null,null,3260,null,null,4478,null,null,2473,null,null,311,null,null,2757,null,null,1667,null,null,343,null,null,2068,null,null,1103,null,null,155,null,null,562,null,null,490,null,null,155,null,null,1708,null,null,2245,null,null,2562,null,null,4257,null,null,4550,null,null,2644,null,null,190,null,null,1986,null,null,930,null,null,173,null,null,2044,null,null,1308,null,null,104,null,null,330,null,null,969,null,null,155,null,null,1478,null,null,2533,null,null,2205,null,null,3316,null,null,4096,null,null,2242,null,null,913,null,null,1833,null,null,655,null,null,787,null,null,2364,null,null,1601,null,null,608,null,null,433,null,null,1050,null,null,718,null,null,194,null,null,1201,null,null,2002,null,null,965,null,null,1617,null,null,539,null,null,227,null,null,1582,null,null,155,null,null,155,null,null,1779,null,null,54,null,null,1769,null,null,2067,null,null,673,null,null,155,null,null,548,null,null,2241,null,null,201,null,null,38
11439848,1446,2605997,2753,2343533,11392,1349609,20773,100997,7157,7958,2680,864609,19724,19890,3990,470,451,167911,9597,20570,2636,881,691,8085,2058,9823,2426,341,268,128211,8773,94553,6613,2534693,5051,2154248,11727,1464832,15704,173623,7016,11655,2100,487443,11187,12378,2234,4317,1131,132194,5229,36652,2814,2564,700,12870,1756,8574,1684,1131,412,70403,4187,248251,10541,4483613,5264,3818900,12029,2832795,15912,296142,8800,105815,5450,538902,12738,21149,2266,24097,2546,371319,8752,82896,4650,30392,2709,16476,1881,94142,5083,12958,1735,15311,1747,119144,5197,293394,8789,1815545,3583,568237,10924,41649,3049,5071,944,519854,10593,58,62,1605,714,1239778,11053,1678,613,398455,9266,370239,9469,98038,5225,43,71,46851,2954,324474,7835,7530,1414,1446,null,null,2753,null,null,11392,null,null,20773,null,null,7157,null,null,2680,null,null,19724,null,null,3990,null,null,451,null,null,9597,null,null,2636,null,null,691,null,null,2058,null,null,2426,null,null,268,null,null,8773,null,null,6613,null,null,5051,null,null,11727,null,null,15704,null,null,7016,null,null,2100,null,null,11187,null,null,2234,null,null,1131,null,null,5229,null,null,2814,null,null,700,null,null,1756,null,null,1684,null,null,412,null,null,4187,null,null,10541,null,null,5264,null,null,12029,null,null,15912,null,null,8800,null,null,5450,null,null,12738,null,null,2266,null,null,2546,null,null,8752,null,null,4650,null,null,2709,null,null,1881,null,null,5083,null,null,1735,null,null,1747,null,null,5197,null,null,8789,null,null,3583,null,null,10924,null,null,3049,null,null,944,null,null,10593,null,null,62,null,null,714,null,null,11053,null,null,613,null,null,9266,null,null,9469,null,null,5225,null,null,71,null,null,2954,null,null,7835,null,null,1414,null,null,39
3845697,1477,959850,1318,829745,7251,363444,9204,53536,3425,16781,2600,375134,9661,20151,2839,699,440,60016,5039,6440,1548,978,709,2599,792,5693,1436,242,163,44064,4303,70089,4704,895836,3878,637717,7219,450932,8180,84910,3698,7338,1753,77067,4565,13351,2110,4119,849,47839,2752,12829,1662,795,352,4813,881,5814,1510,696,358,22892,1834,210280,7002,1420840,3887,1047988,8001,773599,8741,130437,5853,41799,2980,68406,3911,19704,2038,14043,2088,126859,4341,22747,2321,8881,1232,6516,1048,24915,2075,10720,1806,5502,1090,47578,2477,245993,6758,569171,2061,166986,4378,9519,1222,2043,673,154428,4140,356,279,640,295,398889,4241,525,253,99353,4258,121844,3207,33645,2459,44,71,22187,1808,121291,3939,3296,974,1477,null,null,1318,null,null,7251,null,null,9204,null,null,3425,null,null,2600,null,null,9661,null,null,2839,null,null,440,null,null,5039,null,null,1548,null,null,709,null,null,792,null,null,1436,null,null,163,null,null,4303,null,null,4704,null,null,3878,null,null,7219,null,null,8180,null,null,3698,null,null,1753,null,null,4565,null,null,2110,null,null,849,null,null,2752,null,null,1662,null,null,352,null,null,881,null,null,1510,null,null,358,null,null,1834,null,null,7002,null,null,3887,null,null,8001,null,null,8741,null,null,5853,null,null,2980,null,null,3911,null,null,2038,null,null,2088,null,null,4341,null,null,2321,null,null,1232,null,null,1048,null,null,2075,null,null,1806,null,null,1090,null,null,2477,null,null,6758,null,null,2061,null,null,4378,null,null,1222,null,null,673,null,null,4140,null,null,279,null,null,295,null,null,4241,null,null,253,null,null,4258,null,null,3207,null,null,2459,null,null,71,null,null,1808,null,null,3939,null,null,974,null,null,40
4054353,734,866585,1799,777174,6369,409941,10707,55493,5010,433,397,306633,10638,4278,1461,396,379,60811,5541,9865,1991,345,289,1490,727,2414,855,773,757,45924,4920,28600,4194,929378,3898,769665,6428,489956,10010,83308,5083,2598,846,186542,7760,4123,1079,3138,1056,64038,3990,14871,2093,391,259,6091,1700,1749,754,1209,525,39727,3414,95675,6007,1579682,4304,1305243,10100,895821,12510,159875,6958,23223,2588,208684,8160,6181,1381,11459,1817,151161,6915,27048,2620,7527,1356,7887,1543,30326,3308,4817,1119,6983,1275,66573,4522,123278,7635,678708,2505,196092,6421,14432,1981,2843,1109,177866,6390,136,175,815,589,477403,6270,467,352,108361,4439,176487,6358,41296,3295,111,127,23465,2305,127216,5280,5213,1407,734,null,null,1799,null,null,6369,null,null,10707,null,null,5010,null,null,397,null,null,10638,null,null,1461,null,null,379,null,null,5541,null,null,1991,null,null,289,null,null,727,null,null,855,null,null,757,null,null,4920,null,null,4194,null,null,3898,null,null,6428,null,null,10010,null,null,5083,null,null,846,null,null,7760,null,null,1079,null,null,1056,null,null,3990,null,null,2093,null,null,259,null,null,1700,null,null,754,null,null,525,null,null,3414,null,null,6007,null,null,4304,null,null,10100,null,null,12510,null,null,6958,null,null,2588,null,null,8160,null,null,1381,null,null,1817,null,null,6915,null,null,2620,null,null,1356,null,null,1543,null,null,3308,null,null,1119,null,null,1275,null,null,4522,null,null,7635,null,null,2505,null,null,6421,null,null,1981,null,null,1109,null,null,6390,null,null,175,null,null,589,null,null,6270,null,null,352,null,null,4439,null,null,6358,null,null,3295,null,null,127,null,null,2305,null,null,5280,null,null,1407,null,null,41
12579422,1164,2666701,2241,2356910,12045,1354581,19250,136181,7373,2802,1127,850181,19233,12786,2173,379,310,193417,9528,22821,2519,951,403,6647,1363,9674,2627,516,363,152808,8605,116374,7940,2810377,5233,2373673,13808,1653706,18152,265703,8399,10167,2078,428936,11104,11195,1670,3966,1063,162090,6822,46802,3856,1956,637,16957,2548,7544,1518,1818,837,87013,4902,274614,10673,4962053,5873,4198905,14081,3139049,20522,447034,11789,90921,5846,488441,12561,17495,1842,15965,2376,455655,10548,98479,5094,31790,2695,25466,2428,107242,4976,14684,2175,10745,1682,167249,6882,307493,10872,2140291,3678,548100,11179,43414,3168,8030,1279,495323,10994,196,147,1137,401,1582195,10700,1321,432,413655,9059,594591,9944,133334,5695,83,96,40250,2941,398961,7796,9996,1754,1164,null,null,2241,null,null,12045,null,null,19250,null,null,7373,null,null,1127,null,null,19233,null,null,2173,null,null,310,null,null,9528,null,null,2519,null,null,403,null,null,1363,null,null,2627,null,null,363,null,null,8605,null,null,7940,null,null,5233,null,null,13808,null,null,18152,null,null,8399,null,null,2078,null,null,11104,null,null,1670,null,null,1063,null,null,6822,null,null,3856,null,null,637,null,null,2548,null,null,1518,null,null,837,null,null,4902,null,null,10673,null,null,5873,null,null,14081,null,null,20522,null,null,11789,null,null,5846,null,null,12561,null,null,1842,null,null,2376,null,null,10548,null,null,5094,null,null,2695,null,null,2428,null,null,4976,null,null,2175,null,null,1682,null,null,6882,null,null,10872,null,null,3678,null,null,11179,null,null,3168,null,null,1279,null,null,10994,null,null,147,null,null,401,null,null,10700,null,null,432,null,null,9059,null,null,9944,null,null,5695,null,null,96,null,null,2941,null,null,7796,null,null,1754,null,null,42
1040259,649,208268,608,187116,3783,110340,4946,10310,2151,829,817,63872,4768,1765,927,0,208,17153,3693,2458,1060,238,258,810,589,683,417,0,208,12964,3341,3999,1200,252434,2149,212081,4177,139623,4946,30443,3224,1343,787,38617,3537,1549,548,506,372,18329,2873,5910,1386,456,306,2392,1066,1137,896,52,86,8382,1750,22024,3024,413042,2015,348822,3975,247750,6153,35922,3547,8438,1782,53212,4715,1976,807,1524,574,45604,3244,10561,1948,1514,605,1615,613,13138,2079,1275,620,1199,561,16302,2021,18616,2543,166515,995,48492,3095,3881,966,942,513,43669,3150,0,208,0,208,117696,2977,84,103,25645,2358,41888,3204,14894,1927,0,208,5171,964,30014,2655,327,237,649,null,null,608,null,null,3783,null,null,4946,null,null,2151,null,null,817,null,null,4768,null,null,927,null,null,208,null,null,3693,null,null,1060,null,null,258,null,null,589,null,null,417,null,null,208,null,null,3341,null,null,1200,null,null,2149,null,null,4177,null,null,4946,null,null,3224,null,null,787,null,null,3537,null,null,548,null,null,372,null,null,2873,null,null,1386,null,null,306,null,null,1066,null,null,896,null,null,86,null,null,1750,null,null,3024,null,null,2015,null,null,3975,null,null,6153,null,null,3547,null,null,1782,null,null,4715,null,null,807,null,null,574,null,null,3244,null,null,1948,null,null,605,null,null,613,null,null,2079,null,null,620,null,null,561,null,null,2021,null,null,2543,null,null,995,null,null,3095,null,null,966,null,null,513,null,null,3150,null,null,208,null,null,208,null,null,2977,null,null,103,null,null,2358,null,null,3204,null,null,1927,null,null,208,null,null,964,null,null,2655,null,null,237,null,null,44
4861188,2481,1097385,1514,984729,6842,450933,12400,52434,4504,2559,1207,443827,11553,34536,4811,440,473,68953,6183,7984,1742,341,489,1501,655,12126,3362,399,470,46602,4751,43703,4293,1070535,5644,813723,10227,557853,11176,95373,5773,3894,1572,129226,6299,21990,3128,5387,1158,67284,4723,16604,2361,210,199,5755,1283,10239,1931,1264,867,33212,3375,189528,8593,1880970,5454,1419769,11000,1017694,13712,187472,8080,49462,4123,120433,7165,30745,3831,13963,1954,211208,7236,37065,3317,13856,2036,9699,1842,47350,4074,16671,2425,5416,1139,81151,4886,249993,8678,812298,2200,238020,7482,11551,1812,2338,764,223174,7568,386,313,571,481,571596,7221,584,358,135765,4797,159435,6398,55119,3585,69,85,23889,2142,196735,5801,2682,868,2481,null,null,1514,null,null,6842,null,null,12400,null,null,4504,null,null,1207,null,null,11553,null,null,4811,null,null,473,null,null,6183,null,null,1742,null,null,489,null,null,655,null,null,3362,null,null,470,null,null,4751,null,null,4293,null,null,5644,null,null,10227,null,null,11176,null,null,5773,null,null,1572,null,null,6299,null,null,3128,null,null,1158,null,null,4723,null,null,2361,null,null,199,null,null,1283,null,null,1931,null,null,867,null,null,3375,null,null,8593,null,null,5454,null,null,11000,null,null,13712,null,null,8080,null,null,4123,null,null,7165,null,null,3831,null,null,1954,null,null,7236,null,null,3317,null,null,2036,null,null,1842,null,null,4074,null,null,2425,null,null,1139,null,null,4886,null,null,8678,null,null,2200,null,null,7482,null,null,1812,null,null,764,null,null,7568,null,null,313,null,null,481,null,null,7221,null,null,358,null,null,4797,null,null,6398,null,null,3585,null,null,85,null,null,2142,null,null,5801,null,null,868,null,null,45
848774,457,212981,1327,186305,3210,99179,5177,17807,2284,625,586,63167,4168,5198,1296,329,435,17131,2852,5554,1743,33,53,290,272,2593,1211,0,157,8661,1904,9545,1594,191718,2140,146629,3663,107897,3603,20370,2346,734,437,13035,1887,3990,1005,603,409,12676,1891,4608,1215,408,327,1071,526,2143,748,50,87,4396,966,32413,3089,313201,1977,246162,3510,183633,5368,39382,2943,3848,1207,11761,1711,5213,1019,2325,702,35007,2937,8751,1606,1059,466,2220,690,6223,1635,2416,813,647,335,13691,1665,32032,2326,130874,1022,37466,2870,2427,831,319,206,34620,2654,0,157,100,143,93180,2693,6,20,12419,1564,43388,2670,6307,1154,0,157,5378,1087,25682,2172,228,188,457,null,null,1327,null,null,3210,null,null,5177,null,null,2284,null,null,586,null,null,4168,null,null,1296,null,null,435,null,null,2852,null,null,1743,null,null,53,null,null,272,null,null,1211,null,null,157,null,null,1904,null,null,1594,null,null,2140,null,null,3663,null,null,3603,null,null,2346,null,null,437,null,null,1887,null,null,1005,null,null,409,null,null,1891,null,null,1215,null,null,327,null,null,526,null,null,748,null,null,87,null,null,966,null,null,3089,null,null,1977,null,null,3510,null,null,5368,null,null,2943,null,null,1207,null,null,1711,null,null,1019,null,null,702,null,null,2937,null,null,1606,null,null,466,null,null,690,null,null,1635,null,null,813,null,null,335,null,null,1665,null,null,2326,null,null,1022,null,null,2870,null,null,831,null,null,206,null,null,2654,null,null,157,null,null,143,null,null,2693,null,null,20,null,null,1564,null,null,2670,null,null,1154,null,null,157,null,null,1087,null,null,2172,null,null,188,null,null,46
6546914,2577,1500902,3157,1353445,10500,655858,12974,82786,7382,2749,1428,580936,15290,30116,3364,1000,790,94420,6532,13577,2335,348,307,3655,1568,7375,1971,48,67,69417,5830,53037,6604,1468896,5846,1148799,10437,775103,12105,125175,6278,4957,1552,216689,7870,21292,2398,5583,1668,95362,5404,24127,2650,1107,648,10020,1817,5908,1284,1402,632,52798,4541,224735,8925,2560689,5586,1986503,12930,1416577,15485,238667,8708,64525,4524,221675,9344,29435,3068,15624,2164,264136,9287,50227,4446,16186,2066,9751,1653,65732,4597,14148,2134,8621,1392,99471,4897,310050,10132,1016427,2922,333336,6112,18040,2128,2824,843,311433,6108,386,296,653,345,678603,6844,902,436,150385,5505,218345,6637,73911,3974,413,398,26823,2225,207824,6221,4488,1144,2577,null,null,3157,null,null,10500,null,null,12974,null,null,7382,null,null,1428,null,null,15290,null,null,3364,null,null,790,null,null,6532,null,null,2335,null,null,307,null,null,1568,null,null,1971,null,null,67,null,null,5830,null,null,6604,null,null,5846,null,null,10437,null,null,12105,null,null,6278,null,null,1552,null,null,7870,null,null,2398,null,null,1668,null,null,5404,null,null,2650,null,null,648,null,null,1817,null,null,1284,null,null,632,null,null,4541,null,null,8925,null,null,5586,null,null,12930,null,null,15485,null,null,8708,null,null,4524,null,null,9344,null,null,3068,null,null,2164,null,null,9287,null,null,4446,null,null,2066,null,null,1653,null,null,4597,null,null,2134,null,null,1392,null,null,4897,null,null,10132,null,null,2922,null,null,6112,null,null,2128,null,null,843,null,null,6108,null,null,296,null,null,345,null,null,6844,null,null,436,null,null,5505,null,null,6637,null,null,3974,null,null,398,null,null,2225,null,null,6221,null,null,1144,null,null,47
27386023,4419,7282033,3796,6323585,23829,2981985,35165,394533,14837,15188,2749,2803281,40890,126124,9345,2474,1065,287626,14350,60344,6101,900,446,10453,1955,30190,4431,2396,1007,183343,10866,670822,20691,6667462,10718,4546356,32621,3378012,32369,580958,13056,17700,2710,457363,12971,85740,6389,26583,3263,290866,11472,107041,6551,3520,1096,24863,3237,25033,3025,2912,900,127497,7594,1830240,29727,10176421,10233,7438432,28066,5683911,32848,945172,20279,169026,9062,465339,15298,112013,7649,62971,5039,751756,16961,184019,7663,35629,3337,20957,2571,153743,7870,50244,3698,18479,2318,288685,8525,1986233,24313,3260107,5022,1125747,17193,82544,5364,19237,3106,1019429,17448,1842,723,2695,952,2076275,17107,4061,1093,557994,10899,516063,11032,308610,9859,448,368,86774,4298,602325,13621,58085,5262,4419,null,null,3796,null,null,23829,null,null,35165,null,null,14837,null,null,2749,null,null,40890,null,null,9345,null,null,1065,null,null,14350,null,null,6101,null,null,446,null,null,1955,null,null,4431,null,null,1007,null,null,10866,null,null,20691,null,null,10718,null,null,32621,null,null,32369,null,null,13056,null,null,2710,null,null,12971,null,null,6389,null,null,3263,null,null,11472,null,null,6551,null,null,1096,null,null,3237,null,null,3025,null,null,900,null,null,7594,null,null,29727,null,null,10233,null,null,28066,null,null,32848,null,null,20279,null,null,9062,null,null,15298,null,null,7649,null,null,5039,null,null,16961,null,null,7663,null,null,3337,null,null,2571,null,null,7870,null,null,3698,null,null,2318,null,null,8525,null,null,24313,null,null,5022,null,null,17193,null,null,5364,null,null,3106,null,null,17448,null,null,723,null,null,952,null,null,17107,null,null,1093,null,null,10899,null,null,11032,null,null,9859,null,null,368,null,null,4298,null,null,13621,null,null,5262,null,null,48
3024767,1289,918971,1129,820810,7380,571945,11807,84263,6698,744,549,152705,7695,11153,2550,0,190,44561,4425,9250,1889,426,379,44,72,5074,1714,0,190,29767,3409,53600,5738,784969,3086,646007,6429,508136,8011,86546,5763,1616,802,40574,3962,7740,1560,1395,606,42512,3330,14137,1828,580,370,3608,1429,4604,1449,185,189,19398,2123,96450,5706,1004867,3195,826654,7401,655778,8585,109420,5312,10272,1687,39637,3654,7989,1671,3558,844,65810,3743,18074,2175,4125,955,1985,761,11746,1870,3984,952,442,213,25454,2412,112403,6396,315960,1771,103311,4411,9242,1433,1013,432,92807,4492,75,126,174,184,210295,3993,293,237,63967,3416,60523,3469,14537,1621,0,190,6898,987,64077,3395,2354,866,1289,null,null,1129,null,null,7380,null,null,11807,null,null,6698,null,null,549,null,null,7695,null,null,2550,null,null,190,null,null,4425,null,null,1889,null,null,379,null,null,72,null,null,1714,null,null,190,null,null,3409,null,null,5738,null,null,3086,null,null,6429,null,null,8011,null,null,5763,null,null,802,null,null,3962,null,null,1560,null,null,606,null,null,3330,null,null,1828,null,null,370,null,null,1429,null,null,1449,null,null,189,null,null,2123,null,null,5706,null,null,3195,null,null,7401,null,null,8585,null,null,5312,null,null,1687,null,null,3654,null,null,1671,null,null,844,null,null,3743,null,null,2175,null,null,955,null,null,761,null,null,1870,null,null,952,null,null,213,null,null,2412,null,null,6396,null,null,1771,null,null,4411,null,null,1433,null,null,432,null,null,4492,null,null,126,null,null,184,null,null,3993,null,null,237,null,null,3416,null,null,3469,null,null,1621,null,null,190,null,null,987,null,null,3395,null,null,866,null,null,49
618622,345,118351,1005,108868,2302,54108,3520,4145,967,19,32,49889,3556,707,437,0,151,7625,1765,786,583,35,62,201,186,474,311,0,151,6129,1679,1858,597,137144,1284,119074,2323,74030,3269,12744,1748,287,227,30933,2937,805,405,275,215,9071,1454,3632,1036,0,151,1025,403,357,223,321,281,3736,723,8999,1586,252318,1651,214038,2785,147506,3742,22617,2067,3209,716,38009,2934,1352,607,1345,479,26296,2243,4395,956,1247,457,1106,490,9263,1620,649,276,755,362,8881,1247,11984,1542,110809,771,30730,2198,2643,648,330,246,27672,2131,22,28,63,110,79926,2337,0,151,20686,1718,26444,2056,7484,1158,0,151,3057,576,22255,1733,153,142,345,null,null,1005,null,null,2302,null,null,3520,null,null,967,null,null,32,null,null,3556,null,null,437,null,null,151,null,null,1765,null,null,583,null,null,62,null,null,186,null,null,311,null,null,151,null,null,1679,null,null,597,null,null,1284,null,null,2323,null,null,3269,null,null,1748,null,null,227,null,null,2937,null,null,405,null,null,215,null,null,1454,null,null,1036,null,null,151,null,null,403,null,null,223,null,null,281,null,null,723,null,null,1586,null,null,1651,null,null,2785,null,null,3742,null,null,2067,null,null,716,null,null,2934,null,null,607,null,null,479,null,null,2243,null,null,956,null,null,457,null,null,490,null,null,1620,null,null,276,null,null,362,null,null,1247,null,null,1542,null,null,771,null,null,2198,null,null,648,null,null,246,null,null,2131,null,null,28,null,null,110,null,null,2337,null,null,151,null,null,1718,null,null,2056,null,null,1158,null,null,151,null,null,576,null,null,1733,null,null,142,null,null,50
8199576,4534,1864852,3059,1658478,10294,970319,15508,113186,6800,4374,1568,445208,13686,122051,7123,3340,1307,117362,6543,29102,4159,4910,2134,2152,769,30501,3134,2128,835,48569,4952,89012,8000,1866280,6751,1460511,12881,1068518,13368,187377,8089,5788,1499,123167,5292,67817,4379,7844,1955,132778,6803,59277,4714,1423,554,6073,1594,22360,2690,1877,754,41768,4131,272991,9991,3267728,6685,2582012,13719,1958613,15842,304482,9589,60621,3439,120338,6808,116851,5600,21107,2683,342717,10627,85099,6384,19048,2006,14358,1978,37485,3647,56968,3698,6643,980,123116,5893,342999,11515,1200716,3962,318508,8208,30312,2290,6838,1214,279914,7934,666,327,778,438,872326,8474,1721,883,251324,7420,249396,7819,51991,3882,724,385,22356,2091,294814,8238,9882,1916,4534,null,null,3059,null,null,10294,null,null,15508,null,null,6800,null,null,1568,null,null,13686,null,null,7123,null,null,1307,null,null,6543,null,null,4159,null,null,2134,null,null,769,null,null,3134,null,null,835,null,null,4952,null,null,8000,null,null,6751,null,null,12881,null,null,13368,null,null,8089,null,null,1499,null,null,5292,null,null,4379,null,null,1955,null,null,6803,null,null,4714,null,null,554,null,null,1594,null,null,2690,null,null,754,null,null,4131,null,null,9991,null,null,6685,null,null,13719,null,null,15842,null,null,9589,null,null,3439,null,null,6808,null,null,5600,null,null,2683,null,null,10627,null,null,6384,null,null,2006,null,null,1978,null,null,3647,null,null,3698,null,null,980,null,null,5893,null,null,11515,null,null,3962,null,null,8208,null,null,2290,null,null,1214,null,null,7934,null,null,327,null,null,438,null,null,8474,null,null,883,null,null,7420,null,null,7819,null,null,3882,null,null,385,null,null,2091,null,null,8238,null,null,1916,null,null,51
