C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,C25121_001M,C25121_001EA,C25121_001MA,C25121_002M,C25121_002EA,C25121_002MA,C25121_003M,C25121_003EA,C25121_003MA,C25121_004M,C25121_004EA,C25121_004MA,C25121_005M,C25121_005EA,C25121_005MA,C25121_006M,C25121_006EA,C25121_006MA,C25121_007M,C25121_007EA,C25121_007MA,C25121_008M,C25121_008EA,C25121_008MA,C25121_009M,C25121_009EA,C25121_009MA,C25121_010M,C25121_010EA,C25121_010MA,C25121_011M,C25121_011EA,C25121_011MA,C25121_012M,C25121_012EA,C25121_012MA,C25121_013M,C25121_013EA,C25121_013MA,C25121_014M,C25121_014EA,C25121_014MA,C25121_015M,C25121_015EA,C25121_015MA,C25121_016M,C25121_016EA,C25121_016MA,C25121_017M,C25121_017EA,C25121_017MA,C25121_018M,C25121_018EA,C25121_018MA,C25121_019M,C25121_019EA,C25121_019MA,C25121_020M,C25121_020EA,C25121_020MA,C25121_021M,C25121_021EA,C25121_021MA,C25121_022M,C25121_022EA,C25121_022MA,C25121_023M,C25121_023EA,C25121_023MA,C25121_024M,C25121_024EA,C25121_024MA,C25121_025M,C25121_025EA,C25121_025MA,C25121_026M,C25121_026EA,C25121_026MA,C25121_027M,C25121_027EA,C25121_027MA,C25121_028M,C25121_028EA,C25121_028MA,C25121_029M,C25121_029EA,C25121_029MA,C25121_030M,C25121_030EA,C25121_030MA,C25121_031M,C25121_031EA,C25121_031MA,state
382116,6101,14104,1777,3807,776,2175,642,5431,1242,2691,580,28553,2489,6526,1300,5723,1034,9423,1202,6881,1319,51317,2758,9565,1333,8775,1386,18102,1797,14875,1660,49334,2859,6192,1057,8161,1108,19701,1783,15280,1901,78870,3206,6080,1176,8714,1151,33462,2236,30614,2274,159938,4815,4808,882,6539,1000,44947,2901,103644,4083,6101,null,null,1777,null,null,776,null,null,642,null,null,1242,null,null,580,null,null,2489,null,null,1300,null,null,1034,null,null,1202,null,null,1319,null,null,2758,null,null,1333,null,null,1386,null,null,1797,null,null,1660,null,null,2859,null,null,1057,null,null,1108,null,null,1783,null,null,1901,null,null,3206,null,null,1176,null,null,1151,null,null,2236,null,null,2274,null,null,4815,null,null,882,null,null,1000,null,null,2901,null,null,4083,null,null,23
1445953,10330,35863,2612,3330,713,3121,686,9992,1517,19420,1828,54441,2784,5477,879,6460,1324,15693,1869,26811,2015,106403,4600,8678,1298,9033,1161,32300,2402,56392,3629,116671,4714,7274,1356,8877,1344,36312,2586,64208,3359,217919,6270,7938,1233,9071,1329,57067,3442,143843,5531,914656,9452,14069,1672,12095,1624,97632,4814,790860,9058,10330,null,null,2612,null,null,713,null,null,686,null,null,1517,null,null,1828,null,null,2784,null,null,879,null,null,1324,null,null,1869,null,null,2015,null,null,4600,null,null,1298,null,null,1161,null,null,2402,null,null,3629,null,null,4714,null,null,1356,null,null,1344,null,null,2586,null,null,3359,null,null,6270,null,null,1233,null,null,1329,null,null,3442,null,null,5531,null,null,9452,null,null,1672,null,null,1624,null,null,4814,null,null,9058,null,null,24
1598930,10736,34779,2671,1815,592,1145,484,6232,1219,25587,2513,56381,3225,2189,697,2596,771,12065,1492,39531,2835,123335,4349,4616,1037,4155,1112,26254,2313,88310,3775,134802,5317,3305,863,3246,728,29774,2700,98477,4470,230636,7241,4265,769,3917,987,44040,3081,178414,6306,1018997,10800,8996,1418,4385,1165,76749,3882,928867,11259,10736,null,null,2671,null,null,592,null,null,484,null,null,1219,null,null,2513,null,null,3225,null,null,697,null,null,771,null,null,1492,null,null,2835,null,null,4349,null,null,1037,null,null,1112,null,null,2313,null,null,3775,null,null,5317,null,null,863,null,null,728,null,null,2700,null,null,4470,null,null,7241,null,null,769,null,null,987,null,null,3081,null,null,6306,null,null,10800,null,null,1418,null,null,1165,null,null,3882,null,null,11259,null,null,25
2731283,14647,109603,4342,42937,3107,21119,2080,28647,1999,16900,1550,181467,5025,67129,3566,41765,2632,48046,2774,24527,1935,359924,8082,100135,3974,86455,4105,118866,5007,54468,3068,368536,7509,81971,3895,83103,3003,139650,4450,63812,3213,541128,9437,82155,4076,103711,3889,229532,5862,125730,5148,1170625,10141,60899,2955,107287,4451,412089,7343,590350,7502,14647,null,null,4342,null,null,3107,null,null,2080,null,null,1999,null,null,1550,null,null,5025,null,null,3566,null,null,2632,null,null,2774,null,null,1935,null,null,8082,null,null,3974,null,null,4105,null,null,5007,null,null,3068,null,null,7509,null,null,3895,null,null,3003,null,null,4450,null,null,3213,null,null,9437,null,null,4076,null,null,3889,null,null,5862,null,null,5148,null,null,10141,null,null,2955,null,null,4451,null,null,7343,null,null,7502,null,null,26
1532031,9426,35566,2303,6470,918,4952,796,11367,1302,12777,1525,72445,3224,14734,1409,12322,1536,26537,1977,18852,1860,146040,4445,20611,1732,21678,1800,59066,2782,44685,2746,168770,5366,17304,1551,21503,1828,72765,3655,57198,2663,286043,6710,19218,1506,25606,1625,124192,4342,117027,3689,823167,9587,16005,1419,24780,1708,209631,5576,572751,8287,9426,null,null,2303,null,null,918,null,null,796,null,null,1302,null,null,1525,null,null,3224,null,null,1409,null,null,1536,null,null,1977,null,null,1860,null,null,4445,null,null,1732,null,null,1800,null,null,2782,null,null,2746,null,null,5366,null,null,1551,null,null,1828,null,null,3655,null,null,2663,null,null,6710,null,null,1506,null,null,1625,null,null,4342,null,null,3689,null,null,9587,null,null,1419,null,null,1708,null,null,5576,null,null,8287,null,null,27
734114,9343,47650,3136,21166,1997,11449,1712,10167,1753,4868,1162,84658,4288,37765,3220,21359,2426,16735,1986,8799,1682,120306,4589,38831,2991,35938,3255,31784,2801,13753,1847,100827,5221,25038,2846,29072,2309,33950,3009,12767,1840,134365,5412,24054,2446,31332,2505,52916,3465,26063,2702,246308,6865,20462,2245,29370,2525,90743,4669,105733,4334,9343,null,null,3136,null,null,1997,null,null,1712,null,null,1753,null,null,1162,null,null,4288,null,null,3220,null,null,2426,null,null,1986,null,null,1682,null,null,4589,null,null,2991,null,null,3255,null,null,2801,null,null,1847,null,null,5221,null,null,2846,null,null,2309,null,null,3009,null,null,1840,null,null,5412,null,null,2446,null,null,2505,null,null,3465,null,null,2702,null,null,6865,null,null,2245,null,null,2525,null,null,4669,null,null,4334,null,null,28
1567597,13680,53526,3035,20408,2189,10468,1314,13725,1599,8925,1442,106029,4360,37990,2650,24794,1914,29472,2485,13773,1569,205431,6476,47124,2834,52380,3225,74704,3918,31223,2620,217969,7525,34197,2603,50651,3987,94295,5227,38826,2638,313630,7631,34061,2460,60123,3397,145231,5596,74215,3629,671012,10681,25016,1899,51392,3271,249941,7015,344663,7118,13680,null,null,3035,null,null,2189,null,null,1314,null,null,1599,null,null,1442,null,null,4360,null,null,2650,null,null,1914,null,null,2485,null,null,1569,null,null,6476,null,null,2834,null,null,3225,null,null,3918,null,null,2620,null,null,7525,null,null,2603,null,null,3987,null,null,5227,null,null,2638,null,null,7631,null,null,2460,null,null,3397,null,null,5596,null,null,3629,null,null,10681,null,null,1899,null,null,3271,null,null,7015,null,null,7118,null,null,29
282995,5662,11497,1627,3181,762,1433,528,2792,722,4091,975,21647,1810,6150,1060,2318,586,6274,837,6905,1387,39194,2115,6355,1036,5720,927,13918,1730,13201,1303,41174,2578,5248,1068,4305,861,13618,1661,18003,1718,57939,3469,4124,984,3869,814,18031,1847,31915,2541,111544,4078,4121,700,3679,773,21293,2299,82451,3597,5662,null,null,1627,null,null,762,null,null,528,null,null,722,null,null,975,null,null,1810,null,null,1060,null,null,586,null,null,837,null,null,1387,null,null,2115,null,null,1036,null,null,927,null,null,1730,null,null,1303,null,null,2578,null,null,1068,null,null,861,null,null,1661,null,null,1718,null,null,3469,null,null,984,null,null,814,null,null,1847,null,null,2541,null,null,4078,null,null,700,null,null,773,null,null,2299,null,null,3597,null,null,30
488339,5373,12673,1454,3750,707,2431,523,4310,933,2182,609,24278,1974,7257,899,6364,1104,8241,1306,2416,602,55190,2732,13053,1264,13645,1405,21274,1825,7218,958,62128,2913,10202,1136,15488,1680,28727,2113,7711,956,97086,3747,12051,1293,19273,1920,46697,2696,19065,1747,236984,4311,8223,993,19649,1785,98901,3546,110211,3407,5373,null,null,1454,null,null,707,null,null,523,null,null,933,null,null,609,null,null,1974,null,null,899,null,null,1104,null,null,1306,null,null,602,null,null,2732,null,null,1264,null,null,1405,null,null,1825,null,null,958,null,null,2913,null,null,1136,null,null,1680,null,null,2113,null,null,956,null,null,3747,null,null,1293,null,null,1920,null,null,2696,null,null,1747,null,null,4311,null,null,993,null,null,1785,null,null,3546,null,null,3407,null,null,31
578762,7662,21066,2253,2765,721,2500,749,6207,996,9594,1539,32073,2634,4411,790,4370,975,10696,1754,12596,1748,64977,3470,6108,952,7057,1468,22902,2237,28910,2453,70886,3311,5338,1080,5244,985,24009,2495,36295,2527,119604,4849,5204,957,6673,1204,40452,2930,67275,3637,270156,6287,5436,1079,6660,1214,49360,2493,208700,5877,7662,null,null,2253,null,null,721,null,null,749,null,null,996,null,null,1539,null,null,2634,null,null,790,null,null,975,null,null,1754,null,null,1748,null,null,3470,null,null,952,null,null,1468,null,null,2237,null,null,2453,null,null,3311,null,null,1080,null,null,985,null,null,2495,null,null,2527,null,null,4849,null,null,957,null,null,1204,null,null,2930,null,null,3637,null,null,6287,null,null,1079,null,null,1214,null,null,2493,null,null,5877,null,null,32
365021,5402,7054,1338,1248,645,725,375,2373,872,2708,725,14330,1534,3064,811,1919,665,4031,793,5316,1034,31564,2250,3871,1056,2964,727,9823,1393,14906,1530,35040,2780,3364,969,3096,726,13185,1775,15395,1757,66432,3768,4733,1224,2908,636,21272,2256,37519,2770,210601,5633,3705,694,3118,722,37226,2788,166552,5107,5402,null,null,1338,null,null,645,null,null,375,null,null,872,null,null,725,null,null,1534,null,null,811,null,null,665,null,null,793,null,null,1034,null,null,2250,null,null,1056,null,null,727,null,null,1393,null,null,1530,null,null,2780,null,null,969,null,null,726,null,null,1775,null,null,1757,null,null,3768,null,null,1224,null,null,636,null,null,2256,null,null,2770,null,null,5633,null,null,694,null,null,722,null,null,2788,null,null,5107,null,null,33
2019927,14176,48223,3144,3000,752,2734,778,10364,1708,32125,2301,84010,5095,7843,1317,7589,1205,23051,2556,45527,3223,157839,5355,10344,1482,11873,1767,41313,2942,94309,4257,164223,5613,6422,1132,8604,1338,41746,3084,107451,4589,280624,7754,9406,1356,9280,1441,69196,4275,192742,6824,1285008,12862,15306,1743,11413,1728,133729,5072,1124560,11831,14176,null,null,3144,null,null,752,null,null,778,null,null,1708,null,null,2301,null,null,5095,null,null,1317,null,null,1205,null,null,2556,null,null,3223,null,null,5355,null,null,1482,null,null,1767,null,null,2942,null,null,4257,null,null,5613,null,null,1132,null,null,1338,null,null,3084,null,null,4589,null,null,7754,null,null,1356,null,null,1441,null,null,4275,null,null,6824,null,null,12862,null,null,1743,null,null,1728,null,null,5072,null,null,11831,null,null,34
511099,7819,29413,2769,8030,1183,5191,1018,9016,1590,7176,1355,51512,2942,14146,1655,9921,1615,17957,2062,9488,1555,72245,4459,16065,2094,11848,1852,26723,2441,17609,1936,73457,3584,12481,1579,10401,1524,28661,2755,21914,2010,95788,3738,8308,1104,12958,1729,41831,2816,32691,2369,188684,6079,7969,1318,9385,1239,58887,3483,112443,4670,7819,null,null,2769,null,null,1183,null,null,1018,null,null,1590,null,null,1355,null,null,2942,null,null,1655,null,null,1615,null,null,2062,null,null,1555,null,null,4459,null,null,2094,null,null,1852,null,null,2441,null,null,1936,null,null,3584,null,null,1579,null,null,1524,null,null,2755,null,null,2010,null,null,3738,null,null,1104,null,null,1729,null,null,2816,null,null,2369,null,null,6079,null,null,1318,null,null,1239,null,null,3483,null,null,4670,null,null,35
3841170,19390,115165,5177,16706,1631,14771,1744,21782,2192,61906,3623,185159,5232,30323,2303,29125,2395,40337,2508,85374,4524,368776,8964,47557,3001,59789,3234,86276,4405,175154,7059,371183,8778,39807,2609,59729,3557,98410,3870,173237,6583,617678,10976,45174,3221,80908,3505,180303,6260,311293,8199,2183209,18787,53438,3822,98236,3729,377851,8949,1653684,14897,19390,null,null,5177,null,null,1631,null,null,1744,null,null,2192,null,null,3623,null,null,5232,null,null,2303,null,null,2395,null,null,2508,null,null,4524,null,null,8964,null,null,3001,null,null,3234,null,null,4405,null,null,7059,null,null,8778,null,null,2609,null,null,3557,null,null,3870,null,null,6583,null,null,10976,null,null,3221,null,null,3505,null,null,6260,null,null,8199,null,null,18787,null,null,3822,null,null,3729,null,null,8949,null,null,14897,null,null,36
2493388,15093,102118,5091,29875,2710,16873,1768,33068,3260,22302,2165,197051,5567,54275,3955,47836,3462,61732,3805,33208,3031,331117,8329,62466,3389,79266,3818,124557,5149,64828,4005,336892,8485,41286,2894,64905,3555,149418,5840,81283,4649,485238,9070,42560,2781,74799,3963,223049,7330,144830,5718,1040972,13415,27449,2446,69384,4431,310670,8007,633469,10287,15093,null,null,5091,null,null,2710,null,null,1768,null,null,3260,null,null,2165,null,null,5567,null,null,3955,null,null,3462,null,null,3805,null,null,3031,null,null,8329,null,null,3389,null,null,3818,null,null,5149,null,null,4005,null,null,8485,null,null,2894,null,null,3555,null,null,5840,null,null,4649,null,null,9070,null,null,2781,null,null,3963,null,null,7330,null,null,5718,null,null,13415,null,null,2446,null,null,4431,null,null,8007,null,null,10287,null,null,37
199208,3641,5505,951,1796,510,1009,378,1590,570,1110,369,10280,1193,3539,605,1954,520,2645,609,2142,638,20233,1766,4880,709,2835,549,8425,1339,4093,755,20989,1903,4300,786,2828,496,7394,1138,6467,1088,38388,2422,5970,777,4950,816,14478,1551,12990,1641,103813,3588,5479,881,6793,885,29004,1998,62537,3026,3641,null,null,951,null,null,510,null,null,378,null,null,570,null,null,369,null,null,1193,null,null,605,null,null,520,null,null,609,null,null,638,null,null,1766,null,null,709,null,null,549,null,null,1339,null,null,755,null,null,1903,null,null,786,null,null,496,null,null,1138,null,null,1088,null,null,2422,null,null,777,null,null,816,null,null,1551,null,null,1641,null,null,3588,null,null,881,null,null,885,null,null,1998,null,null,3026,null,null,38
3022809,18037,103393,4696,33181,2322,25435,2212,29554,2431,15223,1653,193206,6116,62078,3428,57170,2973,55643,3314,18315,1960,369209,8560,90287,4290,108236,4154,128272,4484,42414,2901,400556,10099,64008,3721,110232,4510,166737,6217,59579,3436,614278,9742,67931,3376,153784,5984,280515,6825,112048,5182,1342167,14159,46926,2360,147353,5246,538969,10908,608919,9618,18037,null,null,4696,null,null,2322,null,null,2212,null,null,2431,null,null,1653,null,null,6116,null,null,3428,null,null,2973,null,null,3314,null,null,1960,null,null,8560,null,null,4290,null,null,4154,null,null,4484,null,null,2901,null,null,10099,null,null,3721,null,null,4510,null,null,6217,null,null,3436,null,null,9742,null,null,3376,null,null,5984,null,null,6825,null,null,5182,null,null,14159,null,null,2360,null,null,5246,null,null,10908,null,null,9618,null,null,39
953552,7733,41692,2611,15814,1560,9151,1205,12046,1387,4681,802,77659,3002,28283,1614,21955,1591,20139,1919,7282,972,129692,4212,38475,2145,35959,2330,39252,2252,16006,1625,127891,4057,27630,1630,36418,2351,47147,2868,16696,1527,189803,4780,28596,1906,41891,2604,84327,3467,34989,2026,386815,6371,21810,1522,40883,2479,152239,4383,171883,5105,7733,null,null,2611,null,null,1560,null,null,1205,null,null,1387,null,null,802,null,null,3002,null,null,1614,null,null,1591,null,null,1919,null,null,972,null,null,4212,null,null,2145,null,null,2330,null,null,2252,null,null,1625,null,null,4057,null,null,1630,null,null,2351,null,null,2868,null,null,1527,null,null,4780,null,null,1906,null,null,2604,null,null,3467,null,null,2026,null,null,6371,null,null,1522,null,null,2479,null,null,4383,null,null,5105,null,null,40
969579,10315,26939,2518,4315,826,2165,737,6439,1177,14020,1685,54955,3984,10050,1442,4941,1312,14531,1573,25433,2640,113092,5364,17572,2423,7308,1424,31924,2746,56288,3947,112955,4715,10652,1410,5084,1079,30411,2463,66808,3703,186231,5695,10696,2009,5874,1127,44091,2942,125570,5340,475407,8437,8434,1386,4611,1066,47541,3030,414821,7723,10315,null,null,2518,null,null,826,null,null,737,null,null,1177,null,null,1685,null,null,3984,null,null,1442,null,null,1312,null,null,1573,null,null,2640,null,null,5364,null,null,2423,null,null,1424,null,null,2746,null,null,3947,null,null,4715,null,null,1410,null,null,1079,null,null,2463,null,null,3703,null,null,5695,null,null,2009,null,null,1127,null,null,2942,null,null,5340,null,null,8437,null,null,1386,null,null,1066,null,null,3030,null,null,7723,null,null,41
