B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,B10058_001M,B10058_001EA,B10058_001MA,B10058_002M,B10058_002EA,B10058_002MA,B10058_003M,B10058_003EA,B10058_003MA,B10058_004M,B10058_004EA,B10058_004MA,B10058_005M,B10058_005EA,B10058_005MA,B10058_006M,B10058_006EA,B10058_006MA,B10058_007M,B10058_007EA,B10058_007MA,B10058_008M,B10058_008EA,B10058_008MA,B10058_009M,B10058_009EA,B10058_009MA,B10058_010M,B10058_010EA,B10058_010MA,B10058_011M,B10058_011EA,B10058_011MA,state
500186,17164,214222,9789,83418,5101,59230,4842,24188,2544,130804,8796,285964,13209,65530,5031,24490,3315,41040,3607,220434,12424,17164,null,null,9789,null,null,5101,null,null,4842,null,null,2544,null,null,8796,null,null,13209,null,null,5031,null,null,3315,null,null,3607,null,null,12424,null,null,12
263332,10927,122937,7691,52948,4598,38000,3893,14948,2281,69989,5997,140395,7385,49194,4298,19146,2454,30048,3159,91201,6306,10927,null,null,7691,null,null,4598,null,null,3893,null,null,2281,null,null,5997,null,null,7385,null,null,4298,null,null,2454,null,null,3159,null,null,6306,null,null,13
55125,3988,28354,2680,8333,1584,5048,1483,3285,838,20021,2402,26771,2477,4906,1294,1562,599,3344,1177,21865,2293,3988,null,null,2680,null,null,1584,null,null,1483,null,null,838,null,null,2402,null,null,2477,null,null,1294,null,null,599,null,null,1177,null,null,2293,null,null,15
26148,3338,13784,2645,5298,1378,4181,1266,1117,525,8486,1866,12364,2104,3505,887,991,434,2514,792,8859,1779,3338,null,null,2645,null,null,1378,null,null,1266,null,null,525,null,null,1866,null,null,2104,null,null,887,null,null,434,null,null,792,null,null,1779,null,null,16
262714,11384,127592,7217,50288,4036,38851,3435,11437,1537,77304,5275,135122,7008,33093,2926,11842,2042,21251,2089,102029,5920,11384,null,null,7217,null,null,4036,null,null,3435,null,null,1537,null,null,5275,null,null,7008,null,null,2926,null,null,2042,null,null,2089,null,null,5920,null,null,17
126520,6794,67574,4930,37173,3579,29468,3080,7705,1467,30401,3114,58946,4688,22371,2342,9322,1686,13049,1806,36575,3681,6794,null,null,4930,null,null,3579,null,null,3080,null,null,1467,null,null,3114,null,null,4688,null,null,2342,null,null,1686,null,null,1806,null,null,3681,null,null,18
41852,3615,23868,2712,10451,1626,8102,1460,2349,648,13417,1994,17984,2210,6230,1117,2218,647,4012,950,11754,2014,3615,null,null,2712,null,null,1626,null,null,1460,null,null,648,null,null,1994,null,null,2210,null,null,1117,null,null,647,null,null,950,null,null,2014,null,null,19
44033,3266,25682,2337,12064,1408,8172,1284,3892,944,13618,1855,18351,1981,5702,1044,2566,749,3136,786,12649,1827,3266,null,null,2337,null,null,1408,null,null,1284,null,null,944,null,null,1855,null,null,1981,null,null,1044,null,null,749,null,null,786,null,null,1827,null,null,20
100914,5261,47317,3702,26568,2814,19718,2537,6850,1217,20749,2369,53597,3639,28813,2885,12902,2224,15911,1968,24784,2863,5261,null,null,3702,null,null,2814,null,null,2537,null,null,1217,null,null,2369,null,null,3639,null,null,2885,null,null,2224,null,null,1968,null,null,2863,null,null,21
112557,7257,56160,4945,29903,3162,18660,2534,11243,2157,26257,3087,56397,4162,26973,2918,10807,1782,16166,2129,29424,2696,7257,null,null,4945,null,null,3162,null,null,2534,null,null,2157,null,null,3087,null,null,4162,null,null,2918,null,null,1782,null,null,2129,null,null,2696,null,null,22
18529,2342,8934,1888,4231,1361,2774,1012,1457,635,4703,1333,9595,1619,2564,805,804,352,1760,620,7031,1450,2342,null,null,1888,null,null,1361,null,null,1012,null,null,635,null,null,1333,null,null,1619,null,null,805,null,null,352,null,null,620,null,null,1450,null,null,23
141930,7371,77529,5759,29424,4022,21451,3439,7973,1464,48105,3874,64401,4698,16612,1696,5971,1300,10641,1428,47789,4190,7371,null,null,5759,null,null,4022,null,null,3439,null,null,1464,null,null,3874,null,null,4698,null,null,1696,null,null,1300,null,null,1428,null,null,4190,null,null,24
124446,7121,60103,4685,18093,2348,12230,1920,5863,1264,42010,3721,64343,4859,13880,1806,5281,1275,8599,1525,50463,4476,7121,null,null,4685,null,null,2348,null,null,1920,null,null,1264,null,null,3721,null,null,4859,null,null,1806,null,null,1275,null,null,1525,null,null,4476,null,null,25
173370,8189,81016,5585,35782,3012,27214,2646,8568,1443,45234,3959,92354,5132,27871,2177,10003,1353,17868,1781,64483,4403,8189,null,null,5585,null,null,3012,null,null,2646,null,null,1443,null,null,3959,null,null,5132,null,null,2177,null,null,1353,null,null,1781,null,null,4403,null,null,26
65256,3825,34511,2704,12212,1497,8768,1451,3444,758,22299,2284,30745,2599,7426,1261,2524,644,4902,998,23319,2171,3825,null,null,2704,null,null,1497,null,null,1451,null,null,758,null,null,2284,null,null,2599,null,null,1261,null,null,644,null,null,998,null,null,2171,null,null,27
87727,4671,42348,3941,24426,2619,18808,2180,5618,1272,17922,2606,45379,3396,22157,2577,10924,1938,11233,1796,23222,2605,4671,null,null,3941,null,null,2619,null,null,2180,null,null,1272,null,null,2606,null,null,3396,null,null,2577,null,null,1938,null,null,1796,null,null,2605,null,null,28
116684,6123,60238,4796,33014,3586,24377,3023,8637,1701,27224,2661,56446,3789,24891,2434,10749,1665,14142,2316,31555,3005,6123,null,null,4796,null,null,3586,null,null,3023,null,null,1701,null,null,2661,null,null,3789,null,null,2434,null,null,1665,null,null,2316,null,null,3005,null,null,29
14189,1897,7363,1267,3942,869,2503,802,1439,433,3421,968,6826,1140,3251,858,1179,391,2072,664,3575,777,1897,null,null,1267,null,null,869,null,null,802,null,null,433,null,null,968,null,null,1140,null,null,858,null,null,391,null,null,664,null,null,777,null,null,30
26799,2725,15072,1837,4917,975,3567,950,1350,384,10155,1607,11727,1708,4015,1012,1616,651,2399,806,7712,1359,2725,null,null,1837,null,null,975,null,null,950,null,null,384,null,null,1607,null,null,1708,null,null,1012,null,null,651,null,null,806,null,null,1359,null,null,31
