B25097_001E,B25097_001M,B25097_002E,B25097_002M,B25097_003E,B25097_003M,B25097_001M,B25097_001EA,B25097_001MA,B25097_002M,B25097_002EA,B25097_002MA,B25097_003M,B25097_003EA,B25097_003MA,state
197700,1318,213800,1751,171900,1699,1318,null,null,1751,null,null,1699,null,null,12
166800,1113,179600,2141,138500,2448,1113,null,null,2141,null,null,2448,null,null,13
592000,8539,592700,11443,590400,15696,8539,null,null,11443,null,null,15696,null,null,15
189400,3057,196800,3885,172500,4136,3057,null,null,3885,null,null,4136,null,null,16
186500,1417,200000,2088,164800,1514,1417,null,null,2088,null,null,1514,null,null,17
134800,990,142900,1199,116400,1881,990,null,null,1199,null,null,1881,null,null,18
142300,1521,152200,1889,124200,2309,1521,null,null,1889,null,null,2309,null,null,19
144900,1865,158700,2019,119200,2705,1865,null,null,2019,null,null,2705,null,null,20
135600,1429,149100,1824,110900,2248,1429,null,null,1824,null,null,2248,null,null,21
158000,1441,173200,1830,129000,3612,1441,null,null,1830,null,null,3612,null,null,22
184700,3005,199200,3933,159900,3956,3005,null,null,3933,null,null,3956,null,null,23
306900,2670,315600,2988,283000,4444,2670,null,null,2988,null,null,4444,null,null,24
366900,2249,373300,2726,351000,4378,2249,null,null,2726,null,null,4378,null,null,25
147100,933,159700,1017,119600,1338,933,null,null,1017,null,null,1338,null,null,26
211800,1337,221700,1408,188100,2640,1337,null,null,1408,null,null,2640,null,null,27
113900,2115,137300,2748,88900,1697,2115,null,null,2748,null,null,1697,null,null,28
151400,1188,161700,1526,126800,2294,1188,null,null,1526,null,null,2294,null,null,29
217200,3862,233300,4500,188700,7816,3862,null,null,4500,null,null,7816,null,null,30
148100,1675,158000,1911,126800,3558,1675,null,null,1911,null,null,3558,null,null,31
239500,2206,246700,3005,217100,5287,2206,null,null,3005,null,null,5287,null,null,32
251100,3471,259600,3957,231200,6169,3471,null,null,3957,null,null,6169,null,null,33
328200,2191,335700,2478,311100,4388,2191,null,null,2478,null,null,4388,null,null,34
167500,2143,179800,4306,147900,6319,2143,null,null,4306,null,null,6319,null,null,35
302400,2460,321800,2858,265700,4427,2460,null,null,2858,null,null,4427,null,null,36
165400,1041,179100,1850,136400,2875,1041,null,null,1850,null,null,2875,null,null,37
184100,3927,207000,7259,155800,5348,3927,null,null,7259,null,null,5348,null,null,38
140100,755,149400,1056,122100,1301,755,null,null,1056,null,null,1301,null,null,39
132200,1454,148900,2029,106600,1993,1454,null,null,2029,null,null,1993,null,null,40
287100,2326,301200,3858,254100,5092,2326,null,null,3858,null,null,5092,null,null,41
174100,736,191700,1346,152500,1334,736,null,null,1346,null,null,1334,null,null,42
247700,3609,246400,4540,250800,6722,3609,null,null,4540,null,null,6722,null,null,44
153900,1435,170500,1368,116900,2900,1435,null,null,1368,null,null,2900,null,null,45
160700,2613,171000,3055,134900,7229,2613,null,null,3055,null,null,7229,null,null,46
157700,1194,166700,1577,141600,2649,1194,null,null,1577,null,null,2649,null,null,47
161500,797,183300,1360,122600,1255,797,null,null,1360,null,null,1255,null,null,48
250300,2721,253200,3453,243900,4857,2721,null,null,3453,null,null,4857,null,null,49
223700,4009,228800,5107,213300,7986,4009,null,null,5107,null,null,7986,null,null,50
264000,2048,285800,2465,213000,3795,2048,null,null,2465,null,null,3795,null,null,51
306400,2570,320100,2729,277300,3690,2570,null,null,2729,null,null,3690,null,null,53
117900,2342,144500,3450,90100,3431,2342,null,null,3450,null,null,3431,null,null,54
173200,1053,179800,1751,163300,1620,1053,null,null,1751,null,null,1620,null,null,55
209500,6113,223900,6233,182300,9619,6113,null,null,6233,null,null,9619,null,null,56
111900,1100,134300,2070,95500,1082,1100,null,null,2070,null,null,1082,null,null,72
136200,1645,153900,1601,105300,2544,1645,null,null,1601,null,null,2544,null,null,01
267800,5996,286600,7293,223400,11340,5996,null,null,7293,null,null,11340,null,null,02
205900,1953,222900,1971,167800,2740,1953,null,null,1971,null,null,2740,null,null,04
123300,1740,139700,2701,100500,3073,1740,null,null,2701,null,null,3073,null,null,05
477500,1663,491100,2170,435300,3698,1663,null,null,2170,null,null,3698,null,null,06
314200,2358,322100,2901,291400,4663,2358,null,null,2901,null,null,4663,null,null,08
274600,2322,281800,3298,260300,4188,2322,null,null,3298,null,null,4188,null,null,09
243400,3741,246500,5202,237800,5929,3741,null,null,5202,null,null,5929,null,null,10
576100,17732,602700,17296,479900,31828,17732,null,null,17296,null,null,31828,null,null,11
