B16009_001E,B16009_001M,B16009_002E,B16009_002M,B16009_003E,B16009_003M,B16009_004E,B16009_004M,B16009_005E,B16009_005M,B16009_006E,B16009_006M,B16009_007E,B16009_007M,B16009_008E,B16009_008M,B16009_009E,B16009_009M,B16009_010E,B16009_010M,B16009_011E,B16009_011M,B16009_012E,B16009_012M,B16009_013E,B16009_013M,B16009_014E,B16009_014M,B16009_015E,B16009_015M,B16009_016E,B16009_016M,B16009_017E,B16009_017M,B16009_018E,B16009_018M,B16009_019E,B16009_019M,B16009_020E,B16009_020M,B16009_021E,B16009_021M,B16009_022E,B16009_022M,B16009_023E,B16009_023M,B16009_024E,B16009_024M,B16009_025E,B16009_025M,B16009_026E,B16009_026M,B16009_027E,B16009_027M,B16009_001M,B16009_001EA,B16009_001MA,B16009_002M,B16009_002EA,B16009_002MA,B16009_003M,B16009_003EA,B16009_003MA,B16009_004M,B16009_004EA,B16009_004MA,B16009_005M,B16009_005EA,B16009_005MA,B16009_006M,B16009_006EA,B16009_006MA,B16009_007M,B16009_007EA,B16009_007MA,B16009_008M,B16009_008EA,B16009_008MA,B16009_009M,B16009_009EA,B16009_009MA,B16009_010M,B16009_010EA,B16009_010MA,B16009_011M,B16009_011EA,B16009_011MA,B16009_012M,B16009_012EA,B16009_012MA,B16009_013M,B16009_013EA,B16009_013MA,B16009_014M,B16009_014EA,B16009_014MA,B16009_015M,B16009_015EA,B16009_015MA,B16009_016M,B16009_016EA,B16009_016MA,B16009_017M,B16009_017EA,B16009_017MA,B16009_018M,B16009_018EA,B16009_018MA,B16009_019M,B16009_019EA,B16009_019MA,B16009_020M,B16009_020EA,B16009_020MA,B16009_021M,B16009_021EA,B16009_021MA,B16009_022M,B16009_022EA,B16009_022MA,B16009_023M,B16009_023EA,B16009_023MA,B16009_024M,B16009_024EA,B16009_024MA,B16009_025M,B16009_025EA,B16009_025MA,B16009_026M,B16009_026EA,B16009_026MA,B16009_027M,B16009_027EA,B16009_027MA,state
19089947,6849,2717521,44443,602720,19869,373097,16582,184226,10422,33654,5675,6185,2921,5558,2117,2114801,33331,1349401,24746,576009,20016,134914,8622,34814,5827,19663,3655,16372426,45338,2376050,20351,1750986,20670,482739,11908,99552,7390,29472,3475,13301,2892,13996376,33325,10079380,37420,2851682,24803,740113,22463,235430,9332,89771,8313,6849,null,null,44443,null,null,19869,null,null,16582,null,null,10422,null,null,5675,null,null,2921,null,null,2117,null,null,33331,null,null,24746,null,null,20016,null,null,8622,null,null,5827,null,null,3655,null,null,45338,null,null,20351,null,null,20670,null,null,11908,null,null,7390,null,null,3475,null,null,2892,null,null,33325,null,null,37420,null,null,24803,null,null,22463,null,null,9332,null,null,8313,null,null,12
9395502,5405,1431406,30522,394398,15932,310827,14121,71779,6914,6198,2001,2356,822,3238,1654,1037008,21702,871830,20336,102090,7626,23051,3470,23782,3947,16255,3587,7964096,31784,1433700,17189,1229270,17140,133890,7980,31050,4172,27783,3666,11707,4014,6530396,22722,5663570,28224,443278,11209,190271,12774,166246,8551,67031,8934,5405,null,null,30522,null,null,15932,null,null,14121,null,null,6914,null,null,2001,null,null,822,null,null,1654,null,null,21702,null,null,20336,null,null,7626,null,null,3470,null,null,3947,null,null,3587,null,null,31784,null,null,17189,null,null,17140,null,null,7980,null,null,4172,null,null,3666,null,null,4014,null,null,22722,null,null,28224,null,null,11209,null,null,12774,null,null,8551,null,null,8934,null,null,13
1300899,1488,120009,9472,20947,3410,14236,2633,346,314,155,184,6077,2114,133,144,99062,7140,64652,5773,1888,747,2158,894,29723,4327,641,342,1180890,9839,191625,3771,156327,4704,4178,1626,1642,777,28197,3760,1281,672,989265,7138,721045,11524,21186,2970,12023,1928,226677,10268,8334,1915,1488,null,null,9472,null,null,3410,null,null,2633,null,null,314,null,null,184,null,null,2114,null,null,144,null,null,7140,null,null,5773,null,null,747,null,null,894,null,null,4327,null,null,342,null,null,9839,null,null,3771,null,null,4704,null,null,1626,null,null,777,null,null,3760,null,null,672,null,null,7138,null,null,11524,null,null,2970,null,null,1928,null,null,10268,null,null,1915,null,null,15
1539706,2154,213779,13990,52600,6090,41687,5352,7870,2446,1418,710,873,602,752,892,161179,9385,139875,8940,15171,2673,3004,1199,1124,590,2005,1322,1325927,13775,265286,6307,235879,6307,25324,3271,2195,1005,1415,630,473,367,1060641,9295,957414,9192,75564,4193,17633,3292,7103,1584,2927,831,2154,null,null,13990,null,null,6090,null,null,5352,null,null,2446,null,null,710,null,null,602,null,null,892,null,null,9385,null,null,8940,null,null,2673,null,null,1199,null,null,590,null,null,1322,null,null,13775,null,null,6307,null,null,6307,null,null,3271,null,null,1005,null,null,630,null,null,367,null,null,9295,null,null,9192,null,null,4193,null,null,3292,null,null,1584,null,null,831,null,null,16
11745166,3957,1476189,31177,366360,12931,255967,10217,91946,7928,8486,2064,3991,1240,5970,2218,1109829,21429,825088,15956,169253,9191,56348,4770,39998,4293,19142,3819,10268977,32369,1760536,14345,1362730,15412,272107,9527,74460,5140,34690,2952,16549,3925,8508441,21638,6588187,23888,1066572,14491,507711,15308,264784,7506,81187,7443,3957,null,null,31177,null,null,12931,null,null,10217,null,null,7928,null,null,2064,null,null,1240,null,null,2218,null,null,21429,null,null,15956,null,null,9191,null,null,4770,null,null,4293,null,null,3819,null,null,32369,null,null,14345,null,null,15412,null,null,9527,null,null,5140,null,null,2952,null,null,3925,null,null,21638,null,null,23888,null,null,14491,null,null,15308,null,null,7506,null,null,7443,null,null,17
6022182,3745,819212,20422,214291,10713,177476,9762,27677,3880,2627,1114,4485,1253,2026,1110,604921,13709,524861,12623,44305,4387,12271,2418,17929,2658,5555,1845,5202970,20495,919416,10826,836610,12209,51052,4568,19951,2878,8114,1726,3689,2058,4283554,13997,3957608,15175,172471,6541,87445,5935,48824,4306,17206,3356,3745,null,null,20422,null,null,10713,null,null,9762,null,null,3880,null,null,1114,null,null,1253,null,null,1110,null,null,13709,null,null,12623,null,null,4387,null,null,2418,null,null,2658,null,null,1845,null,null,20495,null,null,10826,null,null,12209,null,null,4568,null,null,2878,null,null,1726,null,null,2058,null,null,13997,null,null,15175,null,null,6541,null,null,5935,null,null,4306,null,null,3356,null,null,18
2837436,2700,321901,10958,70555,5601,57175,4812,8629,1892,1359,757,926,780,2466,1515,251346,7182,222193,6746,14954,2463,4084,1235,6146,1480,3969,1350,2515535,11381,447109,6322,408923,6305,22093,2743,7577,1734,5783,1311,2733,1054,2068426,7557,1927836,8413,69760,3444,33793,3691,28884,2662,8153,1941,2700,null,null,10958,null,null,5601,null,null,4812,null,null,1892,null,null,757,null,null,780,null,null,1515,null,null,7182,null,null,6746,null,null,2463,null,null,1235,null,null,1480,null,null,1350,null,null,11381,null,null,6322,null,null,6305,null,null,2743,null,null,1734,null,null,1311,null,null,1054,null,null,7557,null,null,8413,null,null,3444,null,null,3691,null,null,2662,null,null,1941,null,null,19
2631637,2461,312674,12722,69453,5633,51938,4931,13789,2718,2002,973,977,582,747,435,243221,9075,203456,7678,25424,3642,7096,2155,4715,1566,2530,1032,2318963,12497,440933,5982,382852,5991,44852,3360,5814,1356,6138,1438,1277,664,1878030,9327,1682605,10423,123882,4774,27634,3182,37068,4404,6841,1852,2461,null,null,12722,null,null,5633,null,null,4931,null,null,2718,null,null,973,null,null,582,null,null,435,null,null,9075,null,null,7678,null,null,3642,null,null,2155,null,null,1566,null,null,1032,null,null,12497,null,null,5982,null,null,5991,null,null,3360,null,null,1356,null,null,1438,null,null,664,null,null,9327,null,null,10423,null,null,4774,null,null,3182,null,null,4404,null,null,1852,null,null,20
4033020,3592,721655,21447,175375,8738,157909,7972,9840,1785,2681,1544,629,488,4316,1990,546280,15455,512556,14440,19009,2723,6097,1879,3428,1036,5190,1585,3311365,21597,547944,8857,518361,8810,15535,2389,7364,2127,4343,986,2341,1209,2763421,15876,2634277,16553,57322,4177,39178,4475,23893,1971,8751,2158,3592,null,null,21447,null,null,8738,null,null,7972,null,null,1785,null,null,1544,null,null,488,null,null,1990,null,null,15455,null,null,14440,null,null,2723,null,null,1879,null,null,1036,null,null,1585,null,null,21597,null,null,8857,null,null,8810,null,null,2389,null,null,2127,null,null,986,null,null,1209,null,null,15876,null,null,16553,null,null,4177,null,null,4475,null,null,1971,null,null,2158,null,null,21
4244409,5482,825997,22102,221736,10374,208351,10398,10253,2261,1010,597,1150,673,972,935,604261,16042,549200,15650,26503,3584,19687,2667,6180,1618,2691,1222,3418412,23392,573302,11568,536143,12143,22212,2728,6216,1450,6341,1134,2390,1860,2845110,16343,2609968,16774,102044,5522,85960,4542,38203,3099,8935,2334,5482,null,null,22102,null,null,10374,null,null,10398,null,null,2261,null,null,597,null,null,673,null,null,935,null,null,16042,null,null,15650,null,null,3584,null,null,2667,null,null,1618,null,null,1222,null,null,23392,null,null,11568,null,null,12143,null,null,2728,null,null,1450,null,null,1134,null,null,1860,null,null,16343,null,null,16774,null,null,5522,null,null,4542,null,null,3099,null,null,2334,null,null,22
