C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,C18106_001M,C18106_001EA,C18106_001MA,C18106_002M,C18106_002EA,C18106_002MA,C18106_003M,C18106_003EA,C18106_003MA,C18106_004M,C18106_004EA,C18106_004MA,C18106_005M,C18106_005EA,C18106_005MA,C18106_006M,C18106_006EA,C18106_006MA,C18106_007M,C18106_007EA,C18106_007MA,C18106_008M,C18106_008EA,C18106_008MA,C18106_009M,C18106_009EA,C18106_009MA,C18106_010M,C18106_010EA,C18106_010MA,C18106_011M,C18106_011EA,C18106_011MA,C18106_012M,C18106_012EA,C18106_012MA,C18106_013M,C18106_013EA,C18106_013MA,C18106_014M,C18106_014EA,C18106_014MA,C18106_015M,C18106_015EA,C18106_015MA,C18106_016M,C18106_016EA,C18106_016MA,C18106_017M,C18106_017EA,C18106_017MA,C18106_018M,C18106_018EA,C18106_018MA,C18106_019M,C18106_019EA,C18106_019MA,C18106_020M,C18106_020EA,C18106_020MA,C18106_021M,C18106_021EA,C18106_021MA,state
19177107,4766,9258417,8294,1540903,5277,17750,2418,1523153,5166,5904200,6573,108696,5881,5795504,8618,1813314,2918,107983,4823,1705331,5556,9918690,6963,1478070,5997,10211,1856,1467859,6319,6233188,6388,117122,7421,6116066,8963,2207432,3525,181744,6720,2025688,7561,4766,null,null,8294,null,null,5277,null,null,2418,null,null,5166,null,null,6573,null,null,5881,null,null,8618,null,null,2918,null,null,4823,null,null,5556,null,null,6963,null,null,5997,null,null,1856,null,null,6319,null,null,6388,null,null,7421,null,null,8963,null,null,3525,null,null,6720,null,null,7561,null,null,12
9465910,5878,4530988,8536,943187,5942,11552,2611,931635,6069,3007980,5944,55563,4494,2952417,7818,579821,2820,41483,3108,538338,4467,4934922,7206,908261,5121,9040,1841,899221,5411,3276179,5335,59628,4708,3216551,7217,750482,3112,66026,4224,684456,4907,5878,null,null,8536,null,null,5942,null,null,2611,null,null,6069,null,null,5944,null,null,4494,null,null,7818,null,null,2820,null,null,3108,null,null,4467,null,null,7206,null,null,5121,null,null,1841,null,null,5411,null,null,5335,null,null,4708,null,null,7217,null,null,3112,null,null,4224,null,null,4907,null,null,13
1288024,2529,630027,2730,111362,1275,718,309,110644,1289,410306,2522,5476,1021,404830,2741,108359,748,7140,1663,101219,1793,657997,1869,105493,1204,121,125,105372,1182,422129,1392,4774,1066,417355,1706,130375,608,14022,1576,116353,1745,2529,null,null,2730,null,null,1275,null,null,309,null,null,1289,null,null,2522,null,null,1021,null,null,2741,null,null,748,null,null,1663,null,null,1793,null,null,1869,null,null,1204,null,null,125,null,null,1182,null,null,1392,null,null,1066,null,null,1706,null,null,608,null,null,1576,null,null,1745,null,null,15
1548724,1864,768547,2817,165845,2271,2292,876,163553,2332,483518,2283,8067,1575,475451,2805,119184,1381,6830,1439,112354,2023,780177,2676,155642,2013,1597,695,154045,2123,491285,2261,11339,1908,479946,2865,133250,1310,9425,1408,123825,1788,1864,null,null,2817,null,null,2271,null,null,876,null,null,2332,null,null,2283,null,null,1575,null,null,2805,null,null,1381,null,null,1439,null,null,2023,null,null,2676,null,null,2013,null,null,695,null,null,2123,null,null,2261,null,null,1908,null,null,2865,null,null,1310,null,null,1408,null,null,1788,null,null,16
11850898,2531,5773220,4836,1095278,3003,10767,1844,1084511,3844,3887432,3538,62672,4551,3824760,6017,790510,2369,54364,2772,736146,3905,6077678,4745,1055095,3087,7980,1403,1047115,3275,4005183,3752,61765,3958,3943418,4910,1017400,3138,93957,4184,923443,5241,2531,null,null,4836,null,null,3003,null,null,1844,null,null,3844,null,null,3538,null,null,4551,null,null,6017,null,null,2369,null,null,2772,null,null,3905,null,null,4745,null,null,3087,null,null,1403,null,null,3275,null,null,3752,null,null,3958,null,null,4910,null,null,3138,null,null,4184,null,null,5241,null,null,17
6114547,3206,2988588,5274,591206,3776,7075,1534,584131,3948,1973871,3957,42568,4020,1931303,5223,423511,2113,27466,1940,396045,2834,3125959,5091,562352,3840,4127,993,558225,4027,2029840,3460,42055,3628,1987785,4869,533767,2085,45884,3050,487883,3568,3206,null,null,5274,null,null,3776,null,null,1534,null,null,3948,null,null,3957,null,null,4020,null,null,5223,null,null,2113,null,null,1940,null,null,2834,null,null,5091,null,null,3840,null,null,993,null,null,4027,null,null,3460,null,null,3628,null,null,4869,null,null,2085,null,null,3050,null,null,3568,null,null,18
2893950,1898,1430471,3274,270610,2137,3159,711,267451,2290,939004,2421,13111,1678,925893,2880,220857,1607,11561,1362,209296,1932,1463479,2837,256900,1887,1867,781,255033,1904,936201,2356,13542,1591,922659,3048,270378,1619,16835,1809,253543,2335,1898,null,null,3274,null,null,2137,null,null,711,null,null,2290,null,null,2421,null,null,1678,null,null,2880,null,null,1607,null,null,1362,null,null,1932,null,null,2837,null,null,1887,null,null,781,null,null,1904,null,null,2356,null,null,1591,null,null,3048,null,null,1619,null,null,1809,null,null,2335,null,null,19
2653456,2585,1306273,4333,263594,2711,3014,797,260580,2750,853471,3148,13424,1694,840047,3662,189208,1418,12288,1491,176920,1963,1347183,3590,252102,2936,2048,686,250054,2933,864922,2852,16186,1881,848736,3319,230159,1527,16619,1795,213540,2199,2585,null,null,4333,null,null,2711,null,null,797,null,null,2750,null,null,3148,null,null,1694,null,null,3662,null,null,1418,null,null,1491,null,null,1963,null,null,3590,null,null,2936,null,null,686,null,null,2933,null,null,2852,null,null,1881,null,null,3319,null,null,1527,null,null,1795,null,null,2199,null,null,20
4081431,3163,1982073,5178,377444,3224,6725,1523,370719,3407,1309148,4210,37482,3322,1271666,5517,295481,1543,25640,2248,269841,2763,2099358,4560,359593,2815,2946,940,356647,2899,1369879,3380,38513,2888,1331366,4851,369886,1850,37728,2742,332158,3340,3163,null,null,5178,null,null,3224,null,null,1523,null,null,3407,null,null,4210,null,null,3322,null,null,5517,null,null,1543,null,null,2248,null,null,2763,null,null,4560,null,null,2815,null,null,940,null,null,2899,null,null,3380,null,null,2888,null,null,4851,null,null,1850,null,null,2742,null,null,3340,null,null,21
4270219,4205,2054579,5673,417051,5121,4631,1200,412420,5195,1350764,3619,34390,3752,1316374,5323,286764,1890,22704,2374,264060,2775,2215640,4394,391443,3837,3721,1230,387722,4040,1456935,2875,37898,3377,1419037,4348,367262,1871,40465,2792,326797,3163,4205,null,null,5673,null,null,5121,null,null,1200,null,null,5195,null,null,3619,null,null,3752,null,null,5323,null,null,1890,null,null,2374,null,null,2775,null,null,4394,null,null,3837,null,null,1230,null,null,4040,null,null,2875,null,null,3377,null,null,4348,null,null,1871,null,null,2792,null,null,3163,null,null,22
