VARIABLE,TYPE,LABEL,GROUP
C17020D_001E,int,Estimate!!Total,C17020D
C17020D_002E,int,Estimate!!Total!!Income in the past 12 months below poverty level,C17020D
C17020D_003E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020D
C17020D_004E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020D
C17020D_005E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020D
C17020D_006E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level,C17020D
C17020D_007E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020D
C17020D_008E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020D
C17020D_009E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020D
C17020D_001M,int,Margin of Error!!Total,C17020D
C17020D_002M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level,C17020D
C17020D_003M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020D
C17020D_004M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020D
C17020D_005M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020D
C17020D_006M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level,C17020D
C17020D_007M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020D
C17020D_008M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020D
C17020D_009M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020D
C17020D_001EA,string,Annotation of Estimate!!Total,C17020D
C17020D_001MA,string,Annotation of Margin of Error!!Total,C17020D
C17020D_002EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level,C17020D
C17020D_002MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level,C17020D
C17020D_003EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020D
C17020D_003MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020D
C17020D_004EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020D
C17020D_004MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020D
C17020D_005EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020D
C17020D_005MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020D
C17020D_006EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level,C17020D
C17020D_006MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level,C17020D
C17020D_007EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020D
C17020D_007MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020D
C17020D_008EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020D
C17020D_008MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020D
C17020D_009EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020D
C17020D_009MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020D
