VARIABLE,TYPE,LABEL,GROUP
B06004BPR_001E,int,Estimate!!Total,B06004BPR
B06004BPR_002E,int,Estimate!!Total!!Born in Puerto Rico,B06004BPR
B06004BPR_003E,int,Estimate!!Total!!Born in the United States,B06004BPR
B06004BPR_004E,int,Estimate!!Total!!Native; born elsewhere,B06004BPR
B06004BPR_005E,int,Estimate!!Total!!Foreign born,B06004BPR
B06004BPR_001M,int,Margin of Error!!Total,B06004BPR
B06004BPR_002M,int,Margin of Error!!Total!!Born in Puerto Rico,B06004BPR
B06004BPR_003M,int,Margin of Error!!Total!!Born in the United States,B06004BPR
B06004BPR_004M,int,Margin of Error!!Total!!Native; born elsewhere,B06004BPR
B06004BPR_005M,int,Margin of Error!!Total!!Foreign born,B06004BPR
B06004BPR_001EA,string,Annotation of Estimate!!Total,B06004BPR
B06004BPR_001MA,string,Annotation of Margin of Error!!Total,B06004BPR
B06004BPR_002EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico,B06004BPR
B06004BPR_002MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico,B06004BPR
B06004BPR_003EA,string,Annotation of Estimate!!Total!!Born in the United States,B06004BPR
B06004BPR_003MA,string,Annotation of Margin of Error!!Total!!Born in the United States,B06004BPR
B06004BPR_004EA,string,Annotation of Estimate!!Total!!Native; born elsewhere,B06004BPR
B06004BPR_004MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere,B06004BPR
B06004BPR_005EA,string,Annotation of Estimate!!Total!!Foreign born,B06004BPR
B06004BPR_005MA,string,Annotation of Margin of Error!!Total!!Foreign born,B06004BPR
