VARIABLE,TYPE,LABEL,GROUP
B06004DPR_001E,int,Estimate!!Total,B06004DPR
B06004DPR_002E,int,Estimate!!Total!!Born in Puerto Rico,B06004DPR
B06004DPR_003E,int,Estimate!!Total!!Born in the United States,B06004DPR
B06004DPR_004E,int,Estimate!!Total!!Native; born elsewhere,B06004DPR
B06004DPR_005E,int,Estimate!!Total!!Foreign born,B06004DPR
B06004DPR_001M,int,Margin of Error!!Total,B06004DPR
B06004DPR_002M,int,Margin of Error!!Total!!Born in Puerto Rico,B06004DPR
B06004DPR_003M,int,Margin of Error!!Total!!Born in the United States,B06004DPR
B06004DPR_004M,int,Margin of Error!!Total!!Native; born elsewhere,B06004DPR
B06004DPR_005M,int,Margin of Error!!Total!!Foreign born,B06004DPR
B06004DPR_001EA,string,Annotation of Estimate!!Total,B06004DPR
B06004DPR_001MA,string,Annotation of Margin of Error!!Total,B06004DPR
B06004DPR_002EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico,B06004DPR
B06004DPR_002MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico,B06004DPR
B06004DPR_003EA,string,Annotation of Estimate!!Total!!Born in the United States,B06004DPR
B06004DPR_003MA,string,Annotation of Margin of Error!!Total!!Born in the United States,B06004DPR
B06004DPR_004EA,string,Annotation of Estimate!!Total!!Native; born elsewhere,B06004DPR
B06004DPR_004MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere,B06004DPR
B06004DPR_005EA,string,Annotation of Estimate!!Total!!Foreign born,B06004DPR
B06004DPR_005MA,string,Annotation of Margin of Error!!Total!!Foreign born,B06004DPR
