VARIABLE,TYPE,LABEL,GROUP
C25032F_001E,int,Estimate!!Total,C25032F
C25032F_002E,int,"Estimate!!Total!!1, detached or attached",C25032F
C25032F_003E,int,Estimate!!Total!!2 to 4 units,C25032F
C25032F_004E,int,Estimate!!Total!!5 or more units,C25032F
C25032F_005E,int,"Estimate!!Total!!Mobile home, boat, RV, van, etc.",C25032F
C25032F_001M,int,Margin of Error!!Total,C25032F
C25032F_002M,int,"Margin of Error!!Total!!1, detached or attached",C25032F
C25032F_003M,int,Margin of Error!!Total!!2 to 4 units,C25032F
C25032F_004M,int,Margin of Error!!Total!!5 or more units,C25032F
C25032F_005M,int,"Margin of Error!!Total!!Mobile home, boat, RV, van, etc.",C25032F
C25032F_001EA,string,Annotation of Estimate!!Total,C25032F
C25032F_001MA,string,Annotation of Margin of Error!!Total,C25032F
C25032F_002EA,string,"Annotation of Estimate!!Total!!1, detached or attached",C25032F
C25032F_002MA,string,"Annotation of Margin of Error!!Total!!1, detached or attached",C25032F
C25032F_003EA,string,Annotation of Estimate!!Total!!2 to 4 units,C25032F
C25032F_003MA,string,Annotation of Margin of Error!!Total!!2 to 4 units,C25032F
C25032F_004EA,string,Annotation of Estimate!!Total!!5 or more units,C25032F
C25032F_004MA,string,Annotation of Margin of Error!!Total!!5 or more units,C25032F
C25032F_005EA,string,"Annotation of Estimate!!Total!!Mobile home, boat, RV, van, etc.",C25032F
C25032F_005MA,string,"Annotation of Margin of Error!!Total!!Mobile home, boat, RV, van, etc.",C25032F
