GEO_ID,S2408_C01_001E,S2408_C01_001M,S2408_C01_002E,S2408_C01_002M,S2408_C01_003E,S2408_C01_003M,S2408_C01_004E,S2408_C01_004M,S2408_C01_005E,S2408_C01_005M,S2408_C01_006E,S2408_C01_006M,S2408_C01_007E,S2408_C01_007M,S2408_C01_009E,S2408_C01_010E,S2408_C01_010M,S2408_C02_001E,S2408_C02_001M,S2408_C02_002E,S2408_C02_002M,S2408_C02_003E,S2408_C02_004E,S2408_C02_004M,S2408_C02_005E,S2408_C02_005M,S2408_C02_006E,S2408_C02_007E,S2408_C02_007M,S2408_C02_008E,S2408_C02_008M,S2408_C02_009M,S2408_C02_010E,S2408_C01_008E,S2408_C01_008M,S2408_C01_009M,S2408_C02_003M,S2408_C02_006M,S2408_C02_009E,S2408_C02_010M,S2408_C03_001E,S2408_C03_001M,S2408_C03_002E,S2408_C03_002M,S2408_C03_003E,S2408_C03_003M,S2408_C03_004E,S2408_C03_004M,S2408_C03_006E,S2408_C03_007E,S2408_C03_007M,S2408_C03_008E,S2408_C03_008M,S2408_C03_009E,S2408_C03_009M,S2408_C03_010E,S2408_C03_010M,S2408_C04_001E,S2408_C04_001M,S2408_C04_002E,S2408_C04_002M,S2408_C04_003E,S2408_C04_003M,S2408_C04_004E,S2408_C04_004M,S2408_C04_005E,S2408_C04_005M,S2408_C04_006E,S2408_C04_006M,S2408_C04_007E,S2408_C04_007M,S2408_C04_008E,S2408_C04_008M,S2408_C04_009E,S2408_C04_010E,S2408_C04_010M,S2408_C05_001E,S2408_C05_001M,S2408_C05_002E,S2408_C05_002M,S2408_C05_003E,S2408_C05_003M,S2408_C05_004E,S2408_C05_004M,S2408_C05_005E,S2408_C05_005M,S2408_C05_006E,S2408_C05_006M,S2408_C05_007E,S2408_C05_007M,S2408_C05_008E,S2408_C05_008M,S2408_C05_009E,S2408_C05_009M,S2408_C05_010E,S2408_C03_005E,S2408_C03_005M,S2408_C03_006M,S2408_C04_009M,S2408_C05_010M,S2408_C06_001E,S2408_C06_001M,S2408_C06_002E,S2408_C06_002M,S2408_C06_003E,S2408_C06_003M,S2408_C06_004E,S2408_C06_004M,S2408_C06_005E,S2408_C06_005M,S2408_C06_006E,S2408_C06_006M,S2408_C06_007E,S2408_C06_007M,S2408_C06_008E,S2408_C06_008M,S2408_C06_009E,S2408_C06_009M,S2408_C06_010E,S2408_C06_010M,NAME,S2408_C01_001EA,S2408_C01_001MA,S2408_C01_002EA,S2408_C01_002MA,S2408_C01_003MA,S2408_C01_003EA,S2408_C01_004MA,S2408_C01_004EA,S2408_C01_005MA,S2408_C01_005EA,S2408_C01_006EA,S2408_C01_006MA,S2408_C01_007EA,S2408_C01_007MA,S2408_C01_009MA,S2408_C01_009EA,S2408_C01_010MA,S2408_C01_010EA,S2408_C02_001EA,S2408_C02_001MA,S2408_C02_002MA,S2408_C02_002EA,S2408_C02_003EA,S2408_C02_003MA,S2408_C02_004MA,S2408_C02_004EA,S2408_C02_005EA,S2408_C02_005MA,S2408_C02_006EA,S2408_C02_006MA,S2408_C02_007MA,S2408_C02_007EA,S2408_C02_008EA,S2408_C02_008MA,S2408_C02_009MA,S2408_C02_010EA,S2408_C02_010MA,S2408_C01_008EA,S2408_C01_008MA,S2408_C02_009EA,S2408_C03_001EA,S2408_C03_001MA,S2408_C03_002MA,S2408_C03_002EA,S2408_C03_003MA,S2408_C03_003EA,S2408_C03_004EA,S2408_C03_004MA,S2408_C03_006EA,S2408_C03_006MA,S2408_C03_007MA,S2408_C03_007EA,S2408_C03_008MA,S2408_C03_008EA,S2408_C03_009EA,S2408_C03_009MA,S2408_C03_010MA,S2408_C03_010EA,S2408_C04_001EA,S2408_C04_001MA,S2408_C04_002MA,S2408_C04_002EA,S2408_C04_003MA,S2408_C04_003EA,S2408_C04_004MA,S2408_C04_004EA,S2408_C04_005EA,S2408_C04_005MA,S2408_C04_006MA,S2408_C04_006EA,S2408_C04_007MA,S2408_C04_007EA,S2408_C04_008MA,S2408_C04_008EA,S2408_C04_009EA,S2408_C04_009MA,S2408_C04_010EA,S2408_C04_010MA,S2408_C05_001MA,S2408_C05_001EA,S2408_C05_002MA,S2408_C05_002EA,S2408_C05_003MA,S2408_C05_003EA,S2408_C05_004EA,S2408_C05_004MA,S2408_C05_005EA,S2408_C05_005MA,S2408_C05_006MA,S2408_C05_006EA,S2408_C05_007MA,S2408_C05_007EA,S2408_C05_008MA,S2408_C05_008EA,S2408_C05_009MA,S2408_C05_009EA,S2408_C05_010EA,S2408_C05_010MA,S2408_C03_005MA,S2408_C03_005EA,S2408_C06_001EA,S2408_C06_001MA,S2408_C06_002EA,S2408_C06_002MA,S2408_C06_003MA,S2408_C06_003EA,S2408_C06_004MA,S2408_C06_004EA,S2408_C06_005EA,S2408_C06_005MA,S2408_C06_006EA,S2408_C06_006MA,S2408_C06_007EA,S2408_C06_007MA,S2408_C06_008MA,S2408_C06_008EA,S2408_C06_009MA,S2408_C06_009EA,S2408_C06_010MA,S2408_C06_010EA,state
0400000US01,2010934,16887,1443954,14520,1391521,13748,52433,3535,130614,5777,128342,5607,125217,5786,110140,10.0,-888888888.0,52.4,0.4,55.0,0.6,54.2,75.7,3.2,31.5,2.0,43.3,39.1,2.1,58.3,3.1,2.5,-888888888,72667,4306,6264,0.6,2.3,64.7,-888888888,47.6,0.4,45.0,0.6,45.8,0.6,24.3,3.2,56.7,60.9,2.1,41.7,3.1,35.3,2.5,-888888888,-888888888,30384,285,28215,787,27409,417,48710,5916,30717,943,34962,2015,40168,1277,61263,2004,20328,-888888888,-888888888,36246,481,35636,537,35169,797,51900,6732,36970,2343,36731,1886,42174,3020,71527,1951,23793,3464,-888888888,68.5,2.0,2.3,1259,-888888888,24970,518,22108,323,22010,328,35678,8718,27564,2255,32019,3121,37309,2162,50056,3336,14483,2374,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,352822,5552,213311,5535,203560,5716,9751,1716,35185,2708,31000,2720,30887,2508,21502,8.6,-888888888.0,54.0,0.7,59.1,1.3,58.8,66.1,5.6,36.5,3.9,43.2,46.8,3.8,57.1,5.4,4.6,-888888888,20937,2223,2454,1.2,3.6,55.4,-888888888,46.0,0.7,40.9,1.3,41.2,1.2,33.9,5.6,56.8,53.2,3.8,42.9,5.4,44.6,4.6,-888888888,-888888888,40635,535,37399,1746,36774,1104,58132,9825,39999,2686,45969,2915,49064,2771,52845,4656,30223,-888888888,-888888888,47341,2215,45727,2899,44859,3637,71345,20011,45011,8244,54614,11491,55736,8048,61359,6749,35930,8069,-888888888,63.5,3.9,3.6,6430,-888888888,35060,1512,29868,2806,28690,3037,50218,14791,37546,4108,41357,2110,43147,4618,47192,8439,20277,3567,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,2791546,16636,2034213,15125,1931449,15564,102764,5100,178461,7412,192807,7379,135247,5746,168474,11.0,-888888888.0,53.4,0.3,56.0,0.4,55.3,69.2,2.0,35.5,1.9,45.7,38.1,2.1,60.1,2.6,1.7,-888888888,82344,4778,7449,0.5,1.8,58.4,-888888888,46.6,0.3,44.0,0.4,44.7,0.5,30.8,2.0,54.3,61.9,2.1,39.9,2.6,41.6,1.7,-888888888,-888888888,31386,205,30575,243,30156,274,46656,1965,34754,2136,36805,717,36972,672,51530,904,21428,-888888888,-888888888,35916,394,35075,675,33170,1166,51793,1386,35446,3326,41943,931,42123,1363,53926,3680,25686,1858,-888888888,64.5,1.9,1.8,724,-888888888,27334,372,25903,401,25710,409,35385,3872,34129,2684,32411,1119,35018,1499,49016,3862,15711,1437,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1241828,12352,871972,9290,833849,9028,38123,3272,94368,4935,71015,4501,101839,4771,76930,8.0,-888888888.0,52.8,0.4,56.0,0.6,55.3,73.0,3.4,36.9,3.0,45.1,35.7,2.2,57.5,4.9,3.0,-888888888,25704,2925,4533,0.6,2.5,63.2,-888888888,47.2,0.4,44.0,0.6,44.7,0.6,27.0,3.4,54.9,64.3,2.2,42.5,4.9,36.8,3.0,-888888888,-888888888,28457,691,27102,377,26787,390,46411,8371,31150,882,31326,984,35405,1538,52770,3328,18568,-888888888,-888888888,32470,709,32097,503,31601,523,51219,1987,34419,2345,34135,1971,37069,2982,56500,4651,23859,3607,-888888888,63.1,3.0,2.5,2370,-888888888,24103,700,22187,473,22097,486,30186,7003,29570,1975,26793,2182,33810,2532,50921,2232,12495,1915,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,17132696,40053,12237660,50472,11677579,49237,560081,11906,1140062,19197,1256821,18415,706880,15807,1446599,9.7,-888888888.0,54.2,0.1,57.2,0.2,56.6,70.0,1.0,37.6,0.7,40.1,41.6,0.8,60.2,1.4,0.7,-888888888,344674,10957,24861,0.2,0.6,58.6,-888888888,45.8,0.1,42.8,0.2,43.4,0.2,30.0,1.0,59.9,58.4,0.8,39.8,1.4,41.4,0.7,-888888888,-888888888,33410,334,31616,106,31151,108,56029,2254,40507,429,48554,997,47017,841,57045,717,23842,-888888888,-888888888,38354,456,36340,222,35431,241,63156,4667,43291,2154,60656,609,56915,2074,59719,1412,30280,388,-888888888,62.4,0.7,0.6,592,-888888888,29906,311,26943,191,26726,185,38354,3111,38173,1164,41038,589,40380,913,54211,1737,17434,537,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2593798,15783,1863964,16517,1733076,16557,130888,6206,199093,7008,180101,6156,103405,4700,171847,10.4,-888888888.0,53.6,0.3,56.9,0.4,56.2,67.1,2.0,35.1,1.5,40.9,44.3,2.2,59.5,2.5,2.0,-888888888,75388,3998,6894,0.5,1.7,55.1,-888888888,46.4,0.3,43.1,0.4,43.8,0.5,32.9,2.0,59.1,55.7,2.2,40.5,2.5,44.9,2.0,-888888888,-888888888,35405,268,34184,665,32810,668,49222,2650,36607,984,40522,765,42032,981,56065,2848,22258,-888888888,-888888888,41507,336,40919,407,40166,521,53426,4110,44110,2676,50763,1159,44730,3003,61118,2449,29838,3823,-888888888,64.9,1.5,1.7,697,-888888888,29616,668,27427,473,27206,379,35796,2985,32909,1630,35487,928,40314,1786,50384,2369,16387,1181,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1771141,10471,1254820,13260,1193508,13322,61312,4132,169228,6228,130600,5407,72717,4548,117322,9.3,-888888888.0,51.5,0.3,55.0,0.5,54.0,73.6,2.5,33.6,1.8,37.8,43.2,3.0,60.9,3.7,1.9,-888888888,26454,2616,5612,0.5,1.9,58.7,-888888888,48.5,0.3,45.0,0.5,46.0,0.5,26.4,2.5,62.2,56.8,3.0,39.1,3.7,41.3,1.9,-888888888,-888888888,40940,323,39652,1030,38359,1165,59067,5045,41447,1085,51145,961,56524,2229,60591,2858,29895,-888888888,-888888888,50091,683,48809,1585,47162,970,72480,8533,47247,4240,60616,1694,60876,4761,62029,5984,36741,3140,-888888888,66.4,1.8,1.9,3676,-888888888,33665,1080,30969,411,30963,428,31161,3127,39919,1826,45793,2518,53901,3071,56164,4587,20524,1245,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,430247,5961,311253,6503,297164,5965,14089,1793,41786,3553,12833,1685,38314,2698,16008,11.6,-888888888.0,50.8,0.6,52.7,1.0,51.6,75.6,4.7,39.5,3.7,54.0,38.6,3.6,61.1,9.8,6.3,-888888888,10053,1652,2089,1.0,5.5,63.0,-888888888,49.2,0.6,47.3,1.0,48.4,1.0,24.4,4.7,46.0,61.4,3.6,38.9,9.8,37.0,6.3,-888888888,-888888888,35594,798,34492,2225,32690,1985,52148,7286,36673,1948,42213,5652,40615,2837,54350,3228,21367,-888888888,-888888888,41083,813,41178,969,40582,1068,56732,7374,39829,4142,46950,7319,41376,4851,56051,3632,22369,6627,-888888888,60.5,3.7,5.5,1289,-888888888,30778,545,28392,1693,27901,1620,45713,12691,35285,3211,34948,9512,40188,4292,51106,9301,16007,2785,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,333111,4763,170933,5494,162799,5708,8134,1443,64305,3168,16878,1812,6410,1420,14523,13.1,-888888888.0,48.3,0.7,52.0,1.5,51.3,66.7,7.3,37.8,2.8,49.2,56.1,11.5,47.2,3.2,5.8,-888888888,60062,3471,1865,1.6,6.2,51.8,-888888888,51.7,0.7,48.0,1.5,48.7,1.6,33.3,7.3,50.8,43.9,11.5,52.8,3.2,48.2,5.8,-888888888,-888888888,52175,853,43655,2915,42276,1505,91644,26081,51941,1410,54604,4922,50022,7540,83012,5437,26717,-888888888,-888888888,56619,1767,50444,2449,48814,4181,120596,40727,56721,3895,54552,6664,48302,14277,92201,3560,29647,14722,-888888888,62.2,2.8,6.2,6657,-888888888,49563,1778,40774,1194,40537,1290,57406,17120,50493,1965,54848,6920,50582,5637,78624,2643,24383,8453,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,8459990,34236,6402570,34227,5913854,32867,488716,12776,526558,14436,601033,12128,268293,9295,488162,11.6,-888888888.0,52.0,0.2,54.2,0.3,52.7,71.5,1.1,35.2,0.9,42.3,40.8,1.7,59.5,2.3,1.2,-888888888,173374,7079,12258,0.3,1.0,56.9,-888888888,48.0,0.2,45.8,0.3,47.3,0.3,28.5,1.1,57.7,59.2,1.7,40.5,2.3,43.1,1.2,-888888888,-888888888,29806,324,27718,372,27054,176,41441,669,32251,454,39190,634,36762,656,53593,1625,18358,-888888888,-888888888,32010,204,31251,208,30537,230,46624,1518,37460,2094,42968,1596,40540,832,58469,2680,22017,543,-888888888,64.8,0.9,1.0,895,-888888888,26219,200,25040,260,24791,346,31423,784,31175,508,36383,576,35022,1399,47450,4247,14387,939,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
