GEO_ID,S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,NAME,S2001_C01_001MA,S2001_C01_001EA,S2001_C01_002MA,S2001_C01_002EA,S2001_C01_003MA,S2001_C01_003EA,S2001_C01_004MA,S2001_C01_004EA,S2001_C01_005MA,S2001_C01_005EA,S2001_C01_006MA,S2001_C01_006EA,S2001_C01_007MA,S2001_C01_007EA,S2001_C01_008MA,S2001_C01_008EA,S2001_C01_009MA,S2001_C01_009EA,S2001_C01_010MA,S2001_C01_010EA,S2001_C01_011MA,S2001_C01_011EA,S2001_C01_012MA,S2001_C01_012EA,S2001_C01_013MA,S2001_C01_013EA,S2001_C01_014MA,S2001_C01_014EA,S2001_C01_015EA,S2001_C01_015MA,S2001_C01_016MA,S2001_C01_016EA,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018MA,S2001_C01_018EA,S2001_C01_019EA,S2001_C01_019MA,S2001_C01_020EA,S2001_C01_020MA,S2001_C01_021MA,S2001_C01_021EA,S2001_C02_001EA,S2001_C02_001MA,S2001_C02_002EA,S2001_C02_002MA,S2001_C02_003EA,S2001_C02_003MA,S2001_C02_004MA,S2001_C02_004EA,S2001_C02_005EA,S2001_C02_005MA,S2001_C02_006MA,S2001_C02_006EA,S2001_C02_007EA,S2001_C02_007MA,S2001_C02_008MA,S2001_C02_008EA,S2001_C02_009EA,S2001_C02_009MA,S2001_C02_010EA,S2001_C02_010MA,S2001_C02_011MA,S2001_C02_011EA,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013EA,S2001_C02_013MA,S2001_C02_014EA,S2001_C02_014MA,S2001_C02_015MA,S2001_C02_015EA,S2001_C02_016EA,S2001_C02_016MA,S2001_C02_017MA,S2001_C02_017EA,S2001_C02_018EA,S2001_C02_018MA,S2001_C02_019MA,S2001_C02_019EA,S2001_C02_020MA,S2001_C02_020EA,S2001_C02_021MA,S2001_C02_021EA,S2001_C03_001MA,S2001_C03_001EA,S2001_C03_002EA,S2001_C03_002MA,S2001_C03_003MA,S2001_C03_003EA,S2001_C03_004MA,S2001_C03_004EA,S2001_C03_005MA,S2001_C03_005EA,S2001_C03_006MA,S2001_C03_006EA,S2001_C03_007EA,S2001_C03_007MA,S2001_C03_008MA,S2001_C03_008EA,S2001_C03_009MA,S2001_C03_009EA,S2001_C03_010MA,S2001_C03_010EA,S2001_C03_011MA,S2001_C03_011EA,S2001_C03_012MA,S2001_C03_012EA,S2001_C03_013MA,S2001_C03_013EA,S2001_C03_014MA,S2001_C03_014EA,S2001_C03_015MA,S2001_C03_015EA,S2001_C03_016MA,S2001_C03_016EA,S2001_C03_017MA,S2001_C03_017EA,S2001_C03_018MA,S2001_C03_018EA,S2001_C03_019MA,S2001_C03_019EA,S2001_C03_020MA,S2001_C03_020EA,S2001_C03_021MA,S2001_C03_021EA,state
0400000US01,2279568,15369,26791,255,1456813,17029,2.2,0.2,5.1,0.4,17.9,0.5,18.1,0.6,21.5,0.6,14.4,0.6,5.6,0.3,6.8,0.3,8.4,0.3,-888888888,-888888888,49956,582,31583,270,18851,726,25691,429,30856,395,46108,1014,55187,1510,21.0,-888888888.0,1194976,12972,32189,318,822393,11669,1.8,0.3,4.0,0.4,14.1,0.7,16.1,0.8,21.0,0.8,15.5,0.7,6.8,0.5,8.6,0.5,12.1,0.5,42913,1610,57671,1052,38453,1137,21872,860,31237,479,40054,1227,57322,3026,75060,3352,-888888888,-888888888,1084592,10273,21841,321,634420,11661,2.7,0.3,6.4,0.6,22.9,0.9,20.7,1.0,22.1,1.0,12.9,0.8,4.1,0.4,4.5,0.4,3.7,0.4,32451,815,39954,638,25977,358,14680,1202,19904,604,25085,590,38689,1967,49344,1040,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,426451,4539,36106,739,248237,6001,1.7,0.3,2.6,0.5,11.6,1.1,13.0,1.1,20.5,1.3,16.6,1.3,7.7,0.9,13.4,1.1,13.0,1.1,-888888888,-888888888,60968,1650,42051,669,26262,3470,35068,2989,40717,965,51719,968,70975,3379,19.0,-888888888.0,237939,3375,41385,1098,146579,4354,1.9,0.5,2.3,0.6,11.2,1.4,11.3,1.3,16.5,1.7,15.8,1.5,8.9,1.2,14.5,1.5,17.5,1.7,55639,3096,68223,2409,50895,1250,30299,3481,41598,2539,49706,4076,64398,6888,78288,4814,-888888888,-888888888,188512,3062,30664,822,101658,3696,1.4,0.5,3.0,0.9,12.1,1.7,15.3,2.0,26.3,2.4,17.8,2.2,6.0,1.4,11.7,1.8,6.4,1.3,42350,956,50507,1776,36465,921,18750,6981,25509,1993,33932,3373,41870,1658,62577,7029,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,3150330,15635,28756,534,1948836,17185,2.0,0.1,4.5,0.3,15.9,0.4,17.3,0.5,21.2,0.6,14.3,0.4,5.6,0.3,8.8,0.3,10.4,0.4,-888888888,-888888888,54058,703,33300,777,19848,658,26561,437,32324,357,48350,1722,57365,2063,21.1,-888888888.0,1687287,10627,31837,277,1123727,11116,2.0,0.2,3.6,0.3,14.8,0.5,15.7,0.6,19.1,0.6,14.9,0.5,6.1,0.4,10.3,0.5,13.7,0.5,44284,795,60403,1052,38467,994,21966,446,30437,426,39859,1396,58174,2719,75747,2418,-888888888,-888888888,1463043,11336,25079,409,825109,12129,2.0,0.2,5.7,0.5,17.4,0.7,19.6,0.7,24.1,0.9,13.6,0.6,5.0,0.4,6.8,0.4,5.9,0.5,37021,323,45417,634,30006,661,15259,821,22252,567,27944,1033,40381,701,47075,1102,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1390210,12930,26043,349,900230,11279,2.3,0.2,5.3,0.4,20.5,0.8,20.3,0.7,21.0,0.7,13.5,0.6,4.7,0.4,6.1,0.4,6.2,0.4,-888888888,-888888888,46685,874,30397,305,20092,690,25584,512,29778,909,43365,1651,55137,2073,18.5,-888888888.0,731388,7766,30739,430,506295,7828,1.7,0.3,4.5,0.7,16.4,1.0,18.8,0.9,21.7,0.9,14.7,0.9,5.6,0.6,7.7,0.5,8.9,0.6,40306,539,53415,1329,35392,581,21980,1123,30512,713,36586,810,51565,1546,68106,4313,-888888888,-888888888,658822,8608,21729,380,393935,8063,3.0,0.4,6.3,0.7,25.9,1.2,22.3,1.0,20.2,1.2,11.9,0.8,3.5,0.4,4.2,0.5,2.7,0.4,31015,391,38036,835,25264,497,16507,1382,20485,497,24229,1120,38062,1870,50084,1151,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,19130091,38001,30769,86,11505807,48709,2.0,0.1,4.3,0.1,14.9,0.2,14.1,0.2,17.4,0.2,13.8,0.2,6.1,0.1,10.5,0.2,16.7,0.2,-888888888,-888888888,64725,292,36297,119,19057,221,27262,221,35888,185,54931,787,77093,553,20.4,-888888888.0,10371787,26069,35180,160,6814530,34118,1.6,0.1,3.9,0.1,14.4,0.2,13.3,0.2,16.3,0.2,13.4,0.2,6.1,0.2,10.8,0.2,20.2,0.2,50268,155,71101,453,41160,133,21958,162,30968,178,41700,229,65630,583,95095,2017,-888888888,-888888888,8758304,27542,26135,172,4691277,29080,2.4,0.1,5.0,0.1,15.7,0.3,15.4,0.3,19.1,0.3,14.5,0.3,6.3,0.2,10.0,0.2,11.7,0.3,42199,218,55465,382,31248,132,14753,311,23079,433,30669,229,46508,457,64717,1460,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2949534,13104,31574,212,1787985,15430,1.9,0.2,3.4,0.2,11.9,0.4,15.9,0.5,21.1,0.5,15.1,0.4,6.6,0.3,10.2,0.3,14.0,0.4,-888888888,-888888888,61408,648,37204,277,21624,634,30011,786,33594,999,46891,568,61730,649,18.7,-888888888.0,1587277,8022,37496,839,1057122,11834,1.5,0.2,2.8,0.3,10.4,0.5,13.7,0.6,19.6,0.5,15.4,0.6,6.8,0.3,11.6,0.4,18.1,0.6,50950,372,69251,1088,44360,1065,26069,783,34369,1449,40963,607,59986,2276,80124,2430,-888888888,-888888888,1362257,10859,26045,335,730863,9956,2.4,0.3,4.1,0.4,14.1,0.6,19.1,0.8,23.2,0.8,14.7,0.6,6.3,0.5,8.1,0.5,8.0,0.4,40671,343,50063,717,30890,265,15115,1244,23075,1227,27826,821,37911,1175,50417,748,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1980281,10461,36709,400,1192257,12272,1.2,0.2,2.0,0.2,9.8,0.5,11.9,0.5,18.6,0.6,16.5,0.6,7.9,0.3,13.2,0.5,18.9,0.6,-888888888,-888888888,76791,1228,42923,1107,21400,748,32101,480,38592,1738,57413,2019,75743,1375,20.3,-888888888.0,1026733,6553,44286,1642,682245,8997,1.2,0.2,1.4,0.3,9.0,0.7,9.7,0.7,15.7,0.8,16.6,0.7,7.9,0.5,13.7,0.7,24.8,0.8,60990,546,89577,1877,51444,415,23401,1960,38409,1968,46992,1149,74957,2872,95483,5525,-888888888,-888888888,953548,8845,30928,300,510012,8833,1.2,0.2,2.7,0.4,10.8,0.7,14.9,0.8,22.6,0.9,16.4,0.9,8.0,0.6,12.5,0.6,10.9,0.7,47623,1078,59687,1086,36497,436,18467,1451,26690,898,31820,698,45680,1808,62473,2189,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,490243,5078,31422,459,304288,6911,1.9,0.4,3.1,0.5,11.9,1.0,16.7,1.2,21.0,1.2,17.6,1.4,6.5,0.7,9.5,0.8,11.9,1.0,-888888888,-888888888,58196,1626,37308,1045,20661,2060,29669,1943,36767,1565,47136,2884,65631,4587,22.1,-888888888.0,251253,3247,36538,1051,165125,4867,1.8,0.5,2.9,0.8,9.3,1.3,14.1,1.5,20.7,1.6,18.4,1.7,7.2,1.0,10.5,1.2,14.9,1.4,50413,918,63612,2002,42072,1086,25733,2582,32342,2971,43285,2964,53435,5628,76098,3444,-888888888,-888888888,238990,3780,27488,1077,139163,4357,1.9,0.7,3.4,0.8,14.9,1.5,19.7,1.7,21.3,1.9,16.5,1.9,5.6,1.0,8.4,1.2,8.3,1.2,41655,1145,51769,2059,32013,609,15120,2881,24057,2609,32011,991,41527,1345,55462,5295,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,384304,4704,46401,1278,253636,5645,1.3,0.3,1.7,0.5,7.0,0.8,8.2,1.0,16.3,1.3,15.9,1.3,7.8,0.9,15.3,1.2,26.5,1.4,-888888888,-888888888,86949,2780,55125,1606,20198,3252,26642,1359,36202,2118,60508,2228,81522,2732,23.0,-888888888.0,189430,2920,50241,2182,129122,3677,1.1,0.4,2.2,0.8,7.4,1.1,7.8,1.4,13.9,1.6,15.8,1.7,6.2,1.1,14.3,1.7,31.3,1.9,67610,3905,98171,4350,57395,4342,19841,4806,27845,4501,40017,6671,62391,5511,92055,3456,-888888888,-888888888,194874,3273,44360,1972,124514,4311,1.4,0.5,1.3,0.5,6.6,1.2,8.5,1.3,18.7,1.7,15.9,1.7,9.5,1.4,16.4,1.8,21.6,1.7,61760,1455,75313,2712,51563,1117,20922,11019,25814,1996,33267,5122,55421,3314,75196,3436,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,9432527,30536,26873,151,5941840,33200,2.1,0.1,5.3,0.2,18.5,0.3,19.5,0.3,20.7,0.3,12.8,0.2,5.0,0.2,7.1,0.2,9.0,0.2,-888888888,-888888888,51266,412,30870,141,19078,465,24540,367,30472,191,42190,313,56811,1061,22.2,-888888888.0,4913115,21658,30509,189,3288176,25131,1.9,0.1,4.7,0.3,16.8,0.5,17.8,0.5,19.3,0.4,13.2,0.3,5.5,0.2,8.3,0.3,12.4,0.3,40809,247,58241,653,34263,782,21151,393,27375,490,34354,999,51395,537,71471,1089,-888888888,-888888888,4519412,23482,24305,298,2653664,22587,2.3,0.2,6.1,0.3,20.7,0.5,21.5,0.5,22.4,0.5,12.2,0.3,4.4,0.2,5.5,0.3,4.8,0.2,34419,529,42623,348,27154,213,15911,413,21286,233,26750,286,37689,664,48069,1305,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
