GEO_ID,S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C01_006E,S1602_C01_006M,S1602_C01_007E,S1602_C01_007M,S1602_C01_008E,S1602_C01_008M,NAME,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003MA,S1602_C01_003EA,S1602_C01_004MA,S1602_C01_004EA,S1602_C01_005EA,S1602_C01_005MA,S1602_C01_006EA,S1602_C01_006MA,S1602_C01_007EA,S1602_C01_007MA,S1602_C01_008MA,S1602_C01_008EA,state
0400000US01,1.2,0.1,26.6,3.2,7.5,3.0,25.8,5.5,14.5,9.5,6.5,-888888888.0,5.9,-888888888.0,7.3,-888888888.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,01
0400000US02,2.0,0.4,12.2,6.2,4.7,4.6,19.4,5.8,7.8,2.0,4.8,-888888888.0,4.5,-888888888.0,4.9,-888888888.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,02
0400000US04,4.6,0.2,18.3,0.9,7.5,1.7,20.7,2.8,15.2,1.9,7.4,-888888888.0,6.3,-888888888.0,6.7,-888888888.0,Arizona,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,04
0400000US05,1.5,0.2,25.3,3.2,9.2,4.1,22.7,6.8,12.8,13.4,5.1,-888888888.0,4.1,-888888888.0,5.1,-888888888.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,05
0400000US06,9.6,0.1,21.8,0.4,16.7,0.7,27.4,0.6,19.8,1.8,6.1,-888888888.0,5.6,-888888888.0,5.9,-888888888.0,California,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,06
0400000US08,3.0,0.2,17.5,1.6,10.7,1.9,21.9,3.3,31.1,6.8,7.4,-888888888.0,6.9,-888888888.0,7.4,-888888888.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,08
0400000US09,5.5,0.3,26.4,1.8,18.8,1.7,25.7,4.3,13.2,6.1,5.9,-888888888.0,5.1,-888888888.0,5.8,-888888888.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,09
0400000US10,2.4,0.4,21.6,5.9,11.4,4.4,20.5,7.1,6.5,5.1,6.6,-888888888.0,7.4,-888888888.0,8.1,-888888888.0,Delaware,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,10
0400000US11,3.6,0.6,22.1,4.7,8.0,3.8,21.1,7.6,18.0,7.4,8.2,-888888888.0,9.4,-888888888.0,10.2,-888888888.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,11
0400000US12,6.8,0.1,27.8,0.6,18.3,1.1,21.7,1.9,17.6,3.7,6.6,-888888888.0,5.4,-888888888.0,5.9,-888888888.0,Florida,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,12
0400000US13,3.0,0.2,26.5,1.7,10.3,1.6,27.1,3.0,19.2,4.6,6.2,-888888888.0,5.2,-888888888.0,5.6,-888888888.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,13
0400000US15,6.9,0.6,13.4,5.2,4.0,2.6,25.4,2.2,20.3,17.9,6.1,-888888888.0,6.5,-888888888.0,6.9,-888888888.0,Hawaii,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,15
0400000US16,1.9,0.3,17.8,3.1,6.2,3.2,23.1,7.3,22.7,14.8,6.3,-888888888.0,5.3,-888888888.0,6.7,-888888888.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,16
0400000US17,4.8,0.1,22.8,0.9,21.5,1.1,24.0,1.7,14.4,3.2,5.5,-888888888.0,4.9,-888888888.0,5.3,-888888888.0,Illinois,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,17
0400000US18,1.9,0.1,24.2,2.1,11.9,2.0,32.3,4.0,17.0,6.9,5.7,-888888888.0,5.0,-888888888.0,5.6,-888888888.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,18
0400000US19,1.5,0.2,20.7,3.6,12.1,3.7,27.6,4.3,28.7,9.9,5.6,-888888888.0,6.2,-888888888.0,7.5,-888888888.0,Iowa,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,19
0400000US20,2.3,0.2,23.6,2.5,11.9,3.4,28.3,4.6,11.1,5.9,5.0,-888888888.0,3.4,-888888888.0,4.6,-888888888.0,Kansas,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,20
0400000US21,1.0,0.1,16.9,2.8,11.7,3.4,27.3,5.8,23.7,8.1,6.5,-888888888.0,6.3,-888888888.0,7.1,-888888888.0,Kentucky,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,21
0400000US22,1.7,0.2,23.5,2.5,8.0,1.2,30.6,4.9,10.5,6.1,5.2,-888888888.0,4.5,-888888888.0,4.7,-888888888.0,Louisiana,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,22
0400000US23,0.9,0.2,8.9,5.7,9.8,2.2,18.3,10.7,19.1,13.8,4.7,-888888888.0,4.8,-888888888.0,5.6,-888888888.0,Maine,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,23
0400000US24,3.1,0.2,20.1,1.9,12.5,1.6,21.7,2.1,13.4,2.8,7.6,-888888888.0,6.3,-888888888.0,6.9,-888888888.0,Maryland,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,24
0400000US25,5.6,0.2,25.6,1.4,20.3,1.3,27.2,1.9,20.6,3.5,6.6,-888888888.0,5.9,-888888888.0,6.7,-888888888.0,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,25
0400000US26,1.8,0.1,14.4,1.8,15.4,1.8,25.8,2.8,22.5,2.4,5.4,-888888888.0,5.1,-888888888.0,6.2,-888888888.0,Michigan,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,26
0400000US27,2.2,0.2,20.9,2.5,12.6,2.2,22.5,2.5,25.4,3.7,5.3,-888888888.0,5.7,-888888888.0,6.6,-888888888.0,Minnesota,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,27
0400000US28,0.7,0.1,19.9,3.7,4.1,2.7,15.8,6.7,6.7,7.9,5.6,-888888888.0,5.3,-888888888.0,5.8,-888888888.0,Mississippi,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,28
0400000US29,1.2,0.1,17.6,2.8,14.1,2.3,25.3,3.8,19.6,6.8,6.1,-888888888.0,5.5,-888888888.0,6.3,-888888888.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,29
0400000US30,0.4,0.2,6.4,4.2,10.5,6.1,11.3,10.8,1.5,1.9,5.5,-888888888.0,5.0,-888888888.0,5.8,-888888888.0,Montana,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,30
0400000US31,2.5,0.3,27.6,4.0,11.2,4.7,28.1,6.1,30.2,9.5,5.8,-888888888.0,4.5,-888888888.0,5.2,-888888888.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,31
0400000US32,6.0,0.4,22.9,1.9,10.4,2.2,18.3,2.3,20.6,5.7,5.4,-888888888.0,4.9,-888888888.0,5.3,-888888888.0,Nevada,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,32
0400000US33,1.5,0.4,17.9,7.9,9.7,2.6,21.6,7.6,21.4,17.9,4.8,-888888888.0,4.4,-888888888.0,4.9,-888888888.0,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,33
0400000US34,7.0,0.2,27.2,1.2,16.4,1.0,21.8,1.6,14.6,2.4,5.8,-888888888.0,5.3,-888888888.0,5.7,-888888888.0,New Jersey,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,34
0400000US35,5.5,0.4,14.2,1.3,8.0,3.1,18.3,7.7,11.7,2.2,4.7,-888888888.0,3.7,-888888888.0,4.0,-888888888.0,New Mexico,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,35
0400000US36,8.1,0.2,26.9,0.8,22.5,0.7,38.2,1.2,15.9,2.0,6.8,-888888888.0,7.1,-888888888.0,7.7,-888888888.0,New York,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,36
0400000US37,2.6,0.1,30.2,1.7,9.8,1.7,22.6,2.7,12.9,3.2,5.7,-888888888.0,4.6,-888888888.0,5.1,-888888888.0,North Carolina,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,37
0400000US38,0.9,0.3,6.8,4.7,10.0,3.9,24.5,15.6,21.5,14.6,5.5,-888888888.0,6.0,-888888888.0,6.7,-888888888.0,North Dakota,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,38
0400000US39,1.5,0.1,18.8,2.2,17.6,1.8,25.0,3.1,21.1,3.7,5.2,-888888888.0,4.8,-888888888.0,5.8,-888888888.0,Ohio,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,39
0400000US40,2.0,0.1,24.1,2.1,7.4,2.3,24.1,3.7,7.0,2.5,5.5,-888888888.0,4.4,-888888888.0,5.5,-888888888.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,40
0400000US41,2.8,0.2,21.4,2.4,12.8,2.4,23.1,2.9,10.2,5.2,5.3,-888888888.0,4.4,-888888888.0,5.3,-888888888.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,41
0400000US42,2.4,0.1,21.2,1.4,17.3,1.1,27.8,2.0,17.4,3.4,6.1,-888888888.0,6.3,-888888888.0,7.0,-888888888.0,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,42
0400000US44,4.7,0.6,26.4,3.6,16.9,3.8,18.1,6.2,11.8,10.4,5.3,-888888888.0,4.0,-888888888.0,4.4,-888888888.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,44
0400000US45,1.5,0.2,25.2,3.0,12.4,3.0,21.4,5.7,22.1,11.1,6.3,-888888888.0,5.6,-888888888.0,6.3,-888888888.0,South Carolina,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,45
0400000US46,1.1,0.3,16.9,6.8,12.4,6.9,17.4,9.9,6.5,4.5,5.0,-888888888.0,6.8,-888888888.0,8.0,-888888888.0,South Dakota,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,46
0400000US47,1.4,0.1,26.7,2.9,9.9,2.9,18.5,3.5,19.9,5.5,5.8,-888888888.0,5.0,-888888888.0,5.5,-888888888.0,Tennessee,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,47
