GEO_ID,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_011E,S1903_C01_011M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C02_001E,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_011E,S1903_C02_011M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,NAME,S1903_C01_001MA,S1903_C01_001EA,S1903_C01_002EA,S1903_C01_002MA,S1903_C01_003MA,S1903_C01_003EA,S1903_C01_004EA,S1903_C01_004MA,S1903_C01_005EA,S1903_C01_005MA,S1903_C01_006EA,S1903_C01_006MA,S1903_C01_007EA,S1903_C01_007MA,S1903_C01_008EA,S1903_C01_008MA,S1903_C01_009EA,S1903_C01_009MA,S1903_C01_010MA,S1903_C01_010EA,S1903_C01_011EA,S1903_C01_011MA,S1903_C01_012MA,S1903_C01_012EA,S1903_C01_013EA,S1903_C01_013MA,S1903_C01_014MA,S1903_C01_014EA,S1903_C01_015MA,S1903_C01_015EA,S1903_C01_016EA,S1903_C01_016MA,S1903_C01_017EA,S1903_C01_017MA,S1903_C01_018EA,S1903_C01_018MA,S1903_C01_019EA,S1903_C01_019MA,S1903_C01_020EA,S1903_C01_020MA,S1903_C01_021MA,S1903_C01_021EA,S1903_C01_022EA,S1903_C01_022MA,S1903_C01_023MA,S1903_C01_023EA,S1903_C01_024EA,S1903_C01_024MA,S1903_C01_025EA,S1903_C01_025MA,S1903_C01_026MA,S1903_C01_026EA,S1903_C01_027EA,S1903_C01_027MA,S1903_C01_028EA,S1903_C01_028MA,S1903_C01_029EA,S1903_C01_029MA,S1903_C01_030MA,S1903_C01_030EA,S1903_C02_001EA,S1903_C02_001MA,S1903_C02_002MA,S1903_C02_002EA,S1903_C02_003EA,S1903_C02_003MA,S1903_C02_004MA,S1903_C02_004EA,S1903_C02_005EA,S1903_C02_005MA,S1903_C02_006EA,S1903_C02_006MA,S1903_C02_007MA,S1903_C02_007EA,S1903_C02_008EA,S1903_C02_008MA,S1903_C02_009EA,S1903_C02_009MA,S1903_C02_010EA,S1903_C02_010MA,S1903_C02_011MA,S1903_C02_011EA,S1903_C02_012EA,S1903_C02_012MA,S1903_C02_013MA,S1903_C02_013EA,S1903_C02_014EA,S1903_C02_014MA,S1903_C02_015EA,S1903_C02_015MA,S1903_C02_016EA,S1903_C02_016MA,S1903_C02_017EA,S1903_C02_017MA,S1903_C02_018MA,S1903_C02_018EA,S1903_C02_019EA,S1903_C02_019MA,S1903_C02_020MA,S1903_C02_020EA,S1903_C02_021MA,S1903_C02_021EA,S1903_C02_022MA,S1903_C02_022EA,S1903_C02_023MA,S1903_C02_023EA,S1903_C02_024EA,S1903_C02_024MA,S1903_C02_025MA,S1903_C02_025EA,S1903_C02_026MA,S1903_C02_026EA,S1903_C02_027MA,S1903_C02_027EA,S1903_C02_028MA,S1903_C02_028EA,S1903_C02_029MA,S1903_C02_029EA,S1903_C02_030MA,S1903_C02_030EA,state
0400000US01,1822439,11200,70.9,0.3,25.8,0.3,0.5,0.1,1.0,0.1,-999999999.0,-999999999.0,0.7,0.1,1.1,0.1,2.6,0.2,69.2,0.3,4.2,0.3,31.1,0.4,39.6,0.4,25.1,0.2,1222568,14007,40.3,0.6,59.7,0.6,70.2,0.7,23.2,0.6,6.6,0.4,599871,11825,53.9,0.8,48.8,0.8,5.1,0.5,46.1,0.8,39.2,0.9,6.9,0.6,33.9,-888888888.0,34.3,-888888888.0,31.6,-888888888.0,42849,641,49465,726,29210,918,38333,7989,58713,12396,66077,51063,34149,7854,40614,5941,34773,3355,49799,722,18104,2071,46239,1035,51839,934,33469,817,54045,804,50131,1066,56510,952,66934,960,25011,951,38353,3341,24372,674,21240,536,20460,553,34430,4368,29499,1829,26975,1127,41069,2511,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,246015,2720,74.8,0.9,3.1,0.5,11.6,0.6,3.8,0.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,5.0,0.8,5.3,0.5,71.5,0.9,4.6,0.7,36.0,0.9,43.2,0.9,16.2,0.7,165431,3617,46.5,1.4,53.5,1.4,76.5,1.6,15.0,1.1,8.5,1.1,80584,3744,44.1,2.1,34.5,2.2,9.6,1.3,55.9,2.1,43.5,2.2,12.5,1.9,28.9,-888888888.0,30.0,-888888888.0,24.1,-888888888.0,72237,1892,79102,2827,51780,13403,40705,2128,76126,11034,49728,9799,59991,12176,58086,7702,60521,14881,79483,2749,42252,4605,75102,2908,81934,3185,53822,5290,85385,2410,77357,3557,93169,4119,96968,3329,44930,3987,62069,6343,44837,3217,40710,3019,34591,3596,65801,6287,47884,4144,43883,3891,64509,14882,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2400809,11557,83.6,0.3,4.0,0.2,3.2,0.1,2.6,0.1,-999999999.0,-999999999.0,4.5,0.2,1.9,0.2,21.9,0.3,67.2,0.3,4.8,0.2,33.1,0.3,36.7,0.3,25.3,0.2,1572310,12708,42.7,0.5,57.3,0.5,72.3,0.7,19.5,0.5,8.2,0.4,828499,11938,51.3,0.8,42.2,0.8,9.1,0.5,48.7,0.8,37.6,0.9,11.1,0.6,32.6,-888888888.0,33.3,-888888888.0,29.6,-888888888.0,48510,587,50487,437,36528,1558,30582,1721,65257,3789,32482,11626,35134,1660,49148,3425,37179,873,53850,741,24330,1346,52121,751,57348,1050,39097,655,57163,675,51929,890,60855,888,69532,1072,30790,978,40063,2643,31504,505,29026,988,25586,720,51779,3296,35298,1031,30580,870,56097,3534,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1125899,6925,80.6,0.3,15.0,0.3,0.6,0.1,1.0,0.1,-999999999.0,-999999999.0,1.3,0.2,1.4,0.1,4.2,0.2,77.8,0.4,5.3,0.3,31.8,0.5,37.9,0.4,25.1,0.3,751124,10710,41.7,0.7,58.3,0.7,73.0,0.7,20.0,0.7,7.0,0.4,374775,8769,54.0,1.0,46.8,0.9,7.2,0.7,46.0,1.0,36.9,1.1,9.0,0.8,29.8,-888888888.0,30.7,-888888888.0,26.6,-888888888.0,40511,710,43950,894,25540,1430,41330,9816,60439,9743,29130,24842,30320,3266,34077,6412,31410,2036,44489,952,22715,2203,44164,1371,47760,1321,31959,1029,50415,861,46486,1172,52859,1200,61324,947,24605,1017,33497,2458,23163,757,20900,926,19072,964,34954,4368,26178,994,23490,1335,41260,2862,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12650592,16944,67.2,0.1,6.4,0.1,0.7,0.1,12.9,0.1,0.3,0.1,9.5,0.1,3.0,0.1,28.1,0.1,50.0,0.1,3.4,0.1,35.4,0.1,39.7,0.1,21.6,0.1,8645970,31516,46.1,0.2,53.9,0.2,71.3,0.2,20.0,0.2,8.8,0.2,4004622,27783,52.6,0.4,42.2,0.4,10.4,0.2,47.4,0.4,34.5,0.4,12.9,0.3,32.4,-888888888.0,33.2,-888888888.0,28.1,-888888888.0,60190,255,62412,336,40856,952,44879,2506,76535,916,58293,6925,43390,850,57836,1801,45800,449,70786,444,28412,1092,62066,395,72091,462,43595,484,68222,447,61410,429,73310,568,83871,617,35431,407,46651,837,40319,386,34566,679,29362,567,65568,1839,46813,703,39266,1152,71249,1386,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,2002800,8550,87.1,0.3,3.6,0.1,0.8,0.1,2.4,0.1,-999999999.0,-999999999.0,3.6,0.2,2.5,0.2,15.4,0.3,76.3,0.3,5.0,0.2,36.2,0.3,38.9,0.3,19.9,0.2,1279941,10970,45.6,0.6,54.4,0.6,76.7,0.6,16.4,0.5,6.9,0.4,722859,10884,50.5,0.7,40.6,0.7,9.9,0.5,49.5,0.7,36.7,0.9,12.8,0.6,27.7,-888888888.0,28.0,-888888888.0,25.6,-888888888.0,58823,808,61067,488,43145,2930,35858,5521,72315,5554,65599,22110,38821,3051,46131,4647,40606,1376,64104,757,26976,954,62730,995,70732,1219,43281,1100,72043,784,68119,1578,74893,1089,84833,1182,34717,1235,47817,3405,36893,588,31954,570,28128,817,59947,3002,41804,878,36617,884,60428,3675,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1339860,7005,81.2,0.4,9.4,0.3,-999999999.0,-999999999.0,3.5,0.1,-999999999.0,-999999999.0,4.1,0.3,1.5,0.1,11.3,0.3,74.9,0.3,2.1,0.2,30.2,0.4,43.0,0.4,24.7,0.3,890293,9252,43.1,0.7,56.9,0.7,73.9,0.7,19.7,0.6,6.4,0.5,449567,8875,55.6,0.9,47.5,0.9,8.1,0.6,44.4,0.9,35.0,0.9,9.4,0.7,31.7,-888888888.0,32.1,-888888888.0,29.5,-888888888.0,67098,1058,73486,1287,41286,1913,65983,19915,86018,4805,-666666666,-222222222,33902,2270,51086,5916,37125,2170,76593,1219,28128,3467,70480,1509,84757,1886,44240,1517,85563,1274,82449,2875,86941,1388,103412,1595,39202,1745,60793,4181,37872,1315,32439,1252,28145,1825,71314,5993,44863,2183,38163,2753,75202,3976,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,339071,3144,72.8,0.7,19.5,0.7,-999999999.0,-999999999.0,3.5,0.3,-999999999.0,-999999999.0,2.1,0.4,1.6,0.4,6.2,0.4,69.5,0.7,3.2,0.5,30.4,0.7,40.1,0.8,26.2,0.7,228364,4558,38.6,1.5,61.4,1.5,72.1,1.5,21.4,1.4,6.4,0.8,110707,4007,55.1,2.2,47.4,2.1,7.7,1.1,44.9,2.2,33.8,1.9,11.0,1.6,34.6,-888888888.0,34.4,-888888888.0,33.1,-888888888.0,57846,1876,61227,1582,51995,3091,34390,10120,70868,10337,-666666666,-222222222,32260,7879,27023,11027,37092,4195,62067,1600,34857,5462,62622,2657,69955,2514,43452,1775,69394,2140,66345,4271,70597,2025,82213,2624,40066,4824,51355,2791,36492,1805,32030,1816,29170,2135,54698,12822,41261,2146,35687,3641,67222,9050,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,271651,3228,45.1,1.1,45.5,1.2,-999999999.0,-999999999.0,3.7,0.4,-999999999.0,-999999999.0,2.7,0.6,2.7,0.6,8.4,0.6,40.5,0.8,4.2,0.5,45.3,0.9,32.2,0.8,18.2,0.6,120467,4214,42.6,2.1,57.4,2.1,54.6,1.9,35.6,1.8,9.8,1.3,151184,4516,55.5,1.6,43.9,1.8,11.6,1.1,44.5,1.6,32.0,1.5,12.5,1.2,31.5,-888888888.0,35.4,-888888888.0,27.1,-888888888.0,67572,3383,111886,4044,38124,3081,67373,40861,63218,13881,-666666666,-222222222,34991,15366,89428,17339,50861,7016,118402,4912,24146,9363,82903,3493,64536,6488,47632,5856,72337,5358,56852,3955,83703,5918,133600,8251,33624,3110,42022,15551,63192,3442,59380,3123,47958,4429,108508,5600,71130,5166,53131,3762,128774,9963,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7211584,26752,80.5,0.2,13.8,0.1,0.2,0.1,2.1,0.1,-999999999.0,-999999999.0,1.8,0.1,1.5,0.1,18.8,0.2,64.3,0.2,3.1,0.1,28.7,0.2,38.3,0.2,29.9,0.2,4626388,25285,37.9,0.3,62.1,0.3,72.1,0.4,20.7,0.3,7.3,0.2,2585196,26111,54.1,0.4,46.2,0.4,8.0,0.3,45.9,0.4,35.6,0.5,10.3,0.3,35.1,-888888888.0,35.3,-888888888.0,33.4,-888888888.0,46036,310,48794,478,32956,852,42095,8142,60221,2505,53318,21164,40345,2318,41824,1854,40420,572,51081,346,24393,1251,49359,855,54591,704,37031,355,55774,420,51115,551,58261,561,66907,540,31578,507,40381,911,29772,433,26148,313,23728,387,48718,2013,34188,1098,30224,422,52133,1632,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
