VARIABLE,TYPE,LABEL,GROUP
B06009PR_001E,int,Estimate!!Total,B06009PR
B06009PR_002E,int,Estimate!!Total!!Less than high school graduate,B06009PR
B06009PR_003E,int,Estimate!!Total!!High school graduate (includes equivalency),B06009PR
B06009PR_004E,int,Estimate!!Total!!Some college or associate's degree,B06009PR
B06009PR_005E,int,Estimate!!Total!!Bachelor's degree,B06009PR
B06009PR_006E,int,Estimate!!Total!!Graduate or professional degree,B06009PR
B06009PR_007E,int,Estimate!!Total!!Born in Puerto Rico,B06009PR
B06009PR_008E,int,Estimate!!Total!!Born in Puerto Rico!!Less than high school graduate,B06009PR
B06009PR_009E,int,Estimate!!Total!!Born in Puerto Rico!!High school graduate (includes equivalency),B06009PR
B06009PR_010E,int,Estimate!!Total!!Born in Puerto Rico!!Some college or associate's degree,B06009PR
B06009PR_011E,int,Estimate!!Total!!Born in Puerto Rico!!Bachelor's degree,B06009PR
B06009PR_012E,int,Estimate!!Total!!Born in Puerto Rico!!Graduate or professional degree,B06009PR
B06009PR_013E,int,Estimate!!Total!!Born in the United States,B06009PR
B06009PR_014E,int,Estimate!!Total!!Born in the United States!!Less than high school graduate,B06009PR
B06009PR_015E,int,Estimate!!Total!!Born in the United States!!High school graduate (includes equivalency),B06009PR
B06009PR_016E,int,Estimate!!Total!!Born in the United States!!Some college or associate's degree,B06009PR
B06009PR_017E,int,Estimate!!Total!!Born in the United States!!Bachelor's degree,B06009PR
B06009PR_018E,int,Estimate!!Total!!Born in the United States!!Graduate or professional degree,B06009PR
B06009PR_019E,int,Estimate!!Total!!Native; born elsewhere,B06009PR
B06009PR_020E,int,Estimate!!Total!!Native; born elsewhere!!Less than high school graduate,B06009PR
B06009PR_021E,int,Estimate!!Total!!Native; born elsewhere!!High school graduate (includes equivalency),B06009PR
B06009PR_022E,int,Estimate!!Total!!Native; born elsewhere!!Some college or associate's degree,B06009PR
B06009PR_023E,int,Estimate!!Total!!Native; born elsewhere!!Bachelor's degree,B06009PR
B06009PR_024E,int,Estimate!!Total!!Native; born elsewhere!!Graduate or professional degree,B06009PR
B06009PR_025E,int,Estimate!!Total!!Foreign born,B06009PR
B06009PR_026E,int,Estimate!!Total!!Foreign born!!Less than high school graduate,B06009PR
B06009PR_027E,int,Estimate!!Total!!Foreign born!!High school graduate (includes equivalency),B06009PR
B06009PR_028E,int,Estimate!!Total!!Foreign born!!Some college or associate's degree,B06009PR
B06009PR_029E,int,Estimate!!Total!!Foreign born!!Bachelor's degree,B06009PR
B06009PR_030E,int,Estimate!!Total!!Foreign born!!Graduate or professional degree,B06009PR
B06009PR_001M,int,Margin of Error!!Total,B06009PR
B06009PR_002M,int,Margin of Error!!Total!!Less than high school graduate,B06009PR
B06009PR_003M,int,Margin of Error!!Total!!High school graduate (includes equivalency),B06009PR
B06009PR_004M,int,Margin of Error!!Total!!Some college or associate's degree,B06009PR
B06009PR_005M,int,Margin of Error!!Total!!Bachelor's degree,B06009PR
B06009PR_006M,int,Margin of Error!!Total!!Graduate or professional degree,B06009PR
B06009PR_007M,int,Margin of Error!!Total!!Born in Puerto Rico,B06009PR
B06009PR_008M,int,Margin of Error!!Total!!Born in Puerto Rico!!Less than high school graduate,B06009PR
B06009PR_009M,int,Margin of Error!!Total!!Born in Puerto Rico!!High school graduate (includes equivalency),B06009PR
B06009PR_010M,int,Margin of Error!!Total!!Born in Puerto Rico!!Some college or associate's degree,B06009PR
B06009PR_011M,int,Margin of Error!!Total!!Born in Puerto Rico!!Bachelor's degree,B06009PR
B06009PR_012M,int,Margin of Error!!Total!!Born in Puerto Rico!!Graduate or professional degree,B06009PR
B06009PR_013M,int,Margin of Error!!Total!!Born in the United States,B06009PR
B06009PR_014M,int,Margin of Error!!Total!!Born in the United States!!Less than high school graduate,B06009PR
B06009PR_015M,int,Margin of Error!!Total!!Born in the United States!!High school graduate (includes equivalency),B06009PR
B06009PR_016M,int,Margin of Error!!Total!!Born in the United States!!Some college or associate's degree,B06009PR
B06009PR_017M,int,Margin of Error!!Total!!Born in the United States!!Bachelor's degree,B06009PR
B06009PR_018M,int,Margin of Error!!Total!!Born in the United States!!Graduate or professional degree,B06009PR
B06009PR_019M,int,Margin of Error!!Total!!Native; born elsewhere,B06009PR
B06009PR_020M,int,Margin of Error!!Total!!Native; born elsewhere!!Less than high school graduate,B06009PR
B06009PR_021M,int,Margin of Error!!Total!!Native; born elsewhere!!High school graduate (includes equivalency),B06009PR
B06009PR_022M,int,Margin of Error!!Total!!Native; born elsewhere!!Some college or associate's degree,B06009PR
B06009PR_023M,int,Margin of Error!!Total!!Native; born elsewhere!!Bachelor's degree,B06009PR
B06009PR_024M,int,Margin of Error!!Total!!Native; born elsewhere!!Graduate or professional degree,B06009PR
B06009PR_025M,int,Margin of Error!!Total!!Foreign born,B06009PR
B06009PR_026M,int,Margin of Error!!Total!!Foreign born!!Less than high school graduate,B06009PR
B06009PR_027M,int,Margin of Error!!Total!!Foreign born!!High school graduate (includes equivalency),B06009PR
B06009PR_028M,int,Margin of Error!!Total!!Foreign born!!Some college or associate's degree,B06009PR
B06009PR_029M,int,Margin of Error!!Total!!Foreign born!!Bachelor's degree,B06009PR
B06009PR_030M,int,Margin of Error!!Total!!Foreign born!!Graduate or professional degree,B06009PR
B06009PR_001EA,string,Annotation of Estimate!!Total,B06009PR
B06009PR_001MA,string,Annotation of Margin of Error!!Total,B06009PR
B06009PR_002EA,string,Annotation of Estimate!!Total!!Less than high school graduate,B06009PR
B06009PR_002MA,string,Annotation of Margin of Error!!Total!!Less than high school graduate,B06009PR
B06009PR_003EA,string,Annotation of Estimate!!Total!!High school graduate (includes equivalency),B06009PR
B06009PR_003MA,string,Annotation of Margin of Error!!Total!!High school graduate (includes equivalency),B06009PR
B06009PR_004EA,string,Annotation of Estimate!!Total!!Some college or associate's degree,B06009PR
B06009PR_004MA,string,Annotation of Margin of Error!!Total!!Some college or associate's degree,B06009PR
B06009PR_005EA,string,Annotation of Estimate!!Total!!Bachelor's degree,B06009PR
B06009PR_005MA,string,Annotation of Margin of Error!!Total!!Bachelor's degree,B06009PR
B06009PR_006EA,string,Annotation of Estimate!!Total!!Graduate or professional degree,B06009PR
B06009PR_006MA,string,Annotation of Margin of Error!!Total!!Graduate or professional degree,B06009PR
B06009PR_007EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico,B06009PR
B06009PR_007MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico,B06009PR
B06009PR_008EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico!!Less than high school graduate,B06009PR
B06009PR_008MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico!!Less than high school graduate,B06009PR
B06009PR_009EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico!!High school graduate (includes equivalency),B06009PR
B06009PR_009MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico!!High school graduate (includes equivalency),B06009PR
B06009PR_010EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico!!Some college or associate's degree,B06009PR
B06009PR_010MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico!!Some college or associate's degree,B06009PR
B06009PR_011EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico!!Bachelor's degree,B06009PR
B06009PR_011MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico!!Bachelor's degree,B06009PR
B06009PR_012EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico!!Graduate or professional degree,B06009PR
B06009PR_012MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico!!Graduate or professional degree,B06009PR
B06009PR_013EA,string,Annotation of Estimate!!Total!!Born in the United States,B06009PR
B06009PR_013MA,string,Annotation of Margin of Error!!Total!!Born in the United States,B06009PR
B06009PR_014EA,string,Annotation of Estimate!!Total!!Born in the United States!!Less than high school graduate,B06009PR
B06009PR_014MA,string,Annotation of Margin of Error!!Total!!Born in the United States!!Less than high school graduate,B06009PR
B06009PR_015EA,string,Annotation of Estimate!!Total!!Born in the United States!!High school graduate (includes equivalency),B06009PR
B06009PR_015MA,string,Annotation of Margin of Error!!Total!!Born in the United States!!High school graduate (includes equivalency),B06009PR
B06009PR_016EA,string,Annotation of Estimate!!Total!!Born in the United States!!Some college or associate's degree,B06009PR
B06009PR_016MA,string,Annotation of Margin of Error!!Total!!Born in the United States!!Some college or associate's degree,B06009PR
B06009PR_017EA,string,Annotation of Estimate!!Total!!Born in the United States!!Bachelor's degree,B06009PR
B06009PR_017MA,string,Annotation of Margin of Error!!Total!!Born in the United States!!Bachelor's degree,B06009PR
B06009PR_018EA,string,Annotation of Estimate!!Total!!Born in the United States!!Graduate or professional degree,B06009PR
B06009PR_018MA,string,Annotation of Margin of Error!!Total!!Born in the United States!!Graduate or professional degree,B06009PR
B06009PR_019EA,string,Annotation of Estimate!!Total!!Native; born elsewhere,B06009PR
B06009PR_019MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere,B06009PR
B06009PR_020EA,string,Annotation of Estimate!!Total!!Native; born elsewhere!!Less than high school graduate,B06009PR
B06009PR_020MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere!!Less than high school graduate,B06009PR
B06009PR_021EA,string,Annotation of Estimate!!Total!!Native; born elsewhere!!High school graduate (includes equivalency),B06009PR
B06009PR_021MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere!!High school graduate (includes equivalency),B06009PR
B06009PR_022EA,string,Annotation of Estimate!!Total!!Native; born elsewhere!!Some college or associate's degree,B06009PR
B06009PR_022MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere!!Some college or associate's degree,B06009PR
B06009PR_023EA,string,Annotation of Estimate!!Total!!Native; born elsewhere!!Bachelor's degree,B06009PR
