VARIABLE,TYPE,LABEL,GROUP
B07404HPR_001E,int,Estimate!!Total living in area 1 year ago,B07404HPR
B07404HPR_002E,int,Estimate!!Total living in area 1 year ago!!Same house,B07404HPR
B07404HPR_003E,int,Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404HPR
B07404HPR_004E,int,Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404HPR
B07404HPR_005E,int,Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404HPR
B07404HPR_001M,int,Margin of Error!!Total living in area 1 year ago,B07404HPR
B07404HPR_002M,int,Margin of Error!!Total living in area 1 year ago!!Same house,B07404HPR
B07404HPR_003M,int,Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404HPR
B07404HPR_004M,int,Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404HPR
B07404HPR_005M,int,Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404HPR
B07404HPR_001EA,string,Annotation of Estimate!!Total living in area 1 year ago,B07404HPR
B07404HPR_001MA,string,Annotation of Margin of Error!!Total living in area 1 year ago,B07404HPR
B07404HPR_002EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Same house,B07404HPR
B07404HPR_002MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Same house,B07404HPR
B07404HPR_003EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404HPR
B07404HPR_003MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404HPR
B07404HPR_004EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404HPR
B07404HPR_004MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404HPR
B07404HPR_005EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404HPR
B07404HPR_005MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404HPR
