VARIABLE,TYPE,LABEL,GROUP
B21001G_001E,int,Estimate!!Total,B21001G
B21001G_002E,int,Estimate!!Total!!Male,B21001G
B21001G_003E,int,Estimate!!Total!!Male!!18 to 34 years,B21001G
B21001G_004E,int,Estimate!!Total!!Male!!18 to 34 years!!Veteran,B21001G
B21001G_005E,int,Estimate!!Total!!Male!!18 to 34 years!!Nonveteran,B21001G
B21001G_006E,int,Estimate!!Total!!Male!!35 to 54 years,B21001G
B21001G_007E,int,Estimate!!Total!!Male!!35 to 54 years!!Veteran,B21001G
B21001G_008E,int,Estimate!!Total!!Male!!35 to 54 years!!Nonveteran,B21001G
B21001G_009E,int,Estimate!!Total!!Male!!55 to 64 years,B21001G
B21001G_010E,int,Estimate!!Total!!Male!!55 to 64 years!!Veteran,B21001G
B21001G_011E,int,Estimate!!Total!!Male!!55 to 64 years!!Nonveteran,B21001G
B21001G_012E,int,Estimate!!Total!!Male!!65 to 74 years,B21001G
B21001G_013E,int,Estimate!!Total!!Male!!65 to 74 years!!Veteran,B21001G
B21001G_014E,int,Estimate!!Total!!Male!!65 to 74 years!!Nonveteran,B21001G
B21001G_015E,int,Estimate!!Total!!Male!!75 years and over,B21001G
B21001G_016E,int,Estimate!!Total!!Male!!75 years and over!!Veteran,B21001G
B21001G_017E,int,Estimate!!Total!!Male!!75 years and over!!Nonveteran,B21001G
B21001G_018E,int,Estimate!!Total!!Female,B21001G
B21001G_019E,int,Estimate!!Total!!Female!!18 to 34 years,B21001G
B21001G_020E,int,Estimate!!Total!!Female!!18 to 34 years!!Veteran,B21001G
B21001G_021E,int,Estimate!!Total!!Female!!18 to 34 years!!Nonveteran,B21001G
B21001G_022E,int,Estimate!!Total!!Female!!35 to 54 years,B21001G
B21001G_023E,int,Estimate!!Total!!Female!!35 to 54 years!!Veteran,B21001G
B21001G_024E,int,Estimate!!Total!!Female!!35 to 54 years!!Nonveteran,B21001G
B21001G_025E,int,Estimate!!Total!!Female!!55 to 64 years,B21001G
B21001G_026E,int,Estimate!!Total!!Female!!55 to 64 years!!Veteran,B21001G
B21001G_027E,int,Estimate!!Total!!Female!!55 to 64 years!!Nonveteran,B21001G
B21001G_028E,int,Estimate!!Total!!Female!!65 to 74 years,B21001G
B21001G_029E,int,Estimate!!Total!!Female!!65 to 74 years!!Veteran,B21001G
B21001G_030E,int,Estimate!!Total!!Female!!65 to 74 years!!Nonveteran,B21001G
B21001G_031E,int,Estimate!!Total!!Female!!75 years and over,B21001G
B21001G_032E,int,Estimate!!Total!!Female!!75 years and over!!Veteran,B21001G
B21001G_033E,int,Estimate!!Total!!Female!!75 years and over!!Nonveteran,B21001G
B21001G_001M,int,Margin of Error!!Total,B21001G
B21001G_002M,int,Margin of Error!!Total!!Male,B21001G
B21001G_003M,int,Margin of Error!!Total!!Male!!18 to 34 years,B21001G
B21001G_004M,int,Margin of Error!!Total!!Male!!18 to 34 years!!Veteran,B21001G
B21001G_005M,int,Margin of Error!!Total!!Male!!18 to 34 years!!Nonveteran,B21001G
