VARIABLE,TYPE,LABEL,GROUP
B07004F_001E,int,Estimate!!Total,B07004F
B07004F_002E,int,Estimate!!Total!!Same house 1 year ago,B07004F
B07004F_003E,int,Estimate!!Total!!Moved within same county,B07004F
B07004F_004E,int,Estimate!!Total!!Moved from different county within same state,B07004F
B07004F_005E,int,Estimate!!Total!!Moved from different state,B07004F
B07004F_006E,int,Estimate!!Total!!Moved from abroad,B07004F
B07004F_001M,int,Margin of Error!!Total,B07004F
B07004F_002M,int,Margin of Error!!Total!!Same house 1 year ago,B07004F
B07004F_003M,int,Margin of Error!!Total!!Moved within same county,B07004F
B07004F_004M,int,Margin of Error!!Total!!Moved from different county within same state,B07004F
B07004F_005M,int,Margin of Error!!Total!!Moved from different state,B07004F
B07004F_006M,int,Margin of Error!!Total!!Moved from abroad,B07004F
B07004F_001EA,string,Annotation of Estimate!!Total,B07004F
B07004F_001MA,string,Annotation of Margin of Error!!Total,B07004F
B07004F_002EA,string,Annotation of Estimate!!Total!!Same house 1 year ago,B07004F
B07004F_002MA,string,Annotation of Margin of Error!!Total!!Same house 1 year ago,B07004F
B07004F_003EA,string,Annotation of Estimate!!Total!!Moved within same county,B07004F
B07004F_003MA,string,Annotation of Margin of Error!!Total!!Moved within same county,B07004F
B07004F_004EA,string,Annotation of Estimate!!Total!!Moved from different county within same state,B07004F
B07004F_004MA,string,Annotation of Margin of Error!!Total!!Moved from different county within same state,B07004F
B07004F_005EA,string,Annotation of Estimate!!Total!!Moved from different state,B07004F
B07004F_005MA,string,Annotation of Margin of Error!!Total!!Moved from different state,B07004F
B07004F_006EA,string,Annotation of Estimate!!Total!!Moved from abroad,B07004F
B07004F_006MA,string,Annotation of Margin of Error!!Total!!Moved from abroad,B07004F
