VARIABLE,TYPE,LABEL,GROUP
B28009B_001E,int,Estimate!!Total,B28009B
B28009B_002E,int,Estimate!!Total!!Has a computer,B28009B
B28009B_003E,int,Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009B
B28009B_004E,int,Estimate!!Total!!Has a computer!!With a broadband Internet subscription,B28009B
B28009B_005E,int,Estimate!!Total!!Has a computer!!Without an Internet subscription,B28009B
B28009B_006E,int,Estimate!!Total!!No Computer,B28009B
B28009B_001M,int,Margin of Error!!Total,B28009B
B28009B_002M,int,Margin of Error!!Total!!Has a computer,B28009B
B28009B_003M,int,Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009B
B28009B_004M,int,Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription,B28009B
B28009B_005M,int,Margin of Error!!Total!!Has a computer!!Without an Internet subscription,B28009B
B28009B_006M,int,Margin of Error!!Total!!No Computer,B28009B
B28009B_001EA,string,Annotation of Estimate!!Total,B28009B
B28009B_001MA,string,Annotation of Margin of Error!!Total,B28009B
B28009B_002EA,string,Annotation of Estimate!!Total!!Has a computer,B28009B
B28009B_002MA,string,Annotation of Margin of Error!!Total!!Has a computer,B28009B
B28009B_003EA,string,Annotation of Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009B
B28009B_003MA,string,Annotation of Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone,B28009B
B28009B_004EA,string,Annotation of Estimate!!Total!!Has a computer!!With a broadband Internet subscription,B28009B
B28009B_004MA,string,Annotation of Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription,B28009B
B28009B_005EA,string,Annotation of Estimate!!Total!!Has a computer!!Without an Internet subscription,B28009B
B28009B_005MA,string,Annotation of Margin of Error!!Total!!Has a computer!!Without an Internet subscription,B28009B
B28009B_006EA,string,Annotation of Estimate!!Total!!No Computer,B28009B
B28009B_006MA,string,Annotation of Margin of Error!!Total!!No Computer,B28009B
