VARIABLE,TYPE,LABEL,GROUP
B01001B_001E,int,Estimate!!Total,B01001B
B01001B_002E,int,Estimate!!Total!!Male,B01001B
B01001B_003E,int,Estimate!!Total!!Male!!Under 5 years,B01001B
B01001B_004E,int,Estimate!!Total!!Male!!5 to 9 years,B01001B
B01001B_005E,int,Estimate!!Total!!Male!!10 to 14 years,B01001B
B01001B_006E,int,Estimate!!Total!!Male!!15 to 17 years,B01001B
B01001B_007E,int,Estimate!!Total!!Male!!18 and 19 years,B01001B
B01001B_008E,int,Estimate!!Total!!Male!!20 to 24 years,B01001B
B01001B_009E,int,Estimate!!Total!!Male!!25 to 29 years,B01001B
B01001B_010E,int,Estimate!!Total!!Male!!30 to 34 years,B01001B
B01001B_011E,int,Estimate!!Total!!Male!!35 to 44 years,B01001B
B01001B_012E,int,Estimate!!Total!!Male!!45 to 54 years,B01001B
B01001B_013E,int,Estimate!!Total!!Male!!55 to 64 years,B01001B
B01001B_014E,int,Estimate!!Total!!Male!!65 to 74 years,B01001B
B01001B_015E,int,Estimate!!Total!!Male!!75 to 84 years,B01001B
B01001B_016E,int,Estimate!!Total!!Male!!85 years and over,B01001B
B01001B_017E,int,Estimate!!Total!!Female,B01001B
B01001B_018E,int,Estimate!!Total!!Female!!Under 5 years,B01001B
B01001B_019E,int,Estimate!!Total!!Female!!5 to 9 years,B01001B
B01001B_020E,int,Estimate!!Total!!Female!!10 to 14 years,B01001B
B01001B_021E,int,Estimate!!Total!!Female!!15 to 17 years,B01001B
B01001B_022E,int,Estimate!!Total!!Female!!18 and 19 years,B01001B
B01001B_023E,int,Estimate!!Total!!Female!!20 to 24 years,B01001B
B01001B_024E,int,Estimate!!Total!!Female!!25 to 29 years,B01001B
B01001B_025E,int,Estimate!!Total!!Female!!30 to 34 years,B01001B
B01001B_026E,int,Estimate!!Total!!Female!!35 to 44 years,B01001B
B01001B_027E,int,Estimate!!Total!!Female!!45 to 54 years,B01001B
B01001B_028E,int,Estimate!!Total!!Female!!55 to 64 years,B01001B
B01001B_029E,int,Estimate!!Total!!Female!!65 to 74 years,B01001B
B01001B_030E,int,Estimate!!Total!!Female!!75 to 84 years,B01001B
B01001B_031E,int,Estimate!!Total!!Female!!85 years and over,B01001B
B01001B_001M,int,Margin of Error!!Total,B01001B
B01001B_002M,int,Margin of Error!!Total!!Male,B01001B
B01001B_003M,int,Margin of Error!!Total!!Male!!Under 5 years,B01001B
B01001B_004M,int,Margin of Error!!Total!!Male!!5 to 9 years,B01001B
B01001B_005M,int,Margin of Error!!Total!!Male!!10 to 14 years,B01001B
B01001B_006M,int,Margin of Error!!Total!!Male!!15 to 17 years,B01001B
B01001B_007M,int,Margin of Error!!Total!!Male!!18 and 19 years,B01001B
