VARIABLE,TYPE,LABEL,GROUP
B07010PR_001E,int,Estimate!!Total,B07010PR
B07010PR_002E,int,Estimate!!Total!!No income,B07010PR
B07010PR_003E,int,Estimate!!Total!!With income,B07010PR
B07010PR_004E,int,"Estimate!!Total!!With income!!$1 to $9,999 or loss",B07010PR
B07010PR_005E,int,"Estimate!!Total!!With income!!$10,000 to $14,999",B07010PR
B07010PR_006E,int,"Estimate!!Total!!With income!!$15,000 to $24,999",B07010PR
B07010PR_007E,int,"Estimate!!Total!!With income!!$25,000 to $34,999",B07010PR
B07010PR_008E,int,"Estimate!!Total!!With income!!$35,000 to $49,999",B07010PR
B07010PR_009E,int,"Estimate!!Total!!With income!!$50,000 to $64,999",B07010PR
B07010PR_010E,int,"Estimate!!Total!!With income!!$65,000 to $74,999",B07010PR
B07010PR_011E,int,"Estimate!!Total!!With income!!$75,000 or more",B07010PR
B07010PR_012E,int,Estimate!!Total!!Same house 1 year ago,B07010PR
B07010PR_013E,int,Estimate!!Total!!Same house 1 year ago!!No income,B07010PR
B07010PR_014E,int,Estimate!!Total!!Same house 1 year ago!!With income,B07010PR
B07010PR_015E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$1 to $9,999 or loss",B07010PR
B07010PR_016E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$10,000 to $14,999",B07010PR
B07010PR_017E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$15,000 to $24,999",B07010PR
B07010PR_018E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$25,000 to $34,999",B07010PR
B07010PR_019E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$35,000 to $49,999",B07010PR
B07010PR_020E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$50,000 to $64,999",B07010PR
B07010PR_021E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$65,000 to $74,999",B07010PR
B07010PR_022E,int,"Estimate!!Total!!Same house 1 year ago!!With income!!$75,000 or more",B07010PR
B07010PR_023E,int,Estimate!!Total!!Moved within same municipio,B07010PR
B07010PR_024E,int,Estimate!!Total!!Moved within same municipio!!No income,B07010PR
B07010PR_025E,int,Estimate!!Total!!Moved within same municipio!!With income,B07010PR
B07010PR_026E,int,"Estimate!!Total!!Moved within same municipio!!With income!!$1 to $9,999 or loss",B07010PR
B07010PR_027E,int,"Estimate!!Total!!Moved within same municipio!!With income!!$10,000 to $14,999",B07010PR
B07010PR_028E,int,"Estimate!!Total!!Moved within same municipio!!With income!!$15,000 to $24,999",B07010PR
