VARIABLE,TYPE,LABEL,GROUP
C21001D_001E,int,Estimate!!Total,C21001D
C21001D_002E,int,Estimate!!Total!!Male,C21001D
C21001D_003E,int,Estimate!!Total!!Male!!18 to 64 years,C21001D
C21001D_004E,int,Estimate!!Total!!Male!!18 to 64 years!!Veteran,C21001D
C21001D_005E,int,Estimate!!Total!!Male!!18 to 64 years!!Nonveteran,C21001D
C21001D_006E,int,Estimate!!Total!!Male!!65 years and over,C21001D
C21001D_007E,int,Estimate!!Total!!Male!!65 years and over!!Veteran,C21001D
C21001D_008E,int,Estimate!!Total!!Male!!65 years and over!!Nonveteran,C21001D
C21001D_009E,int,Estimate!!Total!!Female,C21001D
C21001D_010E,int,Estimate!!Total!!Female!!18 to 64 years,C21001D
C21001D_011E,int,Estimate!!Total!!Female!!18 to 64 years!!Veteran,C21001D
C21001D_012E,int,Estimate!!Total!!Female!!18 to 64 years!!Nonveteran,C21001D
C21001D_013E,int,Estimate!!Total!!Female!!65 years and over,C21001D
C21001D_014E,int,Estimate!!Total!!Female!!65 years and over!!Veteran,C21001D
C21001D_015E,int,Estimate!!Total!!Female!!65 years and over!!Nonveteran,C21001D
C21001D_001M,int,Margin of Error!!Total,C21001D
C21001D_002M,int,Margin of Error!!Total!!Male,C21001D
C21001D_003M,int,Margin of Error!!Total!!Male!!18 to 64 years,C21001D
C21001D_004M,int,Margin of Error!!Total!!Male!!18 to 64 years!!Veteran,C21001D
C21001D_005M,int,Margin of Error!!Total!!Male!!18 to 64 years!!Nonveteran,C21001D
C21001D_006M,int,Margin of Error!!Total!!Male!!65 years and over,C21001D
C21001D_007M,int,Margin of Error!!Total!!Male!!65 years and over!!Veteran,C21001D
C21001D_008M,int,Margin of Error!!Total!!Male!!65 years and over!!Nonveteran,C21001D
C21001D_009M,int,Margin of Error!!Total!!Female,C21001D
C21001D_010M,int,Margin of Error!!Total!!Female!!18 to 64 years,C21001D
C21001D_011M,int,Margin of Error!!Total!!Female!!18 to 64 years!!Veteran,C21001D
C21001D_012M,int,Margin of Error!!Total!!Female!!18 to 64 years!!Nonveteran,C21001D
C21001D_013M,int,Margin of Error!!Total!!Female!!65 years and over,C21001D
C21001D_014M,int,Margin of Error!!Total!!Female!!65 years and over!!Veteran,C21001D
C21001D_015M,int,Margin of Error!!Total!!Female!!65 years and over!!Nonveteran,C21001D
C21001D_001EA,string,Annotation of Estimate!!Total,C21001D
C21001D_001MA,string,Annotation of Margin of Error!!Total,C21001D
C21001D_002EA,string,Annotation of Estimate!!Total!!Male,C21001D
C21001D_002MA,string,Annotation of Margin of Error!!Total!!Male,C21001D
C21001D_003EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years,C21001D
C21001D_003MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years,C21001D
C21001D_004EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years!!Veteran,C21001D
C21001D_004MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years!!Veteran,C21001D
C21001D_005EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years!!Nonveteran,C21001D
C21001D_005MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years!!Nonveteran,C21001D
C21001D_006EA,string,Annotation of Estimate!!Total!!Male!!65 years and over,C21001D
C21001D_006MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over,C21001D
C21001D_007EA,string,Annotation of Estimate!!Total!!Male!!65 years and over!!Veteran,C21001D
C21001D_007MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over!!Veteran,C21001D
C21001D_008EA,string,Annotation of Estimate!!Total!!Male!!65 years and over!!Nonveteran,C21001D
C21001D_008MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over!!Nonveteran,C21001D
C21001D_009EA,string,Annotation of Estimate!!Total!!Female,C21001D
C21001D_009MA,string,Annotation of Margin of Error!!Total!!Female,C21001D
C21001D_010EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years,C21001D
C21001D_010MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years,C21001D
C21001D_011EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years!!Veteran,C21001D
C21001D_011MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years!!Veteran,C21001D
C21001D_012EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years!!Nonveteran,C21001D
C21001D_012MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years!!Nonveteran,C21001D
C21001D_013EA,string,Annotation of Estimate!!Total!!Female!!65 years and over,C21001D
C21001D_013MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over,C21001D
C21001D_014EA,string,Annotation of Estimate!!Total!!Female!!65 years and over!!Veteran,C21001D
C21001D_014MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over!!Veteran,C21001D
C21001D_015EA,string,Annotation of Estimate!!Total!!Female!!65 years and over!!Nonveteran,C21001D
C21001D_015MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over!!Nonveteran,C21001D
