VARIABLE,TYPE,LABEL,GROUP
C08501_001E,int,Estimate!!Total,C08501
C08501_002E,int,Estimate!!Total!!16 to 19 years,C08501
C08501_003E,int,Estimate!!Total!!20 to 24 years,C08501
C08501_004E,int,Estimate!!Total!!25 to 44 years,C08501
C08501_005E,int,Estimate!!Total!!45 to 54 years,C08501
C08501_006E,int,Estimate!!Total!!55 to 59 years,C08501
C08501_007E,int,Estimate!!Total!!60 years and over,C08501
C08501_008E,int,"Estimate!!Total!!Car, truck, or van - drove alone",C08501
C08501_009E,int,"Estimate!!Total!!Car, truck, or van - drove alone!!16 to 19 years",C08501
C08501_010E,int,"Estimate!!Total!!Car, truck, or van - drove alone!!20 to 24 years",C08501
C08501_011E,int,"Estimate!!Total!!Car, truck, or van - drove alone!!25 to 44 years",C08501
C08501_012E,int,"Estimate!!Total!!Car, truck, or van - drove alone!!45 to 54 years",C08501
C08501_013E,int,"Estimate!!Total!!Car, truck, or van - drove alone!!55 to 59 years",C08501
C08501_014E,int,"Estimate!!Total!!Car, truck, or van - drove alone!!60 years and over",C08501
C08501_015E,int,"Estimate!!Total!!Car, truck, or van - carpooled",C08501
C08501_016E,int,"Estimate!!Total!!Car, truck, or van - carpooled!!16 to 19 years",C08501
C08501_017E,int,"Estimate!!Total!!Car, truck, or van - carpooled!!20 to 24 years",C08501
C08501_018E,int,"Estimate!!Total!!Car, truck, or van - carpooled!!25 to 44 years",C08501
C08501_019E,int,"Estimate!!Total!!Car, truck, or van - carpooled!!45 to 54 years",C08501
C08501_020E,int,"Estimate!!Total!!Car, truck, or van - carpooled!!55 to 59 years",C08501
C08501_021E,int,"Estimate!!Total!!Car, truck, or van - carpooled!!60 years and over",C08501
C08501_022E,int,Estimate!!Total!!Public transportation (excluding taxicab),C08501
C08501_023E,int,Estimate!!Total!!Public transportation (excluding taxicab)!!16 to 19 years,C08501
C08501_024E,int,Estimate!!Total!!Public transportation (excluding taxicab)!!20 to 24 years,C08501
C08501_025E,int,Estimate!!Total!!Public transportation (excluding taxicab)!!25 to 44 years,C08501
C08501_026E,int,Estimate!!Total!!Public transportation (excluding taxicab)!!45 to 54 years,C08501
C08501_027E,int,Estimate!!Total!!Public transportation (excluding taxicab)!!55 to 59 years,C08501
C08501_028E,int,Estimate!!Total!!Public transportation (excluding taxicab)!!60 years and over,C08501
C08501_029E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means",C08501
C08501_030E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!16 to 19 years",C08501
C08501_031E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!20 to 24 years",C08501
C08501_032E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!25 to 44 years",C08501
C08501_033E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!45 to 54 years",C08501
C08501_034E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!55 to 59 years",C08501
C08501_035E,int,"Estimate!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!60 years and over",C08501
C08501_036E,int,Estimate!!Total!!Worked at home,C08501
C08501_037E,int,Estimate!!Total!!Worked at home!!16 to 19 years,C08501
C08501_038E,int,Estimate!!Total!!Worked at home!!20 to 24 years,C08501
C08501_039E,int,Estimate!!Total!!Worked at home!!25 to 44 years,C08501
C08501_040E,int,Estimate!!Total!!Worked at home!!45 to 54 years,C08501
C08501_041E,int,Estimate!!Total!!Worked at home!!55 to 59 years,C08501
C08501_042E,int,Estimate!!Total!!Worked at home!!60 years and over,C08501
C08501_001M,int,Margin of Error!!Total,C08501
C08501_002M,int,Margin of Error!!Total!!16 to 19 years,C08501
C08501_003M,int,Margin of Error!!Total!!20 to 24 years,C08501
C08501_004M,int,Margin of Error!!Total!!25 to 44 years,C08501
C08501_005M,int,Margin of Error!!Total!!45 to 54 years,C08501
C08501_006M,int,Margin of Error!!Total!!55 to 59 years,C08501
C08501_007M,int,Margin of Error!!Total!!60 years and over,C08501
C08501_008M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone",C08501
C08501_009M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone!!16 to 19 years",C08501
C08501_010M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone!!20 to 24 years",C08501
C08501_011M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone!!25 to 44 years",C08501
C08501_012M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone!!45 to 54 years",C08501
C08501_013M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone!!55 to 59 years",C08501
C08501_014M,int,"Margin of Error!!Total!!Car, truck, or van - drove alone!!60 years and over",C08501
C08501_015M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled",C08501
C08501_016M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled!!16 to 19 years",C08501
C08501_017M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled!!20 to 24 years",C08501
C08501_018M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled!!25 to 44 years",C08501
C08501_019M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled!!45 to 54 years",C08501
C08501_020M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled!!55 to 59 years",C08501
C08501_021M,int,"Margin of Error!!Total!!Car, truck, or van - carpooled!!60 years and over",C08501
C08501_022M,int,Margin of Error!!Total!!Public transportation (excluding taxicab),C08501
C08501_023M,int,Margin of Error!!Total!!Public transportation (excluding taxicab)!!16 to 19 years,C08501
C08501_024M,int,Margin of Error!!Total!!Public transportation (excluding taxicab)!!20 to 24 years,C08501
C08501_025M,int,Margin of Error!!Total!!Public transportation (excluding taxicab)!!25 to 44 years,C08501
C08501_026M,int,Margin of Error!!Total!!Public transportation (excluding taxicab)!!45 to 54 years,C08501
C08501_027M,int,Margin of Error!!Total!!Public transportation (excluding taxicab)!!55 to 59 years,C08501
C08501_028M,int,Margin of Error!!Total!!Public transportation (excluding taxicab)!!60 years and over,C08501
C08501_029M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means",C08501
C08501_030M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!16 to 19 years",C08501
C08501_031M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!20 to 24 years",C08501
C08501_032M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!25 to 44 years",C08501
C08501_033M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!45 to 54 years",C08501
C08501_034M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!55 to 59 years",C08501
C08501_035M,int,"Margin of Error!!Total!!Taxicab, motorcycle, bicycle, walked, or other means!!60 years and over",C08501
C08501_036M,int,Margin of Error!!Total!!Worked at home,C08501
C08501_037M,int,Margin of Error!!Total!!Worked at home!!16 to 19 years,C08501
C08501_038M,int,Margin of Error!!Total!!Worked at home!!20 to 24 years,C08501
C08501_039M,int,Margin of Error!!Total!!Worked at home!!25 to 44 years,C08501
C08501_040M,int,Margin of Error!!Total!!Worked at home!!45 to 54 years,C08501
C08501_041M,int,Margin of Error!!Total!!Worked at home!!55 to 59 years,C08501
C08501_042M,int,Margin of Error!!Total!!Worked at home!!60 years and over,C08501
C08501_001EA,string,Annotation of Estimate!!Total,C08501
C08501_001MA,string,Annotation of Margin of Error!!Total,C08501
C08501_002EA,string,Annotation of Estimate!!Total!!16 to 19 years,C08501
C08501_002MA,string,Annotation of Margin of Error!!Total!!16 to 19 years,C08501
C08501_003EA,string,Annotation of Estimate!!Total!!20 to 24 years,C08501
C08501_003MA,string,Annotation of Margin of Error!!Total!!20 to 24 years,C08501
C08501_004EA,string,Annotation of Estimate!!Total!!25 to 44 years,C08501
C08501_004MA,string,Annotation of Margin of Error!!Total!!25 to 44 years,C08501
C08501_005EA,string,Annotation of Estimate!!Total!!45 to 54 years,C08501
C08501_005MA,string,Annotation of Margin of Error!!Total!!45 to 54 years,C08501
C08501_006EA,string,Annotation of Estimate!!Total!!55 to 59 years,C08501
C08501_006MA,string,Annotation of Margin of Error!!Total!!55 to 59 years,C08501
C08501_007EA,string,Annotation of Estimate!!Total!!60 years and over,C08501
C08501_007MA,string,Annotation of Margin of Error!!Total!!60 years and over,C08501
C08501_008EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone",C08501
C08501_008MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone",C08501
C08501_009EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone!!16 to 19 years",C08501
C08501_009MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone!!16 to 19 years",C08501
C08501_010EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone!!20 to 24 years",C08501
C08501_010MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone!!20 to 24 years",C08501
C08501_011EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone!!25 to 44 years",C08501
C08501_011MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone!!25 to 44 years",C08501
C08501_012EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone!!45 to 54 years",C08501
C08501_012MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone!!45 to 54 years",C08501
C08501_013EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone!!55 to 59 years",C08501
C08501_013MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone!!55 to 59 years",C08501
C08501_014EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - drove alone!!60 years and over",C08501
C08501_014MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - drove alone!!60 years and over",C08501
C08501_015EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled",C08501
C08501_015MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled",C08501
C08501_016EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled!!16 to 19 years",C08501
C08501_016MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled!!16 to 19 years",C08501
C08501_017EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled!!20 to 24 years",C08501
C08501_017MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled!!20 to 24 years",C08501
C08501_018EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled!!25 to 44 years",C08501
C08501_018MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled!!25 to 44 years",C08501
C08501_019EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled!!45 to 54 years",C08501
C08501_019MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled!!45 to 54 years",C08501
C08501_020EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled!!55 to 59 years",C08501
C08501_020MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled!!55 to 59 years",C08501
C08501_021EA,string,"Annotation of Estimate!!Total!!Car, truck, or van - carpooled!!60 years and over",C08501
C08501_021MA,string,"Annotation of Margin of Error!!Total!!Car, truck, or van - carpooled!!60 years and over",C08501
