B01001A_001E,B01001A_001EA,B01001A_001M,B01001A_001MA,B01001A_002E,B01001A_002EA,B01001A_002M,B01001A_002MA,B01001A_003E,B01001A_003EA,B01001A_003M,B01001A_003MA,B01001A_004E,B01001A_004EA,B01001A_004M,B01001A_004MA,B01001A_005E,B01001A_005EA,B01001A_005M,B01001A_005MA,B01001A_006E,B01001A_006EA,B01001A_006M,B01001A_006MA,B01001A_007E,B01001A_007EA,B01001A_007M,B01001A_007MA,B01001A_008E,B01001A_008EA,B01001A_008M,B01001A_008MA,B01001A_009E,B01001A_009EA,B01001A_009M,B01001A_009MA,B01001A_010E,B01001A_010EA,B01001A_010M,B01001A_010MA,B01001A_011E,B01001A_011EA,B01001A_011M,B01001A_011MA,B01001A_012E,B01001A_012EA,B01001A_012M,B01001A_012MA,B01001A_013E,B01001A_013EA,B01001A_013M,B01001A_013MA,B01001A_014E,B01001A_014EA,B01001A_014M,B01001A_014MA,B01001A_015E,B01001A_015EA,B01001A_015M,B01001A_015MA,B01001A_016E,B01001A_016EA,B01001A_016M,B01001A_016MA,B01001A_017E,B01001A_017EA,B01001A_017M,B01001A_017MA,B01001A_018E,B01001A_018EA,B01001A_018M,B01001A_018MA,B01001A_019E,B01001A_019EA,B01001A_019M,B01001A_019MA,B01001A_020E,B01001A_020EA,B01001A_020M,B01001A_020MA,B01001A_021E,B01001A_021EA,B01001A_021M,B01001A_021MA,B01001A_022E,B01001A_022EA,B01001A_022M,B01001A_022MA,B01001A_023E,B01001A_023EA,B01001A_023M,B01001A_023MA,B01001A_024E,B01001A_024EA,B01001A_024M,B01001A_024MA,B01001A_025E,B01001A_025EA,B01001A_025M,B01001A_025MA,B01001A_026E,B01001A_026EA,B01001A_026M,B01001A_026MA,B01001A_027E,B01001A_027EA,B01001A_027M,B01001A_027MA,B01001A_028E,B01001A_028EA,B01001A_028M,B01001A_028MA,B01001A_029E,B01001A_029EA,B01001A_029M,B01001A_029MA,B01001A_030E,B01001A_030EA,B01001A_030M,B01001A_030MA,B01001A_031E,B01001A_031EA,B01001A_031M,B01001A_031MA,GEO_ID,NAME,state
348380,null,3796,null,191136,null,2555,null,10367,null,1015,null,8580,null,1264,null,8549,null,1339,null,4850,null,653,null,4244,null,1000,null,18435,null,919,null,19788,null,887,null,14845,null,759,null,27130,null,732,null,25116,null,578,null,26632,null,388,null,13226,null,324,null,7699,null,594,null,1675,null,491,null,157244,null,2354,null,9649,null,1072,null,6780,null,1101,null,8334,null,1130,null,3644,null,503,null,2259,null,438,null,11595,null,616,null,13578,null,525,null,10865,null,830,null,19993,null,751,null,23243,null,452,null,23626,null,386,null,11997,null,391,null,7344,null,823,null,4337,null,777,null,0400000US15,Hawaii,15
1427540,null,5416,null,717141,null,3786,null,57416,null,1189,null,50935,null,2767,null,53272,null,2821,null,32002,null,1187,null,21991,null,1549,null,54221,null,1714,null,51732,null,1391,null,45016,null,1007,null,90194,null,1330,null,95746,null,1069,null,82027,null,772,null,48176,null,546,null,25623,null,1227,null,8790,null,1183,null,710399,null,3131,null,51997,null,1310,null,50966,null,2733,null,46626,null,2480,null,29553,null,1144,null,24141,null,1859,null,48216,null,1598,null,49493,null,1054,null,43977,null,750,null,86837,null,1170,null,97743,null,1194,null,83249,null,762,null,50097,null,495,null,31400,null,1790,null,16104,null,1677,null,0400000US16,Idaho,16
9359857,null,25121,null,4623053,null,15032,null,292414,null,3631,null,284087,null,6873,null,303779,null,6484,null,184894,null,2085,null,133938,null,3598,null,325871,null,5287,null,328988,null,3635,null,303089,null,3347,null,635302,null,4172,null,724904,null,3634,null,552808,null,2222,null,312893,null,1667,null,179502,null,2807,null,60584,null,2652,null,4736804,null,13261,null,281482,null,3666,null,273622,null,6511,null,288032,null,6252,null,176325,null,1778,null,126829,null,3016,null,308858,null,3900,null,315818,null,3183,null,284812,null,2757,null,612468,null,3322,null,720706,null,2470,null,573997,null,2014,null,363069,null,2522,null,263709,null,4682,null,147077,null,5518,null,0400000US17,Illinois,17
5502046,null,8276,null,2713672,null,5561,null,180831,null,1760,null,178378,null,5691,null,184674,null,5371,null,115924,null,1435,null,80694,null,2155,null,193805,null,2797,null,184082,null,1943,null,169611,null,2185,null,367965,null,2219,null,412304,null,1507,null,325275,null,1268,null,185524,null,616,null,101770,null,2114,null,32835,null,2050,null,2788374,null,5248,null,170367,null,2048,null,168731,null,4486,null,177423,null,4506,null,107234,null,1564,null,77004,null,2251,null,186705,null,2521,null,177239,null,1725,null,166103,null,1312,null,359509,null,1596,null,414961,null,1356,null,339374,null,968,null,214859,null,561,null,154291,null,3333,null,74574,null,3370,null,0400000US18,Indiana,18
2774940,null,5315,null,1364822,null,3335,null,89282,null,1128,null,85631,null,2933,null,88033,null,2819,null,55673,null,851,null,42328,null,2024,null,105063,null,2111,null,89915,null,820,null,78133,null,1417,null,170850,null,1338,null,208283,null,904,null,169400,null,607,null,98497,null,307,null,62322,null,1786,null,21412,null,1652,null,1410118,null,3151,null,85012,null,1042,null,79372,null,3069,null,84629,null,2986,null,54093,null,768,null,39455,null,2138,null,101340,null,2404,null,88125,null,1143,null,76457,null,1028,null,167847,null,1046,null,209469,null,727,null,171663,null,534,null,112433,null,584,null,88799,null,1982,null,51424,null,2069,null,0400000US19,Iowa,19
2433099,null,7680,null,1202413,null,5057,null,83577,null,1593,null,77942,null,2975,null,83278,null,3290,null,48831,null,1366,null,35106,null,1960,null,96787,null,2275,null,87805,null,2030,null,72308,null,1639,null,151239,null,2137,null,178304,null,2035,null,142467,null,892,null,79204,null,1107,null,46919,null,1524,null,18646,null,1457,null,1230686,null,4466,null,81832,null,1495,null,75151,null,3091,null,76756,null,3155,null,46600,null,1082,null,34839,null,1820,null,90566,null,2182,null,82365,null,1774,null,69611,null,1083,null,147500,null,1734,null,180610,null,1101,null,145526,null,1231,null,89886,null,1373,null,65471,null,2406,null,43973,null,2303,null,0400000US20,Kansas,20
3829537,null,5811,null,1870193,null,4821,null,119589,null,2013,null,120090,null,3674,null,121397,null,3417,null,77003,null,1738,null,55146,null,2937,null,131482,null,3509,null,129862,null,1511,null,119956,null,1685,null,259216,null,1831,null,281008,null,1353,null,230366,null,522,null,135104,null,980,null,70057,null,1851,null,19917,null,1687,null,1959344,null,3980,null,121119,null,1951,null,112712,null,3693,null,117677,null,3709,null,71990,null,1903,null,50146,null,2516,null,125363,null,2690,null,130138,null,1427,null,120899,null,1320,null,261750,null,1262,null,293985,null,805,null,245471,null,499,null,156996,null,435,null,101966,null,2652,null,49132,null,2678,null,0400000US21,Kentucky,21
2859980,null,4967,null,1406240,null,4182,null,91564,null,1611,null,87978,null,3585,null,90588,null,3561,null,55196,null,1291,null,38678,null,1992,null,100205,null,2348,null,105042,null,1770,null,87054,null,1394,null,184786,null,2135,null,212781,null,1215,null,174089,null,813,null,103379,null,550,null,58335,null,1843,null,16565,null,1908,null,1453740,null,3662,null,88480,null,1579,null,84317,null,3300,null,85313,null,3350,null,51888,null,1350,null,35495,null,1903,null,96553,null,1951,null,101677,null,1829,null,85405,null,1212,null,185548,null,1571,null,216725,null,1279,null,182836,null,1066,null,118859,null,606,null,83704,null,2040,null,36940,null,1982,null,0400000US22,Louisiana,22
1251450,null,4053,null,608989,null,2253,null,32359,null,661,null,32685,null,1855,null,36315,null,1878,null,24985,null,459,null,17699,null,732,null,38923,null,1125,null,35447,null,497,null,32036,null,575,null,81028,null,826,null,102328,null,430,null,87823,null,568,null,50115,null,443,null,26829,null,1215,null,10417,null,1223,null,642461,null,2267,null,30420,null,586,null,30013,null,1882,null,36421,null,1694,null,23600,null,376,null,17650,null,1073,null,35954,null,1107,null,35668,null,607,null,35223,null,439,null,84315,null,446,null,107316,null,653,null,91073,null,640,null,56162,null,85,null,39088,null,1885,null,19558,null,1893,null,0400000US23,Maine,23
3432154,null,11525,null,1685609,null,6907,null,99062,null,2035,null,97943,null,3637,null,111199,null,3771,null,68096,null,1347,null,48382,null,1428,null,114589,null,2091,null,112553,null,2070,null,100181,null,1777,null,225648,null,2275,null,275211,null,1716,null,216933,null,1098,null,124652,null,721,null,67782,null,1584,null,23378,null,1589,null,1746545,null,6177,null,95569,null,1861,null,91874,null,3796,null,104719,null,4024,null,65362,null,1128,null,48083,null,1844,null,105692,null,2131,null,104582,null,1526,null,97402,null,1169,null,230988,null,1780,null,283744,null,1579,null,227982,null,1082,null,141575,null,806,null,98086,null,2793,null,50887,null,2777,null,0400000US24,Maryland,24
5434502,null,12713,null,2632524,null,7520,null,143286,null,2178,null,154380,null,4213,null,157487,null,3693,null,104685,null,1155,null,80161,null,1191,null,181263,null,1966,null,170300,null,2403,null,158829,null,2225,null,373246,null,3035,null,436182,null,1661,null,335620,null,1221,null,186210,null,916,null,110490,null,2207,null,40385,null,2251,null,2801978,null,7391,null,137691,null,1962,null,146481,null,4433,null,150774,null,4512,null,97960,null,1096,null,81745,null,1204,null,180922,null,2050,null,167553,null,1617,null,158103,null,1720,null,381407,null,2448,null,453020,null,2051,null,361428,null,1399,null,221630,null,964,null,167951,null,3420,null,95313,null,3236,null,0400000US25,Massachusetts,25
7966936,null,9237,null,3936402,null,5718,null,228857,null,2022,null,240446,null,5111,null,260888,null,5304,null,166077,null,1223,null,120243,null,2481,null,267914,null,3093,null,245248,null,1745,null,223518,null,1938,null,529362,null,2115,null,640197,null,1503,null,508893,null,1013,null,291926,null,863,null,158196,null,3153,null,54637,null,3231,null,4030534,null,5324,null,219720,null,1974,null,228794,null,5429,null,245180,null,5493,null,154819,null,1278,null,112035,null,1703,null,261273,null,2061,null,235203,null,1381,null,218701,null,1140,null,522119,null,1705,null,641454,null,1092,null,520840,null,920,null,327774,null,646,null,226728,null,3889,null,115894,null,3859,null,0400000US26,Michigan,26
4601572,null,8234,null,2280780,null,4885,null,145799,null,1514,null,138060,null,4029,null,144287,null,4066,null,92118,null,873,null,65380,null,1289,null,157010,null,1638,null,161474,null,1135,null,140262,null,1064,null,303115,null,1595,null,374056,null,1245,null,281498,null,878,null,156603,null,659,null,90200,null,1756,null,30918,null,1743,null,2320792,null,4231,null,139496,null,1384,null,131458,null,2846,null,137625,null,2971,null,87156,null,755,null,65186,null,1605,null,154613,null,1726,null,152399,null,1184,null,133726,null,970,null,297559,null,1302,null,368643,null,1028,null,286015,null,766,null,171367,null,1405,null,126055,null,2872,null,69494,null,2715,null,0400000US27,Minnesota,27
1758282,null,4600,null,866763,null,3791,null,61121,null,2033,null,58155,null,3248,null,55545,null,2878,null,33791,null,1611,null,25795,null,2397,null,62854,null,2861,null,57568,null,1999,null,49720,null,1739,null,113901,null,1691,null,124129,null,1112,null,107306,null,774,null,69550,null,855,null,36723,null,1709,null,10605,null,1485,null,891519,null,3354,null,52931,null,2325,null,51477,null,3197,null,53783,null,3148,null,31779,null,1397,null,24355,null,2966,null,54653,null,2785,null,56736,null,1854,null,51929,null,1648,null,111683,null,1518,null,126858,null,1383,null,112446,null,440,null,80754,null,720,null,56607,null,2031,null,25528,null,1974,null,0400000US28,Mississippi,28
5021359,null,6508,null,2463947,null,5126,null,160391,null,1416,null,153044,null,3448,null,164309,null,3871,null,100677,null,1428,null,71451,null,2473,null,176775,null,2472,null,170608,null,2216,null,149857,null,1455,null,321707,null,1732,null,378302,null,1184,null,300244,null,735,null,180939,null,786,null,101439,null,2273,null,34204,null,2262,null,2557412,null,3498,null,150551,null,1441,null,146384,null,4436,null,155074,null,4458,null,97206,null,1295,null,66578,null,1828,null,169592,null,2186,null,169681,null,1178,null,149006,null,1030,null,319389,null,1383,null,387595,null,1049,null,316258,null,514,null,207433,null,1312,null,148584,null,3089,null,74081,null,3294,null,0400000US29,Missouri,29
871719,null,1969,null,435893,null,1671,null,26374,null,1016,null,25595,null,1751,null,25421,null,1863,null,16851,null,648,null,13791,null,1349,null,34140,null,1038,null,29402,null,837,null,22961,null,584,null,50746,null,935,null,66807,null,442,null,62177,null,340,null,35056,null,179,null,20244,null,1065,null,6328,null,1060,null,435826,null,1607,null,24657,null,710,null,22911,null,1594,null,23713,null,1561,null,16635,null,535,null,13478,null,1893,null,29791,null,1928,null,27395,null,725,null,23128,null,708,null,51448,null,948,null,68637,null,685,null,59900,null,310,null,36204,null,205,null,25278,null,1221,null,12651,null,1273,null,0400000US30,Montana,30
1583709,null,6127,null,781618,null,4626,null,55661,null,1582,null,54035,null,2225,null,48820,null,2131,null,31349,null,832,null,23219,null,1465,null,61976,null,1855,null,57207,null,1424,null,46608,null,1291,null,97183,null,1511,null,115412,null,1167,null,92515,null,620,null,52806,null,701,null,33984,null,1224,null,10843,null,1215,null,802091,null,3186,null,53613,null,1320,null,49128,null,2170,null,47344,null,2111,null,30571,null,886,null,22473,null,1585,null,60589,null,2098,null,53343,null,1087,null,45345,null,1131,null,93478,null,1300,null,117389,null,862,null,95580,null,806,null,59257,null,860,null,48335,null,2069,null,25646,null,1890,null,0400000US31,Nebraska,31
2013125,null,12227,null,1038102,null,7558,null,75922,null,2459,null,69488,null,3789,null,68404,null,3867,null,41830,null,1448,null,24307,null,1088,null,63234,null,1904,null,78987,null,1533,null,77053,null,2133,null,148896,null,2599,null,146931,null,1965,null,121046,null,975,null,71980,null,823,null,38733,null,1605,null,11291,null,1563,null,975023,null,6707,null,70644,null,2265,null,65482,null,3911,null,64245,null,3759,null,37862,null,1491,null,22820,null,1969,null,58075,null,1665,null,70631,null,1683,null,64939,null,1359,null,130832,null,1962,null,135702,null,1429,null,118426,null,1329,null,74821,null,1050,null,43008,null,1793,null,17536,null,1774,null,0400000US32,Nevada,32
1251946,null,2740,null,616146,null,1667,null,33514,null,641,null,34235,null,2136,null,40974,null,2249,null,26426,null,425,null,19451,null,864,null,42214,null,1419,null,36614,null,1171,null,32548,null,511,null,86252,null,776,null,106785,null,514,null,81208,null,404,null,44105,null,214,null,23676,null,1190,null,8144,null,1190,null,635800,null,1550,null,32953,null,534,null,34752,null,2207,null,35916,null,2186,null,24628,null,281,null,19515,null,943,null,41801,null,1001,null,34807,null,483,null,33214,null,401,null,87573,null,784,null,107695,null,438,null,83391,null,427,null,48904,null,315,null,32891,null,1569,null,17760,null,1518,null,0400000US33,New Hampshire,33
6154878,null,20046,null,3021228,null,12234,null,178292,null,3264,null,186454,null,4764,null,199325,null,4692,null,123444,null,1662,null,76738,null,1419,null,179608,null,2871,null,184383,null,2577,null,179275,null,2603,null,426341,null,3137,null,509534,null,2648,null,376232,null,1921,null,220520,null,1479,null,134783,null,2933,null,46299,null,2739,null,3133650,null,10653,null,167651,null,2212,null,180942,null,4986,null,185993,null,4952,null,115306,null,1520,null,69533,null,1293,null,170943,null,2182,null,171172,null,2056,null,169317,null,2401,null,423878,null,2553,null,510016,null,2812,null,402145,null,2148,null,261136,null,1507,null,200987,null,3552,null,104631,null,3542,null,0400000US34,New Jersey,34
1456668,null,14648,null,714823,null,9010,null,52173,null,2553,null,49383,null,3206,null,45121,null,2997,null,30405,null,1988,null,22019,null,2218,null,45714,null,2761,null,51149,null,2450,null,44670,null,2282,null,85642,null,2593,null,97990,null,3037,null,91689,null,1334,null,55395,null,1233,null,34066,null,1568,null,9407,null,1352,null,741845,null,7680,null,47969,null,2941,null,47727,null,3306,null,44664,null,3585,null,28145,null,2439,null,19575,null,2149,null,45121,null,2842,null,49965,null,2105,null,43497,null,1722,null,86099,null,2472,null,107377,null,2074,null,99386,null,1703,null,63244,null,1431,null,41434,null,2119,null,17642,null,2206,null,0400000US35,New Mexico,35
13162838,null,28090,null,6433277,null,15248,null,364058,null,3462,null,371159,null,7365,null,389170,null,6810,null,255616,null,2447,null,191388,null,2680,null,433000,null,4299,null,427612,null,4766,null,407052,null,3495,null,891241,null,4704,null,1027603,null,3616,null,815807,null,3704,null,470834,null,2184,null,286839,null,4114,null,101898,null,3594,null,6729561,null,17110,null,346445,null,3854,null,356580,null,7042,null,370672,null,7137,null,240483,null,2244,null,186232,null,3891,null,412211,null,4866,null,423590,null,2968,null,394887,null,3267,null,883789,null,4324,null,1037490,null,4406,null,872450,null,3356,null,559343,null,2381,null,421204,null,5612,null,224185,null,5397,null,0400000US36,New York,36
6609224,null,13647,null,3243518,null,9760,null,208308,null,3216,null,211743,null,6330,null,204571,null,6055,null,120324,null,2278,null,93822,null,3688,null,231614,null,4423,null,213446,null,4046,null,203676,null,3339,null,462556,null,3935,null,476834,null,2557,null,402249,null,1275,null,245830,null,1277,null,134141,null,2341,null,34404,null,2384,null,3365706,null,7796,null,199378,null,3361,null,194744,null,5483,null,194750,null,5928,null,116754,null,2788,null,89178,null,4829,null,206408,null,3962,null,204455,null,2837,null,204529,null,2263,null,466464,null,3212,null,495902,null,1967,null,433379,null,1614,null,284961,null,1284,null,191763,null,3581,null,83041,null,3414,null,0400000US37,North Carolina,37
583263,null,1168,null,292672,null,900,null,18007,null,338,null,15277,null,1082,null,16764,null,1121,null,11306,null,405,null,11294,null,1304,null,29362,null,1455,null,22920,null,553,null,15639,null,550,null,33549,null,554,null,43092,null,432,null,35987,null,259,null,20359,null,10,null,13156,null,700,null,5960,null,702,null,290591,null,941,null,16901,null,379,null,14373,null,1133,null,16250,null,1118,null,9941,null,381,null,9332,null,695,null,26122,null,809,null,20532,null,588,null,14145,null,513,null,32250,null,628,null,43212,null,349,null,34571,null,178,null,22293,null,399,null,19259,null,1009,null,11410,null,972,null,0400000US38,North Dakota,38
9694632,null,8082,null,4746630,null,5098,null,292906,null,2034,null,300835,null,6145,null,309146,null,5946,null,198308,null,1274,null,139228,null,2520,null,310021,null,2598,null,313236,null,1922,null,295789,null,1235,null,638499,null,1969,null,750067,null,1440,null,596002,null,960,null,343501,null,906,null,200078,null,3152,null,59014,null,3036,null,4948002,null,4804,null,278371,null,1671,null,280313,null,5737,null,298990,null,5724,null,186108,null,1400,null,129815,null,1876,null,302321,null,1954,null,310631,null,1346,null,294201,null,1214,null,638664,null,1661,null,764820,null,1296,null,625001,null,849,null,401233,null,2384,null,289327,null,4457,null,148207,null,4533,null,0400000US39,Ohio,39
2778234,null,10183,null,1368894,null,6031,null,90428,null,2004,null,90051,null,3768,null,85698,null,3876,null,54498,null,1513,null,38677,null,1972,null,102056,null,2789,null,102432,null,1835,null,86453,null,1745,null,171664,null,2075,null,198810,null,1201,null,165463,null,783,null,104521,null,850,null,60089,null,1757,null,18054,null,1736,null,1409340,null,5986,null,89002,null,2344,null,79473,null,3458,null,83794,null,3678,null,49106,null,1265,null,34806,null,1840,null,95533,null,2425,null,96067,null,1384,null,82864,null,1336,null,170899,null,1874,null,205712,null,996,null,176839,null,761,null,120269,null,671,null,86516,null,2442,null,38460,null,2383,null,0400000US40,Oklahoma,40
