C18103_001E,C18103_001EA,C18103_001M,C18103_001MA,C18103_002E,C18103_002EA,C18103_002M,C18103_002MA,C18103_003E,C18103_003EA,C18103_003M,C18103_003MA,C18103_004E,C18103_004EA,C18103_004M,C18103_004MA,C18103_005E,C18103_005EA,C18103_005M,C18103_005MA,C18103_006E,C18103_006EA,C18103_006M,C18103_006MA,C18103_007E,C18103_007EA,C18103_007M,C18103_007MA,C18103_008E,C18103_008EA,C18103_008M,C18103_008MA,C18103_009E,C18103_009EA,C18103_009M,C18103_009MA,C18103_010E,C18103_010EA,C18103_010M,C18103_010MA,C18103_011E,C18103_011EA,C18103_011M,C18103_011MA,C18103_012E,C18103_012EA,C18103_012M,C18103_012MA,C18103_013E,C18103_013EA,C18103_013M,C18103_013MA,C18103_014E,C18103_014EA,C18103_014M,C18103_014MA,C18103_015E,C18103_015EA,C18103_015M,C18103_015MA,C18103_016E,C18103_016EA,C18103_016M,C18103_016MA,C18103_017E,C18103_017EA,C18103_017M,C18103_017MA,C18103_018E,C18103_018EA,C18103_018M,C18103_018MA,C18103_019E,C18103_019EA,C18103_019M,C18103_019MA,C18103_020E,C18103_020EA,C18103_020M,C18103_020MA,C18103_021E,C18103_021EA,C18103_021M,C18103_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,4900,null,1107,null,568916,null,3771,null,1378994,null,3722,null,34558,null,3178,null,1344436,null,5072,null,263604,null,2165,null,19534,null,2149,null,244070,null,2775,null,2399614,null,5277,null,550411,null,3893,null,4742,null,1125,null,545669,null,4092,null,1488722,null,3325,null,42192,null,2933,null,1446530,null,4238,null,360481,null,2152,null,32900,null,2459,null,327581,null,3089,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,839,null,493,null,93038,null,1394,null,226171,null,2648,null,4671,null,1459,null,221500,null,2838,null,24287,null,861,null,1758,null,434,null,22529,null,945,null,333746,null,1899,null,89384,null,1416,null,1223,null,606,null,88161,null,1458,null,217556,null,1601,null,4502,null,1088,null,213054,null,1849,null,26806,null,946,null,2505,null,695,null,24301,null,1126,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,7891,null,2144,null,877266,null,3299,null,1960942,null,2813,null,32299,null,3001,null,1928643,null,4301,null,386633,null,1604,null,22957,null,2125,null,363676,null,2741,null,3268799,null,3527,null,844657,null,2773,null,5218,null,1300,null,839439,null,3138,null,1956699,null,2375,null,30392,null,2844,null,1926307,null,3490,null,467443,null,1886,null,35664,null,3173,null,431779,null,3498,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,2558,null,701,null,359115,null,2954,null,844601,null,2887,null,26356,null,2401,null,818245,null,3559,null,169992,null,1484,null,16177,null,1649,null,153815,null,2008,null,1457125,null,4146,null,345011,null,3309,null,2794,null,911,null,342217,null,3574,null,890281,null,2626,null,27581,null,2482,null,862700,null,3395,null,221833,null,2063,null,20063,null,2297,null,201770,null,3311,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,28689,null,3327,null,4804813,null,6090,null,11498591,null,7798,null,158594,null,6954,null,11339997,null,10976,null,1739938,null,3731,null,111340,null,4815,null,1628598,null,5874,null,18304907,null,7752,null,4589184,null,4115,null,27370,null,3310,null,4561814,null,4770,null,11431245,null,5797,null,174585,null,7521,null,11256660,null,9640,null,2284478,null,4506,null,182557,null,6907,null,2101921,null,8670,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,3959,null,1355,null,622280,null,3001,null,1602871,null,3911,null,22471,null,2451,null,1580400,null,4483,null,228268,null,1588,null,12791,null,1501,null,215477,null,2262,null,2472764,null,3736,null,598972,null,2437,null,3761,null,1094,null,595211,null,2593,null,1585418,null,3309,null,20096,null,2728,null,1565322,null,4298,null,288374,null,2165,null,21931,null,2352,null,266443,null,2943,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,2150,null,594,null,410574,null,1649,null,1071986,null,2152,null,12660,null,1663,null,1059326,null,2628,null,194514,null,1526,null,7894,null,1035,null,186620,null,1873,null,1777632,null,2298,null,394075,null,1373,null,1076,null,548,null,392999,null,1439,null,1118080,null,1965,null,15437,null,1978,null,1102643,null,2820,null,265477,null,1588,null,16511,null,1883,null,248966,null,2307,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,615,null,451,null,104951,null,1145,null,259529,null,1344,null,4956,null,1376,null,254573,null,1960,null,53082,null,626,null,3501,null,786,null,49581,null,1013,null,451306,null,1383,null,101198,null,1027,null,171,null,177,null,101027,null,1051,null,281863,null,1108,null,3743,null,1019,null,278120,null,1563,null,68245,null,939,null,6028,null,1060,null,62217,null,1369,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,598,null,497,null,56607,null,1000,null,192046,null,1242,null,2752,null,930,null,189294,null,1540,null,26584,null,883,null,2584,null,907,null,24000,null,1137,null,313573,null,1063,null,56505,null,825,null,616,null,447,null,55889,null,887,null,217888,null,586,null,5221,null,1296,null,212667,null,1480,null,39180,null,1205,null,3385,null,911,null,35795,null,1562,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,12600,null,1974,null,2060346,null,5131,null,5404791,null,7884,null,90916,null,5511,null,5313875,null,9938,null,1379052,null,3521,null,85703,null,5745,null,1293349,null,6305,null,9335995,null,7600,null,1977715,null,4515,null,10775,null,1789,null,1966940,null,4878,null,5618927,null,7114,null,89032,null,4700,null,5529895,null,8988,null,1739353,null,6174,null,127552,null,6091,null,1611801,null,7927,null,0400000US12,Florida,12
