B25055_001E,B25055_001EA,B25055_001M,B25055_001MA,B25055_002E,B25055_002EA,B25055_002M,B25055_002MA,B25055_003E,B25055_003EA,B25055_003M,B25055_003MA,B25055_004E,B25055_004EA,B25055_004M,B25055_004MA,B25055_005E,B25055_005EA,B25055_005M,B25055_005MA,B25055_006E,B25055_006EA,B25055_006M,B25055_006MA,B25055_007E,B25055_007EA,B25055_007M,B25055_007MA,B25055_008E,B25055_008EA,B25055_008M,B25055_008MA,B25055_009E,B25055_009EA,B25055_009M,B25055_009MA,B25055_010E,B25055_010EA,B25055_010M,B25055_010MA,B25055_011E,B25055_011EA,B25055_011M,B25055_011MA,B25055_012E,B25055_012EA,B25055_012M,B25055_012MA,B25055_013E,B25055_013EA,B25055_013M,B25055_013MA,GEO_ID,NAME,state
967747,null,12956,null,738772,null,11759,null,2568,null,904,null,736204,null,11802,null,100380,null,4101,null,745,null,436,null,99635,null,4139,null,57208,null,2682,null,1377,null,676,null,55831,null,2668,null,71387,null,3775,null,16380,null,1649,null,55007,null,3125,null,0400000US26,Michigan,26
519948,null,8954,null,389144,null,8538,null,1457,null,482,null,387687,null,8541,null,49747,null,2686,null,908,null,472,null,48839,null,2747,null,26822,null,2259,null,1268,null,537,null,25554,null,2124,null,54235,null,2978,null,13313,null,1364,null,40922,null,2561,null,0400000US27,Minnesota,27
284631,null,7637,null,227289,null,6743,null,486,null,408,null,226803,null,6810,null,31603,null,2833,null,193,null,281,null,31410,null,2849,null,13936,null,1855,null,47,null,80,null,13889,null,1871,null,11803,null,1676,null,1586,null,554,null,10217,null,1549,null,0400000US28,Mississippi,28
673753,null,12094,null,517247,null,10845,null,1629,null,671,null,515618,null,10837,null,71224,null,4020,null,144,null,150,null,71080,null,3999,null,37818,null,2756,null,633,null,515,null,37185,null,2743,null,47464,null,2924,null,8460,null,1184,null,39004,null,2545,null,0400000US29,Missouri,29
102278,null,4873,null,76272,null,3848,null,638,null,564,null,75634,null,3924,null,11724,null,1436,null,254,null,258,null,11470,null,1450,null,5553,null,997,null,85,null,134,null,5468,null,986,null,8729,null,1255,null,2382,null,693,null,6347,null,1116,null,0400000US30,Montana,30
216554,null,5138,null,166921,null,4308,null,708,null,413,null,166213,null,4316,null,19636,null,2091,null,239,null,185,null,19397,null,2086,null,10784,null,1264,null,373,null,229,null,10411,null,1240,null,19213,null,2010,null,5563,null,1071,null,13650,null,1615,null,0400000US31,Nebraska,31
381806,null,8321,null,294337,null,7915,null,1164,null,733,null,293173,null,7920,null,44721,null,3601,null,0,null,302,null,44721,null,3601,null,23705,null,2158,null,266,null,262,null,23439,null,2147,null,19043,null,2117,null,2365,null,721,null,16678,null,2012,null,0400000US32,Nevada,32
131324,null,4493,null,97297,null,3955,null,712,null,515,null,96585,null,3931,null,14008,null,1795,null,0,null,255,null,14008,null,1795,null,7712,null,1019,null,78,null,129,null,7634,null,1022,null,12307,null,1138,null,1984,null,626,null,10323,null,1275,null,0400000US33,New Hampshire,33
1033461,null,12841,null,740918,null,10263,null,1880,null,1051,null,739038,null,10335,null,127852,null,5344,null,895,null,432,null,126957,null,5325,null,80521,null,3837,null,1126,null,694,null,79395,null,3704,null,84170,null,4261,null,12028,null,1669,null,72142,null,3832,null,0400000US34,New Jersey,34
208466,null,6875,null,163255,null,5942,null,544,null,355,null,162711,null,5925,null,22593,null,2142,null,265,null,322,null,22328,null,2129,null,12509,null,1799,null,24,null,39,null,12485,null,1805,null,10109,null,1724,null,2111,null,563,null,7998,null,1630,null,0400000US35,New Mexico,35
3115859,null,18399,null,2158528,null,17967,null,8672,null,1700,null,2149856,null,17888,null,437496,null,7804,null,2101,null,782,null,435395,null,7793,null,258982,null,6262,null,1687,null,703,null,257295,null,6230,null,260853,null,6029,null,14268,null,1658,null,246585,null,6213,null,0400000US36,New York,36
1097601,null,15321,null,880886,null,15208,null,2673,null,1032,null,878213,null,15237,null,113292,null,5279,null,321,null,223,null,112971,null,5276,null,53565,null,3345,null,1587,null,701,null,51978,null,3263,null,49858,null,2958,null,12914,null,1910,null,36944,null,2756,null,0400000US37,North Carolina,37
87319,null,3369,null,65940,null,3190,null,82,null,65,null,65858,null,3190,null,6963,null,1087,null,0,null,208,null,6963,null,1087,null,3872,null,798,null,145,null,138,null,3727,null,774,null,10544,null,1163,null,2162,null,660,null,8382,null,948,null,0400000US38,North Dakota,38
1368457,null,15690,null,1031798,null,12591,null,2468,null,794,null,1029330,null,12571,null,160539,null,5256,null,1180,null,577,null,159359,null,5240,null,85232,null,3605,null,2079,null,887,null,83153,null,3722,null,90888,null,3806,null,18556,null,1756,null,72332,null,3582,null,0400000US39,Ohio,39
423910,null,8905,null,338279,null,8393,null,1415,null,755,null,336864,null,8348,null,42602,null,2577,null,343,null,374,null,42259,null,2610,null,20561,null,2003,null,362,null,246,null,20199,null,1993,null,22468,null,1884,null,6624,null,1023,null,15844,null,1703,null,0400000US40,Oklahoma,40
524928,null,8573,null,401661,null,7139,null,1949,null,896,null,399712,null,7140,null,55733,null,3643,null,1063,null,544,null,54670,null,3620,null,29100,null,3223,null,1971,null,659,null,27129,null,3102,null,38434,null,2546,null,17186,null,1844,null,21248,null,2035,null,0400000US41,Oregon,41
1360911,null,17509,null,970554,null,15505,null,3043,null,872,null,967511,null,15441,null,151129,null,5709,null,514,null,344,null,150615,null,5682,null,99044,null,4206,null,1333,null,550,null,97711,null,4108,null,140184,null,4714,null,23815,null,2294,null,116369,null,4471,null,0400000US42,Pennsylvania,42
143571,null,4628,null,101377,null,4005,null,235,null,158,null,101142,null,4014,null,17244,null,1819,null,155,null,150,null,17089,null,1817,null,10774,null,1104,null,201,null,202,null,10573,null,1106,null,14176,null,1436,null,1388,null,564,null,12788,null,1376,null,0400000US44,Rhode Island,44
464320,null,9248,null,370821,null,9481,null,478,null,461,null,370343,null,9374,null,49617,null,2884,null,303,null,346,null,49314,null,2814,null,25548,null,2594,null,381,null,363,null,25167,null,2562,null,18334,null,1993,null,4636,null,1101,null,13698,null,1691,null,0400000US45,South Carolina,45
90783,null,4244,null,64319,null,3716,null,175,null,180,null,64144,null,3732,null,9361,null,1488,null,256,null,247,null,9105,null,1520,null,6987,null,1170,null,135,null,121,null,6852,null,1185,null,10116,null,1177,null,1944,null,589,null,8172,null,1066,null,0400000US46,South Dakota,46
689938,null,11832,null,537516,null,10216,null,1336,null,579,null,536180,null,10116,null,81454,null,4846,null,506,null,416,null,80948,null,4814,null,36772,null,2752,null,720,null,413,null,36052,null,2720,null,34196,null,2519,null,6657,null,1193,null,27539,null,2464,null,0400000US47,Tennessee,47
2910386,null,22277,null,2393206,null,22845,null,9065,null,2093,null,2384141,null,22844,null,266639,null,8044,null,1009,null,419,null,265630,null,8019,null,128018,null,5507,null,2941,null,1117,null,125077,null,5319,null,122523,null,5794,null,30886,null,2613,null,91637,null,5220,null,0400000US48,Texas,48
233889,null,6210,null,194873,null,5841,null,1608,null,657,null,193265,null,5748,null,18675,null,2036,null,431,null,405,null,18244,null,2014,null,9771,null,1452,null,244,null,265,null,9527,null,1442,null,10570,null,1450,null,2677,null,829,null,7893,null,1178,null,0400000US49,Utah,49
67399,null,3211,null,50200,null,2792,null,445,null,379,null,49755,null,2818,null,6854,null,1037,null,84,null,85,null,6770,null,1021,null,3849,null,758,null,53,null,68,null,3796,null,750,null,6496,null,886,null,840,null,313,null,5656,null,797,null,0400000US50,Vermont,50
889685,null,13419,null,706956,null,12121,null,2248,null,973,null,704708,null,12301,null,89749,null,4513,null,58,null,92,null,89691,null,4517,null,43860,null,3386,null,761,null,351,null,43099,null,3376,null,49120,null,2862,null,11734,null,1514,null,37386,null,2380,null,0400000US51,Virginia,51
875591,null,11953,null,683043,null,10359,null,1831,null,771,null,681212,null,10526,null,91634,null,4914,null,1075,null,567,null,90559,null,4935,null,44137,null,3561,null,2006,null,807,null,42131,null,3419,null,56777,null,3250,null,21591,null,2207,null,35186,null,2588,null,0400000US53,Washington,53
169026,null,5422,null,127153,null,5222,null,844,null,484,null,126309,null,5226,null,19580,null,2062,null,288,null,342,null,19292,null,2083,null,12460,null,1477,null,54,null,70,null,12406,null,1467,null,9833,null,1301,null,521,null,352,null,9312,null,1308,null,0400000US54,West Virginia,54
673740,null,9027,null,509741,null,8439,null,1590,null,665,null,508151,null,8420,null,65461,null,3034,null,480,null,284,null,64981,null,3029,null,37859,null,2699,null,503,null,240,null,37356,null,2702,null,60679,null,2808,null,10315,null,1496,null,50364,null,2686,null,0400000US55,Wisconsin,55
55326,null,3663,null,42685,null,3362,null,289,null,349,null,42396,null,3309,null,7217,null,1282,null,0,null,265,null,7217,null,1282,null,2081,null,512,null,0,null,265,null,2081,null,512,null,3343,null,729,null,719,null,348,null,2624,null,698,null,0400000US56,Wyoming,56
213887,null,5609,null,158582,null,4810,null,450,null,260,null,158132,null,4777,null,26842,null,2243,null,51,null,81,null,26791,null,2238,null,16164,null,1556,null,44,null,72,null,16120,null,1544,null,12299,null,1150,null,0,null,289,null,12299,null,1150,null,0400000US72,Puerto Rico,72
