C15002I_001E,C15002I_001EA,C15002I_001M,C15002I_001MA,C15002I_002E,C15002I_002EA,C15002I_002M,C15002I_002MA,C15002I_003E,C15002I_003EA,C15002I_003M,C15002I_003MA,C15002I_004E,C15002I_004EA,C15002I_004M,C15002I_004MA,C15002I_005E,C15002I_005EA,C15002I_005M,C15002I_005MA,C15002I_006E,C15002I_006EA,C15002I_006M,C15002I_006MA,C15002I_007E,C15002I_007EA,C15002I_007M,C15002I_007MA,C15002I_008E,C15002I_008EA,C15002I_008M,C15002I_008MA,C15002I_009E,C15002I_009EA,C15002I_009M,C15002I_009MA,C15002I_010E,C15002I_010EA,C15002I_010M,C15002I_010MA,C15002I_011E,C15002I_011EA,C15002I_011M,C15002I_011MA,GEO_ID,NAME,state
404624,null,3893,null,234555,null,3257,null,118702,null,5311,null,57843,null,4810,null,32700,null,4143,null,25310,null,2943,null,170069,null,2658,null,70544,null,4223,null,40548,null,3519,null,31802,null,2902,null,27175,null,2632,null,0400000US13,Georgia,13
57823,null,627,null,30720,null,458,null,2742,null,722,null,12106,null,1760,null,10593,null,1618,null,5279,null,1196,null,27103,null,499,null,3295,null,915,null,7901,null,1306,null,10007,null,1089,null,5900,null,1053,null,0400000US15,Hawaii,15
75848,null,1549,null,40819,null,1297,null,21189,null,1700,null,10010,null,1341,null,6549,null,1191,null,3071,null,828,null,35029,null,1187,null,15242,null,1552,null,9698,null,1578,null,7877,null,1299,null,2212,null,632,null,0400000US16,Idaho,16
1044047,null,2718,null,559799,null,2063,null,231419,null,7596,null,172266,null,7147,null,94299,null,4935,null,61815,null,3628,null,484248,null,2284,null,194269,null,6465,null,124121,null,4947,null,102492,null,5230,null,63366,null,3735,null,0400000US17,Illinois,17
174387,null,2409,null,96939,null,2086,null,40903,null,3325,null,28592,null,2621,null,16909,null,2369,null,10535,null,1706,null,77448,null,1715,null,27208,null,1768,null,24881,null,1929,null,16215,null,1826,null,9144,null,1422,null,0400000US18,Indiana,18
63442,null,1853,null,33870,null,1804,null,14989,null,1644,null,8736,null,1542,null,6346,null,1218,null,3799,null,876,null,29572,null,1570,null,11261,null,1562,null,6521,null,1273,null,8335,null,1263,null,3455,null,1049,null,0400000US19,Iowa,19
130809,null,1750,null,71513,null,1487,null,32481,null,2734,null,19980,null,2358,null,13130,null,1972,null,5922,null,1131,null,59296,null,1332,null,22024,null,2105,null,16701,null,2087,null,13841,null,2073,null,6730,null,1314,null,0400000US20,Kansas,20
51358,null,2518,null,29322,null,1957,null,14109,null,1429,null,7876,null,1300,null,4651,null,912,null,2686,null,741,null,22036,null,1657,null,6573,null,1195,null,6383,null,1255,null,5309,null,1173,null,3771,null,926,null,0400000US21,Kentucky,21
93636,null,1799,null,50616,null,1677,null,16447,null,2202,null,15916,null,1900,null,10462,null,1650,null,7791,null,1175,null,43020,null,1383,null,9969,null,1526,null,13341,null,1754,null,11033,null,1592,null,8677,null,1524,null,0400000US22,Louisiana,22
8281,null,770,null,4228,null,819,null,592,null,397,null,1137,null,389,null,1537,null,468,null,962,null,452,null,4053,null,599,null,369,null,212,null,1311,null,489,null,1211,null,457,null,1162,null,458,null,0400000US23,Maine,23
227037,null,1488,null,121248,null,1487,null,53061,null,3420,null,25225,null,2689,null,19062,null,2326,null,23900,null,2701,null,105789,null,1211,null,37948,null,2720,null,22569,null,2259,null,21291,null,1709,null,23981,null,2491,null,0400000US24,Maryland,24
312750,null,1204,null,155333,null,1162,null,59188,null,4450,null,46310,null,3586,null,26173,null,3381,null,23662,null,2319,null,157417,null,904,null,52361,null,3563,null,41584,null,3580,null,37640,null,3035,null,25832,null,2544,null,0400000US25,Massachusetts,25
213922,null,2545,null,113244,null,2069,null,43726,null,3290,null,28169,null,2741,null,27814,null,2344,null,13535,null,1790,null,100678,null,1958,null,30574,null,2713,null,28378,null,2458,null,26859,null,2159,null,14867,null,1739,null,0400000US26,Michigan,26
107578,null,1659,null,58543,null,1502,null,26732,null,2369,null,15049,null,1739,null,10297,null,1610,null,6465,null,1470,null,49035,null,1404,null,19665,null,1753,null,12156,null,1560,null,9730,null,1416,null,7484,null,1353,null,0400000US27,Minnesota,27
35558,null,2978,null,20797,null,2803,null,9197,null,2102,null,4974,null,1290,null,4514,null,1062,null,2112,null,843,null,14761,null,1329,null,5298,null,1175,null,3327,null,832,null,3986,null,975,null,2150,null,729,null,0400000US28,Mississippi,28
97675,null,1840,null,53032,null,1738,null,18858,null,2269,null,15617,null,1837,null,10671,null,1672,null,7886,null,1495,null,44643,null,1597,null,13020,null,1549,null,11803,null,1427,null,12483,null,1562,null,7337,null,1375,null,0400000US29,Missouri,29
13248,null,1195,null,5798,null,1045,null,1122,null,439,null,1882,null,610,null,1640,null,788,null,1154,null,579,null,7450,null,1058,null,1706,null,566,null,1872,null,697,null,2246,null,698,null,1626,null,761,null,0400000US30,Montana,30
70355,null,1650,null,39864,null,1648,null,21515,null,2037,null,8960,null,1414,null,7203,null,1358,null,2186,null,708,null,30491,null,1205,null,15710,null,1502,null,7107,null,1055,null,4745,null,1117,null,2929,null,767,null,0400000US31,Nebraska,31
359116,null,1534,null,195436,null,1070,null,89537,null,4789,null,55023,null,4538,null,36558,null,2965,null,14318,null,2028,null,163680,null,1361,null,68714,null,3560,null,44071,null,3163,null,38575,null,2905,null,12320,null,2139,null,0400000US32,Nevada,32
17723,null,1008,null,9345,null,845,null,2981,null,821,null,3294,null,1065,null,2033,null,773,null,1037,null,431,null,8378,null,665,null,2008,null,692,null,1645,null,604,null,2934,null,821,null,1791,null,636,null,0400000US33,New Hampshire,33
859854,null,1202,null,437417,null,1124,null,145217,null,8107,null,149542,null,6628,null,83404,null,5354,null,59254,null,4036,null,422437,null,858,null,126748,null,5316,null,125660,null,5058,null,99287,null,4742,null,70742,null,4086,null,0400000US34,New Jersey,34
529049,null,1909,null,261609,null,1334,null,82463,null,4232,null,81125,null,4158,null,65588,null,3670,null,32433,null,3122,null,267440,null,1237,null,76132,null,3644,null,78670,null,3372,null,75180,null,3749,null,37458,null,2864,null,0400000US35,New Mexico,35
1944276,null,2384,null,948509,null,2201,null,354105,null,9364,null,271659,null,9189,null,190956,null,8464,null,131789,null,6396,null,995767,null,1588,null,358555,null,8114,null,243816,null,6684,null,225713,null,8181,null,167683,null,6607,null,0400000US36,New York,36
342456,null,3906,null,194729,null,3563,null,98595,null,5957,null,44820,null,4442,null,32268,null,3508,null,19046,null,2643,null,147727,null,2801,null,66616,null,3860,null,30963,null,2901,null,29243,null,2590,null,20905,null,2077,null,0400000US37,North Carolina,37
7462,null,881,null,3517,null,661,null,630,null,346,null,1626,null,568,null,777,null,445,null,484,null,330,null,3945,null,695,null,552,null,336,null,1286,null,621,null,1328,null,524,null,779,null,514,null,0400000US38,North Dakota,38
161571,null,2351,null,84252,null,2064,null,26856,null,2474,null,26024,null,2442,null,18896,null,1952,null,12476,null,1625,null,77319,null,1797,null,22272,null,2017,null,22413,null,2502,null,21349,null,2336,null,11285,null,1646,null,0400000US39,Ohio,39
143397,null,2191,null,78388,null,1893,null,36260,null,3045,null,21889,null,2624,null,13532,null,2110,null,6707,null,1389,null,65009,null,1715,null,28313,null,2171,null,16092,null,1784,null,13424,null,1924,null,7180,null,1277,null,0400000US40,Oklahoma,40
207271,null,1718,null,114996,null,1493,null,52743,null,3294,null,25114,null,2147,null,25093,null,2401,null,12046,null,1630,null,92275,null,1510,null,38333,null,3039,null,20498,null,2317,null,21439,null,2246,null,12005,null,1891,null,0400000US41,Oregon,41
324574,null,1867,null,164906,null,1796,null,61519,null,4109,null,53788,null,3594,null,30042,null,3178,null,19557,null,2404,null,159668,null,1758,null,50838,null,3477,null,47492,null,3208,null,36529,null,3045,null,24809,null,2385,null,0400000US42,Pennsylvania,42
65831,null,539,null,32273,null,642,null,12975,null,1964,null,8472,null,1511,null,6553,null,1554,null,4273,null,1127,null,33558,null,740,null,12011,null,1422,null,8948,null,1322,null,9289,null,1412,null,3310,null,848,null,0400000US44,Rhode Island,44
99143,null,2769,null,54026,null,1975,null,25041,null,2038,null,14676,null,1948,null,9561,null,1666,null,4748,null,1144,null,45117,null,2006,null,16265,null,1625,null,10195,null,1686,null,11332,null,1816,null,7325,null,1110,null,0400000US45,South Carolina,45
9164,null,1376,null,4462,null,735,null,1698,null,679,null,961,null,448,null,1109,null,464,null,694,null,427,null,4702,null,899,null,898,null,521,null,2171,null,837,null,1033,null,470,null,600,null,368,null,0400000US46,South Dakota,46
122110,null,2604,null,69096,null,1954,null,34154,null,2745,null,16771,null,2090,null,10301,null,1800,null,7870,null,1474,null,53014,null,1803,null,19392,null,2039,null,14774,null,1956,null,10545,null,1424,null,8303,null,1282,null,0400000US47,Tennessee,47
4876517,null,4223,null,2497316,null,3968,null,1098381,null,16738,null,633019,null,13882,null,511476,null,12468,null,254440,null,10085,null,2379201,null,3269,null,973156,null,13968,null,594732,null,12163,null,531840,null,12140,null,279473,null,9352,null,0400000US48,Texas,48
161900,null,1110,null,86766,null,1070,null,33507,null,2909,null,26041,null,2676,null,18075,null,2332,null,9143,null,1628,null,75134,null,911,null,26359,null,2308,null,21562,null,2072,null,19088,null,2194,null,8125,null,1368,null,0400000US49,Utah,49
4730,null,514,null,2624,null,503,null,179,null,170,null,526,null,419,null,766,null,449,null,1153,null,530,null,2106,null,414,null,264,null,280,null,396,null,242,null,677,null,409,null,769,null,342,null,0400000US50,Vermont,50
300398,null,3517,null,156726,null,2818,null,54388,null,4123,null,36935,null,3546,null,33659,null,3257,null,31744,null,3150,null,143672,null,2506,null,38697,null,3653,null,35894,null,3278,null,35359,null,3199,null,33722,null,2832,null,0400000US51,Virginia,51
326511,null,1740,null,176675,null,1379,null,79140,null,4312,null,39656,null,3306,null,36991,null,3165,null,20888,null,2371,null,149836,null,1462,null,61877,null,3946,null,31562,null,3411,null,35752,null,3050,null,20645,null,2261,null,0400000US53,Washington,53
10128,null,2188,null,5452,null,1396,null,941,null,478,null,1338,null,741,null,1742,null,811,null,1431,null,575,null,4676,null,1257,null,1373,null,607,null,1565,null,747,null,1241,null,454,null,497,null,288,null,0400000US54,West Virginia,54
147681,null,1857,null,80948,null,1658,null,34016,null,2307,null,23807,null,2237,null,14518,null,1656,null,8607,null,1177,null,66733,null,1438,null,26704,null,2179,null,18314,null,1817,null,13538,null,1752,null,8177,null,1438,null,0400000US55,Wisconsin,55
24379,null,1268,null,12621,null,1070,null,3657,null,825,null,5067,null,1040,null,2925,null,934,null,972,null,566,null,11758,null,1022,null,2686,null,868,null,3644,null,1018,null,4088,null,1092,null,1340,null,789,null,0400000US56,Wyoming,56
2563598,null,3946,null,1191910,null,2563,null,411842,null,8696,null,327604,null,7417,null,243547,null,8918,null,208917,null,5237,null,1371688,null,3010,null,399096,null,8226,null,324184,null,7503,null,309087,null,6522,null,339321,null,7412,null,0400000US72,Puerto Rico,72
