C15002I_001E,C15002I_001EA,C15002I_001M,C15002I_001MA,C15002I_002E,C15002I_002EA,C15002I_002M,C15002I_002MA,C15002I_003E,C15002I_003EA,C15002I_003M,C15002I_003MA,C15002I_004E,C15002I_004EA,C15002I_004M,C15002I_004MA,C15002I_005E,C15002I_005EA,C15002I_005M,C15002I_005MA,C15002I_006E,C15002I_006EA,C15002I_006M,C15002I_006MA,C15002I_007E,C15002I_007EA,C15002I_007M,C15002I_007MA,C15002I_008E,C15002I_008EA,C15002I_008M,C15002I_008MA,C15002I_009E,C15002I_009EA,C15002I_009M,C15002I_009MA,C15002I_010E,C15002I_010EA,C15002I_010M,C15002I_010MA,C15002I_011E,C15002I_011EA,C15002I_011M,C15002I_011MA,GEO_ID,NAME,state
70526,null,1755,null,38222,null,1567,null,18936,null,1775,null,10581,null,1571,null,4575,null,909,null,4130,null,865,null,32304,null,1532,null,13562,null,1694,null,8573,null,1118,null,5108,null,1079,null,5061,null,988,null,0400000US01,Alabama,01
20875,null,1161,null,11475,null,1177,null,2818,null,874,null,2483,null,790,null,4636,null,1302,null,1538,null,535,null,9400,null,614,null,1281,null,527,null,2452,null,622,null,3583,null,741,null,2084,null,596,null,0400000US02,Alaska,02
1043446,null,1719,null,544750,null,1286,null,209664,null,8230,null,149316,null,7800,null,134355,null,8305,null,51415,null,4082,null,498696,null,999,null,181462,null,5932,null,131581,null,5336,null,130583,null,5631,null,55070,null,4261,null,0400000US04,Arizona,04
80013,null,1895,null,41894,null,1747,null,23795,null,2199,null,10453,null,1829,null,5305,null,1164,null,2341,null,635,null,38119,null,1436,null,17957,null,1545,null,11633,null,1732,null,5151,null,1068,null,3378,null,799,null,0400000US05,Arkansas,05
7312489,null,2223,null,3758889,null,1649,null,1655174,null,19534,null,943760,null,19168,null,809411,null,16220,null,350544,null,11365,null,3553600,null,1580,null,1512986,null,19175,null,831642,null,13178,null,835085,null,15921,null,373887,null,8961,null,0400000US06,California,06
535911,null,1680,null,282235,null,1476,null,105202,null,5314,null,82050,null,4741,null,61792,null,3898,null,33191,null,3237,null,253676,null,1418,null,91840,null,5380,null,61595,null,3485,null,64649,null,4278,null,35592,null,2907,null,0400000US08,Colorado,08
236735,null,1290,null,116480,null,1052,null,42054,null,3388,null,38880,null,3557,null,21561,null,2273,null,13985,null,1681,null,120255,null,772,null,37523,null,2444,null,32673,null,3001,null,31328,null,2393,null,18731,null,1874,null,0400000US09,Connecticut,09
32175,null,436,null,17307,null,409,null,7636,null,1616,null,4569,null,1281,null,2750,null,889,null,2352,null,1092,null,14868,null,406,null,6133,null,1141,null,3740,null,1032,null,3490,null,848,null,1505,null,564,null,0400000US10,Delaware,10
33040,null,0,*****,17540,null,0,*****,7926,null,1361,null,2075,null,961,null,1063,null,494,null,6476,null,1235,null,15500,null,0,*****,5616,null,1162,null,2432,null,834,null,2494,null,939,null,4958,null,1181,null,0400000US11,District of Columbia,11
2513758,null,3973,null,1260260,null,2701,null,347785,null,11879,null,376224,null,11053,null,295675,null,9263,null,240576,null,8199,null,1253498,null,2676,null,309122,null,8673,null,344441,null,8204,null,338685,null,9166,null,261250,null,8451,null,0400000US12,Florida,12
