C17006_001E,C17006_001EA,C17006_001M,C17006_001MA,C17006_002E,C17006_002EA,C17006_002M,C17006_002MA,C17006_003E,C17006_003EA,C17006_003M,C17006_003MA,C17006_004E,C17006_004EA,C17006_004M,C17006_004MA,C17006_005E,C17006_005EA,C17006_005M,C17006_005MA,C17006_006E,C17006_006EA,C17006_006M,C17006_006MA,C17006_007E,C17006_007EA,C17006_007M,C17006_007MA,GEO_ID,NAME,state
1110557,null,3805,null,272239,null,10571,null,71210,null,7276,null,201029,null,9723,null,838318,null,10580,null,623579,null,11346,null,214739,null,8983,null,0400000US01,Alabama,01
178897,null,1754,null,21870,null,3281,null,7757,null,1805,null,14113,null,2836,null,157027,null,3682,null,119711,null,4197,null,37316,null,3418,null,0400000US02,Alaska,02
1696764,null,5613,null,390723,null,16092,null,161833,null,11663,null,228890,null,12335,null,1306041,null,18014,null,954612,null,19772,null,351429,null,15259,null,0400000US04,Arizona,04
693842,null,2693,null,186751,null,8827,null,63095,null,6212,null,123656,null,8031,null,507091,null,9491,null,380268,null,10807,null,126823,null,8131,null,0400000US05,Arkansas,05
9244163,null,11480,null,1808741,null,31953,null,766624,null,24953,null,1042117,null,30468,null,7435422,null,32722,null,5639442,null,39990,null,1795980,null,33857,null,0400000US06,California,06
1206115,null,3614,null,205317,null,12024,null,82346,null,9101,null,122971,null,9941,null,1000798,null,11820,null,801527,null,13701,null,199271,null,10550,null,0400000US08,Colorado,08
797329,null,2286,null,94650,null,7875,null,19854,null,3776,null,74796,null,6760,null,702679,null,8504,null,545514,null,10083,null,157165,null,9061,null,0400000US09,Connecticut,09
202061,null,1729,null,32520,null,5342,null,8110,null,2753,null,24410,null,4663,null,169541,null,5261,null,120952,null,5568,null,48589,null,4579,null,0400000US10,Delaware,10
112003,null,930,null,32648,null,4671,null,1944,null,1341,null,30704,null,4475,null,79355,null,4703,null,42930,null,3868,null,36425,null,4472,null,0400000US11,District of Columbia,11
3976645,null,8181,null,835363,null,23162,null,265687,null,15748,null,569676,null,21831,null,3141282,null,23053,null,2266434,null,22998,null,874848,null,24595,null,0400000US12,Florida,12
2536075,null,5710,null,560761,null,19403,null,177182,null,12218,null,383579,null,16777,null,1975314,null,18284,null,1448540,null,18521,null,526774,null,17696,null,0400000US13,Georgia,13
282833,null,2153,null,37826,null,4249,null,12283,null,3019,null,25543,null,3877,null,245007,null,4655,null,182239,null,6960,null,62768,null,5961,null,0400000US15,Hawaii,15
411819,null,2098,null,73108,null,6435,null,37679,null,5136,null,35429,null,5106,null,338711,null,6546,null,279412,null,7332,null,59299,null,5188,null,0400000US16,Idaho,16
3119623,null,5805,null,581466,null,20690,null,175199,null,12249,null,406267,null,16283,null,2538157,null,21621,null,1955397,null,22900,null,582760,null,17480,null,0400000US17,Illinois,17
1551843,null,4366,null,305085,null,12603,null,92797,null,9228,null,212288,null,11192,null,1246758,null,13747,null,972963,null,15289,null,273795,null,10174,null,0400000US18,Indiana,18
691565,null,2815,null,104303,null,7581,null,32133,null,4209,null,72170,null,6167,null,587262,null,8025,null,465109,null,8235,null,122153,null,5354,null,0400000US19,Iowa,19
685550,null,3355,null,118029,null,8753,null,36838,null,5133,null,81191,null,7328,null,567521,null,9227,null,447521,null,9351,null,120000,null,7511,null,0400000US20,Kansas,20
992805,null,4812,null,250500,null,12018,null,84805,null,7568,null,165695,null,10114,null,742305,null,11492,null,580355,null,13821,null,161950,null,9381,null,0400000US21,Kentucky,21
1104270,null,2867,null,265503,null,12148,null,52752,null,6327,null,212751,null,11235,null,838767,null,11967,null,606784,null,12132,null,231983,null,11405,null,0400000US22,Louisiana,22
262625,null,2057,null,43743,null,4253,null,13415,null,3150,null,30328,null,3706,null,218882,null,4552,null,165807,null,4848,null,53075,null,4140,null,0400000US23,Maine,23
1325795,null,3198,null,149153,null,10243,null,32628,null,5407,null,116525,null,8519,null,1176642,null,10092,null,862865,null,13838,null,313777,null,12396,null,0400000US24,Maryland,24
1410600,null,2958,null,180708,null,9742,null,38179,null,4752,null,142529,null,9794,null,1229892,null,9871,null,967559,null,13280,null,262333,null,10687,null,0400000US25,Massachusetts,25
2298266,null,4865,null,508454,null,15734,null,168534,null,11076,null,339920,null,13122,null,1789812,null,16317,null,1380715,null,16504,null,409097,null,12796,null,0400000US26,Michigan,26
1232111,null,3930,null,168230,null,8661,null,62507,null,5988,null,105723,null,7658,null,1063881,null,9080,null,855903,null,11728,null,207978,null,9702,null,0400000US27,Minnesota,27
747224,null,3610,null,229365,null,9707,null,46616,null,5609,null,182749,null,10310,null,517859,null,9945,null,361562,null,10659,null,156297,null,8631,null,0400000US28,Mississippi,28
1397818,null,5051,null,284306,null,12897,null,81768,null,6960,null,202538,null,10619,null,1113512,null,13688,null,849077,null,12512,null,264435,null,11462,null,0400000US29,Missouri,29
214915,null,2253,null,44998,null,4960,null,14059,null,2340,null,30939,null,4741,null,169917,null,5166,null,136448,null,6014,null,33469,null,3646,null,0400000US30,Montana,30
432321,null,3479,null,63268,null,4891,null,22329,null,3606,null,40939,null,4560,null,369053,null,6228,null,298126,null,6109,null,70927,null,4625,null,0400000US31,Nebraska,31
666716,null,3383,null,113891,null,10302,null,44086,null,7190,null,69805,null,8372,null,552825,null,11612,null,401059,null,11267,null,151766,null,9666,null,0400000US32,Nevada,32
281968,null,2127,null,28904,null,4354,null,7710,null,2107,null,21194,null,3788,null,253064,null,4886,null,203507,null,5595,null,49557,null,4147,null,0400000US33,New Hampshire,33
2018631,null,3284,null,266289,null,13456,null,74178,null,7606,null,192111,null,11365,null,1752342,null,13336,null,1355190,null,17301,null,397152,null,13213,null,0400000US34,New Jersey,34
504583,null,3208,null,126194,null,10073,null,45320,null,6628,null,80874,null,7543,null,378389,null,10162,null,267552,null,10989,null,110837,null,8404,null,0400000US35,New Mexico,35
4334520,null,7368,null,852840,null,20598,null,276316,null,16950,null,576524,null,18340,null,3481680,null,22112,null,2587681,null,27251,null,893999,null,19125,null,0400000US36,New York,36
2228025,null,5436,null,494892,null,15248,null,152982,null,10931,null,341910,null,13796,null,1733133,null,14710,null,1307161,null,17744,null,425972,null,14497,null,0400000US37,North Carolina,37
138959,null,1112,null,17636,null,2354,null,5052,null,1400,null,12584,null,2104,null,121323,null,2715,null,99288,null,3250,null,22035,null,2266,null,0400000US38,North Dakota,38
2660188,null,5664,null,571579,null,17186,null,158818,null,9961,null,412761,null,14802,null,2088609,null,17279,null,1595458,null,19050,null,493151,null,14590,null,0400000US39,Ohio,39
897940,null,4168,null,196012,null,10336,null,64762,null,6038,null,131250,null,8914,null,701928,null,9870,null,534680,null,10543,null,167248,null,8031,null,0400000US40,Oklahoma,40
851872,null,3460,null,159380,null,9530,null,59518,null,6922,null,99862,null,8299,null,692492,null,9523,null,539972,null,11704,null,152520,null,8412,null,0400000US41,Oregon,41
2710634,null,5455,null,454502,null,14828,null,119851,null,8950,null,334651,null,14011,null,2256132,null,14814,null,1737826,null,14473,null,518306,null,16382,null,0400000US42,Pennsylvania,42
222212,null,1673,null,36434,null,3994,null,7429,null,2139,null,29005,null,3857,null,185778,null,3993,null,135394,null,5487,null,50384,null,4820,null,0400000US44,Rhode Island,44
1057324,null,4273,null,255444,null,10779,null,70185,null,7722,null,185259,null,10834,null,801880,null,10841,null,583381,null,13298,null,218499,null,11580,null,0400000US45,South Carolina,45
190848,null,1982,null,34671,null,4084,null,11233,null,3025,null,23438,null,3242,null,156177,null,4445,null,125417,null,4166,null,30760,null,3335,null,0400000US46,South Dakota,46
1458814,null,5323,null,342574,null,13284,null,108185,null,8379,null,234389,null,11457,null,1116240,null,12787,null,842634,null,12884,null,273606,null,12071,null,0400000US47,Tennessee,47
6776185,null,8887,null,1639551,null,31311,null,658443,null,22941,null,981108,null,27019,null,5136634,null,32328,null,3897193,null,38170,null,1239441,null,27889,null,0400000US48,Texas,48
857848,null,2995,null,102309,null,8426,null,52165,null,6140,null,50144,null,6685,null,755539,null,9095,null,655736,null,10753,null,99803,null,7358,null,0400000US49,Utah,49
123520,null,1179,null,15821,null,2240,null,4603,null,1375,null,11218,null,1820,null,107699,null,2413,null,83067,null,2942,null,24632,null,2117,null,0400000US50,Vermont,50
1808871,null,4877,null,246276,null,14535,null,70663,null,9162,null,175613,null,9434,null,1562595,null,14758,null,1205945,null,14619,null,356650,null,13719,null,0400000US51,Virginia,51
1537467,null,3964,null,243075,null,13199,null,84029,null,8053,null,159046,null,10096,null,1294392,null,13446,null,1015448,null,14495,null,278944,null,9569,null,0400000US53,Washington,53
374365,null,2919,null,87565,null,5339,null,30883,null,3372,null,56682,null,4607,null,286800,null,5063,null,231279,null,5970,null,55521,null,4657,null,0400000US54,West Virginia,54
1277652,null,3525,null,208496,null,9777,null,61663,null,5150,null,146833,null,8161,null,1069156,null,9835,null,843001,null,11930,null,226155,null,8750,null,0400000US55,Wisconsin,55
126015,null,2197,null,15167,null,3062,null,6594,null,2099,null,8573,null,2241,null,110848,null,3434,null,86629,null,4243,null,24219,null,3050,null,0400000US56,Wyoming,56
947313,null,3035,null,538828,null,9833,null,183147,null,7935,null,355681,null,10442,null,408485,null,9960,null,286917,null,10265,null,121568,null,7030,null,0400000US72,Puerto Rico,72
