B25091_001E,B25091_001EA,B25091_001M,B25091_001MA,B25091_002E,B25091_002EA,B25091_002M,B25091_002MA,B25091_003E,B25091_003EA,B25091_003M,B25091_003MA,B25091_004E,B25091_004EA,B25091_004M,B25091_004MA,B25091_005E,B25091_005EA,B25091_005M,B25091_005MA,B25091_006E,B25091_006EA,B25091_006M,B25091_006MA,B25091_007E,B25091_007EA,B25091_007M,B25091_007MA,B25091_008E,B25091_008EA,B25091_008M,B25091_008MA,B25091_009E,B25091_009EA,B25091_009M,B25091_009MA,B25091_010E,B25091_010EA,B25091_010M,B25091_010MA,B25091_011E,B25091_011EA,B25091_011M,B25091_011MA,B25091_012E,B25091_012EA,B25091_012M,B25091_012MA,B25091_013E,B25091_013EA,B25091_013M,B25091_013MA,B25091_014E,B25091_014EA,B25091_014M,B25091_014MA,B25091_015E,B25091_015EA,B25091_015M,B25091_015MA,B25091_016E,B25091_016EA,B25091_016M,B25091_016MA,B25091_017E,B25091_017EA,B25091_017M,B25091_017MA,B25091_018E,B25091_018EA,B25091_018M,B25091_018MA,B25091_019E,B25091_019EA,B25091_019M,B25091_019MA,B25091_020E,B25091_020EA,B25091_020M,B25091_020MA,B25091_021E,B25091_021EA,B25091_021M,B25091_021MA,B25091_022E,B25091_022EA,B25091_022M,B25091_022MA,B25091_023E,B25091_023EA,B25091_023M,B25091_023MA,GEO_ID,NAME,state
1285879,null,10656,null,779325,null,11540,null,46140,null,3037,null,127117,null,5043,null,158544,null,5541,null,124812,null,4729,null,88897,null,4737,null,55278,null,3685,null,39383,null,3461,null,48011,null,3544,null,87316,null,4713,null,3827,null,998,null,506554,null,9492,null,217715,null,7036,null,94016,null,4367,null,57767,null,3790,null,36276,null,2655,null,23346,null,2086,null,15195,null,1743,null,11070,null,1851,null,16140,null,1957,null,27821,null,2279,null,7208,null,1344,null,0400000US01,Alabama,01
154337,null,3768,null,104790,null,4016,null,4742,null,1039,null,13409,null,1368,null,19726,null,2172,null,17560,null,1943,null,14639,null,1887,null,10862,null,1530,null,6135,null,995,null,7506,null,1301,null,9868,null,1683,null,343,null,400,null,49547,null,2899,null,23026,null,1866,null,9482,null,1267,null,5007,null,1018,null,2710,null,707,null,1674,null,592,null,1440,null,486,null,934,null,356,null,1221,null,436,null,3851,null,929,null,202,null,277,null,0400000US02,Alaska,02
1526790,null,12373,null,1076371,null,12607,null,49548,null,3012,null,107671,null,4435,null,166100,null,5522,null,166600,null,6828,null,138231,null,6376,null,103134,null,4808,null,71480,null,5004,null,90810,null,4566,null,174475,null,7487,null,8322,null,1511,null,450419,null,8066,null,198397,null,6774,null,85105,null,4337,null,49332,null,3258,null,32796,null,2697,null,18438,null,2097,null,13402,null,1785,null,8850,null,1449,null,12142,null,1816,null,24265,null,2426,null,7692,null,1446,null,0400000US04,Arizona,04
742860,null,10442,null,435512,null,8884,null,33793,null,3339,null,83218,null,3877,null,86124,null,4159,null,67479,null,4485,null,45208,null,3277,null,29885,null,2622,null,18910,null,1823,null,24970,null,2318,null,44069,null,3273,null,1856,null,740,null,307348,null,6395,null,140224,null,4843,null,62878,null,3465,null,33874,null,2468,null,21587,null,1960,null,12438,null,1618,null,8505,null,1309,null,4893,null,980,null,6602,null,1428,null,13930,null,1737,null,2417,null,781,null,0400000US05,Arkansas,05
6910054,null,26866,null,5226588,null,27593,null,174200,null,5927,null,386590,null,7773,null,589028,null,11333,null,685382,null,12572,null,639044,null,11667,null,540432,null,10608,null,427064,null,10249,null,571261,null,11378,null,1187470,null,15471,null,26117,null,2738,null,1683466,null,16569,null,769512,null,12396,null,300155,null,7395,null,175751,null,6210,null,111536,null,4710,null,71655,null,4063,null,50580,null,3133,null,38026,null,2789,null,45580,null,3040,null,103160,null,4437,null,17511,null,1744,null,0400000US06,California,06
1279955,null,10174,null,971804,null,9735,null,48488,null,2612,null,108148,null,4584,null,167822,null,5492,null,164458,null,6271,null,132568,null,5002,null,93262,null,4981,null,57285,null,3237,null,72266,null,4200,null,123834,null,5331,null,3673,null,961,null,308151,null,6700,null,152203,null,4941,null,58439,null,3381,null,30350,null,2566,null,19701,null,1952,null,11282,null,1688,null,7438,null,1243,null,4434,null,1111,null,5992,null,1082,null,14141,null,1832,null,4171,null,950,null,0400000US08,Colorado,08
913166,null,7185,null,659299,null,8016,null,26882,null,2360,null,62255,null,3673,null,102573,null,5290,null,109760,null,4212,null,88851,null,4475,null,68086,null,3763,null,45190,null,3375,null,54146,null,3248,null,99355,null,4659,null,2201,null,841,null,253867,null,5724,null,63309,null,3420,null,49169,null,3328,null,34741,null,2154,null,24042,null,1948,null,18265,null,2040,null,13479,null,1649,null,8916,null,1286,null,13365,null,1309,null,26851,null,2213,null,1730,null,599,null,0400000US09,Connecticut,09
240908,null,4399,null,168711,null,4461,null,8736,null,1324,null,20253,null,1862,null,29995,null,2770,null,26020,null,2175,null,22472,null,2185,null,14668,null,1861,null,10847,null,1452,null,13885,null,1921,null,21296,null,2223,null,539,null,410,null,72197,null,2671,null,30586,null,1903,null,13516,null,1587,null,7164,null,1420,null,4863,null,881,null,3546,null,660,null,2228,null,727,null,2236,null,670,null,2331,null,635,null,4757,null,969,null,970,null,549,null,0400000US10,Delaware,10
111618,null,3411,null,87382,null,3517,null,6686,null,1372,null,10471,null,1333,null,13619,null,1533,null,13346,null,1500,null,8769,null,1341,null,9007,null,1275,null,5851,null,1085,null,6538,null,1149,null,12614,null,1693,null,481,null,361,null,24236,null,2203,null,12034,null,1457,null,3256,null,686,null,1704,null,574,null,1774,null,563,null,1389,null,606,null,410,null,299,null,299,null,247,null,873,null,485,null,2058,null,698,null,439,null,338,null,0400000US11,District of Columbia,11
4785064,null,27252,null,3093098,null,23983,null,105190,null,4488,null,256265,null,6200,null,393877,null,8906,null,426661,null,11518,null,369386,null,9216,null,298848,null,8575,null,220756,null,7169,null,296840,null,9715,null,704968,null,14597,null,20307,null,2321,null,1691966,null,17640,null,552351,null,10021,null,341601,null,9946,null,215208,null,7636,null,137446,null,5457,null,97503,null,4949,null,68974,null,4332,null,51795,null,3606,null,62220,null,4031,null,136832,null,5696,null,28036,null,2404,null,0400000US12,Florida,12
