C17024_001E,C17024_001EA,C17024_001M,C17024_001MA,C17024_002E,C17024_002EA,C17024_002M,C17024_002MA,C17024_003E,C17024_003EA,C17024_003M,C17024_003MA,C17024_004E,C17024_004EA,C17024_004M,C17024_004MA,C17024_005E,C17024_005EA,C17024_005M,C17024_005MA,C17024_006E,C17024_006EA,C17024_006M,C17024_006MA,C17024_007E,C17024_007EA,C17024_007M,C17024_007MA,C17024_008E,C17024_008EA,C17024_008M,C17024_008MA,C17024_009E,C17024_009EA,C17024_009M,C17024_009MA,C17024_010E,C17024_010EA,C17024_010M,C17024_010MA,C17024_011E,C17024_011EA,C17024_011M,C17024_011MA,C17024_012E,C17024_012EA,C17024_012M,C17024_012MA,C17024_013E,C17024_013EA,C17024_013M,C17024_013MA,C17024_014E,C17024_014EA,C17024_014M,C17024_014MA,C17024_015E,C17024_015EA,C17024_015M,C17024_015MA,C17024_016E,C17024_016EA,C17024_016M,C17024_016MA,C17024_017E,C17024_017EA,C17024_017M,C17024_017MA,C17024_018E,C17024_018EA,C17024_018M,C17024_018MA,C17024_019E,C17024_019EA,C17024_019M,C17024_019MA,C17024_020E,C17024_020EA,C17024_020M,C17024_020MA,C17024_021E,C17024_021EA,C17024_021M,C17024_021MA,C17024_022E,C17024_022EA,C17024_022M,C17024_022MA,C17024_023E,C17024_023EA,C17024_023M,C17024_023MA,C17024_024E,C17024_024EA,C17024_024M,C17024_024MA,C17024_025E,C17024_025EA,C17024_025M,C17024_025MA,C17024_026E,C17024_026EA,C17024_026M,C17024_026MA,C17024_027E,C17024_027EA,C17024_027M,C17024_027MA,C17024_028E,C17024_028EA,C17024_028M,C17024_028MA,GEO_ID,NAME,state
4588899,null,2203,null,1113779,null,3542,null,125187,null,8583,null,149719,null,8343,null,75160,null,6556,null,192081,null,10242,null,201150,null,9400,null,133922,null,8499,null,91781,null,6454,null,144779,null,6810,null,2851035,null,3231,null,203276,null,9242,null,256145,null,11309,null,128578,null,9312,null,419029,null,14887,null,489200,null,16976,null,391041,null,14134,null,308851,null,12759,null,654915,null,12440,null,624085,null,2739,null,15465,null,2094,null,54891,null,3596,null,44890,null,3649,null,122473,null,5948,null,121911,null,5421,null,92473,null,4134,null,54337,null,3996,null,117645,null,5544,null,0400000US01,Alabama,01
682412,null,1129,null,180409,null,1614,null,9629,null,2443,null,13490,null,2665,null,8003,null,2012,null,28472,null,3933,null,33705,null,3668,null,30782,null,3847,null,22027,null,3685,null,34301,null,3201,null,450910,null,1605,null,17101,null,2551,null,19778,null,2376,null,12077,null,1772,null,46436,null,4766,null,61721,null,5474,null,67223,null,5007,null,59467,null,5061,null,167107,null,6236,null,51093,null,1407,null,556,null,348,null,1099,null,421,null,1734,null,564,null,6428,null,1021,null,8612,null,1594,null,6856,null,1466,null,5984,null,1120,null,19824,null,1990,null,0400000US02,Alaska,02
6475485,null,4779,null,1704484,null,4874,null,180736,null,13001,null,217324,null,14000,null,118106,null,10362,null,297480,null,12848,null,307319,null,15362,null,216163,null,11752,null,133957,null,7629,null,233399,null,10175,null,3916925,null,2704,null,285399,null,12603,null,314700,null,13275,null,166305,null,10695,null,522298,null,17710,null,655371,null,19392,null,553690,null,18693,null,408105,null,13787,null,1011057,null,19897,null,854076,null,2282,null,24685,null,2463,null,47053,null,3778,null,37991,null,3543,null,138704,null,6869,null,165415,null,8677,null,132817,null,5578,null,92529,null,5113,null,214882,null,7699,null,0400000US04,Arizona,04
2806056,null,2222,null,696739,null,2678,null,83330,null,7199,null,105868,null,7047,null,53223,null,6793,null,131398,null,8169,null,119972,null,7991,null,78917,null,5202,null,51540,null,5441,null,72491,null,4844,null,1717492,null,2687,null,122442,null,7325,null,168872,null,9047,null,83036,null,5955,null,268914,null,11458,null,312359,null,13186,null,247478,null,10804,null,185462,null,10541,null,328929,null,10890,null,391825,null,2339,null,9864,null,1671,null,37002,null,2584,null,31891,null,2869,null,77107,null,4705,null,81590,null,4485,null,57447,null,3429,null,35350,null,3133,null,61574,null,3622,null,0400000US05,Arkansas,05
36202780,null,9722,null,9285292,null,9886,null,729817,null,23109,null,1116924,null,30641,null,588038,null,21203,null,1607700,null,31165,null,1578036,null,31980,null,1036164,null,22681,null,765842,null,19890,null,1862771,null,30176,null,22893072,null,5934,null,1333141,null,28445,null,1596729,null,30275,null,969400,null,27039,null,3044280,null,39994,null,3547882,null,44287,null,2838851,null,41419,null,2329053,null,40940,null,7233736,null,49356,null,4024416,null,5114,null,109674,null,5388,null,242423,null,7524,null,222074,null,8749,null,624951,null,12443,null,676071,null,14125,null,529371,null,13027,null,400764,null,10961,null,1219088,null,17933,null,0400000US06,California,06
4917061,null,2396,null,1211884,null,2849,null,94866,null,9300,null,115632,null,9101,null,57940,null,7006,null,172163,null,11009,null,210515,null,9362,null,167743,null,9414,null,126145,null,6822,null,266880,null,9396,null,3188535,null,2530,null,179727,null,9256,null,199520,null,10559,null,106614,null,7729,null,353866,null,14968,null,483243,null,15369,null,430241,null,14887,null,380406,null,13736,null,1054918,null,18088,null,516642,null,2502,null,15563,null,2415,null,29079,null,2769,null,25206,null,2687,null,73874,null,4051,null,92131,null,5583,null,72348,null,4496,null,59820,null,4348,null,148621,null,6433,null,0400000US08,Colorado,08
3409901,null,1798,null,799678,null,2127,null,44752,null,5565,null,52141,null,5193,null,25087,null,4176,null,86922,null,7444,null,120783,null,8149,null,104733,null,6854,null,92004,null,6683,null,273256,null,7884,null,2150232,null,2181,null,94635,null,6511,null,99411,null,6977,null,42558,null,4345,null,163275,null,10643,null,263346,null,12066,null,278205,null,11854,null,264938,null,9957,null,943864,null,16201,null,459991,null,1990,null,10429,null,1468,null,19186,null,2084,null,17509,null,2133,null,64361,null,3835,null,79152,null,3770,null,66271,null,4560,null,47325,null,3830,null,155758,null,5606,null,0400000US09,Connecticut,09
860972,null,1467,null,203253,null,1500,null,14609,null,3668,null,18899,null,3728,null,10370,null,2730,null,30434,null,4853,null,39249,null,4676,null,24707,null,3173,null,22496,null,3319,null,42489,null,3764,null,536392,null,1225,null,24389,null,3347,null,27478,null,3641,null,16971,null,3265,null,57909,null,5002,null,85370,null,5648,null,75231,null,6448,null,63010,null,4790,null,186034,null,7526,null,121327,null,1136,null,3164,null,836,null,4712,null,1065,null,5349,null,1202,null,16918,null,1979,null,23621,null,2438,null,18344,null,1903,null,13129,null,1842,null,36090,null,2927,null,0400000US10,Delaware,10
570093,null,857,null,112536,null,885,null,21192,null,4087,null,11941,null,2668,null,4582,null,1875,null,17277,null,3969,null,14206,null,3219,null,10703,null,2789,null,4022,null,1548,null,28613,null,3164,null,391793,null,1214,null,36618,null,4117,null,25544,null,3141,null,10607,null,2491,null,39579,null,5047,null,45715,null,4433,null,39279,null,3846,null,31704,null,4202,null,162747,null,6177,null,65764,null,1189,null,3318,null,922,null,6288,null,1330,null,2821,null,853,null,8554,null,1620,null,7804,null,1770,null,5637,null,1198,null,5409,null,1162,null,25933,null,1954,null,0400000US11,District of Columbia,11
18124789,null,5650,null,3994164,null,7309,null,367870,null,15519,null,483933,null,19862,null,268508,null,18666,null,716495,null,22000,null,759600,null,21597,null,481521,null,16094,null,310902,null,13408,null,605335,null,16284,null,11012220,null,9348,null,717404,null,18210,null,821164,null,20842,null,487572,null,19110,null,1614034,null,32113,null,1997082,null,35486,null,1571362,null,31996,null,1146926,null,23514,null,2656676,null,35482,null,3118405,null,8168,null,95091,null,7569,null,222463,null,9163,null,164271,null,7258,null,538508,null,13104,null,598834,null,11647,null,465254,null,12723,null,309378,null,10661,null,724606,null,12275,null,0400000US12,Florida,12
