B08503_001E,B08503_001EA,B08503_001M,B08503_001MA,B08503_002E,B08503_002EA,B08503_002M,B08503_002MA,B08503_003E,B08503_003EA,B08503_003M,B08503_003MA,B08503_004E,B08503_004EA,B08503_004M,B08503_004MA,B08503_005E,B08503_005EA,B08503_005M,B08503_005MA,B08503_006E,B08503_006EA,B08503_006M,B08503_006MA,B08503_007E,B08503_007EA,B08503_007M,B08503_007MA,GEO_ID,NAME,state
41.7,null,0.2,null,42.1,null,0.3,null,38.1,null,0.8,null,40.3,null,5.4,null,36.6,null,3.0,null,36.8,null,2.9,null,47.8,null,2.4,null,0400000US01,Alabama,01
41.2,null,0.5,null,42.0,null,0.6,null,37.3,null,2.2,null,42.0,null,3.7,null,37.5,null,2.0,null,40.8,null,2.9,null,48.5,null,2.2,null,0400000US02,Alaska,02
40.1,null,0.2,null,40.4,null,0.2,null,36.5,null,0.6,null,37.3,null,1.8,null,33.8,null,2.0,null,36.8,null,1.9,null,47.3,null,0.9,null,0400000US04,Arizona,04
41.3,null,0.3,null,41.8,null,0.3,null,38.5,null,0.8,null,40.7,null,5.0,null,39.1,null,4.3,null,38.3,null,2.6,null,46.7,null,1.8,null,0400000US05,Arkansas,05
40.8,null,0.1,null,41.3,null,0.2,null,38.9,null,0.3,null,37.8,null,0.5,null,34.6,null,0.8,null,36.2,null,0.7,null,46.4,null,0.3,null,0400000US06,California,06
41.0,null,0.1,null,41.5,null,0.2,null,37.6,null,0.8,null,37.4,null,1.3,null,31.2,null,1.1,null,35.2,null,1.2,null,47.5,null,0.5,null,0400000US08,Colorado,08
43.7,null,0.2,null,44.4,null,0.2,null,39.1,null,1.1,null,35.2,null,2.0,null,27.4,null,2.4,null,37.5,null,5.7,null,49.4,null,1.1,null,0400000US09,Connecticut,09
42.2,null,0.4,null,42.7,null,0.4,null,36.6,null,2.3,null,41.8,null,5.9,null,29.6,null,3.2,null,42.8,null,6.4,null,49.7,null,2.6,null,0400000US10,Delaware,10
42.4,null,0.4,null,44.6,null,0.7,null,42.5,null,1.1,null,39.9,null,0.7,null,33.8,null,1.4,null,42.6,null,2.9,null,44.4,null,2.0,null,0400000US11,District of Columbia,11
42.3,null,0.2,null,42.8,null,0.2,null,38.5,null,0.5,null,37.7,null,1.7,null,37.1,null,2.8,null,38.4,null,1.4,null,47.0,null,0.7,null,0400000US12,Florida,12
40.7,null,0.2,null,41.4,null,0.2,null,37.9,null,0.6,null,38.5,null,1.5,null,30.1,null,1.7,null,39.0,null,1.2,null,42.6,null,0.6,null,0400000US13,Georgia,13
41.3,null,0.4,null,41.3,null,0.5,null,40.7,null,1.7,null,41.8,null,2.8,null,36.0,null,2.3,null,36.2,null,3.1,null,51.2,null,3.6,null,0400000US15,Hawaii,15
40.4,null,0.4,null,40.5,null,0.4,null,36.3,null,1.3,null,44.7,null,3.8,null,32.9,null,5.7,null,38.7,null,3.7,null,46.5,null,2.1,null,0400000US16,Idaho,16
41.5,null,0.2,null,42.5,null,0.2,null,38.9,null,0.4,null,37.3,null,0.5,null,33.1,null,1.3,null,37.3,null,1.5,null,46.0,null,0.5,null,0400000US17,Illinois,17
42.0,null,0.2,null,42.5,null,0.2,null,38.4,null,0.7,null,37.2,null,2.8,null,31.1,null,3.4,null,37.1,null,2.9,null,47.5,null,1.1,null,0400000US18,Indiana,18
42.1,null,0.3,null,42.8,null,0.3,null,38.7,null,0.9,null,31.3,null,2.0,null,30.5,null,2.3,null,39.7,null,2.3,null,47.7,null,1.1,null,0400000US19,Iowa,19
41.5,null,0.3,null,42.1,null,0.3,null,37.4,null,0.8,null,38.4,null,4.4,null,30.6,null,4.5,null,35.0,null,3.1,null,47.1,null,0.9,null,0400000US20,Kansas,20
41.1,null,0.2,null,41.5,null,0.3,null,37.5,null,0.9,null,40.4,null,1.5,null,28.2,null,3.8,null,39.6,null,2.9,null,47.1,null,1.3,null,0400000US21,Kentucky,21
40.9,null,0.2,null,41.4,null,0.2,null,37.7,null,0.9,null,38.0,null,1.9,null,34.4,null,2.4,null,39.4,null,4.0,null,46.5,null,2.0,null,0400000US22,Louisiana,22
44.0,null,0.3,null,44.5,null,0.4,null,39.5,null,2.1,null,35.4,null,16.3,null,33.3,null,2.7,null,37.9,null,5.0,null,48.0,null,1.4,null,0400000US23,Maine,23
42.6,null,0.2,null,43.4,null,0.2,null,39.2,null,0.8,null,37.4,null,1.3,null,29.9,null,1.6,null,39.3,null,1.4,null,47.2,null,1.0,null,0400000US24,Maryland,24
42.9,null,0.1,null,44.4,null,0.2,null,40.4,null,0.6,null,35.4,null,0.6,null,31.0,null,1.0,null,33.6,null,1.1,null,46.9,null,1.0,null,0400000US25,Massachusetts,25
42.3,null,0.2,null,42.7,null,0.2,null,39.6,null,0.5,null,35.9,null,1.6,null,29.6,null,1.4,null,39.8,null,2.4,null,46.1,null,0.6,null,0400000US26,Michigan,26
42.0,null,0.2,null,42.4,null,0.2,null,38.7,null,0.7,null,37.9,null,1.2,null,34.9,null,2.5,null,37.7,null,2.6,null,46.9,null,0.8,null,0400000US27,Minnesota,27
41.2,null,0.2,null,41.4,null,0.3,null,38.6,null,0.8,null,42.8,null,5.3,null,35.3,null,4.2,null,43.0,null,5.4,null,45.5,null,2.1,null,0400000US28,Mississippi,28
41.9,null,0.2,null,42.3,null,0.2,null,38.6,null,0.7,null,42.4,null,2.7,null,33.1,null,3.1,null,37.5,null,2.3,null,45.9,null,0.8,null,0400000US29,Missouri,29
43.4,null,0.4,null,44.0,null,0.5,null,38.4,null,1.2,null,44.3,null,7.1,null,38.9,null,3.0,null,31.8,null,3.3,null,47.8,null,1.4,null,0400000US30,Montana,30
41.4,null,0.3,null,41.8,null,0.4,null,37.1,null,1.4,null,39.5,null,4.0,null,33.1,null,2.7,null,38.5,null,3.9,null,48.5,null,1.4,null,0400000US31,Nebraska,31
40.7,null,0.2,null,40.7,null,0.3,null,38.6,null,0.9,null,38.8,null,2.3,null,36.5,null,3.3,null,40.8,null,1.9,null,47.5,null,2.2,null,0400000US32,Nevada,32
43.8,null,0.4,null,44.2,null,0.3,null,39.7,null,1.8,null,27.3,null,7.6,null,28.5,null,4.5,null,35.8,null,5.5,null,49.1,null,1.3,null,0400000US33,New Hampshire,33
43.2,null,0.2,null,44.1,null,0.2,null,39.9,null,0.6,null,37.9,null,0.7,null,36.4,null,0.9,null,37.0,null,1.2,null,47.1,null,0.9,null,0400000US34,New Jersey,34
41.4,null,0.4,null,41.1,null,0.5,null,39.1,null,1.4,null,45.2,null,3.1,null,38.5,null,5.0,null,41.2,null,4.0,null,50.2,null,1.6,null,0400000US35,New Mexico,35
42.6,null,0.1,null,44.5,null,0.1,null,41.3,null,0.5,null,39.4,null,0.3,null,38.0,null,0.7,null,40.6,null,0.7,null,47.1,null,0.5,null,0400000US36,New York,36
41.2,null,0.2,null,41.8,null,0.2,null,37.2,null,0.6,null,34.9,null,2.0,null,29.3,null,1.2,null,40.7,null,1.4,null,44.3,null,0.7,null,0400000US37,North Carolina,37
41.7,null,0.4,null,41.5,null,0.5,null,39.4,null,2.3,null,43.2,null,11.2,null,42.1,null,4.2,null,39.2,null,12.0,null,49.4,null,1.5,null,0400000US38,North Dakota,38
42.6,null,0.2,null,43.0,null,0.2,null,38.6,null,0.6,null,39.8,null,1.5,null,30.6,null,1.6,null,40.6,null,2.1,null,46.3,null,0.6,null,0400000US39,Ohio,39
40.9,null,0.2,null,41.5,null,0.3,null,37.0,null,0.8,null,37.1,null,1.6,null,33.5,null,3.1,null,38.5,null,2.2,null,46.4,null,1.5,null,0400000US40,Oklahoma,40
41.6,null,0.3,null,42.7,null,0.3,null,37.8,null,0.8,null,33.4,null,1.5,null,33.7,null,1.8,null,36.2,null,2.1,null,46.9,null,1.1,null,0400000US41,Oregon,41
43.4,null,0.1,null,44.2,null,0.2,null,39.1,null,0.5,null,39.1,null,0.7,null,32.7,null,1.1,null,37.8,null,1.8,null,47.6,null,0.6,null,0400000US42,Pennsylvania,42
43.0,null,0.4,null,43.5,null,0.4,null,41.1,null,2.6,null,40.6,null,1.8,null,27.6,null,3.8,null,37.2,null,9.3,null,45.9,null,2.7,null,0400000US44,Rhode Island,44
41.7,null,0.3,null,42.4,null,0.3,null,38.3,null,0.8,null,37.8,null,6.8,null,28.8,null,4.6,null,35.6,null,1.1,null,42.4,null,1.4,null,0400000US45,South Carolina,45
42.1,null,0.5,null,42.1,null,0.6,null,39.3,null,2.2,null,37.4,null,16.9,null,43.6,null,2.7,null,33.8,null,5.2,null,48.8,null,1.2,null,0400000US46,South Dakota,46
41.7,null,0.2,null,41.9,null,0.3,null,39.4,null,0.5,null,41.1,null,3.7,null,36.1,null,3.3,null,42.6,null,2.6,null,46.7,null,1.1,null,0400000US47,Tennessee,47
40.1,null,0.1,null,40.5,null,0.2,null,36.9,null,0.4,null,39.5,null,1.0,null,34.2,null,1.1,null,35.8,null,1.0,null,45.7,null,0.5,null,0400000US48,Texas,48
36.9,null,0.3,null,37.5,null,0.3,null,34.5,null,0.9,null,34.0,null,2.3,null,24.8,null,1.4,null,32.3,null,2.0,null,40.5,null,1.1,null,0400000US49,Utah,49
44.5,null,0.4,null,44.9,null,0.4,null,41.2,null,2.3,null,34.3,null,7.0,null,34.4,null,5.1,null,39.3,null,8.6,null,50.9,null,1.6,null,0400000US50,Vermont,50
41.8,null,0.2,null,42.3,null,0.2,null,39.1,null,0.8,null,38.6,null,1.4,null,30.1,null,1.7,null,37.8,null,1.2,null,46.3,null,1.0,null,0400000US51,Virginia,51
