B17020H_001E,B17020H_001EA,B17020H_001M,B17020H_001MA,B17020H_002E,B17020H_002EA,B17020H_002M,B17020H_002MA,B17020H_003E,B17020H_003EA,B17020H_003M,B17020H_003MA,B17020H_004E,B17020H_004EA,B17020H_004M,B17020H_004MA,B17020H_005E,B17020H_005EA,B17020H_005M,B17020H_005MA,B17020H_006E,B17020H_006EA,B17020H_006M,B17020H_006MA,B17020H_007E,B17020H_007EA,B17020H_007M,B17020H_007MA,B17020H_008E,B17020H_008EA,B17020H_008M,B17020H_008MA,B17020H_009E,B17020H_009EA,B17020H_009M,B17020H_009MA,B17020H_010E,B17020H_010EA,B17020H_010M,B17020H_010MA,B17020H_011E,B17020H_011EA,B17020H_011M,B17020H_011MA,B17020H_012E,B17020H_012EA,B17020H_012M,B17020H_012MA,B17020H_013E,B17020H_013EA,B17020H_013M,B17020H_013MA,B17020H_014E,B17020H_014EA,B17020H_014M,B17020H_014MA,B17020H_015E,B17020H_015EA,B17020H_015M,B17020H_015MA,B17020H_016E,B17020H_016EA,B17020H_016M,B17020H_016MA,B17020H_017E,B17020H_017EA,B17020H_017M,B17020H_017MA,GEO_ID,NAME,state
3134274,null,4564,null,364772,null,14069,null,29297,null,3204,null,5656,null,1404,null,30735,null,2765,null,28570,null,2728,null,228326,null,10132,null,19484,null,2199,null,22704,null,1994,null,2769502,null,14415,null,150684,null,3518,null,31274,null,3004,null,192840,null,5700,null,207945,null,5521,null,1729454,null,10557,null,259661,null,2551,null,197644,null,2284,null,0400000US01,Alabama,01
444882,null,1395,null,28130,null,3946,null,3096,null,1086,null,285,null,203,null,2586,null,1163,null,2817,null,863,null,18268,null,2488,null,390,null,239,null,688,null,343,null,416752,null,4613,null,25409,null,1288,null,4401,null,971,null,27839,null,1999,null,33375,null,2368,null,288889,null,2889,null,23520,null,650,null,13319,null,657,null,0400000US02,Alaska,02
3711343,null,5017,null,366687,null,16019,null,24493,null,3389,null,4374,null,1106,null,26799,null,3573,null,24321,null,3241,null,241956,null,11509,null,20360,null,2306,null,24384,null,2744,null,3344656,null,16310,null,171947,null,3726,null,34613,null,2968,null,203517,null,5794,null,220371,null,5180,null,2054526,null,11758,null,343342,null,2368,null,316340,null,3241,null,0400000US04,Arizona,04
2109262,null,3859,null,288673,null,12595,null,29239,null,2964,null,5665,null,1468,null,27695,null,3058,null,21948,null,2888,null,170383,null,8616,null,13927,null,1889,null,19816,null,2160,null,1820589,null,13970,null,97707,null,2934,null,20048,null,2392,null,124716,null,4717,null,134372,null,4475,null,1132661,null,9143,null,175723,null,2465,null,135362,null,3065,null,0400000US05,Arkansas,05
15020586,null,9877,null,1302997,null,26192,null,74990,null,5221,null,11674,null,2029,null,76774,null,5844,null,80442,null,4887,null,895134,null,18705,null,71392,null,3951,null,92591,null,5239,null,13717589,null,27471,null,641837,null,5778,null,124809,null,5998,null,785248,null,9789,null,916258,null,8982,null,8895408,null,20046,null,1224104,null,4592,null,1129925,null,7061,null,0400000US06,California,06
3476703,null,4354,null,296098,null,12592,null,19705,null,2707,null,3302,null,955,null,17138,null,2338,null,18149,null,2672,null,206200,null,9375,null,14908,null,2214,null,16696,null,2343,null,3180605,null,12008,null,179112,null,2854,null,35940,null,2553,null,216409,null,4925,null,219704,null,4752,null,2126402,null,8764,null,229813,null,2344,null,173225,null,2871,null,0400000US08,Colorado,08
2491200,null,4442,null,138373,null,10017,null,7034,null,1782,null,1148,null,627,null,8383,null,1895,null,9539,null,2198,null,92943,null,6795,null,6898,null,1249,null,12428,null,1700,null,2352827,null,10279,null,114665,null,1980,null,24097,null,1774,null,159861,null,4389,null,185441,null,3902,null,1485210,null,7123,null,200972,null,1448,null,182581,null,2562,null,0400000US09,Connecticut,09
581686,null,1733,null,43981,null,6201,null,4287,null,1577,null,583,null,338,null,4147,null,1337,null,3388,null,1134,null,26448,null,3721,null,1923,null,684,null,3205,null,797,null,537705,null,6574,null,26791,null,1749,null,5047,null,975,null,34269,null,2002,null,38307,null,2067,null,336582,null,3860,null,52769,null,738,null,43940,null,1023,null,0400000US10,Delaware,10
182505,null,1996,null,12844,null,2026,null,0,null,296,null,0,null,296,null,178,null,286,null,435,null,405,null,11666,null,1943,null,107,null,127,null,458,null,362,null,169661,null,2535,null,9776,null,295,null,1268,null,564,null,6409,null,1009,null,4723,null,714,null,127606,null,2182,null,12248,null,136,null,7631,null,1597,null,0400000US11,District of Columbia,11
10768242,null,7901,null,1134181,null,22729,null,75274,null,5790,null,13725,null,2058,null,77977,null,5813,null,83153,null,6389,null,709280,null,15339,null,74023,null,4519,null,100749,null,6066,null,9634061,null,24433,null,421820,null,6260,null,83211,null,5231,null,545643,null,10695,null,615765,null,10675,null,5718221,null,16964,null,1082806,null,5078,null,1166595,null,6971,null,0400000US12,Florida,12
5494258,null,10521,null,567318,null,21999,null,46246,null,4842,null,7634,null,1603,null,46117,null,4841,null,44227,null,4760,null,361121,null,13003,null,30928,null,2465,null,31045,null,2632,null,4926940,null,23834,null,297439,null,5147,null,66534,null,4496,null,374605,null,8574,null,385779,null,7689,null,3130720,null,14144,null,391606,null,2828,null,280257,null,3150,null,0400000US13,Georgia,13
314928,null,1981,null,32947,null,4522,null,1790,null,923,null,449,null,326,null,1970,null,1017,null,2317,null,1179,null,24362,null,3270,null,698,null,300,null,1361,null,422,null,281981,null,4604,null,15290,null,1019,null,2110,null,701,null,15398,null,1797,null,13798,null,1239,null,195026,null,3512,null,23145,null,387,null,17214,null,699,null,0400000US15,Hawaii,15
1277883,null,2209,null,156824,null,10276,null,16333,null,2404,null,3438,null,998,null,14348,null,2220,null,12026,null,2210,null,96913,null,6152,null,6840,null,1202,null,6926,null,1204,null,1121059,null,10371,null,76047,null,2439,null,15419,null,1789,null,87408,null,3219,null,92025,null,3412,null,693242,null,6201,null,87831,null,1304,null,69087,null,1777,null,0400000US16,Idaho,16
8103990,null,7243,null,692547,null,21167,null,52047,null,4527,null,11102,null,1928,null,57635,null,4664,null,52372,null,4615,null,442134,null,14171,null,33518,null,2989,null,43739,null,3160,null,7411443,null,22877,null,399100,null,4717,null,75462,null,3568,null,495656,null,7451,null,554991,null,8269,null,4760708,null,14042,null,599768,null,3504,null,525758,null,4281,null,0400000US17,Illinois,17
5155684,null,5222,null,582263,null,17349,null,57622,null,4381,null,8382,null,1584,null,52490,null,4302,null,48746,null,4391,null,364484,null,11538,null,22562,null,2077,null,27977,null,2449,null,4573421,null,18715,null,263905,null,4545,null,51266,null,3120,null,334781,null,6586,null,369226,null,7006,null,2888169,null,12216,null,366931,null,2376,null,299143,null,3386,null,0400000US18,Indiana,18
2616075,null,2618,null,272433,null,11315,null,29154,null,3008,null,3422,null,974,null,20962,null,2488,null,22909,null,2724,null,167334,null,6395,null,10388,null,1112,null,18264,null,1640,null,2343642,null,11626,null,133974,null,3177,null,25458,null,2320,null,166466,null,3944,null,183916,null,4398,null,1460529,null,6367,null,195624,null,1387,null,177675,null,2030,null,0400000US19,Iowa,19
2188895,null,3576,null,233887,null,11626,null,21741,null,2957,null,4020,null,1159,null,18712,null,2750,null,16453,null,2325,null,151698,null,6426,null,8154,null,1267,null,13109,null,1516,null,1955008,null,11017,null,116433,null,2898,null,19026,null,2019,null,139580,null,3882,null,159135,null,3856,null,1229830,null,6214,null,153552,null,2105,null,137452,null,1886,null,0400000US20,Kansas,20
3664116,null,4558,null,617327,null,19742,null,59346,null,4815,null,8067,null,1626,null,58819,null,4942,null,58791,null,4793,null,370689,null,11561,null,30762,null,3009,null,30853,null,2329,null,3046789,null,21358,null,166236,null,5033,null,34455,null,3320,null,208672,null,5947,null,224696,null,6564,null,1967754,null,12402,null,255943,null,3041,null,189033,null,2820,null,0400000US21,Kentucky,21
2693861,null,5192,null,285013,null,13808,null,24867,null,3131,null,4036,null,1028,null,23904,null,3644,null,18379,null,2531,null,178328,null,8812,null,16059,null,1929,null,19440,null,2094,null,2408848,null,14504,null,141702,null,3340,null,26614,null,2452,null,170483,null,4213,null,184913,null,4644,null,1531875,null,9265,null,197877,null,2006,null,155384,null,3199,null,0400000US22,Louisiana,22
1208890,null,4070,null,137878,null,7804,null,10900,null,1828,null,2081,null,771,null,11869,null,1888,null,11448,null,1446,null,85102,null,4874,null,7309,null,1239,null,9169,null,1466,null,1071012,null,8535,null,49298,null,1872,null,9777,null,1369,null,64329,null,3044,null,77502,null,2937,null,693109,null,5343,null,97299,null,1247,null,79698,null,1563,null,0400000US23,Maine,23
3161514,null,4834,null,196897,null,10546,null,13379,null,2442,null,2464,null,973,null,12921,null,2442,null,12703,null,1999,null,125926,null,6953,null,12630,null,2086,null,16874,null,1868,null,2964617,null,11305,null,155749,null,2672,null,31313,null,2861,null,201222,null,4854,null,229832,null,5025,null,1895166,null,7883,null,244125,null,2412,null,207210,null,3139,null,0400000US24,Maryland,24
4979655,null,6579,null,359596,null,14734,null,22007,null,2865,null,3068,null,1069,null,20546,null,3056,null,23306,null,3468,null,234015,null,10168,null,22711,null,2103,null,33943,null,2747,null,4620059,null,15728,null,227842,null,3333,null,48738,null,3224,null,312674,null,5074,null,330363,null,6243,null,2996388,null,11042,null,370920,null,2371,null,333134,null,3251,null,0400000US25,Massachusetts,25
7548390,null,4847,null,908742,null,21360,null,77533,null,4435,null,15594,null,1873,null,82001,null,5356,null,75605,null,5368,null,574995,null,13702,null,37245,null,2792,null,45769,null,4303,null,6639648,null,22011,null,335437,null,4867,null,70157,null,3562,null,452589,null,8552,null,517653,null,7467,null,4227824,null,13737,null,568300,null,2812,null,467688,null,4725,null,0400000US26,Michigan,26
4354790,null,3573,null,359021,null,13064,null,23149,null,2313,null,4472,null,954,null,25787,null,2950,null,25968,null,2554,null,231989,null,9156,null,17582,null,1667,null,30074,null,2525,null,3995769,null,13104,null,237476,null,2310,null,45881,null,2805,null,278414,null,5441,null,304177,null,4961,null,2575500,null,9374,null,303107,null,2251,null,251214,null,2364,null,0400000US27,Minnesota,27
1671187,null,3566,null,217889,null,13528,null,20397,null,2805,null,3504,null,1077,null,19895,null,3173,null,18373,null,2980,null,130088,null,7883,null,11295,null,1831,null,14337,null,2036,null,1453298,null,13226,null,86098,null,2996,null,16123,null,1701,null,102365,null,3974,null,111648,null,3854,null,897143,null,8184,null,135426,null,1797,null,104495,null,2751,null,0400000US28,Mississippi,28
4771835,null,4309,null,578417,null,19102,null,59631,null,3819,null,10260,null,1492,null,50675,null,4270,null,50947,null,4589,null,350339,null,11611,null,23690,null,2286,null,32875,null,2448,null,4193418,null,20194,null,231834,null,3887,null,45012,null,3015,null,296371,null,6328,null,317677,null,6416,null,2657324,null,12439,null,354404,null,2519,null,290796,null,2985,null,0400000US29,Missouri,29
830836,null,2129,null,103281,null,7947,null,10088,null,1731,null,2343,null,922,null,8632,null,1627,null,6962,null,1658,null,65083,null,5181,null,4708,null,881,null,5465,null,1131,null,727555,null,8002,null,37800,null,1711,null,6601,null,1295,null,45103,null,2620,null,54735,null,2393,null,465499,null,4767,null,64990,null,1063,null,52827,null,1289,null,0400000US30,Montana,30
