B17020H_001E,B17020H_001EA,B17020H_001M,B17020H_001MA,B17020H_002E,B17020H_002EA,B17020H_002M,B17020H_002MA,B17020H_003E,B17020H_003EA,B17020H_003M,B17020H_003MA,B17020H_004E,B17020H_004EA,B17020H_004M,B17020H_004MA,B17020H_005E,B17020H_005EA,B17020H_005M,B17020H_005MA,B17020H_006E,B17020H_006EA,B17020H_006M,B17020H_006MA,B17020H_007E,B17020H_007EA,B17020H_007M,B17020H_007MA,B17020H_008E,B17020H_008EA,B17020H_008M,B17020H_008MA,B17020H_009E,B17020H_009EA,B17020H_009M,B17020H_009MA,B17020H_010E,B17020H_010EA,B17020H_010M,B17020H_010MA,B17020H_011E,B17020H_011EA,B17020H_011M,B17020H_011MA,B17020H_012E,B17020H_012EA,B17020H_012M,B17020H_012MA,B17020H_013E,B17020H_013EA,B17020H_013M,B17020H_013MA,B17020H_014E,B17020H_014EA,B17020H_014M,B17020H_014MA,B17020H_015E,B17020H_015EA,B17020H_015M,B17020H_015MA,B17020H_016E,B17020H_016EA,B17020H_016M,B17020H_016MA,B17020H_017E,B17020H_017EA,B17020H_017M,B17020H_017MA,GEO_ID,NAME,state
1450867,null,3648,null,139588,null,8516,null,10263,null,1880,null,1951,null,758,null,8610,null,1615,null,9895,null,1947,null,93071,null,6381,null,5226,null,925,null,10572,null,1229,null,1311279,null,9621,null,82323,null,2116,null,18130,null,1780,null,97020,null,3138,null,98229,null,3521,null,817778,null,6365,null,103475,null,1432,null,94324,null,1838,null,0400000US31,Nebraska,31
1453591,null,3683,null,120870,null,10468,null,8080,null,2055,null,1391,null,737,null,9564,null,2443,null,7992,null,1950,null,78601,null,6320,null,8555,null,1707,null,6687,null,1229,null,1332721,null,10957,null,71368,null,2593,null,12231,null,2090,null,83683,null,3936,null,88142,null,3766,null,861011,null,6238,null,125237,null,1827,null,91049,null,1640,null,0400000US32,Nevada,32
1192623,null,1800,null,90053,null,7404,null,6753,null,1660,null,638,null,380,null,7025,null,2148,null,7539,null,1873,null,56915,null,4184,null,4116,null,898,null,7067,null,1721,null,1102570,null,7615,null,56071,null,1689,null,11253,null,1531,null,73721,null,3099,null,87012,null,2915,null,720609,null,4203,null,86466,null,1017,null,67438,null,1806,null,0400000US33,New Hampshire,33
5208792,null,6276,null,280397,null,13189,null,19404,null,3065,null,2461,null,768,null,23174,null,3409,null,23251,null,2536,null,164144,null,7873,null,18973,null,2152,null,28990,null,2590,null,4928395,null,15099,null,240295,null,3427,null,51848,null,3447,null,338379,null,5908,null,373779,null,5940,null,3106116,null,9801,null,419371,null,2432,null,398607,null,3508,null,0400000US34,New Jersey,34
808985,null,3906,null,85106,null,6830,null,5551,null,1552,null,1013,null,631,null,6017,null,1669,null,4798,null,1511,null,55980,null,4628,null,5424,null,1196,null,6323,null,1208,null,723879,null,7545,null,35503,null,2408,null,7372,null,1602,null,40892,null,3124,null,46611,null,3494,null,450509,null,4768,null,78146,null,1794,null,64846,null,1663,null,0400000US35,New Mexico,35
11358999,null,9115,null,1036707,null,27249,null,84981,null,5276,null,14859,null,1900,null,79614,null,5214,null,79078,null,5597,null,630953,null,15835,null,60806,null,3811,null,86416,null,4641,null,10322292,null,28533,null,487998,null,5132,null,108394,null,4805,null,657418,null,10181,null,737184,null,8740,null,6632664,null,17215,null,878531,null,4295,null,820103,null,5774,null,0400000US36,New York,36
6086034,null,6843,null,654139,null,19284,null,49311,null,4629,null,10262,null,1744,null,53252,null,4392,null,47861,null,4417,null,420478,null,13439,null,33666,null,3067,null,39309,null,2752,null,5431895,null,20534,null,298068,null,4846,null,60595,null,3232,null,387253,null,8176,null,384183,null,8154,null,3451564,null,13723,null,482886,null,3442,null,367346,null,3878,null,0400000US37,North Carolina,37
553278,null,865,null,53619,null,4143,null,3595,null,1058,null,444,null,287,null,3314,null,1202,null,2990,null,1098,null,33937,null,3167,null,3199,null,537,null,6140,null,995,null,499659,null,4220,null,30483,null,1106,null,5222,null,742,null,31775,null,1518,null,37910,null,1556,null,318775,null,3204,null,38649,null,690,null,36845,null,991,null,0400000US38,North Dakota,38
9241995,null,5646,null,1109314,null,29292,null,105323,null,6659,null,18483,null,1984,null,107652,null,7734,null,94992,null,6421,null,684215,null,17673,null,45132,null,3080,null,53517,null,3578,null,8132681,null,30456,null,432771,null,6995,null,85347,null,4038,null,561786,null,9607,null,628331,null,10122,null,5164543,null,17966,null,681492,null,4080,null,578411,null,5136,null,0400000US39,Ohio,39
2533057,null,4287,null,314858,null,12013,null,24250,null,2764,null,4372,null,958,null,33426,null,3599,null,23114,null,2930,null,195508,null,7637,null,16693,null,1770,null,17495,null,1834,null,2218199,null,12568,null,128659,null,3012,null,24617,null,2568,null,148488,null,4763,null,160283,null,4257,null,1387651,null,8375,null,200144,null,1819,null,168357,null,2613,null,0400000US40,Oklahoma,40
2982252,null,3143,null,368941,null,12773,null,29861,null,3165,null,4112,null,1110,null,31220,null,3836,null,27012,null,3061,null,239844,null,9224,null,17741,null,1830,null,19151,null,2871,null,2613311,null,12839,null,125934,null,3363,null,23220,null,2567,null,158087,null,4618,null,181530,null,4124,null,1696529,null,9362,null,230887,null,1876,null,197124,null,3143,null,0400000US41,Oregon,41
9865149,null,7950,null,913452,null,18667,null,68493,null,5276,null,13159,null,1868,null,74164,null,4962,null,67118,null,4437,null,560324,null,14233,null,50911,null,3475,null,79283,null,3975,null,8951697,null,20503,null,438823,null,5284,null,89414,null,4195,null,573432,null,7560,null,656900,null,7815,null,5657433,null,15167,null,788459,null,3667,null,747236,null,4825,null,0400000US42,Pennsylvania,42
790687,null,2718,null,62270,null,5660,null,3872,null,1441,null,1028,null,471,null,4366,null,1223,null,5246,null,1439,null,38338,null,4087,null,3749,null,793,null,5671,null,1294,null,728417,null,6020,null,32394,null,1586,null,6245,null,1423,null,42593,null,2635,null,52363,null,2224,null,475303,null,4500,null,61394,null,800,null,58125,null,1358,null,0400000US44,Rhode Island,44
2876916,null,4381,null,314074,null,14586,null,25525,null,3256,null,4216,null,917,null,24401,null,3466,null,22606,null,3004,null,200576,null,8796,null,17035,null,2126,null,19715,null,2557,null,2562842,null,14552,null,137298,null,3462,null,26662,null,2440,null,177300,null,5065,null,183594,null,5051,null,1606451,null,8886,null,246775,null,2385,null,184762,null,3063,null,0400000US45,South Carolina,45
668129,null,2550,null,67494,null,6395,null,5393,null,1214,null,841,null,343,null,4997,null,1788,null,4355,null,1195,null,42015,null,3785,null,4095,null,946,null,5798,null,1001,null,600635,null,6401,null,37188,null,1458,null,6234,null,857,null,40987,null,2557,null,45620,null,1988,null,376585,null,3957,null,48981,null,1078,null,45040,null,1214,null,0400000US46,South Dakota,46
4709764,null,4946,null,643802,null,18478,null,56628,null,4416,null,10199,null,1633,null,58176,null,4597,null,50516,null,4403,null,396891,null,12455,null,34642,null,3098,null,36750,null,3691,null,4065962,null,18738,null,216047,null,4391,null,45152,null,3515,null,269262,null,6796,null,302731,null,6269,null,2598992,null,13000,null,364628,null,3439,null,269150,null,4078,null,0400000US47,Tennessee,47
11277149,null,11115,null,1010170,null,25357,null,75383,null,6094,null,11961,null,2001,null,75315,null,5914,null,70639,null,5854,null,660630,null,16599,null,52511,null,4443,null,63731,null,4264,null,10266979,null,25450,null,591289,null,6685,null,119634,null,5802,null,727118,null,9765,null,765781,null,8996,null,6527912,null,17665,null,850999,null,4820,null,684246,null,6304,null,0400000US48,Texas,48
2223851,null,2625,null,208947,null,12035,null,19298,null,2547,null,3547,null,904,null,19332,null,2837,null,17264,null,2894,null,136166,null,7851,null,6005,null,1259,null,7335,null,1285,null,2014904,null,12428,null,180742,null,2646,null,34896,null,2486,null,187101,null,4825,null,186912,null,4475,null,1213855,null,7995,null,117307,null,1480,null,94091,null,1778,null,0400000US49,Utah,49
569518,null,1356,null,61687,null,4741,null,4895,null,891,null,1038,null,480,null,4726,null,1099,null,3209,null,790,null,41167,null,3248,null,3265,null,728,null,3387,null,819,null,507831,null,4979,null,23241,null,1173,null,4083,null,716,null,33181,null,1477,null,38950,null,1518,null,331196,null,3378,null,42739,null,928,null,34441,null,901,null,0400000US50,Vermont,50
5054670,null,7747,null,394027,null,16496,null,28941,null,3318,null,8555,null,1575,null,29565,null,3345,null,28992,null,3349,null,252009,null,11199,null,17775,null,1895,null,28190,null,2619,null,4660643,null,18306,null,255066,null,4051,null,50801,null,3664,null,327338,null,7121,null,338202,null,6464,null,3008956,null,11759,null,389618,null,2371,null,290662,null,3341,null,0400000US51,Virginia,51
4865405,null,4434,null,489635,null,15895,null,32843,null,3406,null,5749,null,1482,null,34725,null,4208,null,38817,null,4913,null,332421,null,9846,null,21025,null,2064,null,24055,null,3133,null,4375770,null,16494,null,228440,null,3475,null,44206,null,3470,null,285552,null,6569,null,314894,null,6278,null,2858805,null,9896,null,354623,null,2213,null,289250,null,3482,null,0400000US53,Washington,53
1659884,null,2590,null,284152,null,10874,null,23164,null,2368,null,4158,null,910,null,26128,null,2524,null,23507,null,2663,null,180539,null,6827,null,13439,null,1692,null,13217,null,1725,null,1375732,null,11213,null,69067,null,2332,null,14642,null,2074,null,84334,null,3406,null,96171,null,3443,null,873054,null,7226,null,131854,null,1699,null,106610,null,1825,null,0400000US54,West Virginia,54
4658658,null,4169,null,441945,null,14483,null,32179,null,2862,null,6971,null,1314,null,34226,null,3234,null,31836,null,3238,null,287740,null,9233,null,16739,null,1584,null,32254,null,2593,null,4216713,null,14817,null,228761,null,2862,null,43741,null,2505,null,280431,null,5224,null,315342,null,5374,null,2712050,null,9187,null,344423,null,1925,null,291965,null,2801,null,0400000US55,Wisconsin,55
456445,null,907,null,38703,null,4576,null,3181,null,971,null,440,null,320,null,3855,null,1444,null,3297,null,1212,null,24022,null,2711,null,1591,null,637,null,2317,null,626,null,417742,null,4498,null,27385,null,970,null,6725,null,1055,null,27742,null,1655,null,28749,null,1886,null,270910,null,2692,null,31978,null,703,null,24253,null,1278,null,0400000US56,Wyoming,56
37194,null,3352,null,14859,null,2069,null,763,null,425,null,382,null,313,null,920,null,518,null,1947,null,637,null,9561,null,1847,null,712,null,342,null,574,null,373,null,22335,null,2806,null,1103,null,562,null,872,null,627,null,2245,null,942,null,1564,null,690,null,13548,null,1827,null,2058,null,594,null,945,null,381,null,0400000US72,Puerto Rico,72
